contrast	method	gene	family	logFC	se	p	fdr
GSE205335	edgeR-QL	CLDN4	other	0.768232598639492	0.503333809984204	0.152403990399963	0.607958139290924
GSE205335	edgeR-QL	CLDN7	TJ	-0.553995111439431	0.756022046628916	0.477709734625191	0.824706272874293
GSE205335	edgeR-QL	CXCL10	IFN|chemokine	-6.44770961414614	2.03810915306191	0.00812971943071201	0.345737489743802
GSE205335	edgeR-QL	CXCL8	chemokine	0.168801846552522	1.30238449550088	0.899013803663088	0.974395307566573
GSE205335	edgeR-QL	F11R	TJ	-0.213010970155678	0.544084371174585	0.702193985800284	0.918513323876746
GSE205335	edgeR-QL	HLA-A	IFN|MHC-I/APM	-1.30253631829425	0.75559275162661	0.110000595356305	0.558144598428964
GSE205335	edgeR-QL	HLA-B	IFN|MHC-I/APM	-1.92230409310388	0.950094399582134	0.0658101913491675	0.492763963620618
GSE205335	edgeR-QL	IFIT1	IFN	-1.8570988889727	1.01685627742932	0.0926708072338091	0.533344819413469
GSE205335	edgeR-QL	IRF1	IFN|MHC-I/APM	-1.32100518844976	0.550904050447354	0.0333739676256822	0.419289691642046
GSE205335	edgeR-QL	ISG15	IFN	-1.6294661563849	1.04850533221242	0.146027504869214	0.600016793437724
GSE205335	edgeR-QL	KRT18	keratin	0.585864072784827	0.870579637624402	0.513674793280106	0.844028114539334
GSE205335	edgeR-QL	KRT19	keratin	-1.33673929862476	1.04989547967586	0.226960707150928	0.671775590240885
GSE205335	edgeR-QL	KRT7	keratin	-1.35238010109287	1.0910594291066	0.238757713566593	0.679965445189991
GSE205335	edgeR-QL	KRT8	keratin	0.284021880742864	0.806535121991095	0.730808169266832	0.927148893727804
GSE205335	edgeR-QL	MX1	IFN	-1.95337277174496	0.837508936988611	0.0378290273917884	0.438944763017741
GSE205335	edgeR-QL	OCLN	TJ	0.486873990433654	0.58390276338603	0.420571273040973	0.793311314068902
GSE205335	edgeR-QL	PSMB8	IFN|MHC-I/APM	-1.06448084825511	0.529813309805941	0.0671432701536682	0.495861834709853
GSE205335	edgeR-QL	PSMB9	IFN|MHC-I/APM	-2.22170373556204	0.785508146560467	0.0151698667192366	0.373425410607888
GSE205335	edgeR-QL	STAT1	IFN	-1.6310619924196	0.404012643879111	0.00159116216242088	0.308458619719136
GSE205335	edgeR-QL	TAP1	IFN|MHC-I/APM	-2.28181490611788	0.712828495184931	0.00758210976721999	0.344946105523276
GSE205335	edgeR-QL	TAP2	MHC-I/APM	-2.02243966494964	0.833207762628564	0.0318163192092105	0.417385630327093
GSE205335	edgeR-QL	TJP1	TJ	-0.051961286667949	0.639515135129942	0.936576436821014	0.98303552534253
GSE189357	limma-voom	B2M	IFN|MHC-I/APM	-1.23340751645729	0.468578624839822	0.0328505241631852	0.455817463269245
GSE189357	limma-voom	CCL5	IFN|chemokine	-1.58178522650747	0.960514236928453	0.14529193313869	0.618248306367192
GSE189357	limma-voom	CDH1	TJ	0.811963349835399	0.415285250315722	0.0901605045446275	0.55440941979252
GSE189357	limma-voom	CLDN3	TJ	0.758377665895974	0.443181623974725	0.129425685025339	0.600954860434804
GSE189357	limma-voom	CLDN4	other	0.959539478271176	0.51595746743834	0.103922168878394	0.568694987432838
GSE189357	limma-voom	CLDN7	TJ	0.555519129068835	0.322164973022908	0.126952648446666	0.596537849056147
GSE189357	limma-voom	CXCL10	IFN|chemokine	-1.02177434726612	1.38868547319909	0.486698194650597	0.828207785204793
GSE189357	limma-voom	CXCL8	chemokine	0.153889646312301	0.661074798187836	0.822575728321487	0.953883211491969
GSE189357	limma-voom	F11R	TJ	-0.0195640548828412	0.344424671129015	0.956241267130337	0.988393312955754
GSE189357	limma-voom	HLA-A	IFN|MHC-I/APM	-0.149971660276182	0.466353340253505	0.756868627909418	0.932067755682706
GSE189357	limma-voom	HLA-B	IFN|MHC-I/APM	-0.664680175307146	0.447191221906087	0.179449202846917	0.642136880979604
GSE189357	limma-voom	IFIT1	IFN	0.216125557957106	0.446047313488176	0.642344713096081	0.894443773871282
GSE189357	limma-voom	IRF1	IFN|MHC-I/APM	-0.45801716578225	0.419439275893291	0.309899229809576	0.738361087225867
GSE189357	limma-voom	ISG15	IFN	-0.232575604777479	0.602470384020832	0.711060562149147	0.916085129196224
GSE189357	limma-voom	KRT18	keratin	0.760798524768637	0.460325413477968	0.141009205200338	0.616712769622966
GSE189357	limma-voom	KRT19	keratin	0.702607447978778	0.407564209211875	0.127029782129582	0.596591768703583
GSE189357	limma-voom	KRT7	keratin	0.790432795600698	0.382558316364565	0.0763915619142515	0.537218297701917
GSE189357	limma-voom	KRT8	keratin	0.357846805241893	0.481286425213177	0.480631253316532	0.825159033878044
GSE189357	limma-voom	MX1	IFN	-0.0631741707882503	0.34883075500473	0.861260999851016	0.963782814410261
GSE189357	limma-voom	OCLN	TJ	0.956784013568622	0.623961138169966	0.169930220713014	0.636051491607607
GSE189357	limma-voom	PSMB8	IFN|MHC-I/APM	-0.640571840561028	0.339746741485407	0.100027250090178	0.56680807978167
GSE189357	limma-voom	PSMB9	IFN|MHC-I/APM	-1.15821368049376	0.490031822364514	0.0493102235747281	0.485218704293203
GSE189357	limma-voom	STAT1	IFN	-0.28358199095671	0.302685392656218	0.379057053437291	0.773608951533847
GSE189357	limma-voom	TAP1	IFN|MHC-I/APM	-0.867335791737505	0.294090197694446	0.0206628907310542	0.425831403448917
GSE189357	limma-voom	TAP2	MHC-I/APM	-0.441291448697553	0.369366440350726	0.269920314469017	0.708394553634456
GSE189357	limma-voom	TJP1	TJ	-0.241119741353762	0.501734575233885	0.645240305448578	0.895752593817464
GSE189357	edgeR-QL	B2M	IFN|MHC-I/APM	-1.25929752219102	0.515044163259957	0.042721876012967	0.447470633600001
GSE189357	edgeR-QL	CCL5	IFN|chemokine	-2.14982451475777	1.04192970225119	0.0779655897801866	0.506752078957475
GSE189357	edgeR-QL	CDH1	TJ	0.783008986091234	0.398639171959437	0.0881657875346219	0.521344504897402
GSE189357	edgeR-QL	CLDN3	TJ	0.78636193691524	0.431456190690853	0.108993278253921	0.557471125477082
GSE189357	edgeR-QL	CLDN4	other	1.07697558137487	0.511269406161021	0.0711675724163579	0.498191173244789
GSE189357	edgeR-QL	CLDN7	TJ	0.54548343191405	0.331350776988838	0.141530548221797	0.592763717242573
GSE189357	edgeR-QL	CXCL10	IFN|chemokine	-1.27963779381855	1.2818725599992	0.351390264077976	0.752430466250017
GSE189357	edgeR-QL	CXCL8	chemokine	-0.0782782368352375	0.606039813795043	0.900701447019078	0.978532193371559
GSE189357	edgeR-QL	F11R	TJ	-0.0473190872930954	0.348414852008877	0.89560309942185	0.977159567524229
GSE189357	edgeR-QL	HLA-A	IFN|MHC-I/APM	-0.0118218874847345	0.482660677246983	0.981108936901574	0.996701969815634
GSE189357	edgeR-QL	HLA-B	IFN|MHC-I/APM	-0.681259673196668	0.472271180173053	0.190249891147609	0.634442805054599
GSE189357	edgeR-QL	IFIT1	IFN	-0.100651200756263	0.528399042072972	0.854088452172533	0.965131024109882
GSE189357	edgeR-QL	IRF1	IFN|MHC-I/APM	-0.390261665109905	0.433336448150905	0.396260639296463	0.782088373607169
GSE189357	edgeR-QL	ISG15	IFN	-0.433358760277078	0.575089810490362	0.475051681115771	0.823410253759527
GSE189357	edgeR-QL	KRT18	keratin	0.759413875991508	0.456126250935648	0.137694289636398	0.587097988787019
GSE189357	edgeR-QL	KRT19	keratin	0.648930854406862	0.401000282486032	0.147459321865288	0.600199854141824
GSE189357	edgeR-QL	KRT7	keratin	0.736101128191372	0.390715102398024	0.0994372639522743	0.543742569801503
GSE189357	edgeR-QL	KRT8	keratin	0.387631465616495	0.48107204403241	0.445580006090312	0.810803053918865
GSE189357	edgeR-QL	MX1	IFN	-0.143619550403423	0.363924511926301	0.704274249791715	0.916960305238059
GSE189357	edgeR-QL	OCLN	TJ	0.724263782975381	0.584854805538026	0.254824595605772	0.693513309506492
GSE189357	edgeR-QL	PSMB8	IFN|MHC-I/APM	-0.657123384244581	0.356655072543304	0.105806166129849	0.551581552816858
GSE189357	edgeR-QL	PSMB9	IFN|MHC-I/APM	-1.09251258062921	0.508950993644643	0.0672110527950279	0.497898230970027
GSE189357	edgeR-QL	STAT1	IFN	-0.280296488547014	0.312850943595957	0.398585176079601	0.782883103646583
GSE189357	edgeR-QL	TAP1	IFN|MHC-I/APM	-0.87479419301809	0.318763254856634	0.0273176683872517	0.415103523923062
GSE189357	edgeR-QL	TAP2	MHC-I/APM	-0.51566827848755	0.403241056081689	0.239736509174691	0.678887754672022
GSE189357	edgeR-QL	TJP1	TJ	-0.207189157976293	0.508533927555238	0.695361531116561	0.914290288288915
