gene	logFC	se	t	p	fdr	AveExpr	method	contrast	family
MAPK10	0.152179056584142	0.773353938792132	0.196778019675989	0.845241557340058	0.956927444574562	1.67396908001314	limma-voom	stacked	TJ
MAPK8	0.465557205221066	0.230219294007769	2.02223365868438	0.0514555936309087	0.323234442628372	3.97669800704109	limma-voom	stacked	TJ
MAPK9	0.118223822669482	0.233719072194125	0.505837292436649	0.616388336741045	0.861601223157908	4.21535380960461	limma-voom	stacked	TJ
MARVELD2	0.612192618141344	0.258689529238113	2.36651487187889	0.0240822311676028	0.22861695577839	4.06320843162192	limma-voom	stacked	TJ
MARVELD3	0.647219301297951	0.420981761350164	1.53740461159696	0.133941242106489	0.484181904833804	3.74390003425303	limma-voom	stacked	TJ
METTL7B	-0.350362236953845	0.824700814903002	-0.424835565362032	0.67379010261671	0.889993383610764	1.34147453821007	limma-voom	stacked	IFN
MICALL2	0.335745564787108	0.446344873280948	0.752211092555276	0.457391876499804	0.778690191309985	3.78712045962877	limma-voom	stacked	TJ
MOV10	-0.427774871696679	0.255086935656501	-1.67697679458081	0.10315117001511	0.435509846690409	3.52915357779387	limma-voom	stacked	IFN
MPDZ	-0.439688081777377	0.657902093409054	-0.668318411177327	0.508706705417335	0.809007546518008	2.31501190774433	limma-voom	stacked	TJ
MPP7	0.0504429796815854	0.524976646296993	0.0960861402833689	0.92404939174193	0.979388371003775	3.31398611709493	limma-voom	stacked	TJ
MSN	-0.920970632247799	0.587367563098628	-1.56796304411034	0.126693590970123	0.473421683940763	5.71528749272447	limma-voom	stacked	TJ
MT2A	-1.2925020324161	0.648982600848621	-1.99158194799985	0.0549807732566776	0.333051571318411	9.42866935634242	limma-voom	stacked	IFN
MTHFD2	-0.913941299711878	0.454538357453458	-2.01070225367165	0.0528177050174209	0.326198163246019	5.49713257351832	limma-voom	stacked	IFN
MVB12A	0.0256214223610782	0.195081228565198	0.131337200147452	0.896319072747662	0.972055363694053	5.21863822773512	limma-voom	stacked	IFN
MVP	-0.374544351296368	0.441874939411212	-0.847625239384337	0.402921173987057	0.743129424133185	5.98084527078014	limma-voom	stacked	IFN
MX1	-1.53787797228706	0.531085375221163	-2.8957264576277	0.00675438136490951	0.121648703075837	4.67502002696947	limma-voom	stacked	IFN
MX2	-1.72828833093734	0.717186347406705	-2.40981766759324	0.0218642333788065	0.219959238933818	2.96939117128876	limma-voom	stacked	IFN
MYD88	-0.544522776931882	0.267420140358513	-2.03620705681283	0.049955401773985	0.319573039784995	3.81019004214432	limma-voom	stacked	IFN
MYH10	-0.0579693592574918	0.660290906149445	-0.0877936659699679	0.930585955632476	0.980150289476266	3.81672160859937	limma-voom	stacked	TJ
MYH14	0.14977706632115	0.431051322522093	0.347469218850324	0.730506322497501	0.910370358770649	4.79523562015457	limma-voom	stacked	TJ
MYH9	-0.547475167955023	0.309680640563143	-1.76787017412344	0.086481910950672	0.402317413285595	6.68883236342463	limma-voom	stacked	TJ
MYL12A	-0.415457656777774	0.261122721704728	-1.59104368270014	0.121291241310844	0.465064184057586	8.59788539264037	limma-voom	stacked	TJ
MYL12B	-0.0782301412179167	0.206017644202643	-0.3797254430352	0.70662188703177	0.901360289691428	8.87429780571842	limma-voom	stacked	TJ
MYL6	-0.30100091633616	0.161645107554103	-1.86210966042021	0.0716597436099649	0.373077392756747	10.2071758403397	limma-voom	stacked	TJ
MYL6B	0.0825553649379504	0.252976510038576	0.326336089170341	0.746264466292714	0.919761714091485	6.11446692335257	limma-voom	stacked	TJ
MYL9	-2.64195334051098	0.69127095791987	-3.8218781076251	0.00057386426455671	0.0306891534111402	4.49408917743192	limma-voom	stacked	TJ
MYO1C	-0.438375459759799	0.291676005466509	-1.50295345363997	0.142516695924035	0.497007228157556	5.14979022173087	limma-voom	stacked	TJ
NAMPT	-0.229230333408882	0.439763149761485	-0.521258621904109	0.605763593079849	0.857450138196261	7.30089096350432	limma-voom	stacked	IFN
NCOA3	-0.449536496293619	0.189070041475123	-2.37761885905529	0.0234760596392479	0.225211325870456	4.90936613075444	limma-voom	stacked	IFN
NCOA7	0.312298738407412	0.428802434416465	0.728304490230806	0.47170585875266	0.787833932116794	6.2622300771166	limma-voom	stacked	IFN
NEDD4	-0.177313209060151	0.416638123886631	-0.42558085517013	0.673221246126442	0.889993383610764	1.90053177967978	limma-voom	stacked	TJ
NEDD4L	0.435116350264092	0.527248208469105	0.825259039812533	0.415314155826253	0.751830945935078	5.57038657150686	limma-voom	stacked	TJ
NF2	0.00483129704157321	0.206298413879817	0.0234189732761967	0.981459419134894	0.996158286986452	3.58443943037753	limma-voom	stacked	TJ
NFKB1	-0.827376210072959	0.312951623498887	-2.64378308961194	0.0125238472976563	0.168919546571155	5.01841332944567	limma-voom	stacked	IFN
NFKBIA	0.269861954672808	0.446880687085754	0.603879206399947	0.55016709181089	0.832179526448795	8.99889765977119	limma-voom	stacked	IFN
NLRC5	-1.15240471520075	0.540397306233262	-2.13251380402573	0.0407088283067918	0.2904404584814	2.71192742084364	limma-voom	stacked	IFN|MHC-I/APM
NMI	-0.611693759629574	0.250245736801629	-2.44437234954562	0.020115154940915	0.211457038085248	4.6404032789357	limma-voom	stacked	IFN
NOD1	0.176652220905841	0.360240753548849	0.490372672068838	0.627168070223184	0.866521910320508	2.25350935310827	limma-voom	stacked	IFN
NPHP1	-0.21926923224326	0.318584495987267	-0.688260838192274	0.49617724365804	0.802798451688227	3.45721191485557	limma-voom	stacked	TJ
NPHP4	0.274860470098821	0.34645372922247	0.793354052547443	0.433331690646994	0.764411646999247	2.019684503015	limma-voom	stacked	TJ
NUB1	-0.273859068896954	0.201911275266168	-1.35633370913012	0.184351066414853	0.550524749643963	5.25369071024681	limma-voom	stacked	IFN
NUP93	-0.15235156778336	0.235691049692509	-0.646403705113637	0.522561529066028	0.816263834207938	3.82586472240825	limma-voom	stacked	IFN
OAS1	-1.35681602378968	0.711162890951599	-1.90788361014471	0.0653833705243489	0.362009068985269	4.38822050889035	limma-voom	stacked	IFN
OAS2	-3.15118576581987	0.732218378268559	-4.30361468565065	0.000147380985357705	0.0135114011614022	2.63830346356231	limma-voom	stacked	IFN
OAS3	-0.533292550534067	0.363837104471537	-1.46574536785812	0.152337772955687	0.512207855128818	3.89230542625499	limma-voom	stacked	IFN
OASL	-2.59872464132706	0.734286131463261	-3.53911715062411	0.00124878412827512	0.0477317394233809	1.70459630613863	limma-voom	stacked	IFN
OCEL1	-0.17341477056726	0.204201286282065	-0.849234467248754	0.401969627691799	0.742352220194127	4.36134851050865	limma-voom	stacked	TJ
OCLN	0.58890285629202	0.330668339854263	1.78094720695537	0.0842802383160069	0.401129910296605	5.05458499035923	limma-voom	stacked	TJ
OGFR	-0.236324909789545	0.196091589262587	-1.20517616629177	0.236846462754694	0.611577492665816	5.02043072669083	limma-voom	stacked	IFN
PAK2	-0.435898630569662	0.198974545249203	-2.19072560273339	0.035761461033021	0.275964869381981	5.99476825168114	limma-voom	stacked	TJ
PARD3	-0.351157992006464	0.242781091836763	-1.4463976142037	0.157651730385798	0.517567999082938	4.32792355925382	limma-voom	stacked	TJ
PARD6A	1.26164270078317	0.385584197100019	3.27202906724909	0.00253534769018019	0.0700986267264561	3.25460511216349	limma-voom	stacked	TJ
PARD6B	-0.472725640502561	0.316130307453397	-1.49535058599925	0.144480789750315	0.499612396670131	4.54720804874862	limma-voom	stacked	TJ
PARD6G	0.210429201449267	0.583760631543548	0.36047172433136	0.720840811610683	0.905889036689224	1.61972359587509	limma-voom	stacked	TJ
PARP12	-1.0681641551128	0.303924137829234	-3.51457492893496	0.00132158189863998	0.0492784345263527	3.95015164313631	limma-voom	stacked	IFN
PARP14	-0.505142956891577	0.30191250145443	-1.67314355801137	0.10390937801082	0.43688518830549	5.58299060882209	limma-voom	stacked	IFN
PARP9	-0.52562204093449	0.263577294476795	-1.99418558407263	0.0545863298082225	0.332331331437975	4.70510499838364	limma-voom	stacked	IFN
PCNA	0.211030738152246	0.29999905491241	0.70343800987593	0.4867972434	0.797513278025651	5.69014087062566	limma-voom	stacked	TJ
PDCD6IP	-0.352840183182061	0.185989489302965	-1.89709743547555	0.0667403466678949	0.364078480318433	5.33929181811558	limma-voom	stacked	TJ
PDE4B	-2.20421049323971	0.529311380517049	-4.16429832112539	0.000218091784750754	0.0176105505395096	2.32443706386142	limma-voom	stacked	IFN
PDIA3	0.0493413495035977	0.228075787898316	0.216337516394312	0.830078249284355	0.950664911369651	7.86931210077122	limma-voom	stacked	MHC-I/APM
PECAM1	-2.8222835089587	0.515010915233393	-5.48004600578165	4.70710491914415e-06	0.00133473791346802	1.91621773142167	limma-voom	stacked	TJ
PELI1	0.28420402764681	0.377767152098541	0.752325939584804	0.457307667255819	0.778690191309985	4.67794002141778	limma-voom	stacked	IFN
PFKP	-1.5291677141248	0.410090249108544	-3.72885655645046	0.000742580660415425	0.0353833607569501	5.30533646041426	limma-voom	stacked	IFN
PIM1	-0.812992239584753	0.457197420439311	-1.77820828211053	0.0848416696572999	0.401687158537316	4.95487988642449	limma-voom	stacked	IFN
PLA2G4A	0.587751516259842	1.05268456660544	0.558335834783964	0.580488088048855	0.846618638019845	0.893905021936824	limma-voom	stacked	IFN
PLEC	-1.44958075473802	0.518871898968149	-2.79371605519728	0.0087140509234492	0.137452034811922	5.8655773140603	limma-voom	stacked	TJ
PLSCR1	-0.453732450839465	0.283837099300727	-1.59856640290258	0.119605200956662	0.462019077431032	5.76766175688258	limma-voom	stacked	IFN
PML	-0.826231940295259	0.308576497426172	-2.67755952636328	0.0115378505607307	0.159683327908047	4.31683520480316	limma-voom	stacked	IFN
PNP	-0.269532297502477	0.286466763465643	-0.940885058502789	0.353712198336283	0.712096277836227	4.89813015062388	limma-voom	stacked	IFN
PNPT1	-0.324854400501513	0.173136587062862	-1.87628973178018	0.0696296843603592	0.368967727686162	4.2460746260595	limma-voom	stacked	IFN
PPP2CA	-0.441203831341402	0.174069793727416	-2.53463752609659	0.0162682142347299	0.195042611764072	6.00984226136118	limma-voom	stacked	TJ
PPP2CB	0.364358234543271	0.3885756282257	0.937676498670261	0.355405457139432	0.712854269254001	5.46483528651937	limma-voom	stacked	TJ
PPP2R1A	-0.070665452262249	0.191659440093179	-0.368703217685983	0.714742448502744	0.903842068973745	6.41704690317695	limma-voom	stacked	TJ
PPP2R1B	-0.225933232272781	0.265649076807102	-0.850495077898727	0.401278943257319	0.742106594374929	3.30709690669992	limma-voom	stacked	TJ
PPP2R2A	-0.304588595767958	0.212947417379672	-1.4303465123735	0.16217202443896	0.525639264714581	5.52514155919854	limma-voom	stacked	TJ
PPP2R2D	0.134899087185067	0.199529845944492	0.676084755874543	0.503774871308657	0.806635194467033	4.29690061744411	limma-voom	stacked	TJ
PRKAA1	0.164411053526367	0.200320019151872	0.82074200183517	0.417779025560664	0.752735593711907	4.75858046588199	limma-voom	stacked	TJ
PRKAA2	1.2894174622737	0.749419907752194	1.72055405645837	0.0949571257358862	0.419345249582637	2.25283357629397	limma-voom	stacked	TJ
PRKAB1	0.419833849541269	0.246843665654943	1.70080868158936	0.0985399252343799	0.426668078260935	4.12952444915819	limma-voom	stacked	TJ
PRKAB2	-0.184480012988109	0.256405713993425	-0.71948479663304	0.476989796430049	0.79111630214781	3.17262655136666	limma-voom	stacked	TJ
PRKACA	0.33370036855724	0.218060057586356	1.53031404398804	0.135625445497804	0.485805245873892	3.89076164200524	limma-voom	stacked	TJ
PRKACB	-1.40602544000301	0.728844421453777	-1.92911600695043	0.0625949687665671	0.355282676425819	2.72369302423231	limma-voom	stacked	TJ
PRKAG1	-0.139341213431582	0.20837060898456	-0.668718175325325	0.508402501310888	0.809007546518008	4.83197287534599	limma-voom	stacked	TJ
PRKAG2	-0.169613604370912	0.211774420858704	-0.800916388689255	0.429002613184233	0.761512427217259	4.33558298403987	limma-voom	stacked	TJ
PRKCE	-0.615660631443073	0.416600760411119	-1.47781926954601	0.149092521589454	0.507655497425563	2.67463540548662	limma-voom	stacked	TJ
PRKCH	0.0385907947064809	0.538126181309159	0.0717132822130988	0.9432749338237	0.984789045989586	3.26940015854676	limma-voom	stacked	TJ
PRKCI	0.0360794248309626	0.294107967570905	0.122674081661064	0.903121432794749	0.973635769224745	5.03021923172177	limma-voom	stacked	TJ
PRKCZ	-0.0260534272220004	0.287579101054837	-0.090595690460248	0.928370494616572	0.980120007992447	4.31794601616449	limma-voom	stacked	TJ
PROCR	-1.11949442095151	0.771834951131252	-1.45043240049017	0.156637609960722	0.515905558684788	2.4917971628734	limma-voom	stacked	IFN
PSMA2	-0.502217323063389	0.200152935531266	-2.50916791067967	0.0172789005862997	0.198662449934519	7.15890000701818	limma-voom	stacked	IFN
PSMA3	0.0035689835554802	0.245222464128171	0.0145540644825051	0.988477017697935	0.997554156400126	6.87203694456202	limma-voom	stacked	IFN
PSMB10	-0.904549491909423	0.357870727439184	-2.52758726141729	0.0165472989982579	0.196265774986147	4.04013723668848	limma-voom	stacked	IFN|MHC-I/APM
PSMB2	-0.206201295500155	0.187427148143149	-1.10016770538848	0.279349801068174	0.651887487928085	7.24494748002707	limma-voom	stacked	IFN
PSMB8	-0.71398625293861	0.318426653972085	-2.24223143393393	0.0319139416481386	0.26075968286422	6.78251219160045	limma-voom	stacked	IFN|MHC-I/APM
PSMB9	-1.6896329272232	0.478370507086939	-3.53205915120543	0.00127295440289819	0.0482022765047754	6.47234406581226	limma-voom	stacked	IFN|MHC-I/APM
PSME1	-0.557922771640588	0.206141290057113	-2.70650664641717	0.0107506962177095	0.155410917312184	7.66731223188932	limma-voom	stacked	IFN
PSME2	-0.766073204667279	0.212052846435213	-3.61265230599642	0.00101098371388059	0.0434046634624859	7.5358589996569	limma-voom	stacked	IFN
PTGS2	1.10444146280013	0.972172757953304	1.13605473282886	0.264342383119808	0.638242906411845	3.57184865376962	limma-voom	stacked	IFN
PTPN1	-0.46604733253365	0.185030999343935	-2.51875271811813	0.0168919765856224	0.196977399673141	5.12894302988563	limma-voom	stacked	IFN
PTPN2	-0.117886040088775	0.179316248628776	-0.657419731843852	0.515545203018991	0.812255157050078	5.62254174224164	limma-voom	stacked	IFN
PTPN6	-0.455270345656612	0.306714593166275	-1.48434523756032	0.147362260131652	0.504574006679367	4.06929191399046	limma-voom	stacked	IFN
RAB13	-0.154147450768092	0.262510486841423	-0.587204925116798	0.561127872226537	0.837498552210899	7.13423024014791	limma-voom	stacked	TJ
RAB8A	-0.176944461934827	0.194935819204992	-0.907706252532043	0.370722039480637	0.726431458158335	4.96048716878617	limma-voom	stacked	TJ
RAB8B	-0.727140086268646	0.324923521501711	-2.23788072623365	0.0322122416207409	0.26075968286422	3.19085594435276	limma-voom	stacked	TJ
RAC1	-0.0907845767022567	0.229283052282387	-0.395949791310549	0.694732254772769	0.896844302755197	9.32402369358385	limma-voom	stacked	TJ
RAMP2	0.545617419181367	0.944515532853244	0.577669080288321	0.56751687935974	0.840487466298228	1.92997037227562	limma-voom	stacked	TJ
RAP1A	-0.525747928352955	0.176372561458716	-2.980894102828	0.00541115528341781	0.108724270538159	5.77930030970778	limma-voom	stacked	TJ
RAP2C	-0.346005022208029	0.238608473093314	-1.45009528673659	0.156624684019504	0.515905558684788	3.67315889031985	limma-voom	stacked	TJ
RAPGEF2	-0.257909417769287	0.309523731553409	-0.833246021152935	0.410794290466985	0.74847800114524	3.96797529240532	limma-voom	stacked	TJ
RAPGEF6	-0.153816990408896	0.238289319150904	-0.64550518234301	0.523136073405672	0.816379889087038	3.11077159957795	limma-voom	stacked	IFN|TJ
RBCK1	-0.0719882424179797	0.249261477237146	-0.288806129274002	0.774565803220988	0.931021376052199	6.61298266112507	limma-voom	stacked	IFN
RDX	-0.083548205229844	0.351132172598585	-0.237939476213581	0.813433432782106	0.945809774851264	6.46061019887892	limma-voom	stacked	TJ
RHOA	-0.280463964274802	0.17395369166831	-1.61229095850166	0.11657869644409	0.455283238859828	8.14156955827477	limma-voom	stacked	TJ
RIPK1	-0.216120831911738	0.217434296214442	-0.993959258840155	0.32759340020893	0.693720603717273	3.72742073439924	limma-voom	stacked	IFN
RIPK2	-0.822047610550936	0.35646213355848	-2.30612885117592	0.0276638559012376	0.245134734741127	4.30209422565172	limma-voom	stacked	IFN
RNF213	-0.393114819058046	0.284978010366297	-1.37945667650902	0.177182270806416	0.541207016818831	6.55059055288628	limma-voom	stacked	IFN
ROCK1	0.163270311406665	0.233697166350436	0.698640526782578	0.489751366437694	0.7985017719152	5.87280000734655	limma-voom	stacked	TJ
ROCK2	0.0667876973453556	0.219311231810744	0.304533866295505	0.762664769815569	0.926027836921055	4.90990984743355	limma-voom	stacked	TJ
RSAD2	-1.5172174848659	0.528832498556127	-2.86899441507163	0.00720264266360578	0.124372536981693	2.09534523081745	limma-voom	stacked	IFN
RTP4	-2.46018801436931	0.627867353069464	-3.91832447147021	0.00043849493867191	0.0261281289665197	2.101441111537	limma-voom	stacked	IFN
RUNX1	0.114773301546669	0.47989627170174	0.239162728103046	0.812499481600445	0.945648330484781	5.43632392783673	limma-voom	stacked	TJ
SAMD9	-1.68452188044006	0.569217479952508	-2.95936428477321	0.00575045793705377	0.112005325281943	3.34508011298441	limma-voom	stacked	IFN
SAMD9L	-2.5149743604356	0.692352432094145	-3.63250599529001	0.000967900706349159	0.041849692597572	3.00617742298093	limma-voom	stacked	IFN
SAMHD1	-1.29970999837382	0.34862276173334	-3.72812719373716	0.00073575199382448	0.0353833607569501	4.16583511576603	limma-voom	stacked	IFN
SCRIB	0.192877006369372	0.242230048735933	0.796255490909954	0.431667636196649	0.763310316831517	4.27357151733649	limma-voom	stacked	TJ
SECTM1	-0.360436119015635	0.684154892343307	-0.526834088375954	0.601929963708286	0.855499714126953	2.45344704983629	limma-voom	stacked	IFN
SELL	-2.22204723642465	0.718357045941299	-3.0932351105612	0.00407981395643699	0.0931123121297856	1.52446314866398	limma-voom	stacked	IFN
SERPING1	-1.94457017736358	0.481201887385464	-4.04106930654222	0.000310598823964506	0.0205822361989088	4.15892697025389	limma-voom	stacked	IFN
SLAMF7	-2.10393589015344	0.604853893697201	-3.47842001527514	0.00145786425813311	0.0519772926225104	0.583091277257653	limma-voom	stacked	IFN
SLC25A28	0.121343630688286	0.224457877129494	0.54060758410488	0.592467944683802	0.852170475647871	3.47000741213316	limma-voom	stacked	IFN
SLC39A9	0.536156959320158	0.216083885047309	2.48124453705918	0.0184529420162736	0.204764917602529	4.02595091868919	limma-voom	stacked	TJ
SLC9A3R1	-0.166200747445128	0.392986944743492	-0.422916714329045	0.675172995794609	0.890745569806109	5.35466478849394	limma-voom	stacked	TJ
SNAI1	-0.223496331746566	0.530520379649985	-0.421277561276758	0.676347231564967	0.890957410811542	2.24738943095999	limma-voom	stacked	TJ
SNAI2	-1.54363323900199	1.01049798476594	-1.52759655365323	0.136405049755369	0.487689205069865	0.458780403564584	limma-voom	stacked	TJ
SOCS1	0.398154269358401	0.345411383556565	1.15269585286612	0.257459221986728	0.63181486119566	4.75820840122632	limma-voom	stacked	IFN
SOCS3	-0.0512592711807255	0.432571102570521	-0.118499064953995	0.906410501742251	0.975147811951991	6.61754641236869	limma-voom	stacked	IFN
SOD2	-0.683934139086905	0.403408522582671	-1.69538842339838	0.0996798629898356	0.428647079716531	6.94170649280299	limma-voom	stacked	IFN
SP110	-0.714340275316557	0.236196187083923	-3.02435142639599	0.00484101834231997	0.102654846344187	4.07408615737511	limma-voom	stacked	IFN
SPPL2A	0.157165520038663	0.224337463281549	0.700576344849796	0.488558143087277	0.797775470558881	5.22711074192671	limma-voom	stacked	IFN
SRC	0.561812558492707	0.324624637228473	1.7306528650729	0.0930095526743469	0.414194841401867	3.24496827610204	limma-voom	stacked	TJ
SRF	-0.126428231364469	0.201297636030932	-0.628066150488928	0.534354018679992	0.822026059773548	4.1285867445738	limma-voom	stacked	TJ
SRI	-0.367349621751006	0.221172754714263	-1.66091715150716	0.106358762303674	0.441850899069402	7.65260466308312	limma-voom	stacked	IFN
SSPN	-2.27678740118656	0.681918076713381	-3.33879901257336	0.0021407959742767	0.0632027247320964	2.07845949705116	limma-voom	stacked	IFN
ST3GAL5	1.08713529088113	0.450304727028589	2.41422136084329	0.0216226526463321	0.218449223828965	4.02421569947859	limma-voom	stacked	IFN
ST8SIA4	-0.65614747088436	0.749690410221956	-0.875224575288484	0.387952183206453	0.734746966423777	2.49995461403425	limma-voom	stacked	IFN
STAT1	-1.10403514952224	0.268878726868186	-4.10607102459048	0.00025447743938043	0.0187516707809603	5.98580853869474	limma-voom	stacked	IFN
STAT2	-0.802135549303842	0.212916171205774	-3.76737729577437	0.00065945151457526	0.0330892687951282	4.61470468947555	limma-voom	stacked	IFN
STAT3	0.0619132172215737	0.188111049618834	0.329131209182169	0.744170380930677	0.918926730017929	6.73928682147366	limma-voom	stacked	IFN
STAT4	-1.7122059374351	0.416630057915419	-4.10965532828335	0.000251899014732568	0.0187516707809603	1.18795618464548	limma-voom	stacked	IFN
STK11	0.37631574431795	0.306652474419325	1.22717334999673	0.228581954017597	0.602746489043374	3.87425342933952	limma-voom	stacked	TJ
STRN	0.229204771160664	0.184397412939319	1.24299342115006	0.222772432292201	0.594238518253951	3.86896366504314	limma-voom	stacked	TJ
SYMPK	-0.202613921607472	0.199176790669862	-1.01725668400445	0.316552474465236	0.683621027480451	4.51622187101878	limma-voom	stacked	TJ
SYNPO	-0.861337508807312	0.769703589304882	-1.11905091878964	0.271420615177691	0.644754448688135	2.08276036690378	limma-voom	stacked	TJ
TAP1	-1.73090548038985	0.420276754382516	-4.11848969123441	0.000249563235956495	0.0187516707809603	5.58700683416252	limma-voom	stacked	IFN|MHC-I/APM
TAP2	-1.90895857299517	0.431741496100421	-4.42153137985874	0.000105139258269464	0.0106830248006631	4.4279682185308	limma-voom	stacked	MHC-I/APM
TAPBP	-0.351576104476922	0.207264381729206	-1.69626880192209	0.0994048264607821	0.428107239654468	6.82305320023634	limma-voom	stacked	IFN|MHC-I/APM
TAPBPL	-0.685715873282817	0.387925498987318	-1.7676483630823	0.0865606918589574	0.402381079751607	3.70182810090368	limma-voom	stacked	MHC-I/APM
TBCD	0.789318785053425	0.186440869578583	4.23361458696015	0.000176910529078832	0.0149504524070677	4.51236238626265	limma-voom	stacked	TJ
TDRD7	-0.114426875168562	0.28361468565809	-0.403458921399116	0.689255641301876	0.894881375664935	2.16630755005309	limma-voom	stacked	IFN
TGFB3	-0.42054201259471	0.603589078931653	-0.696735622418923	0.490927135713132	0.799502412949142	0.706472528172696	limma-voom	stacked	TJ
TGFBR1	-0.397435852403897	0.302406371690155	-1.31424430703169	0.197974010977836	0.564346954741614	3.22414159660301	limma-voom	stacked	TJ
TIAM1	0.56784006297534	0.689103563787585	0.824027175036314	0.41600351427469	0.751830945935078	2.07261333908989	limma-voom	stacked	TJ
TJAP1	0.163104859635898	0.197936311283486	0.824026974021447	0.415936983331173	0.751830945935078	3.59531335207324	limma-voom	stacked	TJ
TJP1	0.0169282960360195	0.282816889158835	0.059856029413124	0.952637232858084	0.987506162193564	5.34118210543038	limma-voom	stacked	TJ
TJP2	0.402126764102832	0.196402574823648	2.04746177316619	0.0487751289409627	0.316544323617407	4.34281351381126	limma-voom	stacked	TJ
TJP3	0.0817141342769082	0.651436963644686	0.12543674804655	0.900959924261487	0.973287100355064	3.49778707776865	limma-voom	stacked	TJ
TMEM140	-2.21548549259064	0.489010814165324	-4.53054498676513	7.52717674407516e-05	0.00834353327640985	1.78655314218192	limma-voom	stacked	IFN
TNF	-0.828337231714573	0.594189576715969	-1.39406220535324	0.172872178003211	0.536749787124493	1.84361151378075	limma-voom	stacked	TJ
TNFAIP2	-0.496916228629683	0.778506071504784	-0.638294609146962	0.527808687720124	0.819087607149227	4.24951852955104	limma-voom	stacked	IFN
TNFAIP3	-1.82388170030372	0.557911732407289	-3.26912232591704	0.00257548843504866	0.0708034799182273	5.2334605986128	limma-voom	stacked	IFN
TNFSF10	-1.05594002584316	0.547335820455133	-1.92923610401581	0.0625794940838339	0.355282676425819	5.43455537516647	limma-voom	stacked	IFN
TOR1B	0.0893668583255527	0.194716700732678	0.458958363557333	0.649322086609139	0.878126020632789	3.15939535685745	limma-voom	stacked	IFN
TRAFD1	-0.0158990317192487	0.188198023187228	-0.0844803332680685	0.933193330828774	0.980915956074645	3.83794125832443	limma-voom	stacked	IFN
TRIM14	0.0477467051892697	0.349114148899808	0.136765311115971	0.892060898507653	0.970526230543514	3.27017403164223	limma-voom	stacked	IFN
TRIM21	-0.891533436219382	0.440135464422012	-2.02558872957476	0.0510918351454512	0.322277675079403	2.2678348508629	limma-voom	stacked	IFN
TRIM25	-0.365642856202938	0.235097389579113	-1.55528250167956	0.129574139731209	0.477607891849613	4.12661871161247	limma-voom	stacked	IFN
TRIM26	-0.128879746110059	0.176744750490175	-0.729185708501274	0.471116132748904	0.787349046770926	4.04189245605497	limma-voom	stacked	IFN
TRIM5	-0.825667939367762	0.697599882681849	-1.18358382772882	0.245266963278821	0.61992953633057	2.75292630670977	limma-voom	stacked	IFN
TUBA1A	0.599709614780086	0.734288238366127	0.816722348861949	0.420105852185305	0.754174124807926	6.92233458559958	limma-voom	stacked	TJ
TUBA1B	-0.302153492030466	0.274532283103377	-1.10061187928375	0.279159233804349	0.651711577371399	9.19603683621079	limma-voom	stacked	TJ
TUBA1C	-0.625603770217601	0.215009690231797	-2.90965383719753	0.00648500812566922	0.119896995398036	7.52281113678987	limma-voom	stacked	TJ
TUBA4A	-0.192248833030232	0.458709771924317	-0.419107777503271	0.677928061731233	0.891691138801394	5.7705422846789	limma-voom	stacked	TJ
TXNIP	0.157076278375327	0.349714693467587	0.449155501068147	0.65632321951291	0.880511847863034	7.13331008402396	limma-voom	stacked	IFN
UBA7	-0.761153893182124	0.433777939426833	-1.75470862853898	0.0887831115602284	0.405746806317041	2.95404503143829	limma-voom	stacked	IFN
UBE2L6	-0.888394601865609	0.28413661973298	-3.12664591667377	0.00371523844443678	0.0879609754427526	5.94268722237304	limma-voom	stacked	IFN
UPP1	-0.830314084677851	0.447108384881357	-1.85707562809	0.072494400661428	0.375105957362871	5.95532353019181	limma-voom	stacked	IFN
USP18	0.0713153708296773	0.298361873947221	0.239023069154917	0.812590145571559	0.945648330484781	3.56531605276737	limma-voom	stacked	IFN
VAMP5	-0.835207140594091	0.660571506626053	-1.26437052191368	0.215198539335901	0.585564782442008	4.94550465215458	limma-voom	stacked	IFN
VAMP8	-0.155620389207494	0.607225720165523	-0.256280957870284	0.799368854429264	0.940981583526906	7.9432345650818	limma-voom	stacked	IFN
VASP	-0.84904692026017	0.280333650796615	-3.02870139866356	0.00478718942183205	0.101690244983272	5.65401613989308	limma-voom	stacked	TJ
VIM	-2.52647048064562	0.659634138238434	-3.83010874390554	0.000560877764154881	0.0305302793675914	8.35673727226888	limma-voom	stacked	TJ
WAS	-1.88374515820753	0.516681194627479	-3.64585585423849	0.000922834154590002	0.0413125046713622	1.36670293893563	limma-voom	stacked	TJ
WHAMM	-0.0791334376924273	0.235779795032849	-0.335624338300075	0.739313432472293	0.915368265291987	3.80182988791622	limma-voom	stacked	TJ
XAF1	-3.19723828995196	0.780300478848145	-4.09744499282075	0.000264880028923106	0.0187772220503455	3.08008648999306	limma-voom	stacked	IFN
XCL1	-1.71605050817375	0.925636609187102	-1.85391382659421	0.0729278151867677	0.376099973544381	-0.141258573516336	limma-voom	stacked	IFN|chemokine
XCL2	-2.66031340550387	0.593292351829689	-4.48398398748876	8.61206774615346e-05	0.00921113526568852	0.293068974843265	limma-voom	stacked	chemokine
YBX3	-0.40791030524239	0.39533801198809	-1.03180137723432	0.309874998872669	0.67751151825901	7.48664112789098	limma-voom	stacked	TJ
