gene	family	method	k	logFC	se	p_z	p_t	fdr_kge2	fdr_kge3	tau2	I2	max_weight_share	dominant_cohort
HLA-G	IFN|MHC-I/APM	limma-voom	3	-2.11267329764866	1.10186884886905	0.0551928987484648	0.195230084581348	0.941378361434338	0.87594807160056	1.70960296646729	0.465658973409422	0.436022563331521	GSE189357
HSPA4	TJ	limma-voom	4	-0.356389598726008	0.220290286721824	0.105701818571049	0.204130302841997	0.941378361434338	0.87594807160056	0.0555969746707165	0.285131147576041	0.335965187791616	GSE189357
ICAM1	IFN	limma-voom	4	-0.0588862896969588	0.678038327330119	0.930792313267048	0.936264332225169	0.992725968499527	0.989512383924194	1.2187665043295	0.711171563113729	0.323716675171857	GSE189357
IDO1	IFN	limma-voom	3	-1.01913548937681	2.05238401156249	0.61949810013486	0.668706453989959	0.956779343273119	0.940466081095405	11.4209960504872	0.906080564313125	0.339540478957013	GSE131907
IFI27	IFN	limma-voom	4	-1.60017148612742	0.604602039520661	0.00812928471970161	0.077214697680128	0.941378361434338	0.87594807160056	0.101270779497443	0.0563205630418696	0.565229138299535	GSE189357
IFI30	IFN	limma-voom	4	-0.473573482786821	0.271441886367224	0.0810442744468728	0.179389843644089	0.941378361434338	0.87594807160056	0	0	0.36580749123192	GSE123902
IFI35	IFN	limma-voom	4	-0.990628089775682	0.467536408391301	0.0341052122614908	0.124320906365481	0.941378361434338	0.87594807160056	0.635980813533103	0.739340817485642	0.283407661578893	GSE189357
IFI44	IFN	limma-voom	4	-1.23090056538547	0.8231722999541	0.134832671206007	0.231711829362657	0.941378361434338	0.87594807160056	2.17538839968113	0.828139657168843	0.29555474370124	GSE189357
IFI44L	IFN	limma-voom	4	-2.62684734728521	1.37222300593323	0.0555817556201612	0.151483815895649	0.941378361434338	0.87594807160056	6.49583656351376	0.895785918731839	0.280967638761853	GSE189357
IFIH1	IFN	limma-voom	4	-0.942233292888659	0.282917370233059	0.000867154906004315	0.0447052530844831	0.941378361434338	0.87594807160056	0.0809634978048304	0.245130208245482	0.428096273074633	GSE189357
IFIT1	IFN	limma-voom	4	-2.04936128362007	1.20793891931959	0.0897766775562812	0.188344731828492	0.941378361434338	0.87594807160056	4.65065216432413	0.841846275385593	0.300872919972038	GSE189357
IFIT2	IFN	limma-voom	4	-0.899828185384455	0.694481666295299	0.195084672660547	0.285769037572673	0.941378361434338	0.87594807160056	1.38957166001861	0.736806777785431	0.302030239991288	GSE189357
IFIT3	IFN	limma-voom	4	-0.936254310653919	0.509528423395439	0.0661373227738132	0.163445419620312	0.941378361434338	0.87594807160056	0.375562133252177	0.36237958982124	0.393868637449661	GSE189357
IFITM1	IFN	limma-voom	4	-2.3595878203863	1.0176566931501	0.0204141214481766	0.103211570422717	0.941378361434338	0.87594807160056	2.75307554752063	0.683605078116247	0.318569055006412	GSE189357
IFITM2	IFN	limma-voom	4	-0.302818577812671	0.403453869732484	0.452914157201688	0.507419829315447	0.944785549722636	0.910665668704804	0.154668145324147	0.21820466454406	0.50363229361657	GSE189357
IFITM3	IFN	limma-voom	4	-0.651701729559124	0.31691665125167	0.0397457000648857	0.131953052724802	0.941378361434338	0.87594807160056	0.0901362520103096	0.215928541269923	0.433330683148091	GSE189357
IFNAR2	IFN	limma-voom	4	-0.105733739940448	0.288402876172806	0.71390383929864	0.738235439880238	0.966286710496243	0.954461206102779	0.124134069251513	0.37418773274594	0.354335965735833	GSE189357
IKBKB	TJ	limma-voom	4	0.00708896605092064	0.28907285506764	0.98043534840909	0.981975341586153	0.997050700423744	0.996772744486588	0.0808582712275469	0.235470798939579	0.410155672396315	GSE189357
IL10RA	IFN	limma-voom	4	-1.55782464458862	0.370225606987654	2.57901801553297e-05	0.0245117719291058	0.941378361434338	0.87594807160056	0	0	0.35224637913296	GSE189357
IL15	IFN|chemokine	limma-voom	4	-0.719199671020559	0.716828846927746	0.315712577322682	0.389636889402176	0.941378361434338	0.889438540820004	1.51936197048406	0.76639063009742	0.294040546983322	GSE189357
IL15RA	IFN	limma-voom	4	-2.0042826678119	0.750378378425874	0.00756190359160694	0.0756240522375107	0.941378361434338	0.87594807160056	1.75051748071653	0.795487967349781	0.287247766680973	GSE189357
IL18BP	IFN	limma-voom	4	-1.22033609306257	0.343774149476533	0.000385495734560676	0.0380956089948131	0.941378361434338	0.87594807160056	0	0	0.330534931281046	GSE131907
IL2RB	IFN	limma-voom	3	-1.52586822363595	1.39107205636527	0.272684704900264	0.387119305743287	0.941378361434338	0.889438540820004	4.7655307456798	0.830639133828293	0.375626233848955	GSE189357
IL4R	IFN	limma-voom	4	-1.00090689737905	0.507887672168275	0.0487553473491505	0.143345581674379	0.941378361434338	0.87594807160056	0.698330348378148	0.762290691240092	0.335390366683844	GSE189357
IL6	IFN	limma-voom	3	-0.903172914284225	0.509799734985334	0.0764571661785879	0.218467813091896	0.941378361434338	0.87594807160056	0	0	0.688421883847707	GSE189357
IL7	IFN|chemokine	limma-voom	3	-1.72002838706706	1.52181911465354	0.258373018953111	0.375684239014607	0.941378361434338	0.888669678776722	6.02640132062249	0.885480921009124	0.370319315540729	GSE189357
ILDR1	TJ	limma-voom	4	1.04933234982296	0.532604925651841	0.0488167172110576	0.14342043430082	0.941378361434338	0.87594807160056	0.690044113009101	0.62719865761035	0.292557778403794	GSE189357
IRF1	IFN|MHC-I/APM	limma-voom	4	-0.5279406978449	0.256196595296562	0.0393330207788845	0.13140948419565	0.941378361434338	0.87594807160056	0	0	0.373085626684347	GSE189357
IRF2	IFN	limma-voom	4	-0.0999656215274691	0.226927055720685	0.659561439739336	0.68937117819894	0.96030535945682	0.946131474583928	0.0880868778434591	0.429065075166321	0.288400116282918	GSE123902
IRF4	IFN	limma-voom	3	-1.8297798212841	1.25652127245369	0.14532996192235	0.28262050315175	0.941378361434338	0.87594807160056	3.81886312871374	0.826170012036124	0.384294388181512	GSE189357
IRF5	IFN	limma-voom	3	-0.0664796230971393	1.07299973628279	0.95059723964537	0.956231913562205	0.995177031461681	0.993389682388787	2.29702668723283	0.670080628333468	0.3750344967977	GSE189357
IRF7	IFN	limma-voom	4	0.255109706842596	0.474225638754181	0.590611532416358	0.627958702545565	0.951060424337084	0.931683192999267	0.601042253595092	0.675147980405662	0.277394908512275	GSE131907
IRF8	IFN	limma-voom	3	-1.6596938320111	0.791368046215908	0.0359717638303713	0.170889668526802	0.941378361434338	0.87594807160056	0.98447100793629	0.530074461994964	0.494532751042728	GSE189357
IRF9	IFN	limma-voom	4	-0.830184190024178	0.296790303460577	0.0051546348406856	0.06801033015884	0.941378361434338	0.87594807160056	0	0	0.325678553023071	GSE189357
ISG15	IFN	limma-voom	4	-1.03115815218679	0.545003436162228	0.0584881325434978	0.154845241720436	0.941378361434338	0.87594807160056	0.451497901349789	0.383078630104418	0.364690295822378	GSE189357
ISG20	IFN	limma-voom	4	-0.42461878082276	0.814170486547901	0.601993808644289	0.638049031490085	0.952718467935908	0.934106322481087	2.1306492282598	0.828455967675902	0.278162666022039	GSE131907
ISOC1	IFN	limma-voom	4	0.404143614076925	0.181958874746689	0.0263461401504694	0.112930512347988	0.941378361434338	0.87594807160056	0.0055503332082115	0.038828453551086	0.442775309877065	GSE189357
ITGB1	TJ	limma-voom	4	-0.672660601092605	0.236040608118617	0.00437513452522177	0.0651215248559851	0.941378361434338	0.87594807160056	0	0	0.428513069169379	GSE189357
ITGB7	IFN	limma-voom	2	-1.77605624937955	0.980894237151955	0.0701950315732628	0.321237063170229	0.941378361434338	NA	0.961034251591403	0.485718631891608	0.582812087933436	GSE189357
JAK2	IFN	limma-voom	3	-0.681479897496247	0.369200428791957	0.0649174163732913	0.206202636284417	0.941378361434338	0.87594807160056	0.137248255471872	0.328219463385543	0.454796748678308	GSE189357
JAM2	TJ	limma-voom	2	-2.94015695676015	1.85081133155762	0.112155845620008	0.35766856719326	0.941378361434338	NA	5.23352104996086	0.757152776724849	0.547010198135497	GSE189357
JAM3	TJ	limma-voom	2	1.53545231805157	3.69567081853953	0.677795503066509	0.749315811655743	0.968445753323992	NA	23.2092499947271	0.833090633448352	0.569820778783083	GSE189357
JUN	TJ	limma-voom	4	0.516137883388602	0.253130624778794	0.0414482377796881	0.134173417670486	0.941378361434338	0.87594807160056	0.0455618782496025	0.175796042717662	0.326373755716688	GSE205335
KLRK1	IFN	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT10	keratin	limma-voom	4	0.343642696003114	0.195699779317287	0.0790937453715584	0.177354706082977	0.941378361434338	0.87594807160056	0.00770334460767623	0.0480082517473555	0.37444554837573	GSE189357
KRT13	keratin	limma-voom	2	-0.984677580876958	2.95547915925871	0.73900581171499	0.79526070872111	0.976458747807471	NA	14.8975434830597	0.83124646248139	0.579424038620305	GSE189357
KRT15	keratin	limma-voom	4	0.707103323749753	0.534166594082758	0.185585903389471	0.277417252602492	0.941378361434338	0.87594807160056	0.373531207652069	0.327906420991076	0.494233165760209	GSE189357
KRT16	keratin	limma-voom	4	-2.59393390172533	1.76037690073777	0.140613426351466	0.237039386503774	0.941378361434338	0.87594807160056	8.83589163143594	0.767073318918092	0.344312614792704	GSE189357
KRT17	keratin	limma-voom	4	-1.34436437433639	1.14233705255472	0.239253629551595	0.324127627009845	0.941378361434338	0.883308714507633	3.3469579352948	0.772188089911022	0.364370043082521	GSE189357
KRT18	keratin	limma-voom	4	0.412309323720367	0.315818931580106	0.191714341441033	0.282810967812984	0.941378361434338	0.87594807160056	0	0	0.470702403714997	GSE189357
KRT19	keratin	limma-voom	4	-0.259286522257647	0.746938879986587	0.728492018220368	0.751416565535417	0.968487169599326	0.956700472614681	1.32160259250927	0.679367458108665	0.375017475843836	GSE189357
KRT4	keratin	limma-voom	2	-0.0382038688107511	0.379101765774625	0.919729306665618	0.936060692928096	0.992657130793339	NA	0	0	0.972915632764429	GSE189357
KRT5	keratin	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT6A	keratin	limma-voom	2	-3.77707471782277	3.85627710767548	0.327352033669554	0.506605223921647	0.944785549722636	NA	21.969458865791	0.738323105424649	0.510899811548214	GSE131907
KRT6B	keratin	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT7	keratin	limma-voom	4	0.666516518793135	0.334819413495722	0.0465166674023355	0.140591805838912	0.941378361434338	0.87594807160056	0	0	0.765995058055439	GSE189357
KRT8	keratin	limma-voom	4	0.263686823722788	0.320452364990417	0.410588693180738	0.470899783155277	0.941378361434338	0.903311662690145	0	0	0.443322462813088	GSE189357
LAMP3	IFN	limma-voom	4	-0.160200578607718	0.447358263210503	0.720265828450328	0.743980657722244	0.967235173577916	0.955277345971156	0	0	0.588106026536789	GSE189357
LAP3	IFN	limma-voom	4	-0.695810631172592	0.238197876870844	0.00348747030856697	0.0614391224364919	0.941378361434338	0.87594807160056	0.06827142682908	0.299953432250769	0.367327984613007	GSE131907
LATS2	IFN	limma-voom	4	-1.4231610926027	0.600108975862874	0.0177158344856684	0.0983700444763972	0.941378361434338	0.87594807160056	0.873258827284848	0.625314681738954	0.341105522400349	GSE189357
LCP2	IFN	limma-voom	4	-1.98901261459263	0.672135601934393	0.0030839575591511	0.0595801979061298	0.941378361434338	0.87594807160056	1.26093832753252	0.74742381405843	0.322763277866122	GSE189357
LGALS3BP	IFN	limma-voom	4	1.17957217899884	0.274969915148977	1.78815829248273e-05	0.0232866584379762	0.941378361434338	0.87594807160056	0.0304789735044448	0.0836724511805531	0.562295124086377	GSE189357
LLGL1	TJ	limma-voom	3	0.126244895062672	0.485152700191948	0.794696527071093	0.819036800914371	0.980468465175947	0.972930048987934	0	0	0.460334533682203	GSE205335
LLGL2	TJ	limma-voom	4	0.605677842760947	0.266566542915378	0.0230777527665175	0.10771183434956	0.941378361434338	0.87594807160056	0.08845015749956	0.304040143922647	0.455158062751864	GSE189357
LPAR6	IFN	limma-voom	4	-1.36080712650647	0.922336115653251	0.140107243133665	0.236574458997464	0.941378361434338	0.87594807160056	2.66880479942116	0.814774132341179	0.284183133049406	GSE123902
LSR	TJ	limma-voom	4	0.308781529294694	0.283437265100263	0.27596979816344	0.355655246147611	0.941378361434338	0.885992970752292	0	0	0.400015367710125	GSE189357
LY6E	IFN	limma-voom	4	-0.385828795440557	0.601574281661598	0.521285452432534	0.566921193579961	0.946461116511569	0.921667274347186	0.934834892598176	0.658138448133527	0.307628909001074	GSE189357
LYSMD2	IFN	limma-voom	4	-0.00440390808446386	0.260651196598688	0.986519750759324	0.987580604277304	0.997876429116972	0.997490722050412	0	0	0.417153500197721	GSE189357
MAGI1	TJ	limma-voom	4	0.382290695341605	0.2779071831759	0.168943752071694	0.262658598029338	0.941378361434338	0.87594807160056	0.0496884668389851	0.157476796082746	0.333357600019358	GSE131907
MAP2K7	TJ	limma-voom	4	0.337272554719878	0.170635033631725	0.048089946849785	0.14253185134191	0.941378361434338	0.87594807160056	0	0	0.404391570972317	GSE131907
MAP3K1	TJ	limma-voom	4	0.160083021944549	0.264143027188235	0.544483712736751	0.587265347609696	0.947398972740496	0.925347763431136	0.0768004888617674	0.274222128096843	0.319725227277031	GSE189357
MAP3K5	TJ	limma-voom	4	-0.135477171547785	0.311601033463486	0.663723814189512	0.693100115761031	0.96030535945682	0.946131474583928	0.0221560816386245	0.05521481527648	0.339019016947977	GSE189357
MAPK10	TJ	limma-voom	2	0.356446093233792	0.3926956060277	0.364041734593679	0.53078078670849	0.944785549722636	NA	0	0	0.942388333135023	GSE189357
MAPK8	TJ	limma-voom	4	0.255573016263493	0.204695369328206	0.211828614071483	0.300389725456481	0.941378361434338	0.878917658159944	0.000516944840481515	0.00295234737687779	0.402435256437927	GSE189357
MAPK9	TJ	limma-voom	4	0.298113839401765	0.202863515218793	0.141689334247333	0.238026639166209	0.941378361434338	0.87594807160056	0.00794963114125533	0.0474686067531331	0.335054973258823	GSE189357
MARVELD2	TJ	limma-voom	4	0.697570092473249	0.308456532133901	0.0237291859914683	0.108776549041007	0.941378361434338	0.87594807160056	0.179213509994213	0.475487855110221	0.282273703132038	GSE205335
MARVELD3	TJ	limma-voom	4	0.578248437848942	0.535901515483461	0.280578824790216	0.359600745594817	0.941378361434338	0.886674953330406	0.700122421256997	0.624982873461202	0.314888583744194	GSE189357
METTL7B	IFN	limma-voom	4	0.00107804757118019	0.537488387167614	0.998399673450305	0.998525591102419	0.999581021364753	0.999359449875713	0	0	0.501011576057863	GSE131907
MICALL2	TJ	limma-voom	4	0.339144350922515	0.483066960040182	0.482638698430847	0.533206328713686	0.944785549722636	0.915234254360172	0.503623384530611	0.56292209822125	0.368024623647116	GSE189357
MOV10	IFN	limma-voom	4	-0.222601591418874	0.290711650366898	0.44384729182983	0.499577878905914	0.944147284459795	0.908908174020863	0.131985697005184	0.392432707546877	0.332540654525219	GSE205335
MPDZ	TJ	limma-voom	4	-0.862955692268386	0.501920135025245	0.0855581630808038	0.184049109069199	0.941378361434338	0.87594807160056	0.496413775871104	0.532364172033289	0.35159639189066	GSE189357
MPP7	TJ	limma-voom	4	0.542717313370303	0.871375979088352	0.533397590129875	0.577533084572134	0.947001534166958	0.923087050404145	2.60245164383311	0.881184051796769	0.281979125076409	GSE189357
MSN	TJ	limma-voom	4	-0.303437164610159	0.46947705123953	0.518065577582259	0.564103830197925	0.946461116511569	0.921667274347186	0.433781505354502	0.515856726860592	0.425049740421366	GSE189357
MT2A	IFN	limma-voom	4	-0.738537599470359	1.00728430781081	0.463438425997708	0.516535938257176	0.944785549722636	0.912443234087959	2.94785997744807	0.741675335815392	0.295915327597217	GSE205335
MTHFD2	IFN	limma-voom	4	-1.15549700726915	0.259880672611102	8.73782357134041e-06	0.021162053949304	0.941378361434338	0.87594807160056	0	0	0.594981331379843	GSE189357
MVB12A	IFN	limma-voom	4	-0.0565400467481547	0.341266582803452	0.868411093931756	0.878946751827227	0.985819909441568	0.980707979500952	0.353906079713929	0.775154482169043	0.280970546050292	GSE131907
MVP	IFN	limma-voom	4	-0.134271595901777	0.453265930042253	0.767053379285303	0.786376494009417	0.974708817767858	0.965007044144413	0.536403453554742	0.697137510988782	0.311949434512308	GSE123902
MX1	IFN	limma-voom	4	-1.23676748200149	0.757906261982866	0.102717164586273	0.201217858629538	0.941378361434338	0.87594807160056	1.74201615340012	0.790994154875777	0.308216019238494	GSE189357
MX2	IFN	limma-voom	4	-1.71103216928663	0.71928837828701	0.0173698191816185	0.0977250143309177	0.941378361434338	0.87594807160056	1.41945067728121	0.788417196517755	0.329683654795565	GSE189357
MYD88	IFN	limma-voom	4	-0.557962617565999	0.406683011594795	0.170068393797432	0.263661712868053	0.941378361434338	0.87594807160056	0.511426547335767	0.781738967670127	0.279129238443738	GSE189357
MYH10	TJ	limma-voom	4	0.308589323844002	0.476394816397958	0.517140438149625	0.563294626379407	0.946461116511569	0.921667274347186	0.079271741102614	0.0828863935053119	0.41008628915803	GSE189357
MYH11	TJ	limma-voom	3	-2.0042589789333	1.47710402302892	0.174818036247756	0.307670240193133	0.941378361434338	0.880188536523002	4.46293989836234	0.68263632744807	0.356269231200531	GSE205335
MYH14	TJ	limma-voom	4	0.423226336232987	0.505127419606939	0.402109028806381	0.463608223087409	0.941378361434338	0.901943611892357	0.710528802991892	0.72512090280971	0.31537325557316	GSE189357
MYH9	TJ	limma-voom	4	-0.595203986654106	0.356500984102414	0.0950041153830453	0.193596557989769	0.941378361434338	0.87594807160056	0.313604787281982	0.629496774469461	0.289690141924324	GSE189357
MYL12A	TJ	limma-voom	4	-0.327218948538888	0.203059193847279	0.107082523484496	0.205471203481946	0.941378361434338	0.87594807160056	0	0	0.402805766858646	GSE131907
MYL12B	TJ	limma-voom	4	-0.162849456374097	0.214167088417434	0.447024445365018	0.502324588239245	0.944785549722636	0.910665668704804	0.0413683973844603	0.224824069534039	0.29363335015644	GSE189357
MYL6	TJ	limma-voom	4	-0.294645329349373	0.170837585431991	0.0845797085331006	0.183044873524163	0.941378361434338	0.87594807160056	0	0	0.308627894926212	GSE131907
MYL6B	TJ	limma-voom	4	0.0911900478501955	0.399759505233093	0.819558962131714	0.834222731437085	0.980742693119393	0.973430425848143	0.488623785323133	0.777401708073214	0.271743670160946	GSE131907
MYL9	TJ	limma-voom	4	-2.46142513327226	0.441899607610546	2.54592742672533e-08	0.0114196422151439	0.941378361434338	0.87594807160056	0	0	0.641286255661808	GSE189357
MYO1C	TJ	limma-voom	4	-0.215216481877919	0.226839519765891	0.342742198799922	0.412736644026664	0.941378361434338	0.891903687512345	0	0	0.36353125103576	GSE189357
NAMPT	IFN	limma-voom	4	-0.0492573489228944	0.354031184060503	0.889345211874478	0.89816019117164	0.989703203517329	0.985194290852312	0.136578163961369	0.268946609653915	0.38317530613147	GSE189357
NCOA3	IFN	limma-voom	4	-0.358601835958278	0.19068737140203	0.0600298033694184	0.156606074150957	0.941378361434338	0.87594807160056	0	0	0.342324595244401	GSE131907
NCOA7	IFN	limma-voom	4	0.31418924899366	0.449927058248717	0.484982394919058	0.535244761176559	0.944785549722636	0.915234254360172	0.488929355051545	0.649269690321323	0.323058096300401	GSE123902
NEDD4	TJ	limma-voom	3	-0.20590587974495	0.529184656379527	0.697201991834361	0.734722128919104	0.966286710496243	0.954461206102779	0.435758851195811	0.517377413361436	0.447602864385056	GSE189357
NEDD4L	TJ	limma-voom	4	0.750957202729164	0.56716832420041	0.185487620567059	0.277330587755601	0.941378361434338	0.87594807160056	0.85951376468459	0.738586834613104	0.336883645124674	GSE189357
NF2	TJ	limma-voom	4	0.0292875467554038	0.201288442870853	0.88431580857625	0.89354192084182	0.988129498615989	0.983551482081573	0	0	0.403366503164953	GSE189357
NFKB1	IFN	limma-voom	4	-0.594147202852926	0.520958064526146	0.254082424440964	0.336886411901252	0.941378361434338	0.883308714507633	0.917736104720999	0.857167558991445	0.27372716707737	GSE189357
NFKBIA	IFN	limma-voom	4	0.277248901993059	0.393157967488037	0.480695430257902	0.531516761364334	0.944785549722636	0.915058573025318	0.239704221470667	0.393034318510255	0.335729895650042	GSE189357
NLRC5	IFN|MHC-I/APM	limma-voom	4	-0.8422906452991	0.318978599879635	0.00827626159882064	0.0776169142886193	0.941378361434338	0.87594807160056	0.0422087847050982	0.095449612694064	0.440885002733363	GSE123902
NMI	IFN	limma-voom	4	-0.456612944807335	0.29061596181564	0.116138480822668	0.214173793465109	0.941378361434338	0.87594807160056	0.177212194311386	0.531362523583331	0.330825080799446	GSE189357
NOD1	IFN	limma-voom	4	0.200967780961981	0.359233981210833	0.575865414708581	0.614915078820736	0.950468793435205	0.93019646056209	0.103042883277479	0.197792325190536	0.330337672287446	GSE189357
NPHP1	TJ	limma-voom	4	-0.146472111305847	0.343661940743411	0.669954925651996	0.698686782613331	0.960484605970799	0.946131474583928	0.251776105823392	0.546724926676717	0.290252785618967	GSE123902
NPHP4	TJ	limma-voom	4	0.174613916602979	0.294890698424446	0.553762886819972	0.595425564411143	0.948085574367397	0.926278287320808	0	0	0.47779912750001	GSE189357
NUB1	IFN	limma-voom	4	-0.163707157751526	0.18956637714655	0.387814521637134	0.451333091537633	0.941378361434338	0.90007684281597	0.0239803675367781	0.162259851259529	0.389738934019794	GSE189357
NUP93	IFN	limma-voom	4	0.109938857580784	0.20328606253135	0.588639491815561	0.626212457585668	0.951060424337084	0.931588846526504	0	0	0.351012397027898	GSE123902
OAS1	IFN	limma-voom	4	-1.17438417278445	0.894819462371822	0.189376497435964	0.280755741146647	0.941378361434338	0.87594807160056	2.52672659223333	0.814588169083544	0.275984608857012	GSE189357
OAS2	IFN	limma-voom	4	-2.4975858004341	1.23996474069134	0.0439844078734642	0.137418932126697	0.941378361434338	0.87594807160056	5.54393760955141	0.912869873222094	0.267222403727044	GSE189357
OAS3	IFN	limma-voom	4	-0.398860782677272	0.477521273064163	0.403563831544874	0.464858650444891	0.941378361434338	0.901943611892357	0.652345760310758	0.720026058414918	0.273920086988939	GSE189357
OASL	IFN	limma-voom	3	-1.91577107897364	1.5043017684416	0.202830588482593	0.33082156462061	0.941378361434338	0.883308714507633	5.47652767968332	0.82069107282661	0.378866504326544	GSE189357
OCEL1	TJ	limma-voom	4	-0.262576681321595	0.189048781661435	0.164852175736831	0.259001315627327	0.941378361434338	0.87594807160056	0	0	0.341640209763128	GSE123902
OCLN	TJ	limma-voom	4	0.7570289941561	0.307120741346115	0.0137042679511779	0.0904710696634269	0.941378361434338	0.87594807160056	0	0	0.334077023781634	GSE131907
OGFR	IFN	limma-voom	4	-0.201841574675836	0.183649802173599	0.271743265842265	0.352035418664555	0.941378361434338	0.885197407858068	0	0	0.289493252487997	GSE189357
P2RY14	IFN	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
PAK2	TJ	limma-voom	4	-0.494346894938983	0.171344453574312	0.00391282009590707	0.0632648997723435	0.941378361434338	0.87594807160056	0	0	0.445936292651875	GSE189357
PARD3	TJ	limma-voom	4	-0.167079637301031	0.213443365931464	0.433755105274296	0.490861507588634	0.943866722394384	0.907984045078052	0.0126677271509633	0.0675302437698388	0.382082865581561	GSE189357
PARD6A	TJ	limma-voom	4	0.939093617439102	0.561667341199383	0.0945292994721528	0.193122577533557	0.941378361434338	0.87594807160056	0.780417966955738	0.628998966042466	0.287624609978275	GSE189357
PARD6B	TJ	limma-voom	4	-0.283342406660585	0.277388517385458	0.307034618994822	0.382221797609719	0.941378361434338	0.888669678776722	0.0928834265432546	0.300732057336183	0.350342350913767	GSE189357
PARD6G	TJ	limma-voom	3	-0.318257401297811	0.796108001853713	0.689328422049366	0.727981517915052	0.965245267624005	0.952995104280237	1.05197316924271	0.560994074842741	0.467369853553719	GSE189357
PARP12	IFN	limma-voom	4	-0.767502182695143	0.328090201676299	0.0193197907170039	0.101285992316973	0.941378361434338	0.87594807160056	0.20440387721254	0.478447984501254	0.337640529810627	GSE189357
PARP14	IFN	limma-voom	4	-0.296412606757944	0.353081376635373	0.401187532463468	0.462816294652486	0.941378361434338	0.901943611892357	0.283714698537698	0.576951963362165	0.291797247355176	GSE123902
PARP9	IFN	limma-voom	4	-0.415759558514103	0.295288445189669	0.159137660700776	0.253871563584467	0.941378361434338	0.87594807160056	0.165822131680366	0.477225871407623	0.284886029015219	GSE123902
PATJ	TJ	limma-voom	3	0.420095591038417	0.315302391721759	0.182742652535871	0.31427152116683	0.941378361434338	0.882072508729777	0.053738745895682	0.177997600640459	0.395905459946662	GSE205335
PCNA	TJ	limma-voom	4	0.482202998990691	0.255824548500975	0.0594437056465842	0.155938401679916	0.941378361434338	0.87594807160056	0.0501965109470328	0.179213217857201	0.469004579295748	GSE189357
PDCD6IP	TJ	limma-voom	4	-0.225912447277901	0.173700936440199	0.19340130351595	0.284292277026262	0.941378361434338	0.87594807160056	0	0	0.372316859024572	GSE189357
PDE4B	IFN	limma-voom	4	-1.79890816531458	0.39524882158765	5.33076386189473e-06	0.0198744588481929	0.941378361434338	0.87594807160056	0.0536951715442738	0.0674616224705297	0.605840442364675	GSE189357
PDIA3	MHC-I/APM	limma-voom	4	0.19045959852666	0.194974030230341	0.328645406540748	0.400687586957743	0.941378361434338	0.889438540820004	0	0	0.425445619478642	GSE189357
PECAM1	TJ	limma-voom	4	-2.9007225880096	0.712557939915231	4.68401844109201e-05	0.0267476866375187	0.941378361434338	0.87594807160056	1.15047263175397	0.579546418403559	0.346822386181395	GSE189357
PELI1	IFN	limma-voom	4	0.508706837533139	0.494764446347496	0.303865231902552	0.379513334737354	0.941378361434338	0.888669678776722	0.607199955738338	0.628139854635336	0.292683444177824	GSE123902
PFKP	IFN	limma-voom	4	-1.23874095400705	0.343962567615693	0.000316528829815537	0.0367263082240871	0.941378361434338	0.87594807160056	0.0497735743714409	0.104301926263158	0.293498108177644	GSE189357
PIM1	IFN	limma-voom	4	-0.534780121847167	0.220923061874054	0.0154922628427074	0.0941130795073866	0.941378361434338	0.87594807160056	0	0	0.729475681769381	GSE189357
PLA2G4A	IFN	limma-voom	3	0.0318608946748248	2.41862718584124	0.989489665505458	0.990685593257154	0.997876429116972	0.997490722050412	14.2056138666297	0.815012936421906	0.348029458603554	GSE205335
PLEC	TJ	limma-voom	4	-1.04807207459125	0.812651376970808	0.197156722921335	0.287584917463702	0.941378361434338	0.87594807160056	2.10899246781121	0.837217836104769	0.301495397604533	GSE189357
PLSCR1	IFN	limma-voom	4	-0.387350298874767	0.239511337350833	0.105823797184158	0.204248924741784	0.941378361434338	0.87594807160056	0	0	0.369768714663817	GSE189357
PML	IFN	limma-voom	4	-0.815428693730645	0.382482271536864	0.0330118997815697	0.122785653618225	0.941378361434338	0.87594807160056	0.367717489078286	0.64087636267224	0.319556780522706	GSE189357
PNP	IFN	limma-voom	4	-0.329802352764836	0.245678115225011	0.179460991409912	0.272005754571247	0.941378361434338	0.87594807160056	0	0	0.381879373733275	GSE205335
PNPT1	IFN	limma-voom	4	-0.231841408706862	0.197441991834565	0.240304740815967	0.32503346685373	0.941378361434338	0.883308714507633	0.0351000285498437	0.223760865238312	0.309392313132461	GSE131907
POF1B	TJ	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
PPP2CA	TJ	limma-voom	4	-0.447565664894665	0.16538153827977	0.00680454711544331	0.0733960928133144	0.941378361434338	0.87594807160056	0	0	0.330548149946538	GSE189357
PPP2CB	TJ	limma-voom	4	0.469170741702968	0.383604145289078	0.221307177148994	0.308619107496041	0.941378361434338	0.880188536523002	0.300655072745981	0.53654285381042	0.369358089197365	GSE189357
PPP2R1A	TJ	limma-voom	4	-0.0318143171913505	0.172282074844904	0.853492492709648	0.865270727538622	0.985357174682729	0.979043113061184	0	0	0.360927888162981	GSE131907
