sample	CLDN4	CD8A	CD274	ImmuneScore	ESTIMATE_StromalScore	ESTIMATE_Score	quartile	tacstd2_gate
TCGA-66-2758-01	12.2091	10.2454	8.7926	1214.38	-411.0	803.38	Q3	none
TCGA-66-2759-01	11.8966	8.1207	9.9496	788.32	-138.27	650.05	Q2	none
TCGA-66-2763-01	11.3814	7.2247	8.3853	274.63	-589.05	-314.41	Q2	none
TCGA-66-2765-01	9.5291	8.054	5.8263	1071.81	-56.79	1015.03	Q1	none
TCGA-66-2766-01	12.132	7.3974	9.6541	-69.03	-630.45	-699.48	Q3	none
TCGA-66-2767-01	13.1592	10.3435	8.312	2123.97	489.17	2613.14	Q4	none
TCGA-66-2768-01	12.5951	8.2471	5.847	849.41	-667.23	182.18	Q3	none
TCGA-66-2769-01	9.8656	8.2156	7.5006	1543.33	725.46	2268.79	Q1	none
TCGA-66-2770-01	11.6122	8.8835	9.2208	779.04	292.79	1071.83	Q2	none
TCGA-66-2771-01	11.7395	9.5129	6.6279	1937.25	87.09	2024.34	Q2	none
TCGA-66-2773-01	11.9621	8.7494	8.721	1097.84	-144.78	953.06	Q2	none
TCGA-66-2777-01	12.8525	7.3835	6.4066	1055.07	-24.35	1030.72	Q4	none
TCGA-66-2778-01	12.977	7.1894	4.7576	961.02	-710.07	250.95	Q4	none
TCGA-66-2780-01	13.087	7.023	5.3353	548.61	157.45	706.06	Q4	none
TCGA-66-2781-01	12.8683	7.643	4.948	235.55	-368.57	-133.01	Q4	none
TCGA-66-2782-01	12.004	8.1475	5.9013	1215.03	257.12	1472.16	Q2	none
TCGA-66-2783-01	12.1832	7.7362	7.6421	447.98	-269.12	178.87	Q3	none
TCGA-66-2785-01	13.5702	10.0681	7.5449	1761.48	-9.41	1752.07	Q4	none
TCGA-66-2786-01	12.8634	8.9882	4.9504	924.4	-239.56	684.84	Q4	none
TCGA-66-2787-01	11.8175	9.4929	9.8792	863.94	84.22	948.16	Q2	none
TCGA-66-2788-01	11.6551	8.8841	7.3053	1084.91	774.19	1859.09	Q2	none
TCGA-66-2789-01	12.8311	6.6491	5.5181	332.36	371.21	703.56	Q4	none
TCGA-66-2790-01	11.4114	8.9854	5.7871	553.44	20.31	573.75	Q2	none
TCGA-66-2791-01	11.1762	9.6931	9.4845	1485.14	413.12	1898.26	Q1	none
TCGA-66-2792-01	11.0859	6.9504	8.8428	-151.88	-296.68	-448.56	Q1	none
TCGA-66-2793-01	12.4197	6.7873	3.3575	-1200.28	-1673.39	-2873.67	Q3	none
TCGA-66-2794-01	12.5123	10.8989	8.8715	1468.99	-678.05	790.94	Q3	none
TCGA-66-2795-01	11.7738	7.6781	5.8483	838.06	480.65	1318.7	Q2	none
TCGA-66-2800-01	12.244	7.1552	6.3861	882.69	-15.82	866.87	Q3	none
TCGA-68-7755-01	14.9244	6.5532	8.7669	-610.12	-294.37	-904.49	Q4	none
TCGA-68-7756-01	13.3038	6.6625	6.6492	117.41	-230.82	-113.42	Q4	none
TCGA-68-7757-01	12.7639	5.0872	5.0211	334.93	300.51	635.44	Q4	none
TCGA-68-8250-01	12.4741	8.2064	6.71	612.42	-388.59	223.83	Q3	none
TCGA-68-8251-01	12.3626	8.2185	5.6516	668.93	466.58	1135.51	Q3	none
TCGA-68-A59I-01	12.3862	8.1636	6.0875	781.78	292.3	1074.09	Q3	none
TCGA-68-A59J-01	12.3359	9.3194	10.1397	689.42	-550.23	139.19	Q3	none
TCGA-6A-AB49-01	11.5091	6.483	6.6202	-581.12	-2114.97	-2696.09	Q2	none
TCGA-70-6722-01	13.0172	7.4718	8.6945	919.39	595.7	1515.1	Q4	none
TCGA-70-6723-01	11.3832	7.396	4.5022	-927.62	-1592.0	-2519.62	Q2	none
TCGA-77-6842-01	10.4328	9.4253	10.6926	1732.01	185.32	1917.33	Q1	none
TCGA-77-6843-01	11.7549	5.5864	7.6395	-985.18	-1361.11	-2346.29	Q2	none
TCGA-77-6844-01	11.9136	7.3	6.0711	67.21	-946.02	-878.82	Q2	none
TCGA-77-6845-01	12.0068	5.0473	6.033	-1043.43	-1095.83	-2139.25	Q2	none
TCGA-77-7138-01	11.0182	5.3904	4.5608	-123.48	-1036.81	-1160.3	Q1	none
TCGA-77-7139-01	13.1127	7.3611	9.3978	-186.02	-719.15	-905.17	Q4	none
TCGA-77-7140-01	11.0787	5.6567	8.4594	-513.92	-508.55	-1022.47	Q1	none
TCGA-77-7141-01	13.0565	7.6238	7.5873	-427.67	-937.73	-1365.41	Q4	none
TCGA-77-7142-01	10.8082	7.5525	4.8419	28.09	-361.23	-333.14	Q1	none
TCGA-77-7335-01	11.3404	10.4869	6.0046	2137.29	1757.3	3894.59	Q2	none
TCGA-77-7337-01	10.9798	7.7115	5.0902	388.75	572.18	960.93	Q1	none
TCGA-77-7338-01	12.3552	7.7446	6.6948	360.18	362.65	722.84	Q3	none
TCGA-77-7463-01	10.3483	5.654	7.4967	3.75	-1059.84	-1056.1	Q1	none
TCGA-77-7465-01	9.626	9.434	6.5206	1279.72	-289.16	990.55	Q1	none
TCGA-77-8007-01	12.339	8.9352	9.5516	1595.48	656.29	2251.77	Q3	none
TCGA-77-8008-01	10.667	7.5007	6.0347	1233.87	1514.55	2748.41	Q1	none
TCGA-77-8009-01	6.2592	7.343	7.1636	-336.43	-559.73	-896.16	Q1	none
TCGA-77-8128-01	11.4458	5.6822	5.0728	-1112.47	-185.18	-1297.66	Q2	none
TCGA-77-8130-01	10.2458	4.5739	5.9905	-105.27	299.5	194.23	Q1	none
TCGA-77-8131-01	12.8112	9.4043	7.0879	2383.49	831.53	3215.02	Q4	none
TCGA-77-8133-01	12.4907	7.4096	6.2684	1251.92	-454.48	797.43	Q3	none
TCGA-77-8136-01	10.7799	9.8044	9.441	1510.21	657.03	2167.24	Q1	none
TCGA-77-8138-01	13.2934	7.0675	5.7485	790.55	214.7	1005.25	Q4	none
TCGA-77-8139-01	11.4444	6.8247	5.4742	61.41	-108.36	-46.95	Q2	none
TCGA-77-8140-01	13.8002	6.2767	3.701	-516.46	-1326.32	-1842.79	Q4	none
TCGA-77-8143-01	12.2064	7.1986	6.5065	-189.7	-1462.18	-1651.88	Q3	none
TCGA-77-8144-01	8.6742	6.8252	5.2125	-48.41	-1108.94	-1157.35	Q1	none
TCGA-77-8145-01	12.1259	5.6423	5.0837	-184.95	525.03	340.08	Q3	none
TCGA-77-8146-01	12.6329	7.0619	3.7835	198.97	-430.68	-231.71	Q3	none
TCGA-77-8148-01	11.0739	7.2452	5.6844	-141.97	-214.04	-356.01	Q1	none
TCGA-77-8150-01	12.9248	9.0723	8.5021	547.17	-583.77	-36.61	Q4	none
TCGA-77-8153-01	12.5481	5.7296	6.0767	-1045.84	-1304.56	-2350.4	Q3	none
TCGA-77-8154-01	10.4489	5.1113	3.8753	-938.14	-1054.21	-1992.35	Q1	none
TCGA-77-8156-01	12.2364	9.6627	6.059	1495.19	405.16	1900.36	Q3	none
TCGA-77-A5FZ-01	11.7378	10.1367	7.4975	3087.39	1482.1	4569.49	Q2	none
TCGA-77-A5G1-01	11.9368	7.2167	6.4375	875.55	-159.91	715.65	Q2	none
TCGA-77-A5G3-01	12.5064	7.8831	9.4958	-246.64	-728.07	-974.7	Q3	none
TCGA-77-A5G6-01	11.6478	5.8348	3.2184	-547.64	-1294.32	-1841.96	Q2	none
TCGA-77-A5G7-01	10.0643	6.5523	3.4644	-592.97	-1590.81	-2183.78	Q1	none
TCGA-77-A5G8-01	11.8979	7.4904	7.279	186.26	-508.37	-322.11	Q2	none
TCGA-77-A5GA-01	12.0802	6.8554	7.5464	-194.29	-1069.48	-1263.77	Q3	none
TCGA-77-A5GB-01	7.9753	7.7013	6.3247	870.02	193.94	1063.96	Q1	none
TCGA-77-A5GF-01	12.0983	8.2249	10.3136	-14.87	-503.14	-518.01	Q3	none
TCGA-77-A5GH-01	12.319	8.9064	7.9835	1743.87	461.22	2205.09	Q3	none
TCGA-79-5596-01	13.3607	5.2272	7.1603	-642.05	-1054.01	-1696.06	Q4	none
TCGA-85-6175-01	11.098	8.4344	6.69	1396.45	1713.28	3109.73	Q1	none
TCGA-85-6560-01	7.8907	9.195	5.754	810.7	501.66	1312.36	Q1	none
TCGA-85-6561-01	11.2714	9.4411	8.2242	1436.56	1311.09	2747.64	Q1	none
TCGA-85-6798-01	12.0303	4.6507	6.4295	-755.71	-257.86	-1013.57	Q2	none
TCGA-85-7696-01	12.4373	6.9663	4.9483	9.04	-448.61	-439.56	Q3	none
TCGA-85-7697-01	12.0665	7.9593	4.8746	344.73	-363.76	-19.04	Q2	none
TCGA-85-7698-01	12.4781	8.4034	9.1674	533.76	335.72	869.49	Q3	none
TCGA-85-7699-01	10.156	10.2374	6.9867	1416.13	411.88	1828.01	Q1	none
TCGA-85-7710-01	11.3047	8.0361	5.5608	440.05	-837.8	-397.75	Q1	none
TCGA-85-7843-01	9.9286	6.4226	3.9996	314.79	99.46	414.25	Q1	none
TCGA-85-7844-01	10.1288	7.8233	7.6087	315.9	370.99	686.89	Q1	none
TCGA-85-7950-01	10.9204	9.2913	7.7531	913.51	535.88	1449.39	Q1	none
TCGA-85-8048-01	12.0344	9.4305	6.738	1838.92	713.78	2552.69	Q2	none
TCGA-85-8049-01	13.0595	9.1961	7.0674	1729.98	985.87	2715.85	Q4	none
TCGA-85-8052-01	11.6893	6.9419	6.6643	-122.06	-636.86	-758.92	Q2	none
TCGA-85-8070-01	14.0617	5.7912	9.0544	-1076.64	-1912.11	-2988.75	Q4	none
TCGA-85-8071-01	9.3351	7.5373	6.4592	-399.77	-1188.35	-1588.12	Q1	none
TCGA-85-8072-01	12.8368	8.0139	8.3591	350.33	-739.94	-389.61	Q4	none
TCGA-85-8276-01	11.4107	9.0078	5.7079	1164.1	816.27	1980.37	Q2	none
TCGA-85-8277-01	10.9902	8.0115	9.5166	80.91	-839.79	-758.89	Q1	none
TCGA-85-8287-01	12.1044	9.5709	5.671	1400.82	984.73	2385.55	Q3	none
TCGA-85-8288-01	11.8088	7.9342	5.2946	367.51	361.34	728.84	Q2	none
TCGA-85-8350-01	12.9504	7.8147	4.6129	349.41	29.03	378.45	Q4	none
TCGA-85-8351-01	12.476	6.5472	6.1121	5.72	-663.36	-657.64	Q3	none
TCGA-85-8352-01	13.386	7.4733	3.4058	-1046.75	-1966.62	-3013.37	Q4	none
TCGA-85-8353-01	11.2714	8.4314	6.6225	779.99	719.05	1499.04	Q1	none
TCGA-85-8354-01	12.4129	6.372	4.8818	-550.06	-1494.57	-2044.63	Q3	none
TCGA-85-8355-01	12.5322	9.7611	9.8141	2293.27	283.6	2576.87	Q3	none
TCGA-85-8479-01	10.8679	5.2315	2.3401	-714.66	-1257.83	-1972.49	Q1	none
TCGA-85-8481-01	13.9554	6.7917	6.3918	637.94	350.33	988.27	Q4	none
TCGA-85-8580-01	11.9835	6.8088	5.8711	101.51	-1345.1	-1243.59	Q2	none
TCGA-85-8582-01	11.5325	7.0344	5.9101	545.72	951.44	1497.16	Q2	none
TCGA-85-8584-01	13.7807	9.9739	6.6704	1317.06	-305.83	1011.23	Q4	none
TCGA-85-8664-01	11.4173	6.4913	2.9349	-713.99	-1921.34	-2635.33	Q2	none
TCGA-85-8666-01	12.6354	7.0729	5.7811	687.9	380.39	1068.29	Q3	none
TCGA-85-A4CL-01	12.1084	9.6931	4.9447	1042.6	-334.82	707.78	Q3	none
TCGA-85-A4CN-01	12.0344	8.1353	7.3584	4.09	155.04	159.13	Q2	none
TCGA-85-A4JB-01	11.2797	6.5313	5.0394	-252.82	-569.89	-822.71	Q1	none
TCGA-85-A4JC-01	11.7084	6.3069	3.6477	673.93	25.32	699.24	Q2	none
TCGA-85-A4PA-01	8.5532	9.6171	6.1851	3198.31	83.94	3282.25	Q1	none
TCGA-85-A4QQ-01	11.6935	6.7808	4.2825	-225.38	-1301.7	-1527.08	Q2	none
TCGA-85-A4QR-01	12.4213	3.9486	5.2134	-1112.59	-2276.75	-3389.34	Q3	none
TCGA-85-A50M-01	13.0273	6.6246	7.5279	17.37	-143.39	-126.03	Q4	none
TCGA-85-A50Z-01	8.7175	6.9709	6.2398	603.41	-1015.42	-412.01	Q1	none
TCGA-85-A510-01	11.7379	9.0634	4.9729	580.28	-549.95	30.33	Q2	none
TCGA-85-A511-01	11.3639	8.0573	6.2561	662.69	532.15	1194.83	Q2	none
TCGA-85-A512-01	13.2435	6.1997	5.1197	-223.89	-648.19	-872.08	Q4	none
TCGA-85-A513-01	13.3404	9.0743	5.7349	2062.97	691.85	2754.82	Q4	none
TCGA-85-A53L-01	12.5098	6.8166	5.0627	-298.19	-868.59	-1166.78	Q3	none
TCGA-85-A5B5-01	11.5558	6.0581	7.1949	-587.86	-763.35	-1351.21	Q2	none
TCGA-90-6837-01	12.3064	7.6494	5.792	1274.74	776.06	2050.8	Q3	none
TCGA-90-7766-01	12.248	8.481	6.5701	936.22	-977.52	-41.29	Q3	none
TCGA-90-7767-01	7.5624	9.0207	8.3472	1022.12	577.01	1599.13	Q1	none
TCGA-90-7769-01	14.5155	5.356	8.38	-711.97	-1276.14	-1988.1	Q4	none
TCGA-90-7964-01	13.3106	6.3622	4.8781	489.59	-142.99	346.61	Q4	none
TCGA-90-A4ED-01	9.5781	6.7647	3.8901	8.39	-99.08	-90.7	Q1	none
TCGA-90-A4EE-01	10.5038	10.5939	7.3238	2286.43	593.74	2880.17	Q1	none
TCGA-90-A59Q-01	12.6247	10.345	6.2978	1940.05	222.51	2162.56	Q3	none
TCGA-92-7340-01	10.7601	8.2959	5.1	879.36	1095.41	1974.77	Q1	none
TCGA-92-7341-01	12.9788	5.9187	6.3178	-81.77	31.81	-49.96	Q4	none
TCGA-92-8063-01	13.286	7.1451	7.195	92.0	-221.54	-129.54	Q4	none
TCGA-92-8064-01	12.3721	10.8366	10.5905	1735.21	569.74	2304.95	Q3	none
TCGA-92-8065-01	12.0062	8.2753	5.801	1106.67	-198.42	908.25	Q2	none
TCGA-94-7033-01	11.2254	6.0473	4.4502	-225.49	-1702.84	-1928.33	Q1	none
TCGA-94-7557-01	12.9056	5.7898	6.5729	146.09	-383.16	-237.07	Q4	none
TCGA-94-7943-01	13.3496	7.1243	4.5188	97.4	-853.87	-756.48	Q4	none
TCGA-94-8035-01	11.6805	5.7409	5.8175	-405.22	-1330.46	-1735.68	Q2	none
TCGA-94-8490-01	12.0851	7.257	5.4279	-809.69	-1466.18	-2275.87	Q3	none
TCGA-94-8491-01	14.249	7.7144	6.0112	726.54	-882.85	-156.31	Q4	none
TCGA-94-A4VJ-01	12.2074	6.9155	4.6295	201.94	-452.92	-250.98	Q3	none
TCGA-94-A5I4-01	13.7523	5.3407	4.9171	-354.5	-1068.2	-1422.69	Q4	none
TCGA-94-A5I6-01	11.8383	5.7206	7.3773	-420.76	-633.44	-1054.2	Q2	none
TCGA-96-7544-01	10.0184	7.5644	8.7415	802.32	848.11	1650.43	Q1	none
TCGA-96-7545-01	12.0373	8.2022	7.0434	1071.58	327.42	1399.0	Q2	none
TCGA-96-8169-01	12.507	7.4427	5.6067	581.98	-137.82	444.16	Q3	none
TCGA-96-8170-01	12.466	6.6859	4.8521	603.12	-283.48	319.64	Q3	none
TCGA-96-A4JK-01	10.851	7.7447	5.0545	261.98	-517.26	-255.29	Q1	none
TCGA-96-A4JL-01	16.0591	10.2337	7.1649	2021.36	311.45	2332.82	Q4	none
TCGA-98-7454-01	9.4406	9.2885	7.7261	2019.74	1544.15	3563.9	Q1	none
TCGA-98-8020-01	10.6385	8.2062	6.3709	715.08	312.64	1027.72	Q1	none
TCGA-98-8021-01	12.1207	7.2115	3.8616	-172.5	-126.69	-299.19	Q3	none
TCGA-98-8022-01	12.4741	8.5157	5.1157	882.04	-112.76	769.28	Q3	none
TCGA-98-8023-01	11.1492	8.8774	5.4238	1338.81	593.15	1931.97	Q1	none
TCGA-98-A538-01	11.9031	7.3243	6.1697	196.19	-428.95	-232.76	Q2	none
TCGA-98-A539-01	10.6618	5.6581	5.6581	237.9	-396.71	-158.81	Q1	none
TCGA-98-A53A-01	11.4715	8.1582	3.7324	-489.57	-1287.46	-1777.04	Q2	none
TCGA-98-A53B-01	11.6805	8.1528	5.6981	474.31	-456.96	17.35	Q2	none
TCGA-98-A53C-01	11.2109	9.9218	7.4426	2350.47	1294.97	3645.44	Q1	none
TCGA-98-A53D-01	11.5941	8.5727	9.0117	1722.76	1258.78	2981.54	Q2	none
TCGA-98-A53H-01	12.3559	8.3893	7.7074	1719.85	1051.79	2771.64	Q3	none
TCGA-98-A53I-01	12.1004	8.6479	5.8919	1089.69	-211.16	878.53	Q3	none
TCGA-98-A53J-01	13.8093	6.1955	6.4883	-392.24	-1264.92	-1657.16	Q4	none
TCGA-J1-A4AH-01	12.9348	5.9708	8.1525	-572.61	-1241.99	-1814.6	Q4	none
TCGA-L3-A4E7-01	12.5072	6.8902	7.1133	544.17	-512.11	32.06	Q3	none
TCGA-L3-A524-01	13.747	7.0744	4.6985	-621.87	-698.1	-1319.97	Q4	none
TCGA-LA-A446-01	12.3805	6.1552	7.6355	-244.08	-1352.6	-1596.69	Q3	none
TCGA-LA-A7SW-01	11.7686	5.075	6.3672	-224.3	-771.29	-995.6	Q2	none
TCGA-MF-A522-01	12.768	7.7233	5.4198	-562.65	-1554.33	-2116.98	Q4	none
TCGA-NC-A5HD-01	13.0807	5.2062	4.0844	-1055.5	-1405.83	-2461.32	Q4	none
TCGA-NC-A5HE-01	13.0572	11.1846	7.7503	2396.54	146.63	2543.17	Q4	none
TCGA-NC-A5HF-01	11.9946	3.8533	4.9493	-960.57	-1536.82	-2497.39	Q2	none
TCGA-NC-A5HG-01	13.2903	4.756	2.2025	-576.91	-1624.35	-2201.25	Q4	none
TCGA-NC-A5HH-01	6.5475	6.8974	3.0474	-573.63	-1285.66	-1859.3	Q1	none
TCGA-NC-A5HI-01	11.5998	6.7814	3.8648	-257.32	-1578.69	-1836.01	Q2	none
TCGA-NC-A5HJ-01	12.0597	9.6769	10.8032	1794.12	28.34	1822.46	Q2	none
TCGA-NC-A5HK-01	13.6026	7.6441	8.9457	-119.52	-1431.45	-1550.98	Q4	none
TCGA-NC-A5HL-01	11.579	9.0951	9.7727	862.69	-779.99	82.7	Q2	none
TCGA-NC-A5HM-01	11.6715	7.302	6.7607	107.02	-1440.34	-1333.32	Q2	none
TCGA-NC-A5HN-01	10.8882	6.5874	7.863	-631.25	-1489.94	-2121.19	Q1	none
TCGA-NC-A5HO-01	12.2256	8.3044	4.0631	32.97	-1173.61	-1140.64	Q3	none
TCGA-NC-A5HP-01	11.8738	5.5047	2.3945	-521.42	19.96	-501.46	Q2	none
TCGA-NC-A5HQ-01	12.4279	8.1287	9.2364	592.34	-1061.8	-469.47	Q3	none
TCGA-NC-A5HR-01	12.7129	7.5739	7.1875	-426.78	-1416.58	-1843.36	Q3	none
TCGA-NC-A5HT-01	11.1284	5.638	3.5371	-1296.87	-1211.32	-2508.2	Q1	none
TCGA-NK-A5CR-01	12.9686	4.8244	7.3546	-845.58	-1431.45	-2277.03	Q4	none
TCGA-NK-A5CT-01	13.8461	6.7431	7.0087	94.02	-1418.92	-1324.89	Q4	none
TCGA-NK-A5CX-01	13.1967	8.0975	6.7757	679.93	-40.02	639.91	Q4	none
TCGA-NK-A5D1-01	11.0316	7.171	3.1032	-814.07	-1410.6	-2224.67	Q1	none
TCGA-NK-A7XE-01	11.0034	7.8797	4.8166	-125.7	-1626.26	-1751.95	Q1	none
TCGA-O2-A52N-01	11.2248	7.8724	5.8123	389.52	-631.48	-241.97	Q1	none
TCGA-O2-A52Q-01	14.2424	8.4753	8.6832	1761.92	90.71	1852.63	Q4	none
TCGA-O2-A52S-01	10.1151	7.9524	6.0886	420.45	-976.44	-555.99	Q1	none
TCGA-O2-A52V-01	12.3429	5.5614	6.8492	450.54	-340.22	110.32	Q3	none
TCGA-O2-A52W-01	11.4677	6.9232	4.1855	-169.73	-1363.11	-1532.85	Q2	none
TCGA-O2-A5IB-01	11.6607	6.3797	3.8658	-1311.72	-1568.43	-2880.15	Q2	none
TCGA-XC-AA0X-01	13.3105	7.853	7.4237	1098.81	-139.32	959.49	Q4	none
