abundance_rank,gene,median_log2_normcount1,mean_log2_normcount1
643,ASGR1,8.23185,8.210069444444445
644,EPHA10,8.2304,7.686491666666665
645,SLC2A8,8.226849999999999,8.306808333333334
646,SUSD4,8.22465,7.8868
647,EVC2,8.22035,7.789280555555556
648,ADAM28,8.206700000000001,8.106858333333335
649,C14orf132,8.20585,7.850502777777779
650,ERMAP,8.204,8.21258888888889
651,FKRP,8.1917,8.22402222222222
652,RGMB,8.1899,8.225130555555552
653,PCDH12,8.188649999999999,8.110694444444444
654,SLC46A3,8.187899999999999,8.036027777777779
655,ADAM19,8.1778,8.270108333333333
656,F3,8.1726,8.244061111111114
657,CLDN9,8.16765,7.932483333333333
658,SUSD2,8.16565,8.22868888888889
659,EFNA4,8.1631,8.46158888888889
660,TSPAN18,8.1625,7.927911111111111
661,SLC5A3,8.16225,8.28875
662,MFSD8,8.1508,8.169702777777779
663,ITGA7,8.1421,8.211913888888892
664,PRLR,8.142050000000001,7.704222222222224
665,JAM3,8.14135,8.081949999999999
666,TMEM8B,8.13585,8.23589722222222
667,IL27RA,8.13345,8.073838888888892
668,MFSD7,8.13215,8.005608333333335
669,MPEG1,8.1229,8.272852777777778
670,TM4SF5,8.12055,7.507533333333332
671,KREMEN1,8.12025,8.298147222222221
672,FAS,8.116299999999999,7.970175000000001
673,S1PR2,8.1157,8.128016666666667
674,PQLC2,8.11065,8.108605555555556
675,GRAMD1B,8.09305,8.170227777777777
676,LRRN2,8.0902,7.7850111111111095
677,SGCE,8.0812,8.050286111111113
678,ICAM2,8.0728,8.117997222222224
679,EPOR,8.06325,7.880605555555555
680,LEPR,8.06155,8.06498888888889
681,SLC4A7,8.04275,7.963502777777778
682,GJB3,8.036950000000001,8.024958333333332
683,LTB4R,8.034099999999999,8.068441666666669
684,DLL4,8.03245,8.006252777777778
685,ELTD1,8.02035,7.863819444444445
686,SLC2A6,8.01975,8.038897222222223
687,SEMA4F,8.0102,7.842002777777775
688,GLIPR1,8.00855,8.010933333333334
689,PCDHB14,8.0075,7.690388888888888
690,FZD8,8.001999999999999,7.927655555555557
691,EDNRB,7.997850000000001,7.983694444444443
692,MRVI1,7.9956499999999995,7.848788888888889
693,NGFR,7.98445,7.5786333333333324
694,IL10RA,7.98095,8.04325
695,MSR1,7.97085,7.741477777777776
696,HLA-DQA2,7.95975,7.356963888888889
697,CHRNB1,7.95495,7.955569444444442
698,SLC39A5,7.94375,7.346924999999999
699,ITGAL,7.94365,8.01201388888889
700,IL22RA1,7.941000000000001,7.692177777777776
701,PVRL3,7.93475,7.6067
702,CD37,7.932549999999999,8.06878611111111
703,CNTNAP2,7.928100000000001,7.771205555555557
704,GHR,7.9247,7.91610833333333
705,SLC22A15,7.9158,7.569416666666667
706,SLC2A13,7.9151,7.680844444444448
707,DCBLD1,7.91275,7.958025
708,CLDN15,7.9103,8.05775
709,CDHR5,7.908899999999999,7.288047222222223
710,MC1R,7.90395,7.8954194444444425
711,SEMA4A,7.9005,7.772658333333336
712,RNFT1,7.8915500000000005,7.824305555555554
713,EMP3,7.8905,8.112088888888891
714,CLDN2,7.88915,7.785875000000001
715,LAIR1,7.86665,7.832644444444442
716,PEAR1,7.8599,7.727169444444446
717,FZD7,7.84865,7.546936111111112
718,IL6R,7.8461,7.8833222222222235
719,GJA4,7.8445,7.805249999999997
720,IL11RA,7.8378499999999995,8.061741666666668
721,DAGLA,7.829000000000001,7.746052777777777
722,ELFN2,7.82855,7.192927777777779
723,SLC29A3,7.81865,7.804702777777777
724,TRPV2,7.8131,7.587736111111111
725,FAP,7.8131,7.580705555555557
726,EPHA3,7.7959499999999995,7.607861111111112
727,SLC30A1,7.7941,7.7293833333333355
728,NPR2,7.79105,7.638008333333332
729,SCARF1,7.78875,7.669474999999998
730,C1orf159,7.7867999999999995,7.870061111111111
731,OXTR,7.7863500000000005,7.844474999999999
732,MFSD4,7.76905,7.707538888888889
733,HAVCR2,7.7657,7.590158333333333
734,TRPV6,7.763450000000001,7.40441388888889
735,NIPAL2,7.75775,7.203530555555553
736,HBEGF,7.75755,7.811211111111111
737,CD22,7.746600000000001,7.388938888888887
738,C5AR1,7.74225,7.691405555555556
739,FREM2,7.7410499999999995,6.482763888888888
740,ADRA2A,7.7341999999999995,7.299308333333335
741,SCARF2,7.72905,7.613427777777779
742,IL20RA,7.7261500000000005,6.993880555555557
743,RAMP2,7.724,7.864552777777778
744,SLC38A9,7.72295,7.841241666666666
745,GPR180,7.72085,7.628044444444446
746,HFE,7.7128,7.5883416666666665
747,CNNM2,7.7107,7.775977777777778
748,TLR5,7.6991499999999995,7.366255555555556
749,RTN4R,7.6963,7.512249999999999
750,EDA,7.69615,7.711819444444446
751,TLR2,7.69315,7.70680277777778
752,ITGAE,7.69005,7.780144444444446
753,LINGO1,7.6844,8.038975
754,SEMA6B,7.6805,7.673083333333332
755,CEACAM19,7.680400000000001,7.479230555555556
756,PCDHB16,7.6709499999999995,7.302422222222223
757,CD52,7.65845,7.692872222222222
758,LIFR,7.65565,7.679516666666665
759,NFASC,7.6400500000000005,7.248130555555556
760,SEMA7A,7.639,7.951050000000001
761,SLC24A3,7.6389,7.465391666666666
762,SLC2A11,7.63345,7.572369444444444
763,SLAMF8,7.6323,7.606711111111112
764,MR1,7.629049999999999,7.5246361111111115
765,TSPAN7,7.62725,7.584372222222222
766,DISP1,7.62335,7.639074999999999
767,OR2A7,7.6161,7.407580555555555
768,GPR153,7.5958000000000006,7.784213888888889
769,EFNA5,7.5939,7.498141666666665
770,GPR160,7.590199999999999,7.756438888888891
771,PARM1,7.585,7.409055555555556
772,CACHD1,7.5809999999999995,7.545786111111111
773,CDH24,7.5784,7.2908833333333325
774,SUSD1,7.5768,7.418402777777776
775,HEPH,7.5767,7.516919444444444
776,RAMP3,7.575950000000001,7.820038888888888
777,ART4,7.56725,7.131291666666668
778,EDNRA,7.5593,7.496594444444445
779,ITGA4,7.5378,7.365666666666666
780,SLC39A8,7.53415,7.595277777777781
781,SCN1B,7.531650000000001,7.480538888888891
782,ADCY5,7.530950000000001,7.232041666666668
783,VSIG10L,7.525650000000001,7.706449999999999
784,SLC26A6,7.521000000000001,7.3930805555555565
785,IL1R2,7.51905,7.365844444444445
786,TMEM231,7.5138,7.3313194444444445
787,SSPN,7.509650000000001,7.631324999999998
788,MAMDC4,7.49915,7.408758333333334
789,SIGLEC1,7.4976,7.146936111111111
790,GABRB3,7.485049999999999,6.7145277777777785
791,FPR3,7.47195,7.247727777777778
792,ITGA11,7.4594000000000005,7.523513888888887
793,GJB2,7.45325,7.313397222222225
794,FLVCR1,7.45195,7.177994444444445
795,ICOSLG,7.445,7.412861111111109
796,ENPEP,7.43855,7.481772222222222
797,TMEM67,7.43335,7.204669444444445
798,NALCN,7.43,6.678047222222222
799,VLDLR,7.4279,7.03253611111111
800,PGAP1,7.42775,7.191302777777777
801,PROCR,7.4227,7.98783888888889
802,PTPRD,7.4206,7.595630555555555
803,NTM,7.4171499999999995,7.169469444444445
804,CSF3R,7.402799999999999,7.00005
805,KIRREL,7.39295,6.856830555555556
806,LMBRD2,7.39285,7.33273888888889
807,GLRB,7.39215,6.747505555555554
808,SLC22A17,7.3909,7.558952777777774
809,CSF2RB,7.3792,7.039188888888889
810,CDON,7.3789,7.284838888888889
811,TSPAN1,7.37775,7.678638888888888
812,LRIG2,7.37415,7.136763888888889
813,PCDHB13,7.3639,7.0381333333333345
814,PLXDC2,7.3479,7.254891666666666
815,SEMA6C,7.3441,7.387766666666668
816,GPR155,7.33905,7.344022222222222
817,SLC23A1,7.33835,7.17016111111111
818,LRRC37B,7.3366,7.182488888888888
819,TMEM116,7.3264,7.409644444444445
820,CD83,7.3095,7.370900000000002
821,PODXL2,7.3021,6.742749999999999
822,DPP4,7.29875,7.405200000000002
823,CDH13,7.2909500000000005,7.389541666666667
824,TMEM25,7.2841000000000005,7.111258333333335
825,LRFN1,7.2799,6.859122222222222
826,P2RY11,7.274649999999999,7.390352777777778
827,RELT,7.2600999999999996,7.261394444444447
828,GPR4,7.2579,7.221477777777775
829,AMIGO2,7.25475,7.397127777777778
830,TREM2,7.25115,7.154822222222222
831,C3AR1,7.2363,6.987369444444444
832,SERINC5,7.2316,6.757902777777777
833,ZP3,7.2292000000000005,7.039422222222222
834,ACVR2B,7.218500000000001,7.188816666666668
835,SPRN,7.211550000000001,7.340000000000002
836,KITLG,7.20945,7.272697222222222
837,EMCN,7.2042,7.071555555555556
838,NPR1,7.189450000000001,7.291897222222222
839,FOLR1,7.1869499999999995,6.494902777777779
840,CMKLR1,7.18295,7.093211111111112
841,ABCC2,7.1781500000000005,7.155052777777779
842,SLC28A1,7.17725,6.963755555555554
843,KIAA1324L,7.177099999999999,6.727855555555556
844,EVI2B,7.17675,7.323736111111111
845,TLR4,7.1736,7.040811111111109
846,LNPEP,7.16495,7.166230555555554
847,ALPL,7.15855,7.4353250000000015
848,SLC6A9,7.1541999999999994,7.281041666666667
849,DUOX1,7.135,7.276952777777778
850,AMN,7.10295,6.877258333333332
851,SPN,7.09195,6.7849305555555555
852,GPR183,7.0838,6.747316666666666
853,LAMP3,7.0801,7.146461111111112
854,CD109,7.078749999999999,7.321944444444442
855,CSF2RA,7.060499999999999,6.843472222222222
856,LDLRAD3,7.05445,6.767780555555557
857,NCAM1,7.050800000000001,6.983713888888889
858,SIRPB1,7.0465,6.8856722222222215
859,CD86,7.02855,6.751419444444444
860,EDA2R,7.0179,6.545455555555555
861,SELL,7.0174,7.041986111111112
862,OXER1,7.01485,6.8585361111111105
863,TTYH2,7.013,6.794352777777778
864,NFAM1,7.00605,6.937791666666667
865,SLC4A5,7.006,6.902363888888892
866,IL2RB,7.0025,7.108699999999999
867,LRRC37A2,7.0005500000000005,7.091872222222222
868,SLC2A12,6.99985,6.952669444444443
869,SLC26A1,6.9853000000000005,6.906119444444446
870,PCDH17,6.97425,7.086155555555555
871,TNFRSF10C,6.9677500000000006,7.152438888888891
872,CD48,6.9677,6.901416666666666
873,SLC36A4,6.958,6.843541666666669
874,CLDN11,6.95695,6.766991666666667
875,TLR3,6.95475,6.886777777777779
876,CD300A,6.9534,7.049227777777777
877,NPY1R,6.946999999999999,7.06093611111111
878,TNFRSF10A,6.9454,6.908625000000002
879,GPRC5A,6.9430499999999995,6.569186111111111
880,PTPRN2,6.93845,7.130844444444443
881,FAT4,6.937950000000001,6.645708333333335
882,ENPP1,6.9318,7.022655555555556
883,ACE2,6.93065,6.722344444444444
884,LRRC37A3,6.92875,7.1366499999999995
885,AGER,6.9247,7.157947222222221
886,CACNA1C,6.9143,6.974563888888889
887,MRC1,6.9088,7.031436111111111
888,TNFRSF11A,6.90785,6.7141277777777795
889,TLR1,6.90635,6.961872222222222
890,SLC11A1,6.8939,6.841161111111111
891,TEK,6.89235,6.743541666666666
892,CD2,6.8856,6.808244444444444
893,ABCB9,6.8807,7.0250416666666675
894,SLC19A3,6.879,6.848897222222221
895,FLVCR2,6.877599999999999,6.610205555555555
896,TMEM171,6.86355,6.400383333333334
897,SLC9A7,6.862450000000001,6.634597222222221
898,LRP12,6.85605,6.598538888888889
899,DSCAML1,6.8523,6.302119444444444
900,AMICA1,6.84295,7.01653888888889
901,MERTK,6.84205,6.867897222222222
902,CD200,6.840249999999999,6.688994444444445
903,TMEM182,6.8299,6.642977777777778
904,IL17RD,6.8276,6.721438888888888
905,KCNMB3,6.827249999999999,6.789097222222225
906,TMEM110,6.825900000000001,6.808988888888889
907,SLC3A1,6.82125,7.127711111111111
908,ACHE,6.81845,6.834130555555555
909,ITGB7,6.818,6.880697222222222
910,LY75,6.8079,6.822488888888888
911,ZDHHC11,6.79655,6.694180555555554
912,PTGIR,6.796250000000001,6.698624999999998
913,PTAFR,6.795249999999999,6.333294444444444
914,SDK1,6.7905999999999995,6.6841027777777775
915,AGTR1,6.78585,6.954977777777777
916,GPC3,6.7802500000000006,6.889855555555555
917,EPHB3,6.776400000000001,7.3787777777777785
918,GGT3P,6.7661999999999995,6.484302777777778
919,HLA-DQB2,6.7614,6.448661111111111
920,DLL1,6.7513000000000005,6.806158333333332
921,SIGLEC10,6.7406,6.690127777777779
922,NTRK2,6.74015,6.593244444444447
923,MRGPRF,6.737349999999999,7.177733333333334
924,SLC37A2,6.731949999999999,6.529452777777777
925,RTN4RL2,6.7297,6.546805555555556
926,F2RL3,6.71755,6.934597222222221
927,TMPRSS13,6.71055,6.699980555555555
928,OLR1,6.70005,6.404411111111113
929,HRH1,6.69785,6.597358333333333
930,PCDHB8,6.67765,6.2745388888888876
931,SLCO4C1,6.65275,6.482252777777778
932,TNFRSF25,6.6448,6.776544444444443
933,RECK,6.64365,6.684766666666668
934,EVI2A,6.6334,6.705269444444444
935,TMC7,6.62545,6.748002777777778
936,STEAP4,6.6244499999999995,6.232741666666668
937,FLT3LG,6.616300000000001,6.63883611111111
938,TBXA2R,6.6056,6.526430555555555
939,SLC16A5,6.605449999999999,6.897008333333334
940,P2RY8,6.603400000000001,6.756977777777777
941,ADAM12,6.5856,6.633930555555555
942,ADORA2A,6.5851500000000005,6.759619444444445
943,SLAMF7,6.5825,6.609341666666667
944,ADORA2B,6.5802,6.087611111111112
945,ADORA1,6.5752,6.796869444444445
946,FPR1,6.572850000000001,6.391602777777777
947,IL3RA,6.57075,6.670680555555558
948,SLC8A1,6.5704,6.448800000000001
949,CA12,6.5643,6.621138888888888
950,LRRC25,6.558400000000001,6.44398888888889
951,PCDH7,6.55565,6.441097222222223
952,SEMA5B,6.5472,6.535861111111112
953,SLC16A4,6.544,6.952480555555554
954,SCNN1D,6.5417,6.496433333333335
955,NETO2,6.53915,6.659105555555555
956,SLC1A3,6.5366,6.350202777777778
957,FCGR2B,6.53525,6.245463888888889
958,DUOX2,6.5334,7.223127777777778
959,GABRD,6.5283,6.472138888888888
960,SLCO4A1,6.5261,6.481933333333334
961,FOLR2,6.52385,6.42838888888889
962,BST1,6.5168,6.240158333333334
963,SLC29A4,6.51305,6.7131388888888885
964,CLEC7A,6.5062,6.2731388888888855
965,GPR176,6.5049,6.03641111111111
966,VNN2,6.5021,6.433655555555555
967,PILRA,6.4891000000000005,6.27925
968,EFNA3,6.486649999999999,6.393244444444445
969,TMEM106A,6.4830000000000005,6.198841666666668
970,MDGA1,6.476,6.7045722222222235
971,EPHA4,6.4506,6.4739611111111115
972,SEMA6D,6.4504,6.457025000000002
973,GABRP,6.4425,6.812172222222223
974,UNC5A,6.44245,6.340161111111111
975,LPAR1,6.44,6.301116666666669
976,CD7,6.4398,6.596400000000001
977,LAYN,6.43305,6.547102777777777
978,PCDH18,6.4252,6.343941666666666
979,CD8A,6.418150000000001,6.567080555555555
980,GPR114,6.41445,5.934741666666668
981,GRIN2A,6.40855,6.218138888888889
982,FAM171B,6.40535,6.260733333333334
983,MFAP3L,6.40335,6.018569444444445
984,SCN9A,6.40245,6.243627777777777
985,GPR37,6.39475,6.073880555555554
986,CD96,6.355700000000001,6.025422222222222
987,SLC6A1,6.354799999999999,6.773119444444443
988,ADORA3,6.35125,6.211158333333334
989,GPR132,6.3462499999999995,6.432083333333333
990,PCDHB10,6.34135,6.257872222222223
991,EMR2,6.3302,6.337061111111113
992,TNFRSF4,6.3234,6.0365111111111105
993,BAI2,6.3183,6.104150000000001
994,PTGER4,6.308,6.436316666666665
995,SLC16A7,6.291600000000001,6.213608333333334
996,AMIGO3,6.29155,6.260497222222223
997,PANX2,6.26975,6.292583333333334
998,CD36,6.26965,6.095736111111112
999,CNTNAP1,6.26295,6.197594444444444
1000,FAM171A2,6.2574000000000005,6.270852777777777
1001,CCR1,6.23485,6.106927777777776
1002,TM4SF18,6.204700000000001,6.309922222222222
1003,CD6,6.1951,6.496402777777778
1004,ROBO3,6.18745,6.4031166666666675
1005,PCDHB9,6.17765,6.102936111111112
1006,MICB,6.1774000000000004,6.165636111111112
1007,ASTN2,6.1625499999999995,6.337605555555558
1008,AQP9,6.1560500000000005,6.517627777777779
1009,CCR5,6.1532,6.16385277777778
1010,SLC47A1,6.14845,6.268433333333335
1011,LILRB2,6.1406,5.996866666666668
1012,CD1D,6.09525,6.023661111111112
1013,TMEM158,6.08885,6.024113888888888
1014,FOLH1,6.0815,6.119011111111111
1015,LILRB1,6.08075,5.747022222222223
1016,HLA-G,6.0804,6.293666666666668
1017,DPP10,6.0691500000000005,5.50568888888889
1018,FRRS1,6.065149999999999,5.948894444444442
1019,IL18R1,6.06245,5.839200000000002
1020,GPBAR1,6.0466,5.903169444444445
1021,PCDHB2,6.04155,6.313883333333332
1022,ITGA9,6.03745,5.861816666666667
1023,SLC44A5,6.0312,5.373452777777778
1024,SGCD,6.0306,6.031822222222221
1025,PCDHGB7,6.0268999999999995,5.997072222222222
1026,P2RY2,6.022,5.902850000000001
1027,SV2A,6.0137,6.181238888888891
1028,MFSD2B,6.0116499999999995,5.812574999999999
1029,NRG1,5.9978,5.213566666666668
1030,LRP8,5.993,6.101530555555556
1031,TNFSF11,5.98185,5.262372222222222
1032,EDAR,5.973800000000001,5.448841666666667
1033,NRCAM,5.959,5.98208888888889
1034,ATP2B2,5.95655,5.901138888888888
1035,THSD1,5.953799999999999,5.967655555555556
1036,BDKRB1,5.9447,5.700602777777778
1037,PCSK5,5.9409,5.932091666666666
1038,CELSR3,5.9346499999999995,5.890705555555555
1039,LTB4R2,5.93235,5.910416666666667
1040,PLA2R1,5.93205,6.047594444444446
1041,TNFSF4,5.9314,5.9115666666666655
1042,BOC,5.92725,6.18558888888889
1043,CD3D,5.92025,5.952516666666667
1044,GPR146,5.9055,5.948502777777778
1045,SSTR1,5.887449999999999,5.860616666666669
1046,SLC22A4,5.886,5.654338888888889
1047,FZD3,5.8811,5.796494444444446
1048,BCAN,5.87655,5.997147222222224
1049,FZD2,5.8643,5.951072222222222
1050,TSPAN11,5.8561,5.426663888888888
1051,PTH1R,5.83665,6.226330555555555
1052,ABCG2,5.835850000000001,5.886638888888887
1053,GPR68,5.827299999999999,5.7892361111111095
1054,IGSF6,5.8206500000000005,5.663574999999999
1055,GPR34,5.8157,5.793425
1056,PCDHB5,5.81345,6.313886111111111
1057,AMIGO1,5.81315,5.971308333333333
1058,TRIL,5.8101,5.717083333333333
1059,KIT,5.7982499999999995,5.849316666666666
1060,LILRB3,5.79795,5.490572222222223
1061,TLR7,5.7768,5.366711111111112
1062,GJB4,5.7744,5.6951527777777775
1063,GPR133,5.76555,5.5812888888888885
1064,CLEC5A,5.758800000000001,5.484052777777777
1065,PDCD1,5.7576,5.323863888888888
1066,CHRNA5,5.755050000000001,5.577213888888888
1067,ECSCR,5.7465,5.629938888888889
1068,FCGR1A,5.7311,5.422794444444443
1069,ELFN1,5.7277000000000005,5.9754611111111124
1070,LPAR5,5.726100000000001,5.983275000000001
1071,GPR161,5.7143,5.772316666666667
1072,KCNMB1,5.7071000000000005,5.609541666666667
1073,CLSTN2,5.6981,5.899725
1074,CD69,5.6929,5.903591666666667
1075,SLC14A1,5.6838,6.203663888888888
1076,CNTN4,5.6831499999999995,5.715272222222222
1077,SUSD3,5.6711,5.835841666666666
1078,PCDHGB5,5.66785,6.1455
1079,PCDHB7,5.6561,5.716316666666665
1080,PCDHGA12,5.654999999999999,5.836794444444446
1081,NRXN2,5.645300000000001,5.636433333333333
1082,CNTN3,5.6361,4.958861111111112
1083,SV2B,5.63495,5.531072222222222
1084,ROR2,5.630750000000001,5.62076388888889
1085,ABCC9,5.6303,5.894830555555555
1086,PLXNC1,5.6097,5.215027777777778
1087,FCGR1B,5.6093,5.6002472222222215
1088,SORCS2,5.6005,5.667622222222222
1089,AQP4,5.5975,5.325405555555556
1090,PCDHGB4,5.5868,5.4035361111111095
1091,NOX4,5.5868,5.474319444444444
1092,ITGB3,5.58355,5.898211111111111
1093,P2RX7,5.57395,5.171355555555556
1094,CD180,5.55435,5.614166666666666
1095,CD5,5.554,5.815283333333333
1096,TMEM154,5.5511,5.477811111111111
1097,ABCA6,5.55,5.594338888888888
1098,SLC17A1,5.5312,5.002433333333332
1099,SHISA9,5.5067,5.825097222222222
1100,IGDCC4,5.506449999999999,5.375166666666667
1101,AREG,5.5046,5.894338888888889
1102,OPRL1,5.502549999999999,5.485102777777777
1103,PCDHGB2,5.5019,5.515786111111112
1104,FAM26E,5.488049999999999,5.374336111111111
1105,LRRC4B,5.48695,5.402091666666667
1106,ROR1,5.4855,5.280936111111112
1107,ITGB6,5.48035,6.082994444444444
1108,CACNG4,5.4712499999999995,5.744130555555556
1109,ANO5,5.4691,5.342872222222223
1110,VIPR1,5.46715,5.252488888888889
1111,KIAA1324,5.46585,5.799461111111112
1112,HLA-DOB,5.45815,5.686141666666668
1113,DNER,5.45335,6.143033333333333
1114,JAM2,5.4485,5.344205555555557
1115,CCR6,5.43515,5.434183333333333
1116,ITGA10,5.4307,5.50733611111111
1117,LAG3,5.4178999999999995,5.475558333333334
1118,TMEFF1,5.4142,5.4444
1119,P2RY6,5.4049499999999995,5.327669444444445
1120,SLC6A19,5.399850000000001,6.029388888888888
1121,ATP1B2,5.39985,5.282447222222222
1122,ZPLD1,5.3856,5.484249999999999
1123,PCDHB12,5.38525,5.323361111111111
1124,PCDHGB6,5.38335,5.66231388888889
1125,SPNS3,5.3767,5.204772222222222
1126,CDH3,5.369350000000001,5.530633333333334
1127,GPR143,5.36325,5.37046111111111
1128,MPZL3,5.36245,5.334702777777779
1129,HTR2B,5.3588000000000005,5.277119444444443
1130,LPL,5.35825,5.435636111111112
1131,CNTNAP3,5.35735,5.182227777777779
1132,MFSD2A,5.3469999999999995,5.804913888888889
1133,CD300LF,5.343999999999999,5.168736111111112
1134,MMP25,5.340949999999999,5.432438888888889
1135,TNFRSF18,5.3382000000000005,5.43266388888889
1136,PCDHGA7,5.33725,5.2227805555555555
1137,SLC6A16,5.3264,5.277652777777778
1138,GAS1,5.31855,5.632052777777778
1139,CD101,5.31275,5.315766666666668
1140,PCDHB4,5.30985,5.357513888888888
1141,PCDHB15,5.30425,5.504622222222222
1142,ANO7,5.2991,5.2803249999999995
1143,NLGN3,5.2882,5.248991666666665
1144,CX3CR1,5.2653,5.362702777777777
1145,CCRL2,5.2651,5.205458333333332
1146,SLC2A2,5.2594,5.921624999999999
1147,ESYT3,5.2408,5.051380555555555
1148,FCGR2C,5.23265,5.014375
1149,PTPRO,5.2275,5.189511111111111
1150,GPR97,5.2273499999999995,5.153308333333334
1151,LYVE1,5.22445,5.295341666666668
1152,SLC1A7,5.22245,5.657161111111112
1153,CD163L1,5.2222,4.703280555555555
1154,P2RY13,5.2146,5.0655222222222225
1155,GPR65,5.2107,5.036125000000001
1156,ABCB4,5.20885,5.4820111111111105
1157,GRM5,5.2043,5.037427777777778
1158,CD79B,5.1988,5.936719444444445
1159,NRXN3,5.19365,4.865599999999999
1160,KLRK1,5.190849999999999,5.142630555555554
1161,GP1BA,5.1904,4.984711111111111
1162,EFNB3,5.18995,5.115141666666669
1163,PKD1L2,5.1853,4.906783333333333
1164,NRN1,5.1851,5.161902777777777
1165,CD33,5.1844,5.045166666666667
1166,BAI1,5.1811,5.101105555555555
1167,EPHA6,5.1785,4.619572222222223
1168,MFSD6L,5.17285,5.106288888888888
1169,SELP,5.17155,5.113294444444444
1170,RHBDL2,5.16685,5.216719444444443
1171,SIRPB2,5.1612,5.007002777777777
1172,PCDHGA6,5.155900000000001,5.062736111111112
1173,TSPAN2,5.1548,5.36933888888889
1174,LTK,5.1516,5.162455555555557
1175,TNFSF15,5.14785,4.587544444444444
1176,KLRB1,5.14715,5.202311111111111
1177,IL21R,5.14285,5.087677777777777
1178,KCNMB4,5.1316500000000005,5.262066666666667
1179,CCR2,5.11725,4.902077777777777
1180,GPR162,5.1097,5.109874999999999
1181,SGCA,5.105650000000001,5.07812777777778
1182,SUSD5,5.10215,4.825775000000001
1183,LYPD3,5.1021,5.302647222222222
1184,TNFSF13B,5.09745,4.922922222222222
1185,SCN3B,5.07895,5.061891666666666
1186,KIAA0319,5.07635,5.132858333333334
1187,NPR3,5.073650000000001,5.311850000000001
1188,DPEP2,5.0732,5.030200000000002
1189,CDH17,5.0656,5.848816666666667
1190,IL7R,5.062,4.730205555555557
1191,CD84,5.0615,4.8186
1192,SYP,5.0604499999999994,5.396988888888889
1193,ISLR2,5.053850000000001,5.223036111111111
1194,GRIN2D,5.04605,5.384686111111113
1195,GJC2,5.03985,5.439797222222224
1196,PCDHB6,5.0281,4.906441666666668
1197,SLC26A9,5.02805,5.466713888888889
1198,SIGLEC9,5.0191,4.741061111111112
1199,BTNL9,5.0123,5.142766666666666
1200,DDR2,5.010199999999999,4.675005555555555
1201,MPZ,5.0095,5.113647222222221
1202,ABCA8,4.99115,4.887041666666666
1203,IL20RB,4.9902,4.985172222222222
1204,OR2A4,4.98585,4.444869444444444
1205,THSD7A,4.9816,5.131222222222224
1206,SIRPG,4.9695,5.242102777777777
1207,LRRN4,4.95845,4.994119444444444
1208,CDHR3,4.9552,4.945219444444444
1209,PCDHB11,4.949450000000001,5.157916666666668
1210,SLC38A5,4.9404,5.114975
1211,CSMD2,4.9333,5.108797222222223
1212,ULBP1,4.93135,4.8408138888888885
1213,SLAMF6,4.911149999999999,5.163950000000002
1214,TMEM132E,4.8976,4.861394444444445
1215,PRRT3,4.89215,5.0637277777777765
1216,VN1R1,4.8886,4.807316666666666
1217,LILRA2,4.85535,4.522697222222222
1218,SIGLEC7,4.8533,4.687202777777778
1219,LILRA6,4.85275,4.720508333333332
1220,C14orf37,4.852650000000001,4.859813888888889
1221,SLC7A9,4.83735,4.684588888888888
1222,CXCR6,4.8288,5.179333333333334
1223,PCDHGB1,4.827500000000001,4.577211111111111
1224,GPM6B,4.8205,4.681469444444445
1225,PLB1,4.79045,4.798227777777779
1226,TMEM217,4.7756,4.576444444444444
1227,PCDHGA2,4.77455,4.800722222222222
1228,ABCA9,4.7733,4.624738888888889
1229,PLXNA4,4.75265,5.0661000000000005
1230,PCDHGA10,4.74765,5.51291388888889
1231,LGR6,4.744350000000001,4.752447222222222
1232,SCN8A,4.7402,4.8980749999999995
1233,GPR137C,4.7268,4.7991166666666665
1234,GFRA1,4.723649999999999,4.957116666666666
1235,CDH23,4.718349999999999,4.782038888888889
1236,ADRA1B,4.7168,4.774488888888889
1237,NAALADL1,4.6956500000000005,4.8798361111111115
1238,FCER1A,4.6918500000000005,4.426050000000001
1239,TREH,4.6713000000000005,4.581083333333332
1240,NTSR1,4.665900000000001,4.487130555555556
1241,IL12RB1,4.6605,4.7900833333333335
1242,CD27,4.65685,5.644841666666666
1243,P2RY1,4.65255,4.433786111111112
1244,CD300C,4.649900000000001,4.224013888888889
1245,SELE,4.6366,4.293788888888888
1246,CCR7,4.635400000000001,5.068091666666667
1247,ADRA2B,4.627549999999999,4.615441666666666
1248,SDK2,4.625,5.188866666666666
1249,F2RL2,4.62155,4.641338888888889
1250,SCN4B,4.6193,4.610099999999999
1251,PCDHGA9,4.6187,4.667705555555554
1252,BTC,4.617850000000001,4.208902777777777
1253,GPR115,4.6158,4.62605
1254,ATP1A3,4.6133500000000005,4.747163888888888
1255,CHRNB2,4.6007,4.458133333333333
1256,PCDHAC2,4.600099999999999,4.871422222222222
1257,CLEC1A,4.593,4.614591666666667
1258,S1PR5,4.5887,4.731233333333334
1259,DSC3,4.5862,5.465391666666665
1260,SLC28A3,4.5828500000000005,4.770019444444444
1261,LRRC15,4.5802,4.446555555555555
1262,SIGLEC5,4.577999999999999,4.176702777777779
1263,NIPAL1,4.5779499999999995,4.166888888888888
1264,SIGLEC14,4.5748,4.416236111111111
1265,GPR75,4.5718,4.488091666666667
1266,RGMA,4.57115,4.892938888888889
1267,CXCR3,4.569649999999999,4.852991666666668
1268,TLR8,4.56335,4.27425
1269,SIGLEC8,4.5499,4.409136111111111
