ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
IL1B	IL1R2+IL1RAP	other	64	241	0.011887524276971817	0.00869923084974289	0.015625	0.004149377593360996	0.010293377563357353	0.00010341231791730077	False	P13	13	241	0.11825861036777496	0.00869923084974289	0.07692307692307693	0.004149377593360996	0.06347892060875893	0.0010287589515590723	False	-0.05318554304540157	False
IL1F10	IL1RAP+IL1RL2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1RAP	PTPRF	other	64	241	0.32003891468048096	0.023533668369054794	0.3125	0.012448132780082987	0.17178629152476788	0.007531689683282661	False	P13	13	241	0.20950844883918762	0.023533668369054794	0.15384615384615385	0.012448132780082987	0.11652105860412121	0.004930502355496524	False	0.05526523292064667	False
IL1RN	IL1R1+IL1RAP	other	64	241	0.012743926607072353	0.007724971044808626	0.015625	0.004149377593360996	0.01023444882594049	9.844646403680017e-05	False	P13	13	241	0.06801580637693405	0.007724971044808626	0.07692307692307693	0.004149377593360996	0.03787038871087134	0.0005254201348511255	False	-0.02763593988493085	False
IL1RN	IL1R2+IL1RAP	other	64	241	0.012743926607072353	0.00869923084974289	0.015625	0.004149377593360996	0.010721578728407621	0.00011086235948710305	False	P13	13	241	0.06801580637693405	0.00869923084974289	0.07692307692307693	0.004149377593360996	0.03835751861333847	0.0005916852011043638	False	-0.02763593988493085	False
IL20	IL20RA+IL20RB	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL20	IL20RB+IL22RA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL21	IL21R+IL2RG	other	64	241	0.0	0.03306325525045395	0.0	0.02074688796680498	0.016531627625226974	0.0	False	P13	13	241	0.0	0.03306325525045395	0.0	0.02074688796680498	0.016531627625226974	0.0	False	0.0	False
IL24	IL20RA+IL20RB	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL24	IL20RB+IL22RA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL33	IL1RAP+IL1RL1	other	64	241	0.0	0.00869923084974289	0.0	0.004149377593360996	0.004349615424871445	0.0	False	P13	13	241	0.0	0.00869923084974289	0.0	0.004149377593360996	0.004349615424871445	0.0	False	0.0	False
IL34	CSF1R	other	64	241	0.0	0.015301103703677654	0.0	0.008298755186721992	0.007650551851838827	0.0	False	P13	13	241	0.0	0.015301103703677654	0.0	0.008298755186721992	0.007650551851838827	0.0	False	0.0	False
IL36A	IL1RAP+IL1RL2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36B	IL1RAP+IL1RL2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36G	IL1RAP+IL1RL2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36RN	IL1RAP+IL1RL2	other	64	241	0.0605701245367527	0.0	0.078125	0.0	0.03028506226837635	0.0	False	P13	13	241	0.06801580637693405	0.0	0.07692307692307693	0.0	0.034007903188467026	0.0	False	-0.0037228409200906754	False
IL37	IL18R1+SIGIRR	other	64	241	0.0	0.05837607756257057	0.0	0.03319502074688797	0.029188038781285286	0.0	False	P13	13	241	0.0	0.05837607756257057	0.0	0.03319502074688797	0.029188038781285286	0.0	False	0.0	False
IL6	IL6R+IL6ST	other	64	241	0.22938954830169678	0.0607721321284771	0.203125	0.029045643153526972	0.14508084021508694	0.013940491938282396	False	P13	13	241	0.13438095152378082	0.0607721321284771	0.07692307692307693	0.029045643153526972	0.09757654182612896	0.008166616941553684	False	0.04750429838895798	False
IL7	IL2RG+IL7R	other	64	241	0.024122819304466248	0.19695453345775604	0.03125	0.08713692946058091	0.11053867638111115	0.004751098621796901	False	P13	13	241	0.05098404735326767	0.19695453345775604	0.07692307692307693	0.08713692946058091	0.12396929040551186	0.010041539260250976	False	-0.013430614024400711	False
INHA	ACVR1+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA	ACVR1+ACVR2B	other	64	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	P13	13	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	0.0	False
INHA	ACVR1B+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA	ACVR1B+ACVR2B	other	64	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	P13	13	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	0.0	False
INHA	ACVR1C+ACVR2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHA	ACVR1C+ACVR2B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHA+INHBA	ACVR1+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA+INHBA	ACVR1+ACVR2B	other	64	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	P13	13	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	0.0	False
INHA+INHBA	ACVR1B+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA+INHBA	ACVR1B+ACVR2B	other	64	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	P13	13	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	0.0	False
INHA+INHBA	ACVR1C+ACVR2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHA+INHBA	ACVR1C+ACVR2B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHA+INHBB	ACVR1+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA+INHBB	ACVR1+ACVR2B	other	64	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	P13	13	241	0.0	0.011741165071725845	0.0	0.004149377593360996	0.005870582535862923	0.0	False	0.0	False
INHA+INHBB	ACVR1B+ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHA+INHBB	ACVR1B+ACVR2B	other	64	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	P13	13	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	0.0	False
INHA+INHBB	ACVR1C+ACVR2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHA+INHBB	ACVR1C+ACVR2B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
INHBA+INHBB	ACVR1+ACVR2A	other	64	241	0.3212893009185791	0.006102536804974079	0.28125	0.004149377593360996	0.1636959188617766	0.001960679783900021	False	P13	13	241	0.22411750257015228	0.006102536804974079	0.15384615384615385	0.004149377593360996	0.11511001968756318	0.001367685308073227	False	0.04858589917421341	False
INHBA+INHBB	ACVR1+ACVR2B	other	64	241	0.3212893009185791	0.011741165071725845	0.28125	0.004149377593360996	0.16651523299515247	0.0037723107178644355	False	P13	13	241	0.22411750257015228	0.011741165071725845	0.15384615384615385	0.004149377593360996	0.11792933382093906	0.0026314005931390994	False	0.04858589917421341	False
INHBA+INHBB	ACVR1B+ACVR2A	other	64	241	0.3212893009185791	0.006102536804974079	0.28125	0.004149377593360996	0.1636959188617766	0.001960679783900021	False	P13	13	241	0.22411750257015228	0.006102536804974079	0.15384615384615385	0.004149377593360996	0.11511001968756318	0.001367685308073227	False	0.04858589917421341	False
INHBA+INHBB	ACVR1B+ACVR2B	other	64	241	0.3212893009185791	0.012930816039443016	0.28125	0.004149377593360996	0.16711005847901106	0.004154532845619396	False	P13	13	241	0.22411750257015228	0.012930816039443016	0.15384615384615385	0.004149377593360996	0.11852415930479765	0.0028980221969540365	False	0.04858589917421341	False
INHBA+INHBB	ACVR1C+ACVR2A	other	64	241	0.3212893009185791	0.0	0.28125	0.0	0.16064465045928955	0.0	False	P13	13	241	0.22411750257015228	0.0	0.15384615384615385	0.0	0.11205875128507614	0.0	False	0.04858589917421341	False
INHBA+INHBB	ACVR1C+ACVR2B	other	64	241	0.3212893009185791	0.0	0.28125	0.0	0.16064465045928955	0.0	False	P13	13	241	0.22411750257015228	0.0	0.15384615384615385	0.0	0.11205875128507614	0.0	False	0.04858589917421341	False
INHBE	ACVR2A	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13	13	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	0.0	False
INHBE	ACVR2B	other	64	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	P13	13	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	0.0	False
ITGAV+ITGB1	ADGRE2	other	64	241	0.26660147309303284	0.043465908616781235	0.296875	0.02074688796680498	0.15503369085490704	0.011588075266561026	False	P13	13	241	0.2138155847787857	0.043465908616781235	0.15384615384615385	0.02074688796680498	0.12864074669778347	0.00929368866883834	False	0.026392944157123566	False
ITGAV+ITGB1	ADGRE5	other	64	241	0.26660147309303284	0.1375628560781479	0.296875	0.06639004149377593	0.20208216458559036	0.03667446007331909	False	P13	13	241	0.2138155847787857	0.1375628560781479	0.15384615384615385	0.06639004149377593	0.1756892204284668	0.029413082516189126	False	0.026392944157123566	False
ITGAV+ITGB3	ADGRA2	other	64	241	0.04084136337041855	0.0	0.0625	0.0	0.020420681685209274	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.020420681685209274	False
ITGAV+ITGB3	ADGRE2	other	64	241	0.04084136337041855	0.043465908616781235	0.0625	0.02074688796680498	0.04215363599359989	0.001775206968043369	False	P13	13	241	0.0	0.043465908616781235	0.0	0.02074688796680498	0.021732954308390617	0.0	False	0.020420681685209274	False
ITGAV+ITGB3	ADGRE5	other	64	241	0.04084136337041855	0.1375628560781479	0.0625	0.06639004149377593	0.08920210972428322	0.005618254591360228	False	P13	13	241	0.0	0.1375628560781479	0.0	0.06639004149377593	0.06878142803907394	0.0	False	0.020420681685209274	False
ITGAV+ITGB5	ADGRB1	other	64	241	0.14848288893699646	0.0	0.15625	0.0	0.07424144446849823	0.0	False	P13	13	241	0.17141082882881165	0.0	0.15384615384615385	0.0	0.08570541441440582	0.0	False	-0.011463969945907593	False
JAG1	CD46	other	64	241	0.07427865266799927	0.20937147736549377	0.09375	0.1078838174273859	0.14182506501674652	0.015551831245817382	False	P13	13	241	0.2231609970331192	0.20937147736549377	0.23076923076923078	0.1078838174273859	0.2162662371993065	0.04672354763918074	True	-0.07444117218255997	True
JAG1	NOTCH1	other	64	241	0.07427865266799927	0.02115478366613388	0.09375	0.012448132780082987	0.047716718167066574	0.0015713488282034227	False	P13	13	241	0.2231609970331192	0.02115478366613388	0.23076923076923078	0.012448132780082987	0.12215789034962654	0.0047209226149543815	False	-0.07444117218255997	False
JAG1	NOTCH2	other	64	241	0.07427865266799927	0.02307758294045925	0.09375	0.012448132780082987	0.04867811780422926	0.001714171767651318	False	P13	13	241	0.2231609970331192	0.02307758294045925	0.23076923076923078	0.012448132780082987	0.12311928998678923	0.005150016418107389	False	-0.07444117218255997	False
JAG1	NOTCH3	other	64	241	0.07427865266799927	0.0	0.09375	0.0	0.037139326333999634	0.0	False	P13	13	241	0.2231609970331192	0.0	0.23076923076923078	0.0	0.1115804985165596	0.0	False	-0.07444117218255997	False
JAG1	NOTCH4	other	64	241	0.07427865266799927	0.0	0.09375	0.0	0.037139326333999634	0.0	False	P13	13	241	0.2231609970331192	0.0	0.23076923076923078	0.0	0.1115804985165596	0.0	False	-0.07444117218255997	False
JAG1	VASN	other	64	241	0.07427865266799927	0.005044183228164911	0.09375	0.004149377593360996	0.03966141794808209	0.00037467513399860874	False	P13	13	241	0.2231609970331192	0.005044183228164911	0.23076923076923078	0.004149377593360996	0.11410259013064206	0.0011256649584150194	False	-0.07444117218255997	False
JAG2	NOTCH1	other	64	241	0.13861466944217682	0.02115478366613388	0.140625	0.012448132780082987	0.07988472655415535	0.0029323633450019093	False	P13	13	241	0.1359163373708725	0.02115478366613388	0.15384615384615385	0.012448132780082987	0.07853556051850319	0.0028752807137740755	False	0.0013491660356521606	False
JAG2	NOTCH2	other	64	241	0.13861466944217682	0.02307758294045925	0.140625	0.012448132780082987	0.08084612619131804	0.003198891530816178	False	P13	13	241	0.1359163373708725	0.02307758294045925	0.15384615384615385	0.012448132780082987	0.07949696015566587	0.0031366205486397514	False	0.0013491660356521606	False
JAG2	NOTCH3	other	64	241	0.13861466944217682	0.0	0.140625	0.0	0.06930733472108841	0.0	False	P13	13	241	0.1359163373708725	0.0	0.15384615384615385	0.0	0.06795816868543625	0.0	False	0.0013491660356521606	False
JAG2	NOTCH4	other	64	241	0.13861466944217682	0.0	0.140625	0.0	0.06930733472108841	0.0	False	P13	13	241	0.1359163373708725	0.0	0.15384615384615385	0.0	0.06795816868543625	0.0	False	0.0013491660356521606	False
JAG2	VASN	other	64	241	0.13861466944217682	0.005044183228164911	0.140625	0.004149377593360996	0.07182942633517087	0.0006991977907778515	False	P13	13	241	0.1359163373708725	0.005044183228164911	0.15384615384615385	0.004149377593360996	0.0704802602995187	0.0006855869093997588	False	0.0013491660356521606	False
JAM2	ITGA4+ITGB1	other	64	241	0.0	0.2687162756919861	0.0	0.14107883817427386	0.13435813784599304	0.0	False	P13	13	241	0.0	0.2687162756919861	0.0	0.14107883817427386	0.13435813784599304	0.0	False	0.0	False
JAM2	JAM3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
JAM3	ITGAM+ITGB2	other	64	241	0.0	0.021200822666287422	0.0	0.012448132780082987	0.010600411333143711	0.0	False	P13	13	241	0.0	0.021200822666287422	0.0	0.012448132780082987	0.010600411333143711	0.0	False	0.0	False
JAM3	JAM3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
KISS1	KISS1R	other	64	241	0.0	0.013299730606377125	0.0	0.008298755186721992	0.006649865303188562	0.0	False	P13	13	241	0.0	0.013299730606377125	0.0	0.008298755186721992	0.006649865303188562	0.0	False	0.0	False
KITLG	KIT	other	64	241	0.10229025781154633	0.10749717801809311	0.109375	0.04149377593360996	0.10489371791481972	0.010995914053484435	False	P13	13	241	0.05098404735326767	0.10749717801809311	0.07692307692307693	0.04149377593360996	0.07924061268568039	0.0054806412144171035	False	0.025653105229139328	False
KLRB1	CLEC2D	other	64	241	0.01129907090216875	0.4116363525390625	0.015625	0.2074688796680498	0.21146771172061563	0.004651108333248999	False	P13	13	241	0.0	0.4116363525390625	0.0	0.2074688796680498	0.20581817626953125	0.0	False	0.005649535451084375	False
KNG1	BDKRB1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
KNG1	BDKRB2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
L1CAM	EZR+L1CAM	other	64	241	0.01129907090216875	0.0	0.015625	0.0	0.005649535451084375	0.0	False	P13	13	241	0.19086989760398865	0.0	0.07692307692307693	0.0	0.09543494880199432	0.0	False	-0.08978541335090995	False
L1CAM	ITGA2B+ITGB3	other	64	241	0.01129907090216875	0.0	0.015625	0.0	0.005649535451084375	0.0	False	P13	13	241	0.19086989760398865	0.0	0.07692307692307693	0.0	0.09543494880199432	0.0	False	-0.08978541335090995	False
L1CAM	ITGA5+ITGB1	other	64	241	0.01129907090216875	0.012813280336558819	0.015625	0.008298755186721992	0.012056175619363785	0.00014477816301214277	False	P13	13	241	0.19086989760398865	0.012813280336558819	0.07692307692307693	0.008298755186721992	0.10184158897027373	0.002445669505810183	False	-0.08978541335090995	False
L1CAM	ITGA9+ITGB1	other	64	241	0.01129907090216875	0.0	0.015625	0.0	0.005649535451084375	0.0	False	P13	13	241	0.19086989760398865	0.0	0.07692307692307693	0.0	0.09543494880199432	0.0	False	-0.08978541335090995	False
L1CAM	ITGAV+ITGB1	other	64	241	0.01129907090216875	0.02200988493859768	0.015625	0.012448132780082987	0.016654477920383215	0.0002486912504697913	False	P13	13	241	0.19086989760398865	0.02200988493859768	0.07692307692307693	0.012448132780082987	0.10643989127129316	0.004201024484505711	False	-0.08978541335090995	False
L1CAM	ITGAV+ITGB3	other	64	241	0.01129907090216875	0.0	0.015625	0.0	0.005649535451084375	0.0	False	P13	13	241	0.19086989760398865	0.0	0.07692307692307693	0.0	0.09543494880199432	0.0	False	-0.08978541335090995	False
L1CAM	L1CAM	other	64	241	0.01129907090216875	0.0	0.015625	0.0	0.005649535451084375	0.0	False	P13	13	241	0.19086989760398865	0.0	0.07692307692307693	0.0	0.09543494880199432	0.0	False	-0.08978541335090995	False
LAIR1	LILRB4	other	64	241	0.01192178763449192	0.0	0.015625	0.0	0.00596089381724596	0.0	False	P13	13	241	0.15518619120121002	0.0	0.07692307692307693	0.0	0.07759309560060501	0.0	False	-0.07163220178335905	False
LAMA2	ADGRG6	other	64	241	0.014693938195705414	0.0068366206251084805	0.015625	0.004149377593360996	0.010765279410406947	0.00010045688093282892	False	P13	13	241	0.0	0.0068366206251084805	0.0	0.004149377593360996	0.0034183103125542402	0.0	False	0.007346969097852707	False
LAMA3	ITGA3+ITGB1	other	64	241	0.0	0.05982126668095589	0.0	0.029045643153526972	0.029910633340477943	0.0	False	P13	13	241	0.0	0.05982126668095589	0.0	0.029045643153526972	0.029910633340477943	0.0	False	0.0	False
LAMC1	ITGA2+ITGB1	other	64	241	0.11914733052253723	0.014792926609516144	0.15625	0.008298755186721992	0.06697012856602669	0.001762537716139656	False	P13	13	241	0.22734706103801727	0.014792926609516144	0.15384615384615385	0.008298755186721992	0.12106999382376671	0.0033631283888245767	False	-0.05409986525774002	False
LAMC1	ITGA6+ITGB1	other	64	241	0.11914733052253723	0.006485263351351023	0.15625	0.004149377593360996	0.06281629693694413	0.0007727018160491178	False	P13	13	241	0.22734706103801727	0.006485263351351023	0.15384615384615385	0.004149377593360996	0.11691616219468415	0.0014744055629872174	False	-0.05409986525774002	False
LAMC1	ITGA7+ITGB1	other	64	241	0.11914733052253723	0.0	0.15625	0.0	0.059573665261268616	0.0	False	P13	13	241	0.22734706103801727	0.0	0.15384615384615385	0.0	0.11367353051900864	0.0	False	-0.05409986525774002	False
LAMC1	ITGAV+ITGB3	other	64	241	0.11914733052253723	0.0	0.15625	0.0	0.059573665261268616	0.0	False	P13	13	241	0.22734706103801727	0.0	0.15384615384615385	0.0	0.11367353051900864	0.0	False	-0.05409986525774002	False
LCN2	SLC22A17	other	64	241	0.16735580563545227	0.0	0.171875	0.0	0.08367790281772614	0.0	False	P13	13	241	0.06302729994058609	0.0	0.07692307692307693	0.0	0.031513649970293045	0.0	False	0.05216425284743309	False
LEFTY1	TDGF1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
LEP	LEPR	other	64	241	0.0	0.014824499376118183	0.0	0.008298755186721992	0.007412249688059092	0.0	False	P13	13	241	0.0	0.014824499376118183	0.0	0.008298755186721992	0.007412249688059092	0.0	False	0.0	False
LGALS3	MERTK	other	64	241	2.0421013832092285	0.014336809515953064	0.90625	0.008298755186721992	1.0282190963625908	0.029277218543334982	False	P13	13	241	1.9829444885253906	0.014336809515953064	0.7692307692307693	0.008298755186721992	0.9986406490206718	0.0284290974126975	False	0.029578447341918945	False
LGALS9	BCR+CD22+PTPRC	checkpoint_partial	64	241	0.3112594485282898	0.012887551449239254	0.296875	0.008298755186721992	0.16207349998876452	0.004011372156970172	False	P13	13	241	0.3651689291000366	0.012887551449239254	0.38461538461538464	0.008298755186721992	0.18902824027463794	0.004706133361440323	False	-0.026954740285873413	False
LGALS9	HAVCR2	checkpoint	64	241	0.3112594485282898	0.019562823697924614	0.296875	0.012448132780082987	0.1654111361131072	0.006089113715872174	False	P13	13	241	0.3651689291000366	0.019562823697924614	0.38461538461538464	0.012448132780082987	0.19236587639898062	0.00714373537994395	False	-0.026954740285873413	False
LGALS9	P4HB	checkpoint_partial	64	241	0.3112594485282898	0.14350758492946625	0.296875	0.07883817427385892	0.22738351672887802	0.044668091744772376	False	P13	13	241	0.3651689291000366	0.14350758492946625	0.38461538461538464	0.07883817427385892	0.25433825701475143	0.052404511106425744	False	-0.026954740285873413	False
LIF	IL6ST+LIFR	other	64	241	0.06822828203439713	0.006102536804974079	0.09375	0.004149377593360996	0.0371654094196856	0.0004163656022550602	False	P13	13	241	0.10033055394887924	0.006102536804974079	0.15384615384615385	0.004149377593360996	0.05321654537692666	0.000612270898136473	False	-0.01605113595724106	False
LIPA	RORA	other	64	241	0.07503529638051987	0.1293908953666687	0.09375	0.06639004149377593	0.10221309587359428	0.00970888418277882	False	P13	13	241	0.0	0.1293908953666687	0.0	0.06639004149377593	0.06469544768333435	0.0	False	0.037517648190259933	False
LIPA	RORC	other	64	241	0.07503529638051987	0.0	0.09375	0.0	0.037517648190259933	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.037517648190259933	False
LPAR1	ADGRE5	other	64	241	0.01192178763449192	0.1375628560781479	0.015625	0.06639004149377593	0.0747423218563199	0.0016399951565578552	False	P13	13	241	0.0	0.1375628560781479	0.0	0.06639004149377593	0.06878142803907394	0.0	False	0.00596089381724596	False
LPAR2	ADGRE5	other	64	241	0.1256832480430603	0.1375628560781479	0.140625	0.06639004149377593	0.1316230520606041	0.017289346561981667	False	P13	13	241	0.06790052354335785	0.1375628560781479	0.07692307692307693	0.06639004149377593	0.10273168981075287	0.009340589947825828	False	0.028891362249851227	False
LPAR3	ADGRE5	other	64	241	0.18292589485645294	0.1375628560781479	0.171875	0.06639004149377593	0.16024437546730042	0.02516380854710465	False	P13	13	241	0.06790052354335785	0.1375628560781479	0.07692307692307693	0.06639004149377593	0.10273168981075287	0.009340589947825828	False	0.057512685656547546	False
LRFN4	PTPRD	other	64	241	0.051435135304927826	0.008599472232162952	0.0625	0.004149377593360996	0.03001730376854539	0.00044231501781227117	False	P13	13	241	0.0	0.008599472232162952	0.0	0.004149377593360996	0.004299736116081476	0.0	False	0.025717567652463913	False
LRFN4	PTPRF	other	64	241	0.051435135304927826	0.023533668369054794	0.0625	0.012448132780082987	0.03748440183699131	0.0012104574167836335	False	P13	13	241	0.0	0.023533668369054794	0.0	0.012448132780082987	0.011766834184527397	0.0	False	0.025717567652463913	False
LRFN4	PTPRS	other	64	241	0.051435135304927826	0.0	0.0625	0.0	0.025717567652463913	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.025717567652463913	False
LRPAP1	SORT1	other	64	241	0.4462268650531769	0.0	0.390625	0.0	0.22311343252658844	0.0	False	P13	13	241	0.6545314192771912	0.0	0.46153846153846156	0.0	0.3272657096385956	0.0	False	-0.10415227711200714	False
LRRC4B	PTPRD	other	64	241	0.0	0.008599472232162952	0.0	0.004149377593360996	0.004299736116081476	0.0	False	P13	13	241	0.0	0.008599472232162952	0.0	0.004149377593360996	0.004299736116081476	0.0	False	0.0	False
LRRC4B	PTPRF	other	64	241	0.0	0.023533668369054794	0.0	0.012448132780082987	0.011766834184527397	0.0	False	P13	13	241	0.0	0.023533668369054794	0.0	0.012448132780082987	0.011766834184527397	0.0	False	0.0	False
