ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
GLS2+SLC1A1	GRIK2	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRIK2+GRIK4	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRIK2+GRIK5	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRIN1+GRIN2A	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRIN1+GRIN2D	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRM1	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRM4	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRM5	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRM7	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A1	GRM8	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.007331394124776125	False
GLS2+SLC1A2	GRIA1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIA3	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIA4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK1+GRIK4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK1+GRIK5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK2	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK2+GRIK4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIK2+GRIK5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIN1+GRIN2A	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRIN1+GRIN2D	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRM1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRM4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRM5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRM7	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A2	GRM8	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.004861308261752129	False
GLS2+SLC1A3	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GNRH1	GNRHR	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GNRH1	GNRHR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GP1BA	ITGAM+ITGB2	other	64	241	0.0	0.021200822666287422	0.0	0.012448132780082987	0.010600411333143711	0.0	False	P13	13	241	0.0	0.021200822666287422	0.0	0.012448132780082987	0.010600411333143711	0.0	False	0.0	False
GRP	GRPR	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HBEGF	EGFR	other	64	241	0.22435960173606873	0.015455157496035099	0.203125	0.008298755186721992	0.11990737961605191	0.003467512980578652	False	P13	13	241	0.14738477766513824	0.015455157496035099	0.07692307692307693	0.008298755186721992	0.08141996758058667	0.0022778549513328278	False	0.03848741203546524	False
HBEGF	ERBB2	other	64	241	0.22435960173606873	0.00750289112329483	0.203125	0.004149377593360996	0.11593124642968178	0.0016833456642915134	False	P13	13	241	0.14738477766513824	0.00750289112329483	0.07692307692307693	0.004149377593360996	0.07744383439421654	0.001105811940052548	False	0.03848741203546524	False
HBEGF	ERBB4	other	64	241	0.22435960173606873	0.0	0.203125	0.0	0.11217980086803436	0.0	False	P13	13	241	0.14738477766513824	0.0	0.07692307692307693	0.0	0.07369238883256912	0.0	False	0.03848741203546524	False
HDC	HRH1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HDC	HRH2	other	64	241	0.0	0.008301452733576298	0.0	0.004149377593360996	0.004150726366788149	0.0	False	P13	13	241	0.0	0.008301452733576298	0.0	0.004149377593360996	0.004150726366788149	0.0	False	0.0	False
HEBP1	FPR3	other	64	241	0.119198277592659	0.0	0.140625	0.0	0.0595991387963295	0.0	False	P13	13	241	0.17928479611873627	0.0	0.15384615384615385	0.0	0.08964239805936813	0.0	False	-0.030043259263038635	False
HFE	TFRC	other	64	241	0.006273000501096249	0.14549218118190765	0.015625	0.08298755186721991	0.07588259084150195	0.0009126725254596929	False	P13	13	241	0.0	0.14549218118190765	0.0	0.08298755186721991	0.07274609059095383	0.0	False	0.0031365002505481243	False
HGF	MET	other	64	241	0.0	0.007135757710784674	0.0	0.004149377593360996	0.003567878855392337	0.0	False	P13	13	241	0.13438095152378082	0.007135757710784674	0.07692307692307693	0.004149377593360996	0.07075835461728275	0.0009589099110184005	False	-0.06719047576189041	False
HSD17B1	ESR1	other	64	241	0.01916886493563652	0.0	0.03125	0.0	0.00958443246781826	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.00958443246781826	False
HSD17B1	ESR2	other	64	241	0.01916886493563652	0.0	0.03125	0.0	0.00958443246781826	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.00958443246781826	False
HSD17B1	GPER1	other	64	241	0.01916886493563652	0.0	0.03125	0.0	0.00958443246781826	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.00958443246781826	False
HSD17B1	NR1I2	other	64	241	0.01916886493563652	0.0	0.03125	0.0	0.00958443246781826	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.00958443246781826	False
HSD17B12	AR	other	64	241	0.21784202754497528	0.0	0.28125	0.0	0.10892101377248764	0.0	False	P13	13	241	0.2604925036430359	0.0	0.23076923076923078	0.0	0.13024625182151794	0.0	False	-0.021325238049030304	False
HSD17B3	AR	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HSD17B6	NR1H4	other	64	241	0.01599561795592308	0.0	0.03125	0.0	0.00799780897796154	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.00799780897796154	False
IAPP	CALCR	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
ICAM1	ITGAL	other	64	241	1.190064549446106	0.10519146174192429	0.765625	0.058091286307053944	0.6476280055940151	0.12518462952348042	False	P13	13	241	0.46208375692367554	0.10519146174192429	0.38461538461538464	0.058091286307053944	0.2836376093327999	0.04860726583800146	False	0.3639903962612152	False
ICAM1	ITGAL+ITGB2	other	64	241	1.190064549446106	0.10519146174192429	0.765625	0.058091286307053944	0.6476280055940151	0.12518462952348042	False	P13	13	241	0.46208375692367554	0.10519146174192429	0.38461538461538464	0.058091286307053944	0.2836376093327999	0.04860726583800146	False	0.3639903962612152	False
ICAM1	ITGAM+ITGB2	other	64	241	1.190064549446106	0.021200822666287422	0.765625	0.012448132780082987	0.6056326860561967	0.025230347474242132	False	P13	13	241	0.46208375692367554	0.021200822666287422	0.38461538461538464	0.012448132780082987	0.24164228979498148	0.009796555787510708	False	0.3639903962612152	False
ICAM1	ITGAX+ITGB2	other	64	241	1.190064549446106	0.0	0.765625	0.0	0.595032274723053	0.0	False	P13	13	241	0.46208375692367554	0.0	0.38461538461538464	0.0	0.23104187846183777	0.0	False	0.3639903962612152	False
ICAM1	SPN	other	64	241	1.190064549446106	0.12919755280017853	0.765625	0.06224066390041494	0.6596310511231422	0.15375342746268394	False	P13	13	241	0.46208375692367554	0.12919755280017853	0.38461538461538464	0.06224066390041494	0.29564065486192703	0.05970009058325143	False	0.3639903962612152	False
ICAM2	CD209	other	64	241	0.12596355378627777	0.0	0.125	0.0	0.06298177689313889	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.06298177689313889	False
ICAM2	ITGAL+ITGB2	other	64	241	0.12596355378627777	0.10519146174192429	0.125	0.058091286307053944	0.11557750776410103	0.01325029034898606	False	P13	13	241	0.0	0.10519146174192429	0.0	0.058091286307053944	0.05259573087096214	0.0	False	0.06298177689313889	False
ICAM3	CD209	other	64	241	0.029362913221120834	0.0	0.046875	0.0	0.014681456610560417	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.014681456610560417	False
ICAM3	ITGAD+ITGB2	other	64	241	0.029362913221120834	0.0	0.046875	0.0	0.014681456610560417	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.014681456610560417	False
ICAM3	ITGAL+ITGB2	other	64	241	0.029362913221120834	0.10519146174192429	0.046875	0.058091286307053944	0.06727718748152256	0.003088727762730975	False	P13	13	241	0.0	0.10519146174192429	0.0	0.058091286307053944	0.05259573087096214	0.0	False	0.014681456610560417	False
ICAM4	ITGAL+ITGB2	other	64	241	0.12018073350191116	0.10519146174192429	0.140625	0.058091286307053944	0.11268609762191772	0.012641987030282686	False	P13	13	241	0.0	0.10519146174192429	0.0	0.058091286307053944	0.05259573087096214	0.0	False	0.06009036675095558	False
ICOSLG	ICOS	other	64	241	0.0	0.12276509404182434	0.0	0.06224066390041494	0.06138254702091217	0.0	False	P13	13	241	0.0	0.12276509404182434	0.0	0.06224066390041494	0.06138254702091217	0.0	False	0.0	False
IGF1	GPC3+IGF1R	other	64	241	0.08836653083562851	0.007522414438426495	0.09375	0.004149377593360996	0.0479444726370275	0.000664729667431592	False	P13	13	241	0.0	0.007522414438426495	0.0	0.004149377593360996	0.0037612072192132473	0.0	False	0.044183265417814255	False
IGF1	IGF1R	other	64	241	0.08836653083562851	0.007522414438426495	0.09375	0.004149377593360996	0.0479444726370275	0.000664729667431592	False	P13	13	241	0.0	0.007522414438426495	0.0	0.004149377593360996	0.0037612072192132473	0.0	False	0.044183265417814255	False
IGF1	ITGA6+ITGB4	other	64	241	0.08836653083562851	0.0	0.09375	0.0	0.044183265417814255	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.044183265417814255	False
IGF1	ITGAV+ITGB3	other	64	241	0.08836653083562851	0.0	0.09375	0.0	0.044183265417814255	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.044183265417814255	False
IGF2	IGF1R	other	64	241	0.040555983781814575	0.007522414438426495	0.046875	0.004149377593360996	0.024039199110120535	0.0003050789179649127	False	P13	13	241	0.0	0.007522414438426495	0.0	0.004149377593360996	0.0037612072192132473	0.0	False	0.020277991890907288	False
IGF2	IGF2R	other	64	241	0.040555983781814575	0.06173723563551903	0.046875	0.03319502074688797	0.0511466097086668	0.0025038143271681745	False	P13	13	241	0.0	0.06173723563551903	0.0	0.03319502074688797	0.030868617817759514	0.0	False	0.020277991890907288	False
IGFBP3	TMEM219	other	64	241	0.4768720269203186	0.19743311405181885	0.328125	0.1078838174273859	0.3371525704860687	0.09415032927908129	True	P13	13	241	0.7184680104255676	0.19743311405181885	0.3076923076923077	0.1078838174273859	0.45795056223869324	0.14184937664493447	True	-0.12079799175262451	True
IGFL1	IGFLR1	other	64	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	P13	13	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	0.0	False
IGFL2	IGFLR1	other	64	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	P13	13	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	0.0	False
IGFL3	IGFLR1	other	64	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	P13	13	241	0.0	0.0448736846446991	0.0	0.024896265560165973	0.02243684232234955	0.0	False	0.0	False
IHH	BOC+PTCH1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	CDON+PTCH1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	GAS1+PTCH1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	HHIP	other	64	241	0.0	0.005044183228164911	0.0	0.004149377593360996	0.0025220916140824556	0.0	False	P13	13	241	0.0	0.005044183228164911	0.0	0.004149377593360996	0.0025220916140824556	0.0	False	0.0	False
IL11	IL11RA+IL6ST	other	64	241	0.0	0.008599472232162952	0.0	0.004149377593360996	0.004299736116081476	0.0	False	P13	13	241	0.0	0.008599472232162952	0.0	0.004149377593360996	0.004299736116081476	0.0	False	0.0	False
IL12A+IL12B	IL12RB1+IL12RB2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL12B+IL23A	IL12RB1+IL23R	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL15	IL15RA+IL2RB	other	64	241	0.0	0.028576646000146866	0.0	0.016597510373443983	0.014288323000073433	0.0	False	P13	13	241	0.0	0.028576646000146866	0.0	0.016597510373443983	0.014288323000073433	0.0	False	0.0	False
IL17C	IL17RA+IL17RE	other	64	241	0.023841403424739838	0.0	0.03125	0.0	0.011920701712369919	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.011920701712369919	False
IL18	IL18R1+IL18RAP	other	64	241	0.16498762369155884	0.0	0.171875	0.0	0.08249381184577942	0.0	False	P13	13	241	0.20271748304367065	0.0	0.15384615384615385	0.0	0.10135874152183533	0.0	False	-0.018864929676055908	False
IL19	IL20RA+IL20RB	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13	13	241	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1A	IL1R1+IL1RAP	other	64	241	0.01238271128386259	0.007724971044808626	0.015625	0.004149377593360996	0.010053841164335608	9.565608612406356e-05	False	P13	13	241	0.0	0.007724971044808626	0.0	0.004149377593360996	0.003862485522404313	0.0	False	0.006191355641931295	False
IL1A	IL1R2+IL1RAP	other	64	241	0.01238271128386259	0.00869923084974289	0.015625	0.004149377593360996	0.01054097106680274	0.00010772006400403683	False	P13	13	241	0.0	0.00869923084974289	0.0	0.004149377593360996	0.004349615424871445	0.0	False	0.006191355641931295	False
IL1B	IL1R1+IL1RAP	other	64	241	0.011887524276971817	0.007724971044808626	0.015625	0.004149377593360996	0.009806247660890222	9.183078083406689e-05	False	P13	13	241	0.11825861036777496	0.007724971044808626	0.07692307692307693	0.004149377593360996	0.0629917907062918	0.0009135443408903668	False	-0.05318554304540157	False
