ligand	receptor	pathway	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop	Patient
PTGES2	PTGER1	other	1666	59	0.24433276057243347	0.0	0.28211284513805523	0.0	0.12216638028621674	0.0	False	P1
PTGES2	PTGER2	other	1666	59	0.24433276057243347	0.04332934692502022	0.28211284513805523	0.03389830508474576	0.14383105374872684	0.010586778947990871	False	P1
PTGES2	PTGER3	other	1666	59	0.24433276057243347	0.051298078149557114	0.28211284513805523	0.03389830508474576	0.1478154193609953	0.01253380104634172	False	P1
PTGES2	PTGER4	other	1666	59	0.24433276057243347	0.06159331277012825	0.28211284513805523	0.05084745762711865	0.15296303667128086	0.015049264141926755	False	P1
PTGES3	PTGER1	other	1666	59	0.9407942295074463	0.0	0.7358943577430972	0.0	0.47039711475372314	0.0	False	P1
PTGES3	PTGER2	other	1666	59	0.9407942295074463	0.04332934692502022	0.7358943577430972	0.03389830508474576	0.49206178821623325	0.04076399955538523	False	P1
PTGES3	PTGER3	other	1666	59	0.9407942295074463	0.051298078149557114	0.7358943577430972	0.03389830508474576	0.4960461538285017	0.04826093590792535	False	P1
PTGES3	PTGER4	other	1666	59	0.9407942295074463	0.06159331277012825	0.7358943577430972	0.05084745762711865	0.5011937711387873	0.05794663323038396	False	P1
PTGIS	PTGIR	other	1666	59	0.0009531588293612003	0.0	0.0012004801920768306	0.0	0.00047657941468060017	0.0	False	P1
PTGR1	LTB4R	other	1666	59	1.8162163496017456	0.0	0.8835534213685474	0.0	0.9081081748008728	0.0	False	P1
PTGR1	LTB4R2	other	1666	59	1.8162163496017456	0.0	0.8835534213685474	0.0	0.9081081748008728	0.0	False	P1
PTHLH	PTH1R	other	1666	59	1.597652554512024	0.0	0.7941176470588235	0.0	0.798826277256012	0.0	False	P1
PTHLH	PTH2R	other	1666	59	1.597652554512024	0.0	0.7941176470588235	0.0	0.798826277256012	0.0	False	P1
PTN	ALK	other	1666	59	0.06853661686182022	0.0	0.07743097238895558	0.0	0.03426830843091011	0.0	False	P1
PTN	PTPRZ1	other	1666	59	0.06853661686182022	0.018931232392787933	0.07743097238895558	0.01694915254237288	0.04373392462730408	0.0012974826212265866	False	P1
PTPRC	CD22	other	1666	59	0.10277161002159119	0.026574373245239258	0.09723889555822329	0.01694915254237288	0.06467299163341522	0.0027310911237279356	False	P1
PTPRC	MRC1	other	1666	59	0.10277161002159119	0.023219402879476547	0.09723889555822329	0.01694915254237288	0.06299550645053387	0.002386295417663775	False	P1
PTPRD	IL1RAP	other	1666	59	0.008069691248238087	0.0	0.013205282112845138	0.0	0.004034845624119043	0.0	False	P1
PTPRS	NTRK3	other	1666	59	0.020056569948792458	0.0	0.025210084033613446	0.0	0.010028284974396229	0.0	False	P1
PVR	CD226	checkpoint	1666	59	0.04070271924138069	0.048809222877025604	0.056422569027611044	0.03389830508474576	0.04475597105920315	0.0019866680951535487	False	P1
PVR	CD96	checkpoint_partial	1666	59	0.04070271924138069	0.5477173328399658	0.056422569027611044	0.3220338983050847	0.29421002604067326	0.02229358482222299	False	P1
PVR	TIGIT	checkpoint	1666	59	0.04070271924138069	0.8078121542930603	0.056422569027611044	0.4067796610169492	0.4242574367672205	0.032880151315965334	False	P1
RARRES2	CCRL2	other	1666	59	0.004160672891885042	0.020483367145061493	0.005402160864345739	0.01694915254237288	0.012322020018473268	8.522459041498606e-05	False	P1
RARRES2	CMKLR1	other	1666	59	0.004160672891885042	0.0	0.005402160864345739	0.0	0.002080336445942521	0.0	False	P1
RARRES2	GPR1	other	1666	59	0.004160672891885042	0.0	0.005402160864345739	0.0	0.002080336445942521	0.0	False	P1
RBP4	STRA6	other	1666	59	0.0038487266283482313	0.0	0.004201680672268907	0.0	0.0019243633141741157	0.0	False	P1
RELN	LRP8	other	1666	59	0.0	0.020738128572702408	0.0	0.01694915254237288	0.010369064286351204	0.0	False	P1
RELN	VLDLR	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
REN	ATP6AP2	other	1666	59	0.0	0.2843049466609955	0.0	0.2033898305084746	0.14215247333049774	0.0	False	P1
RLN1	RXFP1	other	1666	59	0.0018073545070365071	0.0	0.0024009603841536613	0.0	0.0009036772535182536	0.0	False	P1
RLN2	RXFP1	other	1666	59	0.018018901348114014	0.0	0.025210084033613446	0.0	0.009009450674057007	0.0	False	P1
RNASET2	TLR8	other	1666	59	0.15797826647758484	0.0	0.18847539015606243	0.0	0.07898913323879242	0.0	False	P1
RSPO1	FZD8+LRP6	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO1	KREMEN1+LRP6	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO1	LGR4	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO1	LGR5	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO1	LGR6	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO2	LGR4	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO2	LGR5	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO2	LGR6	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO3	LGR4	other	1666	59	0.0002437571674818173	0.0	0.0006002400960384153	0.0	0.00012187858374090865	0.0	False	P1
RSPO3	LGR5	other	1666	59	0.0002437571674818173	0.0	0.0006002400960384153	0.0	0.00012187858374090865	0.0	False	P1
RSPO3	LGR6	other	1666	59	0.0002437571674818173	0.0	0.0006002400960384153	0.0	0.00012187858374090865	0.0	False	P1
RSPO4	LGR4	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO4	LGR5	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RSPO4	LGR6	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
RTN4R	ADGRB1	other	1666	59	0.008285414427518845	0.0	0.012004801920768308	0.0	0.004142707213759422	0.0	False	P1
SAA1	FPR2	other	1666	59	0.00833648070693016	0.0	0.008403361344537815	0.0	0.00416824035346508	0.0	False	P1
SCT	SCTR	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SCT	VIPR1	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SCT	VIPR2	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SDC1	ADGRA2	other	1666	59	0.1817026436328888	0.0	0.20888355342136855	0.0	0.0908513218164444	0.0	False	P1
SDC2	ADGRA2	other	1666	59	0.06029927730560303	0.0	0.07503001200480192	0.0	0.030149638652801514	0.0	False	P1
SDC2	FGFR4	other	1666	59	0.06029927730560303	0.0	0.07503001200480192	0.0	0.030149638652801514	0.0	False	P1
SELE	GLG1	other	1666	59	0.0026673171669244766	0.11949638277292252	0.001800720288115246	0.1016949152542373	0.061081849969923496	0.0003187347531555945	False	P1
SELPLG	SELE	other	1666	59	0.009723851457238197	0.0	0.012605042016806723	0.0	0.004861925728619099	0.0	False	P1
SELPLG	SELL	other	1666	59	0.009723851457238197	0.2446504831314087	0.012605042016806723	0.1694915254237288	0.12718716729432344	0.0023789449569113774	False	P1
SELPLG	SELP	other	1666	59	0.009723851457238197	0.020416608080267906	0.012605042016806723	0.01694915254237288	0.015070229768753052	0.00019852806423317423	False	P1
SEMA3A	NRP1	other	1666	59	0.00898255780339241	0.02805866301059723	0.01020408163265306	0.01694915254237288	0.01852061040699482	0.0002520385623785981	False	P1
SEMA3A	NRP1+PLXNA1	other	1666	59	0.00898255780339241	0.01951782777905464	0.01020408163265306	0.01694915254237288	0.014250192791223526	0.00017532001622201643	False	P1
SEMA3A	NRP1+PLXNA2	other	1666	59	0.00898255780339241	0.0	0.01020408163265306	0.0	0.004491278901696205	0.0	False	P1
SEMA3A	NRP1+PLXNA3	other	1666	59	0.00898255780339241	0.02805866301059723	0.01020408163265306	0.01694915254237288	0.01852061040699482	0.0002520385623785981	False	P1
SEMA3A	NRP1+PLXNA4	other	1666	59	0.00898255780339241	0.0	0.01020408163265306	0.0	0.004491278901696205	0.0	False	P1
SEMA3C	NRP2	other	1666	59	0.026350071653723717	0.0	0.034213685474189674	0.0	0.013175035826861858	0.0	False	P1
SEMA3E	PLXND1	other	1666	59	0.0013401757460087538	0.04797372221946716	0.0012004801920768306	0.03389830508474576	0.02465694898273796	6.429321896429113e-05	False	P1
SEMA3F	NRP2	other	1666	59	0.033840712159872055	0.0	0.04081632653061224	0.0	0.016920356079936028	0.0	False	P1
SEMA4A	PLXND1	other	1666	59	0.036025404930114746	0.04797372221946716	0.047418967587034816	0.03389830508474576	0.041999563574790955	0.0017282727689611477	False	P1
SEMA4C	PLXNB2	other	1666	59	0.00648332666605711	0.0	0.00900360144057623	0.0	0.003241663333028555	0.0	False	P1
SEMA4D	CD72	other	1666	59	0.09437678009271622	0.01559572946280241	0.11764705882352941	0.01694915254237288	0.054986254777759314	0.0014718747298963983	False	P1
SEMA4D	PLXNB1	other	1666	59	0.09437678009271622	0.0	0.11764705882352941	0.0	0.04718839004635811	0.0	False	P1
SEMA4D	PLXNB2	other	1666	59	0.09437678009271622	0.0	0.11764705882352941	0.0	0.04718839004635811	0.0	False	P1
SEMA4D	PTPRC	other	1666	59	0.09437678009271622	1.6359652280807495	0.11764705882352941	0.7796610169491526	0.8651710040867329	0.15439713056990723	True	P1
SEMA4G	PLXNB2	other	1666	59	0.0034997377078980207	0.0	0.004801920768307323	0.0	0.0017498688539490104	0.0	False	P1
SEMA6A	NRP1+PLXNA2	other	1666	59	0.40028929710388184	0.0	0.39195678271308526	0.0	0.20014464855194092	0.0	False	P1
SEMA6D	KDR+PLXNA1	other	1666	59	0.01998358778655529	0.0	0.025210084033613446	0.0	0.009991793893277645	0.0	False	P1
SEMA6D	PLXNA1+TREM2+TYROBP	other	1666	59	0.01998358778655529	0.01951782777905464	0.025210084033613446	0.01694915254237288	0.019750707782804966	0.0003900362248256059	False	P1
SEMA7A	ITGA1+ITGB1	other	1666	59	0.003741114865988493	0.11068166792392731	0.004201680672268907	0.0847457627118644	0.0572113913949579	0.0004140728332626062	False	P1
SEMA7A	PLXNC1	other	1666	59	0.003741114865988493	0.014996436424553394	0.004201680672268907	0.01694915254237288	0.009368775645270944	5.6103391244748026e-05	False	P1
SFTPD	ADGRE5	other	1666	59	0.0	0.11501631140708923	0.0	0.0847457627118644	0.05750815570354462	0.0	False	P1
SHH	BOC+PTCH1	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	BOC+PTCH2	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	CDON+PTCH1	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	CDON+PTCH2	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	GAS1+PTCH1	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	GAS1+PTCH2	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHH	HHIP	other	1666	59	0.0018996940925717354	0.0	0.0024009603841536613	0.0	0.0009498470462858677	0.0	False	P1
SHMT1+SLC6A9	GLRA2	other	1666	59	0.02010355144739151	0.0	0.024009603841536616	0.0	0.010051775723695755	0.0	False	P1
SHMT2+SLC6A9	GLRA2	other	1666	59	0.02010355144739151	0.0	0.024009603841536616	0.0	0.010051775723695755	0.0	False	P1
SIGLEC15	CD44	other	1666	59	0.0028501490596681833	0.7034475207328796	0.003001200480192077	0.4406779661016949	0.3531488348962739	0.002004930289742732	False	P1
SLC18A2+TPH1	HTR1D	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC18A2+TPH1	HTR1F	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC18A2+TPH1	HTR2A	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC18A2+TPH1	HTR2B	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC18A2+TPH1	HTR2C	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC18A2+TPH1	HTR7	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR1D	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR1F	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR2A	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR2B	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR2C	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLC6A4+TPH1	HTR7	other	1666	59	0.0015957985306158662	0.0	0.001800720288115246	0.0	0.0007978992653079331	0.0	False	P1
SLIT1	ROBO1	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLIT2	ROBO1	other	1666	59	0.04455830156803131	0.0	0.056422569027611044	0.0	0.022279150784015656	0.0	False	P1
SLIT2	ROBO2	other	1666	59	0.04455830156803131	0.0	0.056422569027611044	0.0	0.022279150784015656	0.0	False	P1
SLITRK1	PTPRD	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK1	PTPRS	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK2	PTPRD	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK2	PTPRS	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK3	PTPRD	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK4	OLR1	other	1666	59	0.0	0.03235791251063347	0.0	0.01694915254237288	0.016178956255316734	0.0	False	P1
SLITRK4	PTPRS	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SLITRK5	PTPRS	other	1666	59	0.0019541927613317966	0.0	0.0024009603841536613	0.0	0.0009770963806658983	0.0	False	P1
SLITRK6	PTPRS	other	1666	59	0.018766148015856743	0.0	0.018607442977190875	0.0	0.009383074007928371	0.0	False	P1
SOSTDC1	LRP5	other	1666	59	0.008110130205750465	0.0	0.010804321728691477	0.0	0.004055065102875233	0.0	False	P1
SOSTDC1	LRP6	other	1666	59	0.008110130205750465	0.0	0.010804321728691477	0.0	0.004055065102875233	0.0	False	P1
SPN	SIGLEC1	other	1666	59	0.0056425281800329685	0.026604972779750824	0.006602641056422569	0.01694915254237288	0.016123750479891896	0.00015011930863875408	False	P1
SPP1	ITGA4+ITGB1	other	1666	59	1.2281137704849243	0.5642739534378052	0.6596638655462185	0.3559322033898305	0.8961938619613647	0.6929926125429375	True	P1
SPP1	ITGA9+ITGB1	other	1666	59	1.2281137704849243	0.0	0.6596638655462185	0.0	0.6140568852424622	0.0	False	P1
SPP1	ITGAV+ITGB3	other	1666	59	1.2281137704849243	0.0	0.6596638655462185	0.0	0.6140568852424622	0.0	False	P1
SRD5A1	AR	other	1666	59	0.057918041944503784	0.0	0.07322929171668667	0.0	0.028959020972251892	0.0	False	P1
SRD5A2	AR	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SRD5A3	AR	other	1666	59	0.14519862830638885	0.0	0.16326530612244897	0.0	0.07259931415319443	0.0	False	P1
SST	SSTR1	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SST	SSTR2	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SULT1A1	PPARA	other	1666	59	0.04143630340695381	0.05936010181903839	0.05282112845138055	0.05084745762711865	0.0503982026129961	0.0024596631892413456	False	P1
SULT1A1	PPARD	other	1666	59	0.04143630340695381	0.0	0.05282112845138055	0.0	0.020718151703476906	0.0	False	P1
SULT1A1	PPARG	other	1666	59	0.04143630340695381	0.019001834094524384	0.05282112845138055	0.01694915254237288	0.030219068750739098	0.0007873657628293118	False	P1
SULT1E1	PPARA	other	1666	59	0.0	0.05936010181903839	0.0	0.05084745762711865	0.029680050909519196	0.0	False	P1
SULT1E1	PPARD	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
SULT1E1	PPARG	other	1666	59	0.0	0.019001834094524384	0.0	0.01694915254237288	0.009500917047262192	0.0	False	P1
TAC1	TACR1	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
TAC1	TACR2	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
TAC3	TACR1	other	1666	59	0.004405490588396788	0.0	0.003601440576230492	0.0	0.002202745294198394	0.0	False	P1
TAC3	TACR2	other	1666	59	0.004405490588396788	0.0	0.003601440576230492	0.0	0.002202745294198394	0.0	False	P1
TAX1BP3	ADGRB1	other	1666	59	0.25579699873924255	0.0	0.2893157262905162	0.0	0.12789849936962128	0.0	False	P1
TAX1BP3	ADGRB2	other	1666	59	0.25579699873924255	0.0	0.2893157262905162	0.0	0.12789849936962128	0.0	False	P1
TBXAS1	TBXA2R	other	1666	59	0.021730564534664154	0.0	0.025210084033613446	0.0	0.010865282267332077	0.0	False	P1
TENM1	ADGRL1	other	1666	59	0.00201413850300014	0.0	0.003001200480192077	0.0	0.00100706925150007	0.0	False	P1
TENM1	ADGRL2	other	1666	59	0.00201413850300014	0.0	0.003001200480192077	0.0	0.00100706925150007	0.0	False	P1
TENM1	ADGRL3	other	1666	59	0.00201413850300014	0.0	0.003001200480192077	0.0	0.00100706925150007	0.0	False	P1
TENM2	ADGRL1	other	1666	59	0.1534973531961441	0.0	0.18127250900360145	0.0	0.07674867659807205	0.0	False	P1
TENM2	ADGRL2	other	1666	59	0.1534973531961441	0.0	0.18127250900360145	0.0	0.07674867659807205	0.0	False	P1
TENM2	ADGRL3	other	1666	59	0.1534973531961441	0.0	0.18127250900360145	0.0	0.07674867659807205	0.0	False	P1
TENM3	ADGRL1	other	1666	59	0.010329175740480423	0.0	0.012605042016806723	0.0	0.0051645878702402115	0.0	False	P1
TENM3	ADGRL2	other	1666	59	0.010329175740480423	0.0	0.012605042016806723	0.0	0.0051645878702402115	0.0	False	P1
TENM3	ADGRL3	other	1666	59	0.010329175740480423	0.0	0.012605042016806723	0.0	0.0051645878702402115	0.0	False	P1
TENM4	ADGRL1	other	1666	59	0.014974336139857769	0.0	0.021608643457382955	0.0	0.0074871680699288845	0.0	False	P1
TENM4	ADGRL2	other	1666	59	0.014974336139857769	0.0	0.021608643457382955	0.0	0.0074871680699288845	0.0	False	P1
TENM4	ADGRL3	other	1666	59	0.014974336139857769	0.0	0.021608643457382955	0.0	0.0074871680699288845	0.0	False	P1
TF	TFR2	other	1666	59	0.0002505366283003241	0.0	0.0006002400960384153	0.0	0.00012526831415016204	0.0	False	P1
TF	TFRC	other	1666	59	0.0002505366283003241	0.3177095055580139	0.0006002400960384153	0.23728813559322035	0.15898002109315712	7.959786830146788e-05	False	P1
TGFA	EGFR	other	1666	59	0.07503766566514969	0.1654103547334671	0.08763505402160865	0.11864406779661017	0.1202240101993084	0.012412006896043715	False	P1
TGFB1	ACVR1+TGFBR2	other	1666	59	0.08664669841527939	0.0	0.10204081632653061	0.0	0.043323349207639694	0.0	False	P1
TGFB1	ITGAV+ITGB6	other	1666	59	0.08664669841527939	0.0	0.10204081632653061	0.0	0.043323349207639694	0.0	False	P1
TGFB1	TGFBR1+TGFBR2	other	1666	59	0.08664669841527939	0.01710302010178566	0.10204081632653061	0.01694915254237288	0.051874859258532524	0.001481920224749883	False	P1
TGFB1	TGFBR3	other	1666	59	0.08664669841527939	0.0	0.10204081632653061	0.0	0.043323349207639694	0.0	False	P1
TGFB2	ACVR1+TGFBR2	other	1666	59	0.0036120256409049034	0.0	0.004201680672268907	0.0	0.0018060128204524517	0.0	False	P1
TGFB2	TGFBR1+TGFBR2	other	1666	59	0.0036120256409049034	0.01710302010178566	0.004201680672268907	0.01694915254237288	0.010357522871345282	6.17765471445618e-05	False	P1
TGFB2	TGFBR3	other	1666	59	0.0036120256409049034	0.0	0.004201680672268907	0.0	0.0018060128204524517	0.0	False	P1
TGFB3	ACVR1+TGFBR2	other	1666	59	0.0012936292914673686	0.0	0.001800720288115246	0.0	0.0006468146457336843	0.0	False	P1
TGFB3	ITGAV+ITGB6	other	1666	59	0.0012936292914673686	0.0	0.001800720288115246	0.0	0.0006468146457336843	0.0	False	P1
TGFB3	ITGAV+ITGB8	other	1666	59	0.0012936292914673686	0.0	0.001800720288115246	0.0	0.0006468146457336843	0.0	False	P1
TGFB3	TGFBR1+TGFBR2	other	1666	59	0.0012936292914673686	0.01710302010178566	0.001800720288115246	0.01694915254237288	0.009198324696626514	2.2124967776225146e-05	False	P1
TGFB3	TGFBR3	other	1666	59	0.0012936292914673686	0.0	0.001800720288115246	0.0	0.0006468146457336843	0.0	False	P1
TGM2	ADGRG1	other	1666	59	0.005220630671828985	0.0842481404542923	0.006002400960384154	0.05084745762711865	0.04473438556306064	0.0004398284261002347	False	P1
THBS1	CD36	other	1666	59	0.015494278632104397	0.0	0.01920768307322929	0.0	0.007747139316052198	0.0	False	P1
THBS1	ITGA2B+ITGB3	other	1666	59	0.015494278632104397	0.0	0.01920768307322929	0.0	0.007747139316052198	0.0	False	P1
THBS1	ITGA3+ITGB1	other	1666	59	0.015494278632104397	0.0	0.01920768307322929	0.0	0.007747139316052198	0.0	False	P1
THBS1	ITGAV+ITGB3	other	1666	59	0.015494278632104397	0.0	0.01920768307322929	0.0	0.007747139316052198	0.0	False	P1
THBS2	CD36	other	1666	59	0.004101778846234083	0.0	0.005402160864345739	0.0	0.0020508894231170416	0.0	False	P1
THY1	ADGRE2	other	1666	59	0.029206182807683945	0.0	0.03181272509003601	0.0	0.014603091403841972	0.0	False	P1
THY1	ADGRE5	other	1666	59	0.029206182807683945	0.11501631140708923	0.03181272509003601	0.0847457627118644	0.07211124710738659	0.0033591874168209523	False	P1
THY1	ITGAM+ITGB2	other	1666	59	0.029206182807683945	0.0	0.03181272509003601	0.0	0.014603091403841972	0.0	False	P1
THY1	ITGAV+ITGB3	other	1666	59	0.029206182807683945	0.0	0.03181272509003601	0.0	0.014603091403841972	0.0	False	P1
THY1	ITGAX+ITGB2	other	1666	59	0.029206182807683945	0.020416608080267906	0.03181272509003601	0.01694915254237288	0.024811395443975925	0.0005962911879051416	False	P1
TNC	ITGA4+ITGB1	other	1666	59	0.05859353393316269	0.5642739534378052	0.061224489795918366	0.3559322033898305	0.31143374368548393	0.0330628050383579	False	P1
TNC	ITGA8+ITGB1	other	1666	59	0.05859353393316269	0.0	0.061224489795918366	0.0	0.029296766966581345	0.0	False	P1
TNC	ITGA9+ITGB1	other	1666	59	0.05859353393316269	0.0	0.061224489795918366	0.0	0.029296766966581345	0.0	False	P1
TNC	ITGAV+ITGB3	other	1666	59	0.05859353393316269	0.0	0.061224489795918366	0.0	0.029296766966581345	0.0	False	P1
TNC	ITGAV+ITGB6	other	1666	59	0.05859353393316269	0.0	0.061224489795918366	0.0	0.029296766966581345	0.0	False	P1
TNF	TNFRSF1A	other	1666	59	0.01749528758227825	0.026599867269396782	0.017406962785114045	0.01694915254237288	0.022047577425837517	0.0004653723275285272	False	P1
TNF	TNFRSF1B	other	1666	59	0.01749528758227825	0.7741368412971497	0.017406962785114045	0.4067796610169492	0.39581606443971395	0.013543746666530132	False	P1
TNFSF10	TNFRSF10A	other	1666	59	0.34002187848091125	0.08085901290178299	0.30192076830732295	0.06779661016949153	0.21044044569134712	0.02749383345897649	False	P1
TNFSF10	TNFRSF10B	other	1666	59	0.34002187848091125	0.0	0.30192076830732295	0.0	0.17001093924045563	0.0	False	P1
TNFSF10	TNFRSF10C	other	1666	59	0.34002187848091125	0.0	0.30192076830732295	0.0	0.17001093924045563	0.0	False	P1
TNFSF10	TNFRSF10D	other	1666	59	0.34002187848091125	0.0	0.30192076830732295	0.0	0.17001093924045563	0.0	False	P1
TNFSF10	TNFRSF11B	other	1666	59	0.34002187848091125	0.0	0.30192076830732295	0.0	0.17001093924045563	0.0	False	P1
TNFSF11	TNFRSF11A	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
TNFSF11	TNFRSF11B	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
TNFSF12	TNFRSF12A	other	1666	59	0.002175198867917061	0.0	0.003001200480192077	0.0	0.0010875994339585304	0.0	False	P1
TNFSF12	TNFRSF25	other	1666	59	0.002175198867917061	0.07254047691822052	0.003001200480192077	0.05084745762711865	0.03735783789306879	0.00015778996327067696	False	P1
TNFSF13	TNFRSF13B	other	1666	59	0.0002548438496887684	0.021422812715172768	0.0006002400960384153	0.01694915254237288	0.010838828282430768	5.459472063496125e-06	False	P1
TNFSF13	TNFRSF17	other	1666	59	0.0002548438496887684	0.12291374057531357	0.0006002400960384153	0.0847457627118644	0.06158429221250117	3.132381082785948e-05	False	P1
TNFSF13B	TNFRSF13B	other	1666	59	0.024759948253631592	0.021422812715172768	0.025210084033613446	0.01694915254237288	0.02309138048440218	0.0005304277342749186	False	P1
TNFSF13B	TNFRSF13C	other	1666	59	0.024759948253631592	0.0	0.025210084033613446	0.0	0.012379974126815796	0.0	False	P1
TNFSF13B	TNFRSF17	other	1666	59	0.024759948253631592	0.12291374057531357	0.025210084033613446	0.0847457627118644	0.07383684441447258	0.0030433378563050617	False	P1
TNFSF14	LTBR	other	1666	59	0.006226253230124712	0.02743150293827057	0.006602641056422569	0.01694915254237288	0.01682887808419764	0.00017079548377658266	False	P1
TNFSF14	TNFRSF14	other	1666	59	0.006226253230124712	0.044661667197942734	0.006602641056422569	0.03389830508474576	0.025443960214033723	0.00027807484965394584	False	P1
TNFSF15	TNFRSF25	other	1666	59	0.0008898196974769235	0.07254047691822052	0.0006002400960384153	0.05084745762711865	0.03671514830784872	6.454794522620273e-05	False	P1
TNFSF18	TNFRSF18	other	1666	59	0.0	0.24839618802070618	0.0	0.1694915254237288	0.12419809401035309	0.0	False	P1
TNFSF4	TNFRSF4	other	1666	59	0.001987989991903305	0.22902072966098785	0.0024009603841536613	0.11864406779661017	0.11550435982644558	0.00045529091850443626	False	P1
TNFSF8	TNFRSF8	other	1666	59	0.000662657548673451	0.03876366838812828	0.0012004801920768306	0.03389830508474576	0.019713162968400866	2.5687037471667628e-05	False	P1
TNFSF9	TNFRSF9	other	1666	59	0.004287922754883766	0.3695298135280609	0.005402160864345739	0.2033898305084746	0.18690886814147234	0.0015845152960349274	False	P1
TPO	THRB	other	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
TSLP	CRLF2+IL7R	other	1666	59	0.03476671501994133	0.0	0.04081632653061224	0.0	0.017383357509970665	0.0	False	P1
TULP1	TYRO3	other	1666	59	0.0026180821005254984	0.0	0.003601440576230492	0.0	0.0013090410502627492	0.0	False	P1
UBASH3B	ESR1	other	1666	59	0.019514581188559532	0.0	0.02701080432172869	0.0	0.009757290594279766	0.0	False	P1
