unit	interaction_name	pathway_name	lr_class	score	n	mean	sd	se	median	wilcoxon_p
GSE131907	LPAR3_ADGRE5	ADGRE	other	liana_mean	3	0.029435500192145508	0.03822820549960533	0.022071064735833472	0.010127826128154993	0.25
GSE131907	MDK_NCL	MK	other	cellchat_hill	21	0.055335249789676494	0.09447960733641497	0.020617140583277464	0.023223546909088788	0.0010023117065429688
GSE131907	MDK_NCL	MK	other	liana_mean	21	0.1191103065031625	0.14583920466470965	0.03182472355562804	0.08768141269683838	0.0008516311645507812
GSE131907	MDK_SDC1	MK	other	cellchat_hill	1	0.0006278624304107971			0.0006278624304107971	
GSE131907	MDK_SDC1	MK	other	liana_mean	1	0.0032514333724975586			0.0032514333724975586	
GSE131907	MDK_SDC4	MK	other	cellchat_hill	1	0.010219935654322422			0.010219935654322422	
GSE131907	MDK_SDC4	MK	other	liana_mean	1	0.30557894706726074			0.30557894706726074	
GSE131907	MIF_CD74_CD44	MIF	other	cellchat_hill	21	-0.00220210441402882	0.08693776355292886	0.01897137534435569	-0.005573826979795915	0.026330947875976562
GSE131907	MIF_CD74_CD44	MIF	other	liana_mean	21	-0.05678683075876463	0.14265746219599096	0.03113041042682999	-0.04157215356826782	0.026330947875976562
GSE131907	MIF_CD74_CXCR4	MIF	other	cellchat_hill	21	0.0032344803254043936	0.09957958507435025	0.021730046965500228	-0.006144595852145884	0.026330947875976562
GSE131907	MIF_CD74_CXCR4	MIF	other	liana_mean	21	-0.05678683075876463	0.14265746219599096	0.03113041042682999	-0.04157215356826782	0.026330947875976562
GSE131907	NRXN1_CLSTN1	NRXN	other	cellchat_hill	1	-2.695563319119864e-09			-2.695563319119864e-09	
GSE131907	NRXN1_CLSTN1	NRXN	other	liana_mean	1	-4.682806320488453e-07			-4.682806320488453e-07	
GSE131907	PECAM1_CD38	PECAM2	other	cellchat_hill	1	-0.0016418411877809642			-0.0016418411877809642	
GSE131907	PECAM1_CD38	PECAM2	other	liana_mean	1	-0.0015935543924570084			-0.0015935543924570084	
GSE131907	PECAM1_PECAM1	PECAM1	other	cellchat_hill	1	-0.00010179339990329969			-0.00010179339990329969	
GSE131907	PECAM1_PECAM1	PECAM1	other	liana_mean	1	-0.0015935543924570084			-0.0015935543924570084	
GSE131907	PF4_CXCR3	CXCL	other	cellchat_hill	2	0.00012911544703037811	0.0003101079301920628	0.0002192794203385321	0.00012911544703037811	1.0
GSE131907	PF4_CXCR3	CXCL	other	liana_mean	2	0.009044437669217587	0.013519860138424015	0.009559984784573315	0.009044437669217587	1.0
GSE131907	PLAU_PLAUR	PLAU	other	cellchat_hill	1	0.0030933500309822913			0.0030933500309822913	
GSE131907	PLAU_PLAUR	PLAU	other	liana_mean	1	0.09067469835281372			0.09067469835281372	
GSE131907	PPIA_BSG	CypA	other	cellchat_hill	21	-0.005004486775784449	0.026961845130746554	0.005883556961301078	-0.008954230373680816	0.038437843322753906
GSE131907	PPIA_BSG	CypA	other	liana_mean	21	-0.044120025067102345	0.09728551881188116	0.021229440665642654	-0.05399823188781738	0.03191947937011719
GSE131907	PRSS3_F2R	PARs	other	cellchat_hill	1	0.0027869464254766624			0.0027869464254766624	
GSE131907	PRSS3_F2R	PARs	other	liana_mean	1	0.03899629693478346			0.03899629693478346	
GSE131907	PTN_NCL	PTN	other	cellchat_hill	4	0.02200168120763282	0.036777650815731956	0.018388825407865978	0.005173340826097675	0.125
GSE131907	PTN_NCL	PTN	other	liana_mean	4	0.17769517526903655	0.0887112130177874	0.0443556065088937	0.1708399438939523	0.125
GSE131907	PVR_CD226	PVR	barrier|inhibitory	cellchat_hill	3	0.0050766513787555145	0.00908817568537392	0.005247060678393244	0.00039507737385953033	0.75
GSE131907	PVR_CD226	PVR	barrier|inhibitory	liana_mean	3	0.03847717307507992	0.05776014629731831	0.03334783601318889	0.016593217849731445	0.5
GSE131907	PVR_TIGIT	PVR	barrier|inhibitory	cellchat_hill	12	0.029141868084615843	0.03302727901877527	0.009534154216045391	0.024570476973134817	0.00244140625
GSE131907	PVR_TIGIT	PVR	barrier|inhibitory	liana_mean	12	0.09458175170584582	0.13041496244010006	0.03764755683557335	0.02529432438313961	0.00244140625
GSE131907	Q9HDB5_CLSTN1	NRXN	other	cellchat_hill	1	2.33725002645174e-06			2.33725002645174e-06	
GSE131907	Q9HDB5_CLSTN1	NRXN	other	liana_mean	1	0.00040605803951621056			0.00040605803951621056	
GSE131907	RETN_CAP1	RESISTIN	other	cellchat_hill	3	0.015115421432037887	0.003965686898388215	0.002289590398306208	0.015018340929825274	0.25
GSE131907	RETN_CAP1	RESISTIN	other	liana_mean	3	0.4656854091056933	0.0501057909246082	0.028928591878281652	0.4840795185882598	0.25
GSE131907	SELPLG_SELL	SELPLG	other	cellchat_hill	3	0.007186354935924691	0.01055523656775843	0.006094068673755511	0.002228737544099457	0.25
GSE131907	SELPLG_SELL	SELPLG	other	liana_mean	3	0.08657284224561106	0.07318471054133531	0.042253212331604784	0.10744605748914182	0.25
GSE131907	SFTPD_ADGRE5	ADGRE	other	cellchat_hill	8	-0.011613139240404698	0.07171334537086023	0.025354496406654086	0.004952240430263372	0.7421875
GSE131907	SFTPD_ADGRE5	ADGRE	other	liana_mean	8	0.01262481848243624	0.2247412051623924	0.07945801509118239	0.03134565427899361	0.7421875
GSE131907	SIGLEC1_SPN	SN	other	cellchat_hill	1	0.005773682119237645			0.005773682119237645	
GSE131907	SIGLEC1_SPN	SN	other	liana_mean	1	0.18189699621871114			0.18189699621871114	
GSE131907	SPP1_CD44	SPP1	other	cellchat_hill	17	0.04908266429692362	0.10355763306380046	0.025116415262412067	0.02117043343923114	0.023223876953125
GSE131907	SPP1_CD44	SPP1	other	liana_mean	17	0.09697374155203921	0.21902315025111377	0.05312091664358055	0.040802836418151855	0.056884765625
GSE131907	TGM2_ADGRG1	ADGRG	other	cellchat_hill	7	0.049089121931838405	0.05254447429537808	0.01985994453659946	0.025357210257882748	0.015625
GSE131907	TGM2_ADGRG1	ADGRG	other	liana_mean	7	0.1754293487008129	0.10157003519504462	0.038389864826023704	0.2149557787925005	0.015625
GSE131907	THBS1_CD47	THBS	other	cellchat_hill	8	0.006617835840061212	0.009524118612700699	0.003367284427932839	0.005215438280114813	0.078125
GSE131907	THBS1_CD47	THBS	other	liana_mean	8	0.09112248865130823	0.09843179500618716	0.03480089486661954	0.07150384929263964	0.0390625
GSE131907	THBS1_SDC4	THBS	other	cellchat_hill	1	-0.0001927378319842828			-0.0001927378319842828	
GSE131907	THBS1_SDC4	THBS	other	liana_mean	1	-0.005302056670188904			-0.005302056670188904	
GSE131907	THBS3_CD47	THBS	other	cellchat_hill	12	0.015097916222755685	0.015893447091570326	0.004588042978334601	0.00783863538579482	0.0009765625
GSE131907	THBS3_CD47	THBS	other	liana_mean	12	0.1619281633781308	0.11244906707923083	0.0324612495741581	0.18002079662983306	0.0009765625
GSE131907	THBS3_SDC4	THBS	other	cellchat_hill	1	0.0009316908047208377			0.0009316908047208377	
GSE131907	THBS3_SDC4	THBS	other	liana_mean	1	0.02544933429453522			0.02544933429453522	
GSE131907	THY1_ADGRE5	ADGRE	other	cellchat_hill	1	-2.989465025515954e-05			-2.989465025515954e-05	
GSE131907	THY1_ADGRE5	ADGRE	other	liana_mean	1	-4.2941421270370483e-05			-4.2941421270370483e-05	
GSE131907	TNC_SDC4	TENASCIN	other	cellchat_hill	1	-0.00019658671843482065			-0.00019658671843482065	
GSE131907	TNC_SDC4	TENASCIN	other	liana_mean	1	-0.005430355668067932			-0.005430355668067932	
GSE131907	TNFSF12_TNFRSF12A	TWEAK	other	cellchat_hill	3	0.0009459684691070832	0.001426904977994891	0.0008238239731533674	0.0015127995527316296	0.5
GSE131907	TNFSF12_TNFRSF12A	TWEAK	other	liana_mean	3	0.010235462027291456	0.04748603219077239	0.027416073468089674	0.022659718990325928	0.75
GSE131907	TNFSF14_TNFRSF14	LIGHT	other	cellchat_hill	3	0.0014031746127402746	0.0021874340179412676	0.0012629156190929356	0.0019735849342188737	0.5
GSE131907	TNFSF14_TNFRSF14	LIGHT	other	liana_mean	3	0.022648558486253023	0.062127645259653766	0.035869412714778684	0.009874314069747925	0.75
GSE131907	TNFSF15_TNFRSF25	VEGI	other	cellchat_hill	2	0.0050275796002931935	0.0042585906270380365	0.003011278310676067	0.0050275796002931935	0.5
GSE131907	TNFSF15_TNFRSF25	VEGI	other	liana_mean	2	0.02481180988252163	0.01758273138263267	0.01243286859244108	0.02481180988252163	0.5
GSE131907	TNFSF9_TNFRSF9	CD137	other	cellchat_hill	1	0.0002748044225584506			0.0002748044225584506	
GSE131907	TNFSF9_TNFRSF9	CD137	other	liana_mean	1	0.01891475194133818			0.01891475194133818	
GSE131907	TNF_TNFRSF1A	TNF	attack	cellchat_hill	2	0.007480043048592184	0.003697316414097236	0.0026143975086004847	0.007480043048592184	0.5
GSE131907	TNF_TNFRSF1A	TNF	attack	liana_mean	2	0.05355912330560386	0.05520517135289315	0.03903595102019607	0.05355912330560386	0.5
GSE131907	TNF_TNFRSF1B	TNF	attack	cellchat_hill	5	0.01140156400383662	0.015393660754785378	0.006884254374054165	0.004882223906146364	0.0625
GSE131907	TNF_TNFRSF1B	TNF	attack	liana_mean	5	0.07313748351298273	0.05576225221066956	0.02493763730430901	0.06636395980603993	0.0625
