interaction_name	axis	family	thesis_expect	cohort	patient	split	n_mal	n_high	n_low	n_tnk	prob_high	prob_low	pval_high	pval_low	detected	delta
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0240057761484051	0.00149154425770834	0	0	TRUE	0.0225142318906967
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.00536656125897123	8.81575694866769e-05	0	0	TRUE	0.00527840368948455
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.00184731700550664	2.95318911380022e-05	0	0	TRUE	0.00181778511436864
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.000161638278336106	0	0	NA	TRUE	0.000161638278336106
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0119101798284698	0	0	NA	TRUE	0.0119101798284698
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0147829081662773	0	0	NA	TRUE	0.0147829081662773
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0252675212508785	0.0087383741611192	0	0	TRUE	0.0165291470897593
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0255392426822938	0.00838566627951103	0	0	TRUE	0.0171535764027827
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	BRONCHO_58	pctpos	460	332	128	1546	0.0244479131548207	0.00823994928362231	0	0	TRUE	0.0162079638711984
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0.00547625517572369	0.000434935537295601	0	0	TRUE	0.00504131963842809
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0.00425942673938671	0.00111725984013491	0	0	TRUE	0.00314216689925179
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0.00617781484940923	0.00127047039769208	0	0	TRUE	0.00490734445171715
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0.00251468061114991	0	0	NA	TRUE	0.00251468061114991
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	q4q1	1186	296	296	611	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0.00577621803126359	0.0027999323910261	0	0	TRUE	0.0029762856402375
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0.00406030441203561	0.00211977073085563	0	0	TRUE	0.00194053368117997
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0.0060714973265916	0.00349393831171874	0	0	TRUE	0.00257755901487286
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0.0015572335278535	0.000778203724144214	0	0	TRUE	0.000779029803709284
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0.00278308976651629	0.00132458980642399	0	0	TRUE	0.0014584999600923
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	median	1186	591	595	611	0.00143565451596778	0.000453854098380823	0	0	TRUE	0.000981800417586957
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.00825475594305718	0.000254208566761919	0	0	TRUE	0.00800054737629526
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.0056580418108143	0.000502660415797509	0	0	TRUE	0.00515538139501679
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.00879378548239441	0.000711472923482355	0	0	TRUE	0.00808231255891205
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.00236991630684311	0	0	NA	TRUE	0.00236991630684311
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.00398802227278118	9.92323754185374e-05	0	0	TRUE	0.00388878989736264
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_06	pctpos	1186	844	342	611	0.00209069347655258	0	0	NA	TRUE	0.00209069347655258
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.000868400840839107	0.000361039160710007	0	0	TRUE	0.000507361680129099
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.00473079195577695	0.00166001394146498	0	0	TRUE	0.00307077801431197
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.000975557358583867	0.000329878144164209	0	0	TRUE	0.000645679214419658
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	4.55410379929919e-05	0.000104622451482184	0	0	TRUE	-5.90814134891924e-05
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.000675751679075701	0.00152612800788489	0	0	TRUE	-0.000850376328809185
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.0011126216457284	0.00248360401697171	0	0	TRUE	-0.00137098237124331
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.0056415847800609	0.00560066177688481	0	0	TRUE	4.09230031760887e-05
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.00542423342421561	0.00527087124834973	0	0	TRUE	0.000153362175865886
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	q4q1	367	91	91	1530	0.00514646025272235	0	0	NA	TRUE	0.00514646025272235
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.00148743297001003	0.00101577668906803	0	0	TRUE	0.000471656280942005
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.00846783081990751	0.00638658556975745	0	0	TRUE	0.00208124525015006
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.00197061449791612	0.00143485659003852	0	0	TRUE	0.000535757907877594
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.000231007059574506	0.000387080326583377	0	0	TRUE	-0.000156073267008872
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.00333488702992606	0.00544285481227067	0	0	TRUE	-0.00210796778234461
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	median	367	183	184	1530	0.00538965288172469	0.00864772382857136	0	0	TRUE	-0.00325807094684667
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0.000211479038490452	0.000252035080233681	0	0	TRUE	-4.05560417432293e-05
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0.00923499992289289	0.00948793975333348	0	0	TRUE	-0.000252939830440592
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0.00900606302104188	0.00908863433175233	0	0	TRUE	-8.25713107104418e-05
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	median	367	183	184	1530	0.00860129182355621	0.00857601985523456	0	0	TRUE	2.52719683216506e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.00243445820098084	6.89276086351309e-05	0	0	TRUE	0.00236553059234571
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.0148029332585925	0	0	NA	TRUE	0.0148029332585925
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.00341007303439021	0	0	NA	TRUE	0.00341007303439021
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.000600685418976224	0	0	NA	TRUE	0.000600685418976224
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.00848993271323572	0	0	NA	TRUE	0.00848993271323572
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.01353317911176	0	0	NA	TRUE	0.01353317911176
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.00052497336891661	0	0	NA	TRUE	0.00052497336891661
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.0157886114860552	0.00259830583566305	0	0	TRUE	0.0131903056503921
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.0153114018998977	0.00247565141982099	0	0	TRUE	0.0128357504800767
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_10	pctpos	367	310	57	1530	0.0146756999228282	0	0	NA	TRUE	0.0146756999228282
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00407514408629267	0.00260620106364653	0	0	TRUE	0.00146894302264614
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.018652971778516	0.0133171283243524	0	0	TRUE	0.00533584345416362
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.0127619728981403	0.00911475090269782	0	0	TRUE	0.00364722199544252
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00871831471948911	0.00651521101325734	0	0	TRUE	0.00220310370623177
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.021045809224447	0.0162773117509445	0	0	TRUE	0.0047684974735025
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	q4q1	257	64	64	328	0.0334479924561159	0.0268123249707428	0	0	TRUE	0.00663566748537312
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00031867174040004	0.000231610232507873	0	0	TRUE	8.70615078921672e-05
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	4.79165159830422e-05	6.14079954175602e-06	0	0	TRUE	4.17757164412862e-05
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00392583766268325	0.00394511907682812	0	0	TRUE	-1.9281414144875e-05
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00406587947326198	0.00395934053180859	0	0	TRUE	0.000106538941453387
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	q4q1	257	64	64	328	0.00377769554774587	0.00345814868506902	0	0	TRUE	0.000319546862676853
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.00539654357363326	0.00424744302042897	0	0	TRUE	0.00114910055320429
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.0245193009658561	0.0218579683706203	0	0	TRUE	0.00266133259523577
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.0159252589894718	0.0142538641754841	0	0	TRUE	0.00167139481398768
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.0106160309429925	0.00951946723784017	0	0	TRUE	0.00109656370515234
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.0256198935011394	0.0233177095910924	0	0	TRUE	0.00230218391004703
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	median	257	128	129	328	0.0407064400009899	0.0376152264545694	0	0	TRUE	0.00309121354642053
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0.000696891679105957	0.000754702734618442	0	0	TRUE	-5.78110555124845e-05
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	9.28543785306613e-05	1.56493876494979e-05	0	0	TRUE	7.72049908811634e-05
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0.00487909038567702	0.00499197366738483	0	0	TRUE	-0.00011288328170781
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0.00495745337231975	0.00496284294092283	0	0	TRUE	-5.38956860308016e-06
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	median	257	128	129	328	0.00464495884014769	0.00465923122705292	0	0	TRUE	-1.42723869052275e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00944936450705928	0.000172106679134183	0	0	TRUE	0.0092772578279251
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.0447357534490488	0.000935066471481327	0	0	TRUE	0.0438006869775675
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.0289268115533436	0	0	NA	TRUE	0.0289268115533436
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.0185329269295961	0.00104975621744358	0	0	TRUE	0.0174831707121525
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.0448195960459632	0	0	NA	TRUE	0.0448195960459632
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_12	pctpos	257	227	30	328	0.0713624004596737	0.00476484281525688	0	0	TRUE	0.0665975576444169
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00146314376028507	0	0	NA	TRUE	0.00146314376028507
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00011486605758626	0	0	NA	TRUE	0.00011486605758626
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00873531729803078	0.000953597959126871	0	0	TRUE	0.00778171933890391
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00879477756416427	0.00101840355269821	0	0	TRUE	0.00777637401146606
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_12	pctpos	257	227	30	328	0.00827067499052768	0.00074126798096216	0	0	TRUE	0.00752940700956552
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.00143233519178272	0.00192411835137211	0	0	TRUE	-0.000491783159589388
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.0054201520960599	0.0046459205986694	0	0	TRUE	0.0007742314973905
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.000220400648773486	0.000359396166405192	0	0	TRUE	-0.000138995517631706
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.00314250847431212	0.00267727338293413	0	0	TRUE	0.000465235091377994
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.00236706065181456	0.00221398606244856	0	0	TRUE	0.000153074589366004
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE131907	EBUS_13	q4q1	376	94	94	1150	0.00284095964648849	0.00261361731602934	0	0	TRUE	0.00022734233045915
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE131907	EBUS_15	q4q1	256	64	64	479	0.0108270401924056	0	0	NA	TRUE	0.0108270401924056
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE131907	EBUS_15	q4q1	256	64	64	479	0.00905472797579578	0.0011058564455318	0	0	TRUE	0.00794887153026398
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE131907	EBUS_15	q4q1	256	64	64	479	0.00519345503766084	0.0007501987897183	0	0	TRUE	0.00444325624794254
