sample,fov,n,gene,neighborhood,spearman_rho,p
Lung13,7,745,CLDN4,rna_immune_50um,-0.1791618848400731,8.573707824350343e-07
Lung13,8,849,CLDN4,rna_immune_50um,-0.13029187049706456,0.00014064052635901433
Lung13,9,1655,CLDN4,rna_immune_50um,-0.1812454519955405,1.0908094425091942e-13
Lung13,10,2178,CLDN4,rna_immune_50um,-0.17924691315600427,3.491320707297879e-17
Lung13,11,1315,CLDN4,rna_immune_50um,-0.10779496001402852,8.978394868921154e-05
Lung13,12,822,CLDN4,rna_immune_50um,-0.2005971827789775,6.570599570184354e-09
Lung13,13,1021,CLDN4,rna_immune_50um,-0.16247629856077606,1.7894037449795076e-07
Lung13,14,1532,CLDN4,rna_immune_50um,-0.1289665468081265,4.0862666309599927e-07
Lung13,15,1663,CLDN4,rna_immune_50um,-0.08697457540469557,0.0003839486916241685
Lung13,16,1302,CLDN4,rna_immune_50um,-0.10523540896996912,0.00014228953195182027
Lung13,17,1370,CLDN4,rna_immune_50um,-0.14313617999656322,1.0345128205654769e-07
Lung13,18,1187,CLDN4,rna_immune_50um,-0.10285334264419303,0.0003862926115753266
Lung13,19,1777,CLDN4,rna_immune_50um,-0.062147253385950334,0.008780741874364874
Lung13,20,1214,CLDN4,rna_immune_50um,-0.07781024552814035,0.0066793100239434435
Lung13,1,1064,CLDN4,rna_immune_25um,-0.21592745379985664,1.0854889047209496e-12
Lung13,2,1552,CLDN4,rna_immune_25um,-0.21670657977354707,5.968117361314736e-18
Lung13,3,981,CLDN4,rna_immune_25um,-0.07716006577551067,0.01563838225402576
Lung13,4,1165,CLDN4,rna_immune_25um,-0.16391619966577095,1.8347977067742568e-08
Lung13,5,1273,CLDN4,rna_immune_25um,-0.18802915344227808,1.356027686858473e-11
Lung13,6,1779,CLDN4,rna_immune_25um,-0.25944500469485093,9.344847977959981e-29
Lung13,7,699,CLDN4,rna_immune_25um,-0.21694095429702007,6.852616045861353e-09
Lung13,8,801,CLDN4,rna_immune_25um,-0.16786960564360126,1.7743590266269023e-06
Lung13,9,1616,CLDN4,rna_immune_25um,-0.20229286896337648,2.1969893298343634e-16
Lung13,10,2130,CLDN4,rna_immune_25um,-0.1801399323728526,5.404310002458148e-17
Lung13,11,1285,CLDN4,rna_immune_25um,-0.1675744281865126,1.5037379947955632e-09
Lung13,12,773,CLDN4,rna_immune_25um,-0.20515113082086683,8.618612015962336e-09
Lung13,13,953,CLDN4,rna_immune_25um,-0.16227165670569893,4.7466635819100495e-07
Lung13,14,1496,CLDN4,rna_immune_25um,-0.14602823748943095,1.3964642995156606e-08
Lung13,15,1644,CLDN4,rna_immune_25um,-0.07321322347429964,0.0029755559903763074
Lung13,16,1256,CLDN4,rna_immune_25um,-0.13141745036370694,2.9670221783300344e-06
Lung13,17,1343,CLDN4,rna_immune_25um,-0.14264216140307837,1.5259649151341328e-07
Lung13,18,1161,CLDN4,rna_immune_25um,-0.14262510098583425,1.0637699882140015e-06
Lung13,19,1739,CLDN4,rna_immune_25um,-0.07247720264215239,0.0024929199311074777
Lung13,20,1196,CLDN4,rna_immune_25um,-0.11007637853491048,0.0001365070216821351
Lung13,1,1115,CLDN4,t_like_50um,0.06425367397581656,0.031925308097889536
Lung13,2,1574,CLDN4,t_like_50um,0.12570982576467227,5.63666809043756e-07
Lung13,3,1019,CLDN4,t_like_50um,0.04025626919205708,0.1991437121857942
Lung13,4,1223,CLDN4,t_like_50um,0.25961281261222313,2.746447012055511e-20
Lung13,5,1284,CLDN4,t_like_50um,0.04949572854641643,0.0762391364476515
Lung13,6,1848,CLDN4,t_like_50um,0.15055728707259425,7.772216216338374e-11
Lung13,7,745,CLDN4,t_like_50um,0.15030026236405106,3.80635985665342e-05
Lung13,8,849,CLDN4,t_like_50um,0.13640282141671548,6.684478030288929e-05
Lung13,9,1655,CLDN4,t_like_50um,0.03403750373447696,0.16634068483831563
Lung13,10,2178,CLDN4,t_like_50um,-0.029532162029278306,0.16828136727898682
Lung13,11,1315,CLDN4,t_like_50um,0.11612131436407326,2.430251666779107e-05
Lung13,12,822,CLDN4,t_like_50um,0.09750492659844721,0.005143055547317433
Lung13,13,1021,CLDN4,t_like_50um,0.10090999510735445,0.0012436257463873787
Lung13,14,1532,CLDN4,t_like_50um,0.03218961675206852,0.20794930801248862
Lung13,15,1663,CLDN4,t_like_50um,0.08407471029177302,0.0005990198161689016
Lung13,16,1302,CLDN4,t_like_50um,0.03978667759457715,0.1513380154563482
Lung13,17,1370,CLDN4,t_like_50um,0.036732875226524464,0.1742003958700625
Lung13,18,1187,CLDN4,t_like_50um,0.1587315600055668,3.843698714517998e-08
Lung13,19,1777,CLDN4,t_like_50um,0.03586918701720419,0.13066893744785918
Lung13,20,1214,CLDN4,t_like_50um,0.08462500097420503,0.003169481620796187
Lung13,1,1115,TACSTD2,rna_immune_50um,-0.05785880172388882,0.05342742825120389
Lung13,2,1574,TACSTD2,rna_immune_50um,-0.03224585389466857,0.201028267398295
Lung13,3,1019,TACSTD2,rna_immune_50um,0.007839662323718877,0.8026239651022296
Lung13,4,1223,TACSTD2,rna_immune_50um,-0.11915613761297483,2.944850231944778e-05
Lung13,5,1284,TACSTD2,rna_immune_50um,-0.10208845820796379,0.000248167041788968
Lung13,6,1848,TACSTD2,rna_immune_50um,-0.13140055177404975,1.4323865150790564e-08
Lung13,7,745,TACSTD2,rna_immune_50um,-0.06920169645416052,0.05903524562423378
Lung13,8,849,TACSTD2,rna_immune_50um,-0.04612537946347226,0.17936342028221072
Lung13,9,1655,TACSTD2,rna_immune_50um,-0.0786891425188443,0.0013564674130975942
Lung13,10,2178,TACSTD2,rna_immune_50um,-0.03323569692437936,0.12099367544098336
Lung13,11,1315,TACSTD2,rna_immune_50um,-0.04469280715217359,0.10524080654650034
Lung13,12,822,TACSTD2,rna_immune_50um,-0.07125752088809137,0.041103969837729765
Lung13,13,1021,TACSTD2,rna_immune_50um,-0.015834385585271223,0.6132993705086135
Lung13,14,1532,TACSTD2,rna_immune_50um,0.006397826281813202,0.8024218436691716
Lung13,15,1663,TACSTD2,rna_immune_50um,0.0002316973884815676,0.9924668918297808
Lung13,16,1302,TACSTD2,rna_immune_50um,-0.033484704819716264,0.22727250492561638
Lung13,17,1370,TACSTD2,rna_immune_50um,-0.0021397635507250995,0.9369308450630282
Lung13,18,1187,TACSTD2,rna_immune_50um,-0.055943756112778395,0.053991945164828414
Lung13,19,1777,TACSTD2,rna_immune_50um,-0.0016345930089939275,0.9451034663947764
Lung13,20,1214,TACSTD2,rna_immune_50um,-0.0011481931311154638,0.9681212501815821
Lung13,1,1472,CLDN4,prot_cd45_50um,-0.12317789440870047,2.13750318513411e-06
Lung13,2,1931,CLDN4,prot_cd45_50um,-0.11218597721499711,7.723760589688623e-07
Lung13,3,1388,CLDN4,prot_cd45_50um,-0.056107981792589925,0.03660746382432562
Lung13,4,1437,CLDN4,prot_cd45_50um,-0.019703038368187594,0.4554735399677576
Lung13,5,1782,CLDN4,prot_cd45_50um,-0.15012840683014073,1.900621690136414e-10
Lung13,6,2278,CLDN4,prot_cd45_50um,0.04056813426434815,0.05286938047421139
Lung13,7,966,CLDN4,prot_cd45_50um,-0.09598328628933556,0.002824244785893379
Lung13,8,1097,CLDN4,prot_cd45_50um,-0.03306972765589785,0.27380030902319247
Lung13,9,1866,CLDN4,prot_cd45_50um,-0.2038229265416378,5.991775630818483e-19
Lung13,10,1909,CLDN4,prot_cd45_50um,-0.09466900499884734,3.42962468558304e-05
Lung13,11,1344,CLDN4,prot_cd45_50um,0.010578509897543097,0.6984123061465366
Lung13,12,965,CLDN4,prot_cd45_50um,0.04773895242837385,0.1383650145676423
Lung13,13,597,CLDN4,prot_cd45_50um,-0.19403930087744672,1.7827446538906509e-06
Lung13,14,263,CLDN4,prot_cd45_50um,-0.16099018937067083,0.008910520753758666
Lung13,15,439,CLDN4,prot_cd45_50um,-0.04888262767167839,0.3068302854888529
Lung13,16,582,CLDN4,prot_cd45_50um,0.08780185574542886,0.03419804759284105
Lung13,17,355,CLDN4,prot_cd45_50um,-0.15290759902705367,0.0038789760849239022
Lung13,18,50,CLDN4,prot_cd45_50um,-0.09223029717573528,0.5241043040143883
Lung13,19,397,CLDN4,prot_cd45_50um,-0.0315757826150534,0.5304523483114646
Lung13,20,138,CLDN4,prot_cd45_50um,-0.046191505440720086,0.5905916092451258
Lung13,1,1472,TACSTD2,prot_cd45_50um,-0.009948302286388443,0.7029300211607831
Lung13,2,1931,TACSTD2,prot_cd45_50um,-0.04221143966574575,0.06366353126848376
Lung13,3,1388,TACSTD2,prot_cd45_50um,-0.07825682942452632,0.0035299161295626737
Lung13,4,1437,TACSTD2,prot_cd45_50um,-0.0004726455193397976,0.9857175495737684
Lung13,5,1782,TACSTD2,prot_cd45_50um,-0.13469187222790405,1.1438814610604207e-08
Lung13,6,2278,TACSTD2,prot_cd45_50um,0.041683955642185466,0.046670189793697636
Lung13,7,966,TACSTD2,prot_cd45_50um,-0.05763708974849148,0.07336375127466027
Lung13,8,1097,TACSTD2,prot_cd45_50um,-0.03772824725281704,0.21180525349619067
Lung13,9,1866,TACSTD2,prot_cd45_50um,-0.13082213103521567,1.4134082137448782e-08
Lung13,10,1909,TACSTD2,prot_cd45_50um,-0.017528263016723597,0.4440310853012057
Lung13,11,1344,TACSTD2,prot_cd45_50um,-0.02238207603264991,0.4122846986311406
Lung13,12,965,TACSTD2,prot_cd45_50um,-0.02428350883598392,0.45115719456624415
Lung13,13,597,TACSTD2,prot_cd45_50um,-0.017057639036828567,0.6774568256078017
Lung13,14,263,TACSTD2,prot_cd45_50um,0.09322878674120381,0.13155419590415793
Lung13,15,439,TACSTD2,prot_cd45_50um,0.05829277130338872,0.22287317458813172
Lung13,16,582,TACSTD2,prot_cd45_50um,-0.006380999883227999,0.8779171205804799
Lung13,17,355,TACSTD2,prot_cd45_50um,0.020298575136664287,0.7030957490871071
Lung13,18,50,TACSTD2,prot_cd45_50um,0.15820898541236175,0.27249281745395826
Lung13,19,397,TACSTD2,prot_cd45_50um,-0.0014324052180763147,0.9773028529412278
Lung13,20,138,TACSTD2,prot_cd45_50um,-0.16279963424170066,0.056415140974603796
