gene	c4_logFC	c4_p	c4_fdr	family	n_cohorts_tested	n_cohorts_up	normal_lung_marker	tcga_partial_rho	tcga_partial_p	tcga_n	tcga_fdr
BPTF	0.551616106395207	0.0004724117937775	0.0316434371733688	other	3	3	False	0.12749146615507656	0.004879867302046959	490	0.00685257961564041
CRTC1	1.2056561816572051	2.1118982436053598e-06	0.0038588232166744	other	3	3	False	0.12680940531746954	0.005115382571156236	490	0.0071161260727853675
GADD45G	2.5095846624539786	5.7845768663386365e-05	0.013198058854837	other	3	3	False	0.12679219834902825	0.005121454370565227	490	0.0071161260727853675
SLC36A4	1.0636975490110745	0.0006096147153797	0.034851849978179	other	3	3	False	0.12628156844993452	0.0053046213065169445	490	0.007332042015290436
ZNF785	0.8006261988753031	0.0002805742885132	0.0253640644798819	other	3	3	False	0.12575786701538763	0.005498583665670618	490	0.0075605525402971
ZNF692	0.6779127086169574	0.0003631079850354	0.0275739706243206	other	3	3	False	0.1250494968354207	0.005771091283598431	490	0.007894135227305626
CCDC43	0.6840205196802687	0.0009424832474341	0.0416567035329509	other	3	3	False	0.12495451907191385	0.005808537349548755	490	0.007904401341653976
EIF4G2	0.6479200741140129	0.0005462491103499	0.0339017873554863	other	3	3	False	0.12430101266583508	0.006072165144188496	490	0.008220777425978272
BAZ2B	0.8611482109081176	5.855023257738743e-05	0.013198058854837	other	3	3	False	0.12402426505468161	0.006187008767129194	490	0.008333522012867894
ATF2	0.5888716598475138	5.806189610457957e-05	0.013198058854837	other	3	3	False	0.12357043061209991	0.006379564359161852	490	0.008516982811134227
AMACR	1.1300009715318948	6.226170360005871e-05	0.0132593971429813	other	2	2	False	0.12355144146091725	0.0063877371083506706	490	0.008516982811134227
SMAD1	1.351554897866882	0.0010126337187138	0.043079903603433	other	3	3	False	0.12308000469378048	0.006593673381107968	490	0.008747385792022631
ARL6IP1	0.6928673490872287	0.0012880136191299	0.0482498962438048	other	3	3	False	0.12244666384336671	0.006879697565594263	490	0.009081200786584427
ZNF337	0.7740806193793313	0.0005703052064771	0.03423477741261	other	3	3	False	0.12195812640003295	0.00710786569948901	490	0.009335704202313923
ZNF652	0.833850857773858	2.593795583197142e-05	0.0085265626056807	other	3	3	False	0.12004527491547717	0.008067810052947922	490	0.01054406858405075
ASPSCR1	0.8448343799820031	1.9095202403104896e-05	0.00776701730037	other	3	3	False	0.11820050941544619	0.00910151207565298	490	0.011836449201834416
RAP1GAP	2.369760041130123	6.135213168980566e-05	0.0132593971429813	other	3	3	False	0.11534278019309326	0.010936255333441608	490	0.014152801019747963
ZFP62	0.8138736088804507	0.0005478772910608	0.0339017873554863	other	3	3	False	0.11468628384166771	0.011401421559331989	490	0.014682806300798268
SETD7	1.177592656446667	0.0001440443355853	0.0189776656457384	other	3	3	False	0.11432203617960492	0.011666993569243396	490	0.014951875253787652
ZNF189	0.8379388178370144	0.0010349810185213	0.0435492413099944	other	3	3	False	0.11388996204609747	0.01198910000093589	490	0.015290446378005192
LONP2	0.604041795849772	0.0012324576844877	0.0473654126607189	other	3	2	False	0.1117357123912412	0.01371515537981708	490	0.017407697212844755
SP5	1.4667403004351267	0.0004362675602194	0.0307315438959909	other	2	2	False	0.10971745720225572	0.015527035665508587	490	0.01961309768274769
FOXA2	2.0873334141904474	0.0007407405113494	0.0377229060593082	other	3	3	False	0.10924654264532059	0.015978854214122026	490	0.020087702440610547
CD24	1.7424910350008551	0.0007167529213363	0.0373255588969195	other	3	3	False	0.10913777027770503	0.01608483951666593	490	0.02012510726255832
GNAQ	1.0140834641796797	0.0001321280176673	0.0182635143160026	other	3	3	False	0.10838623811176046	0.016834092421865402	490	0.0209632094310022
TNRC6A	0.6620230860091174	0.0003269739965569	0.0258888764327742	other	3	3	False	0.10714462869103926	0.018138935564441294	490	0.022482060981279348
PID1	1.770716740222776	0.0006266528488082	0.0350114121181906	other	3	3	False	0.10444064808112316	0.021289614839530253	490	0.026263823914186857
NOXA1	0.9662676618306634	0.0002748689946803	0.0252160341108172	other	3	3	False	0.10165346022304687	0.025024183973893867	490	0.03072737008887433
STX17	0.553294377840241	0.0008791957607088	0.0399793369113127	other	3	2	False	0.09965332552000258	0.028041048308271675	490	0.03427239237677649
RBBP6	0.638344023315647	0.0001488738507226	0.0189776656457384	other	3	3	False	0.09910839647648025	0.028915267195627065	490	0.03517802092002555
PRMT8	1.08809765661208	0.0005183297683395	0.0335206006838375	other	2	2	False	0.0970230014074458	0.032480149166255655	490	0.03933375862335547
CAMKK1	0.8717598239604495	0.0006735567173869	0.0358340386285873	other	2	2	False	0.09416320778806468	0.037974167355288885	490	0.04577707845569071
LUC7L	0.7477391855880068	0.0002325018403685	0.0226459662912015	other	3	3	False	0.09401864226738398	0.03827165437184947	490	0.04592598524621937
MYCL	1.9766693134556803	0.0001461524138345	0.0189776656457384	other	3	3	False	0.09260195947604265	0.041292852077962704	490	0.04932720791213644
