scope	gene	logFC	t	p	n_nonzero	sparse	canonical	in_ifn_union
full	MX2	-0.7100079075990849	-1.3421013353598954	0.18997693264546356	34	0	1	1
full	MYD88	-0.38331210296625795	-1.6607407928852895	0.10754119295368002	34	0	0	1
full	NAMPT	-0.10933381781348181	-0.2437190071198226	0.8091643663957478	34	0	0	1
full	NCAM1	0.6651540322345774	0.9616737160146943	0.34416402838979876	26	0	0	1
full	NCOA3	-0.3406530381345392	-1.8196697618405546	0.07914734160909531	34	0	0	1
full	NCOA7	0.4189463250539523	0.9299289128637073	0.3600846697516076	34	0	0	1
full	NDC1	0.2214441228571511	0.7982280613282032	0.4312266749923064	33	0	0	1
full	NDUFA13	0.0612864524657569	0.30321037785053284	0.7638941081456426	34	0	0	1
full	NEDD4	-0.029507843139064485	-0.08669357186903394	0.9315109176205513	33	0	0	1
full	NFKB1	-0.4871714600861994	-1.5560826860123833	0.1305355512971908	34	0	0	1
full	NFKBIA	0.3734294281360207	0.7779562474602683	0.44289588929542756	34	0	0	1
full	NLRC5	-0.44475801760464706	-1.168592083273863	0.25208496388581714	33	0	1	1
full	NMI	-0.37858368181918345	-1.4239545439682246	0.16513131766177103	34	0	0	1
full	NOD1	0.28293828511744834	1.0493506784124382	0.30268350057076265	33	0	0	1
full	NOS2	-0.03377244396838423	-0.12411214122840292	0.9020827635868931	16	0	0	1
full	NUB1	-0.05806560504486184	-0.25860056970660283	0.7977700912983373	34	0	0	1
full	NUP107	0.05194022819286387	0.25266160024098927	0.8023120647834846	34	0	0	1
full	NUP133	0.06506284173309557	0.3730646029318038	0.711813454638592	34	0	0	1
full	NUP153	0.2714599879170116	1.2969931712964304	0.2048581307361093	34	0	0	1
full	NUP155	0.5283819587341211	1.9973934697443045	0.05524118014692348	34	0	0	1
full	NUP160	0.5419024989165306	2.856710297050881	0.007836512260526314	34	0	0	1
full	NUP188	0.15108260730742512	0.7454896303644434	0.4619757539520935	34	0	0	1
full	NUP205	0.2123230473114043	1.0024160936816071	0.32443400129334254	34	0	0	1
full	NUP210	0.33528547316337126	1.0609308443092558	0.297477525908128	34	0	0	1
full	NUP214	0.003361605483174837	0.02038574631111384	0.983875272537958	34	0	0	1
full	NUP35	-0.004980485935107917	-0.028172234779413084	0.9777177645935029	34	0	0	1
full	NUP37	-0.46873054593512664	-2.1698231346637282	0.038354409842457186	34	0	0	1
full	NUP42	0.1891432931897251	2.405473743835849	0.022754890211556883	11	0	0	1
full	NUP43	0.44962545316094044	2.316294875507158	0.02781017800176483	34	0	0	1
full	NUP50	-0.028858047167042728	-0.1686278760464959	0.8672599871677262	34	0	0	1
full	NUP54	-0.0941091466742765	-0.5965854051113639	0.5554132455824499	34	0	0	1
full	NUP58	0.310432347610652	1.3383609391188092	0.1911781554880848	34	0	0	1
full	NUP62	0.2497791275106467	1.547993871545441	0.13246875882173337	34	0	0	1
full	NUP85	0.307981092788291	1.9470472684522575	0.06127178156524155	34	0	0	1
full	NUP88	0.04413876800158741	0.1982413508214347	0.8442394068301099	34	0	0	1
full	NUP93	0.03884268250073706	0.19292916321599007	0.8483592657763247	34	0	0	1
full	NUP98	0.16754239901649864	0.9562305135286004	0.34685982391907194	34	0	0	1
full	OAS1	-0.9774953115914465	-1.541722990385157	0.1339834876396004	34	0	1	1
full	OAS2	-1.6494547696623738	-3.1306147757682594	0.003959277905882829	33	0	1	1
full	OAS3	-0.08259530293726092	-0.2253007692217361	0.8233254643358546	34	0	1	1
full	OASL	-1.1283069622178792	-2.4338786145841675	0.021330366800153468	34	0	1	1
full	OGFR	-0.15154668486715167	-0.8339073689239608	0.4111496584673866	34	0	0	1
full	P2RY14	-0.028880409163426865	-0.1408084938667398	0.8889947667006846	20	0	0	1
full	PARP12	-0.6317658534630022	-2.1571296397648663	0.03941868495421542	34	0	0	1
full	PARP14	-0.32634510187269433	-1.0014213790928534	0.3249062953475406	34	0	0	1
full	PARP9	-0.3002098508018777	-1.1072128524489921	0.27730159258262127	34	0	0	1
full	PDCD4	-0.07083839932980997	-0.292057798127265	0.7723216501022088	34	0	0	1
full	PDE12	0.10590200869330191	0.651203637044224	0.5200423187761533	34	0	0	1
full	PDE4B	-1.2316938345550257	-2.5101625234641256	0.01789965699929319	34	0	0	1
full	PDZD2	0.5283166816383543	0.9440730064681596	0.3529318829448289	32	0	0	1
full	PELI1	0.4401166460466831	1.1958197106121402	0.2414535471720837	34	0	0	1
full	PFKP	-1.3038705139638613	-3.159255688001151	0.003681586251158005	34	0	0	1
full	PIAS1	0.2524109820858243	1.0117909869432997	0.32000588270609426	34	0	0	1
full	PIAS3	0.45408386964332	1.7569675344086388	0.08947837653079818	34	0	0	1
full	PIK3CA	-0.09904269617652568	-0.6270209187135225	0.5355512093664034	34	0	0	1
full	PIK3CD	-0.538361875994067	-1.3588108545462831	0.1846820423080133	32	0	0	1
full	PIK3R1	-0.1722098099047295	-0.47681553053912534	0.6370669664805805	34	0	0	1
full	PIK3R2	0.22535208747134816	0.9318842805813609	0.35909015478947914	32	0	0	1
full	PIM1	-0.7351183410100138	-1.6078086332292223	0.11871166296055835	34	0	0	1
full	PLA2G4A	0.9416803492637531	1.7470450963142847	0.09121378034935976	30	0	0	1
full	PLCG1	-0.007051862966423968	-0.02157773586790431	0.9829325792449156	34	0	0	1
full	PLSCR1	-0.33114900942408493	-1.1492901433454539	0.25982711793303076	34	0	0	1
full	PML	-0.6170529358223709	-2.1141399562259613	0.04322163158824677	34	0	0	1
full	PNP	-0.18207672151971235	-0.6429064864502316	0.5253358727263802	34	0	0	1
full	PNPT1	-0.1692435852137601	-1.0114336944957978	0.3201738796514908	34	0	0	1
full	POM121	0.24643192966213867	1.6485056375291596	0.11004230461927324	34	0	0	1
full	POM121C	0.2752632368069514	1.5529422569034292	0.1312833543297111	34	0	0	1
full	PPM1B	0.2652463171609154	1.4237834329983003	0.16518043822408168	34	0	0	1
full	PRKCA	0.4650162593833973	1.094964805932369	0.282543107035826	34	0	0	1
full	PRKCD	-0.027760030347325895	-0.08159072585828152	0.9355327008948243	34	0	0	1
full	PRMT1	-0.11290064754979875	-0.556639890691842	0.5820440219005769	34	0	0	1
full	PROCR	-0.633202558505918	-1.0818252119251315	0.2882443220538434	33	0	0	1
full	PSMA2	-0.4009233058399875	-2.088873726487326	0.04560592291424677	34	0	0	1
full	PSMA3	0.13532551974923335	0.5212295258647858	0.6061647599258139	34	0	0	1
full	PSMB10	-0.695297238197235	-1.991370328906697	0.05593414938685083	32	0	1	1
full	PSMB2	-0.06580305301744434	-0.35860591608611914	0.7224874605776872	34	0	0	1
full	PSMB8	-0.6042222343334093	-1.823642112806993	0.07852866859189374	34	0	1	1
full	PSMB9	-1.5553240578119885	-3.166527741945727	0.003614100605480469	34	0	1	1
full	PSME1	-0.44790017770888535	-2.236615127493831	0.033166834256208595	34	0	0	1
full	PSME2	-0.6738763746142578	-3.1993747332448903	0.003323746779784483	34	0	0	1
full	PTAFR	-0.3439997357717626	-0.6554627830585842	0.5173362811198824	33	0	0	1
full	PTGS2	1.0497719837583477	1.5990552982679003	0.12064816815801474	33	0	0	1
full	PTPN1	-0.3703097778352516	-2.0124638221349254	0.053540210534327885	34	0	0	1
