Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178239,Macrophages_mMCPcounter,5.68144384,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,**,*,NA,672
SRX7813695,B derived_mMCPcounter,0.886136,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B memory_CIBERSORT_abs,0.1340952,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B memory_xCell,0.03125853,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B naive_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B naive_xCell,0.01395814,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B plasma_xCell,0.01787053,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B_EPIC,0.001591601,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B_quanTIseq,0.03892921,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B_TIMER,0.142338204,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,B_xCell,0.04908352,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Cancer associated fibroblast_xCell,0.2062473,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,CD8 T_mMCPcounter,11.089671,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Classswitched memory B_xCell,0.01665193,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Common lymphoid progenitor_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Common myeloid progenitor_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Dendritic activated_CIBERSORT_abs,0.06517603,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Dendritic resting_CIBERSORT_abs,0.2772769,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Dendritic_quanTIseq,0.006218208,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Dendritic_TIMER,0.483139949,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Endothelial_EPIC,0.03085709,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Endothelial_mMCPcounter,2.649907,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Endothelial_xCell,0.002211097,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Eosinophil_xCell,0.08523503,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Eosinophils_CIBERSORT_abs,0.02279508,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Fibroblast_EPIC,0.4091436,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Granulocytemonocyte progenitor_xCell,0.02802698,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Granulocytes_mMCPcounter,0.088592,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Hematopoietic stem_xCell,0.2582796,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage M1_quanTIseq,0.08793796,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage M1_xCell,0.02333653,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage M2_quanTIseq,0.08840164,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage M2_xCell,0.01060345,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage_EPIC,0.03020374,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage_TIMER,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophage_xCell,0.02404088,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophages M0_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophages M1_CIBERSORT_abs,0.1400604,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Macrophages M2_CIBERSORT_abs,0.1313245,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Mast activated_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Mast resting_CIBERSORT_abs,0.1184432,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Mast_mMCPcounter,0.571746,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Mast_xCell,0.008677781,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Memory B_mMCPcounter,0.281687,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Monocyte_quanTIseq,0.0827786,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Monocyte_xCell,0.09768138,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Monocytes_CIBERSORT_abs,0.1610278,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Monocytes_mMCPcounter,3.028478,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Myeloid dendritic activated_xCell,0.3385358,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Myeloid dendritic_xCell,0.02173034,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Neutrophil_quanTIseq,0.1223254,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Neutrophil_TIMER,0.109302309,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Neutrophil_xCell,0.002621991,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Neutrophils_CIBERSORT_abs,0.001144228,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Neutrophils_mMCPcounter,0.108561,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK activated_CIBERSORT_abs,0.04868829,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK resting_CIBERSORT_abs,0.005853615,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK_EPIC,0.03068846,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK_mMCPcounter,3.991744,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK_quanTIseq,0.02401444,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,NK_xCell,0.008974065,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Plasma_CIBERSORT_abs,0.1684345,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Plasmacytoid dendritic_xCell,1.600235e-18,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 central memory_xCell,1.60891e-21,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 effector memory_xCell,0.05420472,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 memory activated_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 memory resting_CIBERSORT_abs,0.005679841,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 memory_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 naive_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 naive_xCell,0.0228245,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 nonregulatory_xCell,2.829101e-19,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 Th1_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4 Th2_xCell,0.01803948,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4_EPIC,5.522142e-05,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4_quanTIseq,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD4_TIMER,0.109170551,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8 central memory_xCell,0.06780897,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8 effector memory_xCell,3.014928e-19,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8 naive_xCell,0.002467629,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8_CIBERSORT_abs,0.1766786,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8_EPIC,0.004314935,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8_quanTIseq,0.02435456,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8_TIMER,0.212210989,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T CD8_xCell,0.04987052,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T follicular helper_CIBERSORT_abs,0.06231731,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T gamma delta_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T gamma delta_xCell,2.810258e-18,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T NK_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,T regulatory Tregs_xCell,0.01279678,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Treg_CIBERSORT_abs,0.1262845,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Tregs_quanTIseq,0.0676456,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813695,Vessels_mMCPcounter,7.307755,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B derived_mMCPcounter,0.241963,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B memory_CIBERSORT_abs,0.03339727,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B memory_xCell,3.030421e-19,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B naive_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B naive_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B plasma_xCell,0.01721389,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B_EPIC,2.243826e-06,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B_quanTIseq,0.009207558,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B_TIMER,0.091467496,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,B_xCell,0.03127438,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Cancer associated fibroblast_xCell,0.2233966,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,CD8 T_mMCPcounter,5.038662,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Classswitched memory B_xCell,0.00474562,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Common lymphoid progenitor_xCell,0.004037703,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Common myeloid progenitor_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Dendritic activated_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Dendritic resting_CIBERSORT_abs,0.8315214,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Dendritic_quanTIseq,0.004538735,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Dendritic_TIMER,0.500151196,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Endothelial_EPIC,0.03599276,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Endothelial_mMCPcounter,2.474192,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Endothelial_xCell,0.01319559,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Eosinophil_xCell,0.01550747,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Eosinophils_CIBERSORT_abs,0.02563,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Eosinophils_mMCPcounter,9.950112,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Fibroblast_EPIC,0.2133324,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Fibroblasts_mMCPcounter,1.413111,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Granulocytemonocyte progenitor_xCell,0.02977997,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Granulocytes_mMCPcounter,0.104745,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Hematopoietic stem_xCell,0.1820675,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Lymphatics_mMCPcounter,0.913869,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage M1_quanTIseq,0.07190455,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage M1_xCell,0.02148074,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage M2_quanTIseq,0.1120144,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage M2_xCell,0.01039868,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage_EPIC,0.03813461,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage_TIMER,0.065964877,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophage_xCell,0.02998473,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophages M0_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophages M1_CIBERSORT_abs,0.09451614,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Macrophages M2_CIBERSORT_abs,0.03316844,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Mast activated_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Mast resting_CIBERSORT_abs,0.05487287,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Mast_mMCPcounter,0.504005,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Mast_xCell,0.01011901,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Memory B_mMCPcounter,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Monocyte_quanTIseq,0.03297335,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Monocyte_xCell,0.1386878,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Monocytes_CIBERSORT_abs,0.001838865,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Monocytes_mMCPcounter,0.573729,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Myeloid dendritic activated_xCell,5.799106e-19,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Myeloid dendritic_xCell,0.07714768,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Neutrophil_quanTIseq,0.07013927,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Neutrophil_TIMER,0.107518496,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Neutrophil_xCell,0.002561304,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Neutrophils_CIBERSORT_abs,0.02721539,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Neutrophils_mMCPcounter,0.386438,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK activated_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK resting_CIBERSORT_abs,0.040106,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK_EPIC,0.02351362,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK_mMCPcounter,2.472697,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK_quanTIseq,0.02117087,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,NK_xCell,0.006428797,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Plasma_CIBERSORT_abs,0.04037587,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,Plasmacytoid dendritic_xCell,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 central memory_xCell,4.715915e-18,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 effector memory_xCell,0.03118789,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 memory activated_CIBERSORT_abs,0.001679623,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 memory resting_CIBERSORT_abs,0.05185503,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 memory_xCell,0.001839542,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 naive_CIBERSORT_abs,0,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 naive_xCell,1.749482e-23,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
SRX7813696,T CD4 nonregulatory_xCell,6.240223e-19,YTN16_GSE146027_day14_antiCTLA4(n=823),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,823
