col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
BICR22_UPPER_AERODIGESTIVE_TRACT_TenPx14,BICR22_UPPER_AERODIGESTIVE_TRACT,3.61729472454362,1.49202975638522,,3.40460170595191,BICR 22,BICR22,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
HCC1395_BREAST_TenPx15,HCC1395_BREAST,-3.93699083086175,-1.7529077911024,-2.16286876144063,-3.9778337718926,HCC1395,HCC1395,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
SW1417_LARGE_INTESTINE_TenPx15,SW1417_LARGE_INTESTINE,0.224063003688177,1.76498177029689,1.72933658980072,1.98378967019548,SW1417,SW1417,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH1435_LUNG_TenPx15,NCIH1435_LUNG,1.483328582339,0.17724419136957,0.401149343110885,1.34586801263849,NCI-H1435,NCIH1435,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH1568_LUNG_TenPx15,NCIH1568_LUNG,-0.253640981085358,2.19982783642175,0.644483123861004,1.30013676791258,NCI-H1568,NCIH1568,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH1944_LUNG_TenPx15,NCIH1944_LUNG,-2.86837669411355,-0.18937522033203,-1.49837294805964,-1.46995323992904,NCI-H1944,NCIH1944,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH441_LUNG_TenPx15,NCIH441_LUNG,3.83551995512968,-0.741158409674691,0.865934200455243,1.17104809962636,NCI-H441,NCIH441,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
KURAMOCHI_OVARY_TenPx15,KURAMOCHI_OVARY,-1.69484444443787,-0.280766611105579,-0.602792018243854,-2.3112610174644,KURAMOCHI,KURAMOCHI,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
KATOIII_STOMACH_TenPx15,KATOIII_STOMACH,-0.312767728483893,-0.333383281388918,0.710564929033301,2.27013892096904,KATO III,KATOIII,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC,other,False
UBLC1_URINARY_TRACT_TenPx15,UBLC1_URINARY_TRACT,3.28871313495301,0.514149792013839,1.37112868946666,0.733185328697113,U-BLC1,UBLC1,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
MFE319_ENDOMETRIUM_TenPx41,MFE319_ENDOMETRIUM,3.73723223906775,2.63792714914795,,,MFE-319,MFE319,Cell Line,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC,other,False
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx41,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.00350120798954,-0.766760113953097,,,HD-MY-Z,HDMYZ,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
HDQP1_BREAST_TenPx41,HDQP1_BREAST,3.68224282300692,0.771996172569145,,,HDQ-P1,HDQP1,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
JHH6_LIVER_TenPx41,JHH6_LIVER,-0.902433233073851,-0.273412324010827,,,JHH-6,JHH6,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx41,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.41131993191564,-1.57943369421328,,,L-428,L428,Cell Line,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL,other,False
LMSU_STOMACH_TenPx41,LMSU_STOMACH,-0.950200245672045,-0.39402994050896,,,LMSU,LMSU,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
HUPT4_PANCREAS_TenPx41,HUPT4_PANCREAS,2.06961208302754,2.33870468927332,,,HUP-T4,HUPT4,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
SW1783_CENTRAL_NERVOUS_SYSTEM_TenPx41,SW1783_CENTRAL_NERVOUS_SYSTEM,-1.81492797839511,-0.987032445237676,,,SW 1783,SW1783,Cell Line,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR,other,False
UMUC3_URINARY_TRACT_TenPx41,UMUC3_URINARY_TRACT,-1.70378995627672,-1.43557734511951,,,UM-UC-3,UMUC3,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
G402_SOFT_TISSUE_TenPx26,G402_SOFT_TISSUE,-1.72993346258528,,,,G-402,G402,Cell Line,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,other,False
U118MG_CENTRAL_NERVOUS_SYSTEM_TenPx26,U118MG_CENTRAL_NERVOUS_SYSTEM,-2.12835348547482,,,,U-118 MG,U118MG,Cell Line,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR,other,False
KYSE150_OESOPHAGUS_TenPx26,KYSE150_OESOPHAGUS,1.67393245152909,,,,KYSE-150,KYSE150,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
NCIH1155_LUNG_TenPx26,NCIH1155_LUNG,-1.92210568085099,,,,NCI-H1155,NCIH1155,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
NCIN87_STOMACH_TenPx26,NCIN87_STOMACH,2.32669816433069,,,,NCI-N87,NCIN87,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx26,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.24612020078997,,,,OPM-2,OPM2,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
PL45_PANCREAS_TenPx26,PL45_PANCREAS,1.85504109990874,,,,PL45,PL45,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
SKCO1_LARGE_INTESTINE_TenPx26,SKCO1_LARGE_INTESTINE,2.09381226580651,,,,SK-CO-1,SKCO1,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx26,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.07425395892087,,,,SU-DHL-4,SUDHL4,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
769P_KIDNEY_TenPx25,769P_KIDNEY,-0.980535660087727,1.28626994081529,3.98045814443047,,769-P,769P,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
C32_SKIN_TenPx25,C32_SKIN,-1.09991296735147,-1.13650885347916,-4.99350800143765,,C32,C32,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
HEC59_ENDOMETRIUM_TenPx25,HEC59_ENDOMETRIUM,-0.575457784095734,-0.443542899847265,0.324690044237529,,HEC-59,HEC59,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx25,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-3.10731917772885,-1.28310135873731,-3.55438111126337,,K-562,K562,Cell Line,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,other,False
NUGC3_STOMACH_TenPx25,NUGC3_STOMACH,5.52917125321149,0.912726809994146,4.62748800736855,,NUGC-3,NUGC3,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
RD_SOFT_TISSUE_TenPx25,RD_SOFT_TISSUE,-0.746637195734008,-1.31747654504596,-1.04132722912679,,RD,RD,Cell Line,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS,other,False
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx25,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.445012956943494,-0.586622561746604,-4.95405564024658,,SEM,SEM,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged,BLLKMT2A,other,False
SHP77_LUNG_TenPx25,SHP77_LUNG,-1.71128617969788,-0.378136932334732,0.832697129545896,,SHP-77,SHP77,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
TC71_BONE_TenPx25,TC71_BONE,-0.79652765873763,1.20747002766525,-2.9781415202384,,TC-71,TC71,Cell Line,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,other,False
HCC1937_BREAST_TenPx18,HCC1937_BREAST,2.58577717329933,2.44352492583497,,1.8598918784413,HCC1937,HCC1937,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
HCT15_LARGE_INTESTINE_TenPx18,HCT15_LARGE_INTESTINE,-0.201608072578999,-4.39314600444151,,-0.808773397411491,HCT-15,HCT15,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
KYSE70_OESOPHAGUS_TenPx18,KYSE70_OESOPHAGUS,-1.01425302951882,-1.66476722817175,,-1.4595047137799,KYSE-70,KYSE70,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
NCIH1355_LUNG_TenPx18,NCIH1355_LUNG,-1.34487248734271,3.34837901998703,,-2.46373477560153,NCI-H1355,NCIH1355,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH1437_LUNG_TenPx18,NCIH1437_LUNG,1.98355746845443,1.66687858221833,,2.95526435467601,NCI-H1437,NCIH1437,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2122_LUNG_TenPx18,NCIH2122_LUNG,1.61566830229099,-0.0384830303116499,,2.80162279769219,NCI-H2122,NCIH2122,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
TUHR4TKB_KIDNEY_TenPx18,TUHR4TKB_KIDNEY,-1.03465072050055,0.162326830473686,,-0.828298681457105,TUHR4TKB,TUHR4TKB,Cell Line,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,other,False
WM793_SKIN_TenPx18,WM793_SKIN,-1.40125300914726,-3.58513627731704,,-2.17400483171599,WM793,WM793,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
NCIH2030_LUNG_TenPx18,NCIH2030_LUNG,-1.05960072083354,1.17196388124562,,-0.591443046049022,NCI-H2030,NCIH2030,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
22RV1_PROSTATE_TenPx24,22RV1_PROSTATE,-1.07890730976738,0.25595495114632,,,22Rv1,22RV1,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
A172_CENTRAL_NERVOUS_SYSTEM_TenPx24,A172_CENTRAL_NERVOUS_SYSTEM,-1.49466174243769,-0.661161047294605,,,A-172,A172,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
BT20_BREAST_TenPx24,BT20_BREAST,3.75653904387649,-0.366843238956301,,,BT-20,BT20,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
CALU6_LUNG_TenPx24,CALU6_LUNG,-1.58088192975724,0.497086775269039,,,Calu-6,CALU6,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
FADU_UPPER_AERODIGESTIVE_TRACT_TenPx24,FADU_UPPER_AERODIGESTIVE_TRACT,4.61441491574313,-0.13407501791643,,,FaDu,FADU,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,other,False
KP4_PANCREAS_TenPx24,KP4_PANCREAS,-1.82286139959631,-0.228702323510309,,,KP-4,KP4,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx24,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.29667642239757,0.385322822362733,,,MONO-MAC-6,MONOMAC6,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL,other,False
OVCAR8_OVARY_TenPx24,OVCAR8_OVARY,-1.60110130195668,-0.668145896602515,,,OVCAR-8,OVCAR8,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx24,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.32852058096865,-0.431006485865422,,,THP-1,THP1,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
