Study_ID	GSM_ID	IN_VIVO	Cancer_type	Cell_Line	sub_clone	Condition	ICB	ICB_study	ICB_group	ICB_Baseline_TYPE	Baseline	Cell_treatment	Cell_genotype	Tumor	Mouse_genotype	Mouse_strain	Mouse_treatment	Timepoint	Implantation	Implantation_site	SRX_ID	SampleName	Tacstd2	Cldn4
GSE150928	GSM4561204	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369763	SRX8369763	1.5082699219907032	1.0544901024562419
GSE150928	GSM4561205	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369764	SRX8369764	2.4187920024062306	1.504099148502056
GSE150928	GSM4561206	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369765	SRX8369765	2.360112801450974	1.106922468898247
GSE150928	GSM4561207	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369766	SRX8369766	3.118553257389388	1.478520940910192
GSE150928	GSM4561208	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369767	SRX8369767	1.8509542035611208	0.6277627714963986
GSE150928	GSM4561209	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369768	SRX8369768	0.4850351853624933	0.036077055926280466
GSE150928	GSM4561210	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369769	SRX8369769	0.12561539749276462	0.0
GSE150928	GSM4561211	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369770	SRX8369770	0.3389480544124207	0.5334576962117771
GSE150928	GSM4561212	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369771	SRX8369771	0.04210637800040952	0.15388054878125748
GSE150928	GSM4561213	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369772	SRX8369772	0.04627731176177486	0.0
GSE150928	GSM4561214	in_vivo	Mammary carcinoma	67NR	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369773	SRX8369773	0.08675116249590224	0.04186395052003032
GSE150928	GSM4561217	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369776	SRX8369776	1.856606110993788	3.67789521346143
GSE150928	GSM4561218	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369777	SRX8369777	0.2616190817105939	1.3076932044845693
GSE150928	GSM4561219	in_vivo	Mammary carcinoma	D2A1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369778	SRX8369778	0.09151299091512975	1.1260603141202925
GSE150928	GSM4561220	in_vivo	Mammary carcinoma	D2A1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369779	SRX8369779	0.5161543654020756	1.138177498343601
GSE150928	GSM4561221	in_vivo	Mammary carcinoma	D2A1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369780	SRX8369780	0.40225939256962234	1.0395146390225827
GSE150928	GSM4561222	in_vivo	Mammary carcinoma	D2A1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369781	SRX8369781	0.5843910803362592	1.1378117029543364
GSE150928	GSM4561223	in_vivo	Mammary adenocarcinoma	E0771	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		orthotopic	mammary fat pad	SRX8369782	SRX8369782	0.8334041683597936	1.2045531832424765
GSE150928	GSM4561224	in_vivo	Mammary adenocarcinoma	E0771	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		orthotopic	mammary fat pad	SRX8369783	SRX8369783	0.44295092487992627	0.5270382590078567
GSE150928	GSM4561225	in_vivo	Mammary adenocarcinoma	E0771	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		orthotopic	mammary fat pad	SRX8369784	SRX8369784	0.40803844620133023	0.7743202623638493
GSE150928	GSM4561226	in_vivo	Mammary adenocarcinoma	E0771	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		orthotopic	mammary fat pad	SRX8369785	SRX8369785	0.2967868317189506	0.9822789088050105
GSE150928	GSM4561227	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369786	SRX8369786	0.1949008070640374	0.36282077617178127
GSE150928	GSM4561228	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369787	SRX8369787	0.551806509187972	0.3906823894217296
GSE150928	GSM4561229	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369788	SRX8369788	0.19189007849134723	0.4102292887015175
GSE150928	GSM4561230	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369789	SRX8369789	0.1871908825004082	0.4589381716229223
GSE150928	GSM4561231	in_vivo	Mammary carcinoma	F311	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369790	SRX8369790	2.0441352853944075	4.917913607621211
GSE150928	GSM4561232	in_vivo	Mammary carcinoma	F311	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369791	SRX8369791	3.282793688944659	4.829362339732289
GSE150928	GSM4561233	in_vivo	Mammary carcinoma	F311	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369792	SRX8369792	2.4792882575049418	4.524760212429737
GSE150928	GSM4561234	in_vivo	Mammary carcinoma	F311	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369793	SRX8369793	2.2223653190250396	3.232257973783553
GSE150928	GSM4561235	in_vivo	Mammary carcinoma	HRM1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369794	SRX8369794	5.321882505003746	7.107308568069618
GSE150928	GSM4561236	in_vivo	Mammary carcinoma	HRM1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369795	SRX8369795	5.657162991038492	6.127270971695452
GSE150928	GSM4561237	in_vivo	Mammary carcinoma	HRM1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369796	SRX8369796	4.943009534571569	6.698267993602783
GSE150928	GSM4561238	in_vivo	Mammary carcinoma	HRM1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369797	SRX8369797	5.053711146927326	7.184492754900543
GSE150928	GSM4561239	in_vivo	Mammary cancer, NOS	R3T	parental		0				1		WT	primary	WT	129S1J	no_treatment		orthotopic	mammary fat pad	SRX8369798	SRX8369798	0.75396045983157	3.4088411815683433
GSE150928	GSM4561240	in_vivo	Mammary cancer, NOS	R3T	parental		0				1		WT	primary	WT	129S1J	no_treatment		orthotopic	mammary fat pad	SRX8369799	SRX8369799	0.39831862632739434	1.512784637627079
GSE150928	GSM4561241	in_vivo	Mammary cancer, NOS	R3T	parental		0				1		WT	primary	WT	129S1J	no_treatment		orthotopic	mammary fat pad	SRX8369800	SRX8369800	4.545661393197099	5.699487197294341
GSE150928	GSM4561242	in_vivo	Mammary cancer, NOS	R3T	parental		0				1		WT	primary	WT	129S1J	no_treatment		orthotopic	mammary fat pad	SRX8369801	SRX8369801	2.293257171392891	4.129406259057193
GSE150928	GSM4561243	in_vivo	Mammary adenocarcinoma	TSAE1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369802	SRX8369802	3.7676409220288845	5.88371359638271
GSE150928	GSM4561244	in_vivo	Mammary adenocarcinoma	TSAE1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369803	SRX8369803	3.65803994897001	5.363154392794406
GSE150928	GSM4561245	in_vivo	Mammary adenocarcinoma	TSAE1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369804	SRX8369804	3.692366489347819	5.9692233990765935
GSE150928	GSM4561246	in_vivo	Mammary adenocarcinoma	TSAE1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		orthotopic	mammary fat pad	SRX8369805	SRX8369805	4.216999323508926	6.45342644489317
GSE150928	GSM4561247	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369806	SRX8369806	5.808845975235478	4.572014511541031
GSE150928	GSM4561248	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369807	SRX8369807	4.282317548843794	4.763868267077163
GSE150928	GSM4561249	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369808	SRX8369808	5.994913636889758	4.698210197709083
GSE150928	GSM4561250	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369809	SRX8369809	6.682255973475578	4.835154178935496
GSE150928	GSM4561251	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369810	SRX8369810	0.2724520507942261	4.03860957208248
GSE150928	GSM4561252	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369811	SRX8369811	5.861995350255207	4.565507918522444
GSE150928	GSM4561253	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369812	SRX8369812	5.583778042901904	5.616826490829234
GSE150928	GSM4561254	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369813	SRX8369813	7.07608154877524	5.5793882327059565
GSE150928	GSM4561255	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369814	SRX8369814	6.655529921757555	5.683792920786666
GSE150928	GSM4561256	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369815	SRX8369815	6.306572199181126	5.455341458113569
GSE150928	GSM4561257	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369816	SRX8369816	8.143941958128988	6.980492626192561
GSE150928	GSM4561258	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369817	SRX8369817	6.633250019266402	6.5172096206737224
GSE150928	GSM4561259	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369818	SRX8369818	2.7070449907280403	6.530783546194704
GSE150928	GSM4561260	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369819	SRX8369819	6.2301164167797	5.044534228845855
GSE150928	GSM4561261	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	primary	WT	REAR	no_treatment		orthotopic	mammary fat pad	SRX8369820	SRX8369820	6.871845471585916	5.696932873326147
GSE150928	GSM4561262	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369821	SRX8369821	4.034688265524933	3.5311955553333814
GSE150928	GSM4561263	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369822	SRX8369822	2.8487844130935307	5.342437133491082
GSE150928	GSM4561264	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369823	SRX8369823	3.3808377140916224	2.280187859256094
GSE150928	GSM4561265	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369824	SRX8369824	5.042859018618535	4.993065577956019
GSE150928	GSM4561266	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369825	SRX8369825	4.981842676231487	4.253945953539057
GSE150928	GSM4561267	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369826	SRX8369826	1.8050119257918478	1.3538888240452585
GSE150928	GSM4561268	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369827	SRX8369827	4.553461474629916	4.52108193814267
GSE150928	GSM4561269	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369828	SRX8369828	5.278805136274092	2.901422923104492
GSE150928	GSM4561270	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369829	SRX8369829	5.139163998175204	1.7192357741989228
GSE150928	GSM4561271	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369830	SRX8369830	4.4531098232059705	1.5893967753639084
GSE150928	GSM4561272	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369831	SRX8369831	4.603906432429498	4.742236900303927
GSE150928	GSM4561273	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369832	SRX8369832	3.637988304991278	3.1563300758918733
GSE150928	GSM4561274	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369833	SRX8369833	4.149167588345391	3.2111473570457725
GSE150928	GSM4561275	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369834	SRX8369834	3.873194538524654	4.822730243529436
GSE150928	GSM4561276	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369835	SRX8369835	3.866894168524002	4.458861524662975
GSE150928	GSM4561277	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369836	SRX8369836	3.6872412834414043	1.6207819087741808
GSE150928	GSM4561278	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369837	SRX8369837	4.082210870957174	2.1491158328063986
GSE150928	GSM4561279	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369838	SRX8369838	3.7568314257427606	3.344611512871959
GSE150928	GSM4561280	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369839	SRX8369839	3.394852919779037	5.182246973709418
GSE150928	GSM4561281	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369840	SRX8369840	5.360118308425904	0.3493603940519104
GSE150928	GSM4561282	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369841	SRX8369841	2.401780438051387	1.939594081930359
GSE150928	GSM4561283	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369842	SRX8369842	3.020037160884184	2.184938344173825
GSE150928	GSM4561284	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369843	SRX8369843	3.079503061403845	1.8077904342875604
GSE150928	GSM4561285	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369844	SRX8369844	3.9107743012554894	1.9240228543134779
GSE150928	GSM4561286	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369845	SRX8369845	3.6353849181412548	2.2356885032212985
GSE150928	GSM4561287	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369846	SRX8369846	3.6246147595538605	2.0842409437064258
GSE150928	GSM4561288	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369847	SRX8369847	1.5729354338608965	3.089264093269412
GSE150928	GSM4561289	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369848	SRX8369848	1.6452956129271725	1.9673468463830774
GSE150928	GSM4561290	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369849	SRX8369849	1.8339125225123405	2.2615724858122257
GSE150928	GSM4561291	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369850	SRX8369850	1.8978414273420365	2.4131463692890702
GSE150928	GSM4561292	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369851	SRX8369851	2.839335520929644	7.486056973468477
GSE150928	GSM4561293	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX8369852	SRX8369852	1.8862346635135552	2.1773123111151063
GSE150928	GSM4561294	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369853	SRX8369853	2.586234074104525	2.155016336918
GSE150928	GSM4561295	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369854	SRX8369854	3.2166281246267814	1.787995032527038
GSE150928	GSM4561296	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369855	SRX8369855	3.2964191323109295	1.7900612260225877
GSE150928	GSM4561297	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369856	SRX8369856	3.571122626443681	1.944553574008387
GSE150928	GSM4561298	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369857	SRX8369857	2.986565447808445	1.9857334490866512
GSE150928	GSM4561299	in_vivo	Mammary carcinoma	Mvt1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369858	SRX8369858	3.3204377698093657	1.6605941462019247
GSE150928	GSM4561422	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369662	SRX8369662	6.475410571564918	5.726855788404193
GSE150928	GSM4561423	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369663	SRX8369663	5.86959872881016	6.002650747128817
GSE150928	GSM4561424	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369664	SRX8369664	1.9971720726372162	4.886626035574616
GSE150928	GSM4561425	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369665	SRX8369665	5.554381671933473	5.3448688592345395
GSE150928	GSM4561426	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369666	SRX8369666	7.278402566384829	6.085816402354786
GSE150928	GSM4561427	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369667	SRX8369667	5.3189855689200325	5.796144997991277
GSE150928	GSM4561428	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369668	SRX8369668	4.27225122438476	4.742173329536311
GSE150928	GSM4561429	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369669	SRX8369669	7.230072741762303	6.405921669289571
GSE150928	GSM4561431	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369671	SRX8369671	7.050857190470348	5.672777344903548
GSE150928	GSM4561432	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369672	SRX8369672	6.004415277400137	5.5688206578036805
GSE150928	GSM4561433	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369673	SRX8369673	6.956082041111881	6.242174282808116
GSE150928	GSM4561434	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369674	SRX8369674	6.873214702688958	6.154570166932444
GSE150928	GSM4561435	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369675	SRX8369675	6.672119599668677	6.320053375542958
GSE150928	GSM4561436	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369676	SRX8369676	7.244343292328957	6.411069527822554
GSE150928	GSM4561437	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369677	SRX8369677	6.423193933356232	5.460268663505677
GSE150928	GSM4561438	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369678	SRX8369678	1.031668763617085	4.653472548615649
GSE150928	GSM4561439	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369679	SRX8369679	1.4098719975496479	5.428990533535421
GSE150928	GSM4561440	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369680	SRX8369680	2.5766308952504446	0.06937312957491357
GSE150928	GSM4561441	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369681	SRX8369681	0.0	2.225403398749947
GSE150928	GSM4561442	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369682	SRX8369682	0.1957129508008081	0.14216507035087766
GSE150928	GSM4561443	in_vivo	Mammary carcinoma	6DT1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intravenous	tail vein	SRX8369683	SRX8369683	0.21909973422121432	0.35703282249710305
GSE150928	GSM4561481	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369721	SRX8369721	0.15515990123072043	0.3252316160004615
GSE150928	GSM4561483	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369723	SRX8369723	4.016226611156591	4.813139592693564
GSE150928	GSM4561484	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369724	SRX8369724	1.093187644524863	2.2564994631322977
GSE150928	GSM4561489	in_vivo	Mammary adenocarcinoma	M6	parental		0				1		WT	metastasis	WT	FVB	no_treatment		intracardiac	left ventricle	SRX8369729	SRX8369729	0.38802858569427273	0.13466912435965456
GSE151284	GSM4570373	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406271	SRX8406271	2.866532420664719	0.0
GSE151284	GSM4570374	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406272	SRX8406272	2.9705113462966737	0.43510504877291245
GSE151284	GSM4570375	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406273	SRX8406273	1.7107591097712997	0.0
GSE151284	GSM4570376	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406274	SRX8406274	0.8144664227379611	0.0
GSE151284	GSM4570377	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406275	SRX8406275	0.0	0.3241847815189043
GSE151284	GSM4570378	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406276	SRX8406276	0.0	0.0
GSE151284	GSM4570379	in_vivo	Glioblastoma multiforme	GL261	parental		0				0		GFP	primary	immunodeficient	C57BL/6_PfpKO_Rag2KO	no_treatment		orthotopic	intracerebral	SRX8406277	SRX8406277	0.0	0.0
GSE151284	GSM4570380	in_vivo	Glioblastoma multiforme	GL261	parental		0				0		GFP	primary	immunodeficient	C57BL/6_PfpKO_Rag2KO	no_treatment		orthotopic	intracerebral	SRX8406278	SRX8406278	0.0	0.0
GSE151284	GSM4570381	in_vivo	Glioblastoma multiforme	GL261	parental		0				0		GFP	primary	immunodeficient	C57BL/6_PfpKO_Rag2KO	no_treatment		orthotopic	intracerebral	SRX8406279	SRX8406279	0.0	0.0
GSE151284	GSM4570382	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406280	SRX8406280	0.0	0.0
GSE151284	GSM4570383	in_vivo	Glioblastoma multiforme	GL261	parental		0				1		GFP	primary	WT	C57BL/6	no_treatment		orthotopic	intracerebral	SRX8406281	SRX8406281	0.0	0.16941009185516584
