contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	5	4	92	0.1499849627949175	greater	8.831722846068367e-08	0	True		6.831968458780031e-07	
Trop2KO_minus_WT	all10	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	5	5	135	-0.2494657047348924	less	9.724841139603203e-08	0	True		7.469505641269694e-07	5.685291743152642e-07
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	5	4	80	0.18872095734188127	greater	1.0813353114554797e-07	0	True		8.247085509199188e-07	
Trop2KO_minus_WT	drop_KO165	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	4	5	13	-2.1996203877619864	less	1.1859947741662701e-07	0	True		8.982044338615879e-07	
Trop2KO_minus_WT	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	5	5	80	0.15614824652722756	greater	1.2344156268437713e-07	0	True		9.277817906518038e-07	6.701113402866188e-07
Trop2KO_minus_WT	drop_RESUB-169R	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	5	4	135	-0.2649219028082453	less	1.242182452857909e-07	0	True		9.277817906518038e-07	
Trop2KO_minus_WT	drop_KO162	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	4	5	92	0.16912703614146118	greater	1.278970370202428e-07	0	True		9.487156924172805e-07	
Trop2KO_minus_WT	drop_KO164	BULK_IMMUNE	immune	gene_rank_modt	4	5	15	0.6450350026917235	greater	1.4227792504081306e-07	0	True		1.0482108355047656e-06	
Trop2KO_minus_WT	drop_RESUB-KO163R	KEGG_TIGHT_JUNCTION	barrier	gene_rank_modt	4	5	135	-0.24174687227399513	less	1.6308364140698104e-07	0	True		1.1933755651605437e-06	
Trop2KO_minus_WT	drop_KO164	BARRIER_STRUCT	barrier	gene_rank_modt	4	5	21	-0.5666573989002305	less	1.6716791403668953e-07	0	True		1.2150526906156696e-06	
Trop2KO_minus_WT	drop_KO172	KEGG_TIGHT_JUNCTION	barrier	gene_rank_modt	4	5	135	-0.26503597680126645	less	1.7070780797060453e-07	0	True		1.2325103735477647e-06	
Trop2KO_minus_WT	drop_KO162	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	4	5	13	-2.1703102650268997	less	1.763449825933256e-07	0	True		1.2585384798686158e-06	
Trop2KO_minus_WT	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	5	5	80	0.15614824652722756	greater	1.7663697963068292e-07	0	True		1.2585384798686158e-06	8.949606967954601e-07
Trop2KO_minus_WT	drop_RESUB-KO163R	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	4	5	135	-0.24174687227399513	less	1.8253455096445752e-07	0	True		1.292058292120964e-06	
Trop2KO_minus_WT	all10	BARRIER_STRUCT	barrier	gene_rank_welch	5	5	21	-0.674914099770053	less	1.9551160558223976e-07	0	True		1.374929018477699e-06	9.286801265156389e-07
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	KRT_EPITHELIAL	epithelial_program	gene_rank_modt	4	4	13	-2.304508671215881	less	2.027010908320399e-07	0	True		1.4162921378780594e-06	
Trop2KO_minus_WT	drop_KO165	KEGG_TIGHT_JUNCTION	barrier	gene_rank_modt	4	5	135	-0.2612745807228512	less	2.048979776058246e-07	0	True		1.4224648060712054e-06	
Trop2KO_minus_WT	drop_control170	KEGG_TIGHT_JUNCTION	barrier	gene_rank_modt	5	4	135	-0.2697455132361658	less	2.103295594607742e-07	0	True		1.4508720566625378e-06	
Trop2KO_minus_WT	drop_KO172	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	4	5	135	-0.26503597680126645	less	2.3333282459937995e-07	0	True		1.5993636015261297e-06	
Cldn4low_minus_Cldn4high_median	all10	GOBP_TJ_ORGANIZATION	barrier	gene_rank_modt	5	5	61	-0.31085945614804417	less	2.421005943549948e-07	0	True	3.0	1.6490248030594927e-06	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	5	4	80	0.18872095734188127	greater	2.578993721543958e-07	0	True		1.7369620031741254e-06	
Trop2KO_minus_WT	drop_KO162	KEGG_TIGHT_JUNCTION	barrier	gene_rank_modt	4	5	135	-0.2397262049315975	less	2.58218728080364e-07	0	True		1.7369620031741254e-06	
Trop2KO_minus_WT	drop_RESUB-169R	KRT_EPITHELIAL	epithelial_program	gene_rank_modt	5	4	13	-1.405119736291988	less	2.663022803056548e-07	0	True		1.7802800590803962e-06	
Trop2KO_minus_WT	drop_RESUB-168R	BULK_IMMUNE	immune	gene_rank_modt	5	4	15	0.6974499692633439	greater	2.852417103329394e-07	0	True		1.8951949220280574e-06	
Cldn4low_minus_Cldn4high_median	all10	GOBP_TJ_ORGANIZATION	barrier	gene_rank_welch	5	5	61	-0.31085945614804417	less	2.986229902847523e-07	0	True	3.0	1.9720042590145535e-06	
Trop2KO_minus_WT	drop_RESUB-171R	BARRIER_STRUCT	barrier	gene_rank_modt	5	4	21	-0.6921228578409007	less	3.017073990483124e-07	0	True		1.9802976555716507e-06	
Trop2KO_minus_WT	drop_RESUB-170R	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	5	4	13	-2.2780666948818316	less	3.0862725303287713e-07	0	True		2.013513945991602e-06	
Trop2KO_minus_WT	drop_KO165	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	4	5	135	-0.2612745807228512	less	3.1250147362201057e-07	0	True		2.025220677025128e-06	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_modt	4	5	178	0.07642893035189877	greater	3.141616562698259e-07	0	True		2.025220677025128e-06	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_welch	4	5	178	0.07642893035189877	greater	3.261101025374418e-07	0	True		2.08980616004763e-06	
Trop2KO_minus_WT	drop_KO164	BARRIER_STRUCT	barrier	gene_rank_welch	4	5	21	-0.5666573989002305	less	3.523561555797839e-07	0	True		2.2447159793700347e-06	
Trop2KO_minus_WT	drop_RESUB-KO163R	BULK_IMMUNE	immune	gene_rank_modt	4	5	15	0.5265736068805915	greater	3.682225997584613e-07	0	True		2.3320764651369218e-06	
Trop2KO_minus_WT	drop_control170	BARRIER_STRUCT	barrier	gene_rank_modt	5	4	21	-0.7066752373743634	less	4.094615879880127e-07	0	True		2.5781796499477773e-06	
Trop2KO_minus_WT	drop_control170	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_modt	5	4	178	0.08768052013501974	greater	4.263513542231272e-07	0	True		2.6690087666106748e-06	
Trop2KO_minus_WT	drop_control170	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_welch	5	4	178	0.08768052013501974	greater	4.3767237009874397e-07	0	True		2.708811966691531e-06	
Trop2KO_minus_WT	drop_KO172	BARRIER_STRUCT	barrier	gene_rank_modt	4	5	21	-0.7064597755292257	less	4.377119983111892e-07	0	True		2.708811966691531e-06	
Trop2KO_minus_WT	drop_control170	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	5	4	13	-2.071305119857688	less	4.5202438507145016e-07	0	True		2.781490960411253e-06	
Trop2KO_minus_WT	drop_KO164	BULK_IMMUNE	immune	gene_rank_welch	4	5	15	0.6450350026917235	greater	4.552443564263187e-07	0	True		2.7854781808457805e-06	
Trop2KO_minus_WT	drop_RESUB-168R	BULK_IMMUNE	immune	gene_rank_welch	5	4	15	0.6974499692633439	greater	4.782514896104965e-07	0	True		2.909811029484088e-06	
Trop2KO_minus_WT	drop_RESUB-169R	BULK_IMMUNE	immune	gene_rank_modt	5	4	15	0.7457577505020326	greater	4.837738420057395e-07	0	True		2.926966876492826e-06	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	4	5	80	0.1357589807823776	greater	4.933183899968156e-07	0	True		2.968132313147507e-06	
Trop2KO_minus_WT	all10	BULK_IMMUNE	immune	gene_rank_modt	5	5	15	0.6475817815570701	greater	4.990527635129646e-07	0	True		2.98604498831238e-06	2.231059413352077e-06
Trop2KO_minus_WT	drop_KO162	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	4	5	135	-0.2397262049315975	less	5.223374004459479e-07	0	True		3.1081945312250638e-06	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ASSEMBLY	barrier	gene_rank_modt	4	4	33	-0.6207692836220406	less	5.587238761399572e-07	0	True		3.306546217811878e-06	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	4	5	80	0.1357589807823776	greater	5.737215174078439e-07	0	True		3.3768500182211683e-06	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNG	ifn_gamma	gene_rank_welch	5	4	184	0.07245080960799086	greater	5.815132327367984e-07	0	True		3.399056260076234e-06	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNG	ifn_gamma	gene_rank_modt	5	4	184	0.07245080960799086	greater	5.837714352485499e-07	0	True		3.399056260076234e-06	
Trop2KO_minus_WT	drop_RESUB-170R	BULK_IMMUNE	immune	gene_rank_modt	5	4	15	0.6803362794425333	greater	6.317577824116297e-07	0	True		3.6587897238063907e-06	
Trop2KO_minus_WT	drop_control170	KEGG_TIGHT_JUNCTION	barrier	gene_rank_welch	5	4	135	-0.2697455132361658	less	6.844312669178021e-07	0	True		3.942760968467977e-06	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ASSEMBLY	barrier	gene_rank_welch	4	4	33	-0.6207692836220406	less	7.521337751930186e-07	0	True		4.309845918169519e-06	
Trop2KO_minus_WT	drop_RESUB-169R	BULK_IMMUNE	immune	gene_rank_welch	5	4	15	0.7457577505020326	greater	7.929509333364585e-07	0	True		4.5198203200178135e-06	
Trop2KO_minus_WT	drop_RESUB-171R	BARRIER_STRUCT	barrier	gene_rank_welch	5	4	21	-0.6921228578409007	less	8.285619677835825e-07	0	True		4.698076497956125e-06	
Trop2KO_minus_WT	all10	BULK_IMMUNE	immune	gene_rank_welch	5	5	15	0.6475817815570701	greater	8.520264136816754e-07	0	True		4.8059614896732e-06	3.5974448577670744e-06
Trop2KO_minus_WT	drop_KO172	BARRIER_STRUCT	barrier	gene_rank_welch	4	5	21	-0.7064597755292257	less	8.990736432752476e-07	0	True		5.045060910192193e-06	
Trop2KO_minus_WT	drop_control170	BARRIER_STRUCT	barrier	gene_rank_welch	5	4	21	-0.7066752373743634	less	9.894919805496165e-07	0	True		5.523813479047601e-06	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	4	4	13	-2.304508671215881	less	1.00848737262704e-06	0	True		5.590555673105851e-06	
Trop2KO_minus_WT	drop_KO165	BULK_IMMUNE	immune	gene_rank_modt	4	5	15	0.6675600582685697	greater	1.012588332616054e-06	0	True		5.590555673105851e-06	
Trop2KO_minus_WT	drop_RESUB-KO163R	BULK_IMMUNE	immune	gene_rank_welch	4	5	15	0.5265736068805915	greater	1.0236467823507844e-06	0	True		5.590555673105851e-06	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ORGANIZATION	barrier	gene_rank_modt	3	3	61	-0.5096138547340617	less	1.0241785799210204e-06	0	True	2.0	5.590555673105851e-06	
Trop2KO_minus_WT	drop_KO162	BULK_IMMUNE	immune	gene_rank_modt	4	5	15	0.7232548661413862	greater	1.0272581523066153e-06	0	True		5.590555673105851e-06	
Trop2KO_minus_WT	drop_KO165	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	5	17	-1.40863825594757	less	1.2722968480314267e-06	0	True		6.889487432090175e-06	
Trop2KO_minus_WT	drop_RESUB-169R	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	5	4	13	-1.405119736291988	less	1.3078098821150134e-06	0	True		7.046557723037609e-06	
Trop2KO_minus_WT	drop_RESUB-168R	BARRIER_STRUCT	barrier	gene_rank_modt	5	4	21	-0.5929041462334672	less	1.4546581813280125e-06	0	True		7.798984209793255e-06	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	4	17	-1.4155360138006188	less	1.5282154483260545e-06	0	True		8.152991776044912e-06	
Trop2KO_minus_WT	drop_KO172	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	5	17	-1.4444654129309924	less	1.5448874710426098e-06	0	True		8.201534956564444e-06	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ORGANIZATION	barrier	gene_rank_welch	3	3	61	-0.5096138547340617	less	1.582004051176185e-06	0	True	2.0	8.357611645969797e-06	
Trop2KO_minus_WT	drop_KO164	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_modt	4	5	178	0.08444462554460136	greater	1.6159967776147692e-06	0	True		8.495750049304831e-06	
Trop2KO_minus_WT	drop_RESUB-170R	BULK_IMMUNE	immune	gene_rank_welch	5	4	15	0.6803362794425333	greater	1.6314745175806508e-06	0	True		8.535685519516158e-06	
Trop2KO_minus_WT	drop_RESUB-171R	BULK_IMMUNE	immune	gene_rank_modt	5	4	15	0.5667549206740337	greater	1.6627757252682864e-06	0	True		8.64513023994498e-06	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	4	5	80	0.1513705629092655	greater	1.6683584673578028e-06	0	True		8.64513023994498e-06	
Trop2KO_minus_WT	drop_KO165	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	4	5	17	-1.40863825594757	less	1.7510147869472733e-06	0	True		9.030233401256652e-06	
Trop2KO_minus_WT	drop_KO164	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_welch	4	5	178	0.08444462554460136	greater	1.8459326502700017e-06	0	True		9.47462113858963e-06	
Trop2KO_minus_WT	all10	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	5	17	-1.3884644964676767	less	1.8831309518002553e-06	0	True		9.619956701885267e-06	7.532523807201021e-06
Trop2KO_minus_WT	drop_KO162	BULK_IMMUNE	immune	gene_rank_welch	4	5	15	0.7232548661413862	greater	1.9002051979735125e-06	0	True		9.66160671082307e-06	
Trop2KO_minus_WT	drop_KO165	BULK_IMMUNE	immune	gene_rank_welch	4	5	15	0.6675600582685697	greater	2.051467197856591e-06	0	True		1.0381957828405084e-05	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	4	5	80	0.1513705629092655	greater	2.3730746405747463e-06	0	True		1.1953673654616049e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	BULK_IMMUNE	immune	gene_rank_modt	4	4	15	0.7003145561540326	greater	2.4083655412583424e-06	0	True		1.2075277227698077e-05	
Trop2KO_minus_WT	drop_RESUB-171R	BULK_IMMUNE	immune	gene_rank_welch	5	4	15	0.5667549206740337	greater	2.6246666006276917e-06	0	True		1.3060365265696369e-05	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	4	17	-1.6118766054046583	less	2.6289562584688904e-06	0	True		1.3060365265696369e-05	
Trop2KO_minus_WT	drop_KO164	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	5	17	-1.354977601046885	less	2.64153768449525e-06	0	True		1.3062946631545002e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	4	17	-1.4357097732805122	less	2.721127065859105e-06	0	True		1.3395366419660958e-05	
Trop2KO_minus_WT	drop_control170	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	4	17	-1.2802551581186274	less	2.8059768379914568e-06	0	True		1.374667098412306e-05	
Trop2KO_minus_WT	drop_KO172	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	4	5	17	-1.4444654129309924	less	2.817877154640184e-06	0	True		1.374667098412306e-05	
Trop2KO_minus_WT	drop_RESUB-169R	BARRIER_STRUCT	barrier	gene_rank_modt	5	4	21	-0.5956390779375474	less	2.9769175488980107e-06	0	True		1.4457406750926214e-05	
Trop2KO_minus_WT	drop_RESUB-168R	BARRIER_STRUCT	barrier	gene_rank_welch	5	4	21	-0.5929041462334672	less	3.04046538444274e-06	0	True		1.4700107193533426e-05	
Trop2KO_minus_WT	drop_KO172	BULK_IMMUNE	immune	gene_rank_modt	4	5	15	0.6754853738030794	greater	3.4155953372518626e-06	0	True		1.6417721401981028e-05	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	4	17	-1.575897037455393	less	3.426043431992348e-06	0	True		1.6417721401981028e-05	
Trop2KO_minus_WT	all10	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	5	17	-1.3884644964676767	less	3.5494204735837902e-06	0	True		1.6934019263838084e-05	1.3487797799618404e-05
Trop2KO_minus_WT	drop_KO162	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	5	17	-1.3506692975577481	less	4.251515599225156e-06	0	True		2.0155764847266538e-05	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ASSEMBLY	barrier	gene_rank_modt	5	4	33	-0.5351199100588382	less	4.261929963087754e-06	0	True		2.0155764847266538e-05	
Trop2KO_minus_WT	drop_control170	BULK_IMMUNE	immune	gene_rank_modt	5	4	15	0.5476099879034062	greater	5.063091844836582e-06	0	True		2.3760176898347028e-05	
Cldn4low_minus_Cldn4high_median	all10	BARRIER_STRUCT	barrier	gene_rank_modt	5	5	20	-0.5719531797491824	less	5.067960169453521e-06	0	True	3.0	2.3760176898347028e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	4	4	80	0.18394327372391922	greater	5.395690150568314e-06	0	True		2.5187639797696052e-05	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	4	17	-1.6118766054046583	less	5.491834863412005e-06	0	True		2.5526425566846356e-05	
Trop2KO_minus_WT	drop_KO164	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	4	5	17	-1.354977601046885	less	5.585683713828789e-06	0	True		2.5851690008874267e-05	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	5	5	169	-0.06347724441939824	less	5.675719935435329e-06	0	True	3.0	2.6156615702453026e-05	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	5	5	169	-0.06347724441939824	less	5.73775164921557e-06	0	True	3.0	2.6258176432031638e-05	
Cldn4low_minus_Cldn4high_top3	all10	BARRIER_STRUCT	barrier	gene_rank_modt	3	3	20	-0.9106059417567819	less	5.746249136095566e-06	0	True	2.0	2.6258176432031638e-05	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ASSEMBLY	barrier	gene_rank_welch	5	4	33	-0.5351199100588382	less	6.01140623837335e-06	0	True		2.7354424185539232e-05	
Trop2KO_minus_WT	drop_KO172	BULK_IMMUNE	immune	gene_rank_welch	4	5	15	0.6754853738030794	greater	6.151943005024751e-06	0	True		2.787679612737157e-05	
Trop2KO_minus_WT	drop_RESUB-KO163R	BARRIER_STRUCT	barrier	gene_rank_modt	4	5	21	-0.5922692291374363	less	6.2168641016505025e-06	0	True		2.8053599258697895e-05	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	4	17	-1.4155360138006188	less	6.408272037736105e-06	0	True		2.8797338659204154e-05	
Trop2KO_minus_WT	drop_KO162	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	4	5	17	-1.3506692975577481	less	6.460774369633828e-06	0	True		2.8913300174848905e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	4	4	170	-0.2462049270109457	less	6.721714614758743e-06	0	True		2.987203944976091e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	BULK_IMMUNE	immune	gene_rank_welch	4	4	15	0.7003145561540326	greater	6.757649764045328e-06	0	True		2.987203944976091e-05	
Trop2KO_minus_WT	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_modt	5	5	92	0.11152161686689437	greater	6.7577559235377865e-06	0	True		2.987203944976091e-05	2.4456640485184367e-05
Trop2KO_minus_WT	drop_KO165	GOBP_TJ_ORGANIZATION	barrier	gene_rank_modt	4	5	62	-0.382826062890701	less	7.048390438008046e-06	0	True		3.103010912342567e-05	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_welch	5	4	178	0.07322042269930168	greater	7.404838141889018e-06	0	True		3.246736723751339e-05	
Trop2KO_minus_WT	drop_control170	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	4	17	-1.2802551581186274	less	7.564680257218876e-06	0	True		3.290180208430056e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	4	4	17	-1.4357097732805122	less	7.564680257609269e-06	0	True		3.290180208430056e-05	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	4	17	-1.575897037455393	less	7.827392179172422e-06	0	True		3.390826292017494e-05	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	4	5	80	0.1278470970948533	greater	8.04212781845263e-06	0	True		3.468716763126025e-05	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_modt	5	4	178	0.07322042269930168	greater	8.071252302010694e-06	0	True		3.468716763126025e-05	
Cldn4low_minus_Cldn4high_median	all10	BARRIER_STRUCT	barrier	gene_rank_welch	5	5	20	-0.5719531797491824	less	8.120309533461944e-06	0	True	3.0	3.4757809348027575e-05	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	4	5	80	0.1278470970948533	greater	8.181076667069913e-06	0	True		3.4757809348027575e-05	
Trop2KO_minus_WT	drop_KO162	APM_MHCI	apm	gene_rank_welch	4	5	22	0.23049913970224115	greater	8.183971730144996e-06	0	True		3.4757809348027575e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	4	4	80	0.18394327372391922	greater	8.673034457606246e-06	0	True		3.6691001240576426e-05	
Trop2KO_minus_WT	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	5	5	92	0.11152161686689437	greater	8.894472962512934e-06	0	True		3.748137828171793e-05	3.07263611432265e-05
Trop2KO_minus_WT	drop_KO172	HALLMARK_IFNA	ifn_alpha	gene_rank_modt	4	5	92	0.10168079056677035	greater	8.973751368065865e-06	0	True		3.766888655664857e-05	
Trop2KO_minus_WT	drop_control170	BULK_IMMUNE	immune	gene_rank_welch	5	4	15	0.5476099879034062	greater	9.106061028923249e-06	0	True		3.807669534487984e-05	
Trop2KO_minus_WT	drop_KO162	APM_MHCI	apm	gene_rank_modt	4	5	22	0.23049913970224115	greater	9.935927910178555e-06	0	True		4.1386961256628366e-05	
Trop2KO_minus_WT	drop_RESUB-169R	BARRIER_STRUCT	barrier	gene_rank_welch	5	4	21	-0.5956390779375474	less	1.0288101784173236e-05	0	True		4.2689709702144116e-05	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	5	4	170	-0.24908777503592194	less	1.2034402963151705e-05	0	True		4.974526110340953e-05	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	4	4	170	-0.2462049270109457	less	1.2109432735273318e-05	0	True		4.986507852585933e-05	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	4	17	-1.0587576675590853	less	1.2287961395262622e-05	0	True		5.040856890556598e-05	
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	4	5	17	-1.383571914855187	less	1.3565793638956455e-05	0	True		5.537526082861715e-05	
Cldn4low_minus_Cldn4high_top3	all10	BARRIER_STRUCT	barrier	gene_rank_welch	3	3	20	-0.9106059417567819	less	1.360094125615158e-05	0	True	2.0	5.537526082861715e-05	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	4	5	92	0.10168079056677035	greater	1.3792663665806773e-05	0	True		5.5945523408497134e-05	
Trop2KO_minus_WT	drop_KO165	GOBP_TJ_ORGANIZATION	barrier	gene_rank_welch	4	5	62	-0.382826062890701	less	1.5679986379668204e-05	0	True		6.336352704918158e-05	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_ALLOGRAFT	immune	gene_rank_welch	5	5	173	0.16991742969888557	greater	1.7674438065193282e-05	0	True	3.0	7.11576818758525e-05	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	5	4	170	-0.24908777503592194	less	1.8060386540622105e-05	0	True		7.244221712405088e-05	
