gene	spearman_r	spearman_p	n_expr	padj
NIN	0.061671507972405254	3.739811250085446e-13	1217	1.7330353639950754e-12
ARHGEF37	0.06166453067515385	3.7626610034515115e-13	1120	1.7432259846394735e-12
ZBTB41	0.06165976315295203	3.778352806020343e-13	1706	1.7500964606069123e-12
DMRTA2	0.06165033635607753	3.809569502814033e-13	427	1.7641531416522115e-12
FAHD1	0.061630662204401894	3.875538208192876e-13	2185	1.7942928606681298e-12
OGT	0.06163001144743212	3.8777392948511416e-13	4187	1.794902496410345e-12
ALG8	0.06162632953752426	3.890215934848148e-13	2859	1.8002670503787702e-12
PTCH1	0.061625712062102996	3.892312188212315e-13	600	1.8008265439741362e-12
CXorf56	0.061622086560607324	3.90464271452305e-13	1521	1.806119716879543e-12
SEPT10	0.06159442075274173	4.000007166142758e-13	2780	1.8493882790706053e-12
ZFX	0.0615907281765015	4.0129072836280227e-13	1876	1.8549300645820537e-12
SRSF6	0.06158978272084105	4.0162168223779463e-13	5146	1.8560371776822675e-12
S100PBP	0.06158260296143631	4.041436955053323e-13	2013	1.8672671494813864e-12
EFNB1	0.06157817805658857	4.0570575718780786e-13	767	1.8740577500320748e-12
TOMM22	0.0615661016741562	4.0999914187524894e-13	7360	1.8930283400004385e-12
MRPS26	0.06156559128161639	4.101815753667936e-13	7013	1.893439944330182e-12
MGAT4A	0.061554354753712355	4.1421818659075103e-13	1788	1.911204031196289e-12
MTMR1	0.061538556035922495	4.1995976529496996e-13	1452	1.937255308225456e-12
BLVRA	0.061532438963247206	4.2220375807666713e-13	6706	1.947164207607842e-12
COMMD3	0.06152890042532145	4.2350720918947863e-13	5192	1.952731900254168e-12
OLFM2	0.06152711129901748	4.2416775243189617e-13	512	1.955333379766113e-12
TP53I11	0.06151227633483297	4.2968391181171165e-13	4750	1.9803120704001618e-12
LRCH4	0.06151081188746384	4.3023224909377094e-13	3992	1.9823890941784946e-12
OTUD1	0.06149474897815907	4.3629201187930056e-13	1170	2.009854508650514e-12
ING2	0.06148254739135552	4.4095101341203623e-13	3321	2.030856074250987e-12
OSBP	0.06147301140195971	4.446261688683855e-13	2780	2.0473179105085346e-12
CRISPLD1	0.06146809714633294	4.4653184100016303e-13	620	2.0556263952779108e-12
ITPR3	0.06146018257009641	4.496178616216682e-13	4375	2.069363659259637e-12
ARHGEF16	0.061457336730229246	4.507326108194743e-13	2170	2.07402398589954e-12
SPX	0.06142636409938738	4.63041813831156e-13	114	2.130181254608108e-12
FAM208B	0.06141614786005425	4.67173900200583e-13	2190	2.148703524217365e-12
SOX11	0.06140689196102374	4.709488091121578e-13	571	2.165549723852726e-12
FOXA1	0.06140664482765045	4.710500089082025e-13	2573	2.165549723852726e-12
CFLAR-AS1	0.0613979379236086	4.746290984968425e-13	582	2.181509694789496e-12
LARP7	0.061394461703647665	4.760654909991358e-13	4872	2.1876163166876748e-12
INPP5K	0.06139317335346517	4.765989273699107e-13	1636	2.1895718489875687e-12
G3BP1	0.06138309407361984	4.807925173601486e-13	5205	2.208338023276519e-12
PAPLN	0.061380684512083165	4.818003937202854e-13	506	2.2124666496245774e-12
RAB22A	0.0613703245519599	4.861574623833758e-13	4330	2.2319696932810175e-12
FAF1	0.06135965254000355	4.906862160561601e-13	2635	2.2517427373483794e-12
PLEKHA8	0.061358707733859895	4.910891420378358e-13	1669	2.253082349896463e-12
FOXJ3	0.06134664196433616	4.962634108509773e-13	2766	2.2763069943598386e-12
ZNF225	0.0613423991866518	4.980955672142352e-13	233	2.2841946967345984e-12
DNAJB12	0.061340888558532675	4.987495027143642e-13	4128	2.286676904584019e-12
SP2	0.061334110760872765	5.016939317992062e-13	1340	2.2996571214382316e-12
SARS2	0.0613289038162737	5.039675313818036e-13	935	2.309557232886988e-12
LMO4	0.06131658161599686	5.09388360530608e-13	3613	2.333872585483014e-12
ALDH16A1	0.06131324691376005	5.108651907165172e-13	1874	2.3401107596418756e-12
CBX3	0.06130992047329815	5.123425496352529e-13	9566	2.3463485401504353e-12
MMP13	0.06130089142733908	5.163737600031898e-13	201	2.3642766087942124e-12
HS3ST5	0.06129936032147561	5.170604359070839e-13	243	2.3668867089774654e-12
ANKRD10	0.061296725410348515	5.182442498099304e-13	4841	2.371770809107589e-12
TSN	0.06129613810505131	5.185084769778995e-13	3817	2.3721359134053497e-12
CYB561D2	0.0612960285736436	5.185577695117276e-13	2235	2.3721359134053497e-12
MB21D2	0.06129221409860797	5.202772744591222e-13	273	2.379465488890672e-12
NCKAP1	0.06128540599302514	5.2336018229173e-13	6283	2.3930258211253083e-12
GIGYF2	0.06128146586602599	5.251525716210014e-13	3260	2.4002485815111667e-12
EEA1	0.06128141372989117	5.251763290383352e-13	2492	2.4002485815111667e-12
TMC8	0.061269906127895714	5.304460188438514e-13	2716	2.4234673081339647e-12
COMMD1	0.06126979881177047	5.304954057269155e-13	4468	2.4234673081339647e-12
BANCR	0.06126811733484301	5.312698111623376e-13	136	2.426318846802199e-12
BNIP3L	0.061267924511056435	5.313586871969146e-13	7769	2.426318846802199e-12
NTS	0.06126461240328171	5.328875792469282e-13	882	2.4327528555948947e-12
KLHDC7B	0.061229462447177585	5.493815180169827e-13	220	2.5074874457366085e-12
RRAGB	0.061229135052807644	5.495374777672854e-13	817	2.5076353835977054e-12
CTCF	0.06122169514604514	5.530933404200572e-13	2770	2.5232941178929876e-12
TIAL1	0.06121535498725947	5.56141402787928e-13	5766	2.5366296746936125e-12
KMT2E	0.06120337758840164	5.619446626160671e-13	7662	2.5621081479860652e-12
ACTR1B	0.061203305289370485	5.619798726330966e-13	4311	2.5621081479860652e-12
PPP2R3C	0.061195314476078726	5.658848187058778e-13	2313	2.579331723618505e-12
TMEM45B	0.06119319586066123	5.669246018549541e-13	4224	2.5834909393466557e-12
ANKRD13D	0.06118621059415678	5.703661644706821e-13	3641	2.598590805894823e-12
STRBP	0.061171754548725595	5.775537653203894e-13	3259	2.6301567814018274e-12
SPATA20	0.06116805595117407	5.794069606596004e-13	3515	2.6380042800600964e-12
TMEM187	0.061165061225342	5.809117541304478e-13	1195	2.644262362320184e-12
UQCC2	0.06116323543357691	5.81831061955318e-13	6834	2.647259597513358e-12
RP1-40E16.12	0.061161690722669325	5.826099573737007e-13	322	2.650209391486778e-12
EGOT	0.061151077229513504	5.879893854024877e-13	546	2.6740803395729987e-12
ARHGAP26	0.061148278261382034	5.894161425268785e-13	1457	2.6799685136353166e-12
FBXO33	0.06113413476793169	5.96677839386966e-13	1805	2.7123785231886338e-12
AKAP8L	0.061126333122833554	6.007209472136949e-13	2762	2.729890002329762e-12
FAM49B	0.06112618289189948	6.007990658918582e-13	5911	2.729890002329762e-12
NAP1L4	0.06112389783607429	6.019885036041835e-13	5358	2.734682331614618e-12
SPAG1	0.06112306377915417	6.02423229966418e-13	2058	2.7360448195632998e-12
GATSL3	0.06111875723918263	6.046727888812676e-13	594	2.7456473368955456e-12
CXCR3	0.06111463013675528	6.068363537841115e-13	224	2.7548551717191035e-12
AP1G1	0.061112696821735285	6.078524739587066e-13	3052	2.7588509981976452e-12
GLTSCR1	0.061109684786693354	6.09438881419418e-13	840	2.7654328138095076e-12
RINL	0.0610996196794167	6.147696067745033e-13	1899	2.788998370295506e-12
CWC22	0.06109420400425105	6.176567915641091e-13	1909	2.8014703683523404e-12
PPM1D	0.061075107144234524	6.279442509012788e-13	1127	2.847494294133882e-12
MRPL28	0.06106101073016679	6.35645688347813e-13	4941	2.8817736288576192e-12
EIF4G2	0.06105985692810581	6.362801461036751e-13	11367	2.884005834181843e-12
MMP10	0.06105819039897394	6.371976419512956e-13	174	2.88751965587976e-12
PIAS4	0.061056651935340794	6.380457849534527e-13	1937	2.890717700267908e-12
RTFDC1	0.061030258097152526	6.527702769217864e-13	5308	2.9567682014464403e-12
RP13-516M14.4	0.061027846002296576	6.541324431862617e-13	387	2.9622771529119934e-12
CD68	0.06101877476127234	6.592802067797243e-13	1332	2.9849231222413704e-12
BICC1	0.0610182419457162	6.595838031694663e-13	449	2.9856316799577735e-12
FURIN	0.061006973410424235	6.660368105528369e-13	3605	3.0141692628296386e-12
GGT6	0.06100095891885362	6.695063750262945e-13	654	3.0291954734526745e-12
FIP1L1	0.06099381560096192	6.736501750787907e-13	2775	3.047264899392515e-12
EVA1B	0.0609806169327829	6.813729840549727e-13	4064	3.0808258982766277e-12
YBX2	0.06097824181768731	6.827719085576631e-13	266	3.0864635697093288e-12
ZFHX4	0.06095914546327487	6.941224399413545e-13	306	3.1370748527031108e-12
B4GALT3	0.06094091830008206	7.051290002514298e-13	4234	3.1861093762473884e-12
CWC27	0.060938472458905615	7.066189080275322e-13	3299	3.1921308649532207e-12
MRPL27	0.060936410280136265	7.07877504696463e-13	6661	3.1971049650253915e-12
RYR1	0.0609298477233867	7.118974494299342e-13	936	3.2145456131433532e-12
NDUFB5	0.06090955320104028	7.244713299595726e-13	8513	3.2705948808250544e-12
MBNL1-AS1	0.06090147881506014	7.295343681894725e-13	664	3.2927193842876855e-12
TOM1L2	0.06089175362156261	7.356786644444978e-13	1678	3.319371606311993e-12
RNF2	0.06086641036595971	7.519299582297358e-13	1634	3.3915383027086547e-12
RP11-158I9.8	0.060864055366955404	7.534578658108939e-13	473	3.3976748061239084e-12
LAMA5	0.06084832088397063	7.637447724582865e-13	4684	3.443298011236304e-12
DGAT1	0.06082522549219794	7.790942052813412e-13	3335	3.510940294093113e-12
TMEM246	0.06082460181449714	7.79512878615166e-13	161	3.5120472579915702e-12
AMY2B	0.06082428115833869	7.797282202614675e-13	455	3.5122378354742577e-12
AGAP1	0.06082020710694116	7.824693016403245e-13	1922	3.5238028434421267e-12
SPAG16	0.06081879826324636	7.834193912143179e-13	3848	3.5272988871954322e-12
LOX	0.06081685576039387	7.847312244035282e-13	329	3.5324217479969864e-12
COG7	0.06081291047351736	7.874022400473042e-13	1828	3.543659260807125e-12
ATP5SL	0.06080710205606881	7.913508673170801e-13	3277	3.5606403356095707e-12
SYTL1	0.06079344410417278	8.007124302012352e-13	4341	3.6011655652103853e-12
KRT14	0.060791645660536	8.019532064797896e-13	238	3.605946883455979e-12
ZXDC	0.06078778298421747	8.046245135865736e-13	1204	3.61715697724622e-12
NMT1	0.06076703868210483	8.191207051914932e-13	4373	3.681508625613759e-12
TMBIM4	0.060758954913261214	8.248388073094216e-13	8537	3.706387706876097e-12
PLPP1	0.060752239779869405	8.2961856943341e-13	2019	3.727040306283736e-12
NR6A1	0.060748951788310246	8.319688305716715e-13	1362	3.736771709252758e-12
ZNF529	0.06073766436760054	8.400869223365941e-13	813	3.772399173156161e-12
CRELD1	0.06072885781915677	8.464746730742755e-13	2091	3.799402131664876e-12
PDHX	0.06072087453015578	8.523064559348846e-13	2221	3.824732287444252e-12
MOSPD3	0.06072001941005719	8.529334531991335e-13	4877	3.826699889386121e-12
TRAM2	0.06071508430866059	8.565608580733064e-13	885	3.842125024599757e-12
MADD	0.060702951071987504	8.655435361866323e-13	1478	3.881559247454722e-12
C5orf38	0.06068803064473131	8.767164869150528e-13	3628	3.9305562095207664e-12
TSPAN5	0.060687844717075445	8.768566052475752e-13	2772	3.9305562095207664e-12
ILDR1	0.06067914365068704	8.834385183470537e-13	1259	3.959185605407407e-12
GALT	0.06066377807148898	8.951804097574971e-13	1777	4.010922025794242e-12
ARID4A	0.06064383322543533	9.10650285395908e-13	3054	4.079335432063726e-12
TAZ	0.06064145571639162	9.12511769712789e-13	1974	4.0867721513372635e-12
SZT2	0.06063886949546254	9.145409065075811e-13	1215	4.094095466298945e-12
ZNF335	0.060638857448021555	9.145503692269506e-13	1644	4.094095466298945e-12
NFE2L1	0.06062514636812958	9.253823183240098e-13	4781	4.141672528119609e-12
TCF4	0.060619988061648526	9.29489962530489e-13	312	4.159139719903293e-12
INAFM1	0.060616887432193935	9.319676492830876e-13	1929	4.16930733469227e-12
SLC25A17	0.06061547578834102	9.330978279477638e-13	1539	4.173443502392191e-12
CHPF	0.06061069923892047	9.369319734669212e-13	4178	4.189669148591782e-12
SYAP1	0.06059456908922919	9.499942844663768e-13	6223	4.247144051060363e-12
BLCAP	0.06059040056078172	9.533989448478072e-13	4244	4.2614266424963535e-12
EIF2B1	0.06058600720375064	9.570001947579105e-13	2788	4.275640095311756e-12
FAM50B	0.06057961963119516	9.622599341618156e-13	979	4.298193196232917e-12
RP11-212P7.2	0.06056902480159362	9.710466830849979e-13	917	4.336487244571221e-12
FXR1	0.06056807350583799	9.718394749297944e-13	5904	4.339072992223941e-12
PFKFB2	0.06056634795368336	9.7327913865933e-13	2532	4.344545123679001e-12
USP54	0.06055772656094897	9.80503552799543e-13	2727	4.375831268947301e-12
UXT	0.060556019892781233	9.81939905570176e-13	9447	4.381278140988758e-12
ATG5	0.060549971085378185	9.870473025530873e-13	2889	4.4030987032791234e-12
OSMR	0.06054779405357501	9.888918825927039e-13	5361	4.4103578424487164e-12
ZBTB10	0.06052737889481261	1.0063548829041458e-12	2453	4.487255065532831e-12
RNF187	0.060511980478921826	1.019726452550772e-12	6603	4.545879158230402e-12
PRKRA	0.060489084021729124	1.0399320580200936e-12	5596	4.634936535273131e-12
SOGA1	0.060485746958088005	1.0429095545750194e-12	1368	4.647186658443286e-12
BTBD3	0.06047381294309338	1.0536262938930153e-12	1172	4.693909764518553e-12
TMEM115	0.06045459821696696	1.0711085743693904e-12	2969	4.770746265959077e-12
MFSD4	0.060439502104501365	1.0850429527854339e-12	4455	4.831750068601569e-12
TSPYL5	0.06043107775199319	1.092896169108788e-12	998	4.865653332836383e-12
BACH2	0.06042524110167546	1.0983697970333343e-12	297	4.888949949645962e-12
GCN1	0.06042269831977763	1.1007628291296898e-12	2200	4.89852732796433e-12
SCAPER	0.06041853890488316	1.1046883202217412e-12	2305	4.914918639969461e-12
TNFRSF1A	0.0604128313766586	1.1100972234719715e-12	6617	4.937901237083192e-12
PIP5K1C	0.06040745842270816	1.1152127992964327e-12	1766	4.959569278553833e-12
FBXO11	0.060398104011326656	1.1241743581966356e-12	3067	4.998327918579871e-12
GALNT3	0.06039449993910062	1.1276458956211631e-12	4213	5.0126650774031425e-12
PYGL	0.06039225559353104	1.1298130208945206e-12	1187	5.02119879244495e-12
GPATCH2L	0.060386009926938385	1.135865327753787e-12	2561	5.0469918032877876e-12
TFPI2	0.0603849757024806	1.1368705989779036e-12	2707	5.050352932250932e-12
MIB1	0.0603787801323175	1.1429110276703448e-12	2228	5.0760755204868684e-12
BORCS8	0.060378332922299396	1.1433482557541052e-12	3063	5.0769064858982875e-12
PEX14	0.06037661713523206	1.1450272689163605e-12	1560	5.0832498856507805e-12
ATG14	0.06036465128649343	1.156804113187548e-12	1297	5.1344091592756755e-12
NOLC1	0.060363127914218086	1.1583119256731738e-12	4414	5.139977515388808e-12
KAZN	0.06036149047913264	1.1599347862740733e-12	873	5.146053848525654e-12
FAM200A	0.0603595580440365	1.1618528913360808e-12	681	5.153437092536807e-12
RP11-680F8.3	0.060358360377083496	1.16304323871365e-12	311	5.1575898221916e-12
ZMPSTE24	0.06035347908279084	1.1679070899008489e-12	3304	5.178027567435022e-12
TAF12	0.06034677056261252	1.1746242136117343e-12	4979	5.206671252168021e-12
GCH1	0.0603418128956631	1.1796125815568922e-12	770	5.227641172021887e-12
ZNF117	0.06033042226907644	1.191152619467851e-12	2851	5.276478550270399e-12
OAS2	0.06031062502427699	1.2114736682316457e-12	1506	5.365324251385056e-12
KIFC1	0.06030675004683643	1.2154907894390299e-12	545	5.381940783866489e-12
RNF185	0.060305659313030946	1.2166238892486894e-12	1490	5.3857830054701525e-12
B3GAT1	0.0603040264941142	1.2183220669421943e-12	469	5.392124507790169e-12
PRR15L	0.06029205879992054	1.2308399970060317e-12	5437	5.446339528936434e-12
DDX3Y	0.060278731989029354	1.24492806171397e-12	3047	5.506976524643889e-12
CD96	0.06027858320608177	1.2450862330192052e-12	527	5.506976524643889e-12
DUSP16	0.060265747487935506	1.2588063812619486e-12	2547	5.566447302935462e-12
RGS20	0.06024492536835402	1.2813793403640327e-12	332	5.665030814935476e-12
MICU2	0.060230660433213325	1.2970724926680975e-12	2699	5.733162104460883e-12
FAM107B	0.06022770802220994	1.3003439754333325e-12	6122	5.746370927361278e-12
INPPL1	0.06022145805566995	1.3072961162408856e-12	3292	5.775835714266707e-12
SCAF8	0.06020627234806811	1.3243402146389294e-12	1742	5.8498657968501306e-12
AP1G2	0.06020313373320988	1.3278900157542835e-12	2253	5.864269723621561e-12
FAM32A	0.06020168640978073	1.3295300946060465e-12	5437	5.870235442727632e-12
PSMB7	0.060200009999430065	1.3314322545143113e-12	8754	5.877355474092426e-12
SH3PXD2A	0.06019864236470208	1.3329860356742323e-12	2912	5.882934891515524e-12
DMRTA1	0.06016335766638863	1.3736940179600347e-12	773	6.061275539681483e-12
STK25	0.06014463645629671	1.3957853859865358e-12	4856	6.1574127318775735e-12
C17orf49	0.06011248953493127	1.4345351745287144e-12	667	6.326979669145874e-12
ATRN	0.060100044298267305	1.4498183174984257e-12	1416	6.392996391541504e-12
VPS13C	0.06009900514783595	1.4511016285679703e-12	3664	6.397265368167701e-12
ZNF792	0.060096493080543094	1.4542085405790307e-12	300	6.40957019503422e-12
RP11-123B3.2	0.060095805362136365	1.4550602444201657e-12	239	6.411931780502845e-12
ATG3	0.060083937161644195	1.469835727303771e-12	5847	6.475636153046372e-12
TLK2	0.06007963214398054	1.4752316164814072e-12	2861	6.497998289870469e-12
ZNF286A	0.06005979806182586	1.5003436206170514e-12	313	6.607176061545735e-12
CTC-459F4.3	0.06005925612687096	1.501035619136681e-12	759	6.60878957952651e-12
GPN2	0.06005173517459096	1.5106715334157133e-12	2260	6.649772308336311e-12
ST6GAL1	0.06004681546893946	1.5170075089222829e-12	2476	6.676214529183776e-12
HNRNPAB	0.060039666654895595	1.526260789027737e-12	6727	6.7154812995655706e-12
TMEM87A	0.06003653742643039	1.5303286007134897e-12	7418	6.731920157928414e-12
CRACR2B	0.06003207794567087	1.5361440456570502e-12	6167	6.7560380703577784e-12
IL23A	0.06001185114775321	1.5627943869801335e-12	377	6.87175859457014e-12
CEACAM19	0.0600067623739125	1.5695703228351477e-12	325	6.900058228846652e-12
MIPOL1	0.06000461961615719	1.572432118124861e-12	678	6.911142204759702e-12
ABHD3	0.059999217703274314	1.579669468660627e-12	1971	6.94144862641367e-12
EBLN2	0.05999515884571425	1.5851289172863188e-12	884	6.96393108964511e-12
LLGL1	0.05998732599368265	1.5957170294376936e-12	558	7.008930652780106e-12
TBL1XR1	0.05997994194931546	1.6057619763192484e-12	6480	7.051525494018127e-12
HIBCH	0.05997485737223031	1.6127148581585537e-12	2154	7.080526384608299e-12
MAP1S	0.05997004104452568	1.6193281556951832e-12	2357	7.108024129789172e-12
NUP62	0.05995523513215536	1.639825178598848e-12	3693	7.196439275680176e-12
AMN1	0.05995032563844959	1.6466778096954772e-12	1233	7.224950173668201e-12
XXbac-BPGBPG55C20.2	0.059945573794039	1.6533371438748797e-12	782	7.2526008232609534e-12
FOXE1	0.059944161031764365	1.6553221081098797e-12	646	7.259739159098148e-12
PSMD13	0.05994279028031513	1.6572502805091957e-12	5885	7.266625392848379e-12
KAT7	0.05993950804737158	1.6618762033203482e-12	2313	7.285335053735013e-12
AP2A2	0.05993085540678698	1.6741318801466076e-12	3702	7.337476737494211e-12
ABL2	0.05992881022285255	1.6770416259784164e-12	3554	7.348642893455077e-12
GFM1	0.059894334236287566	1.7268449371899153e-12	2583	7.565243188030155e-12
LRRC40	0.059883459701313126	1.742852940020533e-12	997	7.633725965385576e-12
MAP2	0.059877501595033626	1.7516852796511825e-12	1956	7.670756444677466e-12
OGFR	0.05986570854053736	1.7692970371807796e-12	3983	7.746208361444841e-12
PLCG1	0.059859164352675444	1.7791449450217878e-12	871	7.787643939854912e-12
DPF2	0.05984525656447347	1.8002527274316467e-12	2666	7.878337561164324e-12
TNS1	0.05981754231501895	1.8430495383516794e-12	4069	8.063888010330682e-12
ZNF579	0.05981341827838003	1.849502656705279e-12	1674	8.090378323954105e-12
CYP2F1	0.0598076431545728	1.8585765878659947e-12	119	8.128319113104093e-12
ZFYVE1	0.05980427856678055	1.863883176514665e-12	747	8.149770968056475e-12
PDPK1	0.059793465998420746	1.881037450190019e-12	3892	8.223006057830457e-12
PCYT2	0.059790237287247146	1.8861897977818158e-12	2892	8.243754161407733e-12
ZNF165	0.05978329225338607	1.897319575346719e-12	1200	8.290612577139367e-12
PCDHB14	0.05977543896386663	1.909982491784939e-12	395	8.342353052670305e-12
TP53I3	0.059774314841368414	1.9118018345905786e-12	4446	8.348502976911569e-12
ZNF226	0.05976963657468047	1.9193916776913465e-12	2373	8.37984359692434e-12
PLEKHF2	0.05976150542197543	1.9326537363889627e-12	2470	8.435929653222962e-12
RHOG	0.05975601570667412	1.941658343426286e-12	4497	8.473412039673905e-12
ZZZ3	0.05975226874651455	1.947827979054011e-12	1951	8.49850913389064e-12
ERF	0.05975070016686864	1.950416462503974e-12	2727	8.507973982257288e-12
CLUAP1	0.05974523186242834	1.959466714874111e-12	2183	8.545615795401769e-12
TAGLN2	0.059665061608587235	2.096976999112695e-12	11825	9.143360290223495e-12
ZNF69	0.05966080239051744	2.1045415050984625e-12	366	9.17240260446285e-12
MRS2	0.05965519799799384	2.1145358717237505e-12	2722	9.213983380931078e-12
GBP3	0.0596524714917305	2.1194148933734268e-12	2402	9.23326123434223e-12
ATP2B1	0.05965105038293413	2.1219623110624628e-12	2182	9.242375327818628e-12
BOD1L1	0.05963971855399519	2.1423829816651755e-12	3141	9.329317180617478e-12
SHPRH	0.059616551260625386	2.184733536302797e-12	1387	9.511698109467584e-12
SYTL4	0.05961376142368273	2.189888510868385e-12	606	9.532096741388722e-12
C2orf69	0.05961252134233851	2.192183722815618e-12	1903	9.54004138550356e-12
RBBP5	0.05960563743997508	2.2049677984229713e-12	2375	9.59361873624674e-12
ZFPL1	0.05959468707410547	2.225454500453074e-12	3553	9.680679381846559e-12
GNA14	0.059584950638050034	2.243826800574112e-12	1284	9.758507086190862e-12
FAM118A	0.05956165208130085	2.288396302286289e-12	1271	9.95020988592648e-12
FOXRED2	0.05954349058026962	2.323739856279706e-12	824	1.00995605702161e-11
CRELD2	0.05953604016380003	2.3383932443152355e-12	4305	1.0158897191752211e-11
PGPEP1	0.059533318014902845	2.3437697051135886e-12	2723	1.0180075691138563e-11
PACSIN2	0.05952697201164091	2.3563506837778227e-12	3576	1.0232530986015932e-11
TNRC6A	0.05952235276970389	2.3655499756282115e-12	4167	1.0270281894187339e-11
ENPP5	0.059521192741149156	2.36786571794771e-12	1689	1.0275939806967002e-11
PSMA4	0.05951543821936447	2.3793862660791187e-12	8285	1.032372873933473e-11
FAM104B	0.05949529273672643	2.4201522113748365e-12	2964	1.0498360639939102e-11
PWP1	0.05948057151891172	2.450374088537827e-12	3704	1.0627188648515444e-11
CDC37L1	0.05947999206844072	2.4515712093348727e-12	1930	1.0630109129645356e-11
CTSA	0.05946186732667891	2.489307091667283e-12	7613	1.0791428030664426e-11
LY6G6C	0.059460218483915264	2.4927681298488223e-12	115	1.0804124435520296e-11
KLHDC10	0.05945844061372458	2.496505293117956e-12	3383	1.0818011941591619e-11
EXOC3-AS1	0.05945673521231518	2.500095286422349e-12	964	1.083125592924534e-11
RC3H1	0.059438161054701996	2.5395245498949617e-12	2377	1.0999728934959035e-11
TAF5L	0.059430371200576176	2.556241786393642e-12	1711	1.1069775877625721e-11
RABGGTA	0.059425994969858634	2.5656805870308553e-12	1885	1.1108280476741738e-11
LATS2	0.059420136536706136	2.5783697694629846e-12	2150	1.1160838390017104e-11
P3H3	0.059418529514495666	2.5818612717694308e-12	296	1.1173568919638409e-11
BDKRB2	0.0594024525147458	2.6170472184420245e-12	554	1.132342941648215e-11
CPSF2	0.059389831871533155	2.644997675291833e-12	2116	1.1441926218115587e-11
SLC25A4	0.059376275397576735	2.6753467825959314e-12	5694	1.1570746568580783e-11
ONECUT1	0.05936949580267404	2.6906521996405966e-12	282	1.163446265362275e-11
C14orf166	0.059362116151181366	2.7074098886221703e-12	8859	1.1703657042378038e-11
C11orf54	0.059361941497514795	2.70780772877801e-12	2904	1.1703657042378038e-11
LMO7DN	0.0593582361135193	2.7162616722409465e-12	212	1.1737697075042471e-11
DNAJC13	0.05934401756939953	2.748942571110276e-12	1840	1.1876391521035605e-11
PPM1B	0.059335467804711536	2.768779249269925e-12	3125	1.1959547227587075e-11
CC2D1A	0.059332010082967915	2.776841459918097e-12	3094	1.1991819385522895e-11
HAGH	0.0593141991573751	2.8187364486192677e-12	5501	1.217015394546379e-11
PIGF	0.05930976177925463	2.8292701477384884e-12	3800	1.2213036194948554e-11
TIAM2	0.0593003939345496	2.8516349850420676e-12	367	1.2306960512736306e-11
OCEL1	0.05928674469604896	2.8845318470855982e-12	3004	1.2446288881865729e-11
ATP5I	0.05928354629015809	2.89229417186968e-12	9920	1.2477129608169797e-11
FAM60A	0.0592602248480175	2.94951629732454e-12	4926	1.2721277579004715e-11
ZPR1	0.05925714988829946	2.9571434488823417e-12	4181	1.2751463900991054e-11
IL1RN	0.05923871405895165	3.0032790142459613e-12	1519	1.2947653813116032e-11
RP11-1094M14.11	0.05922809864468899	3.03016344204967e-12	2035	1.3060783050176715e-11
CMSS1	0.05921330522285549	3.0680229516222088e-12	3231	1.3221159628253922e-11
MOB1A	0.059195806197841365	3.1134057554488545e-12	6288	1.3413881685065888e-11
MRFAP1	0.059188622085098445	3.1322273720912892e-12	9253	1.3492109289332958e-11
CCZ1	0.05917906523288179	3.1574383208704936e-12	5264	1.3594935426115487e-11
TLDC1	0.059158288011609494	3.2129370024070024e-12	1409	1.3828028485550239e-11
PRPS2	0.05915646102850729	3.217862613959019e-12	3154	1.3846291599645158e-11
RP4-665J23.1	0.05915388105567228	3.22483092440933e-12	655	1.3873334733517627e-11
UXS1	0.0591519500466324	3.2300561116574857e-12	4319	1.3892869018502223e-11
RNF183	0.05913066122496679	3.2882153755173793e-12	223	1.4140022770524628e-11
SUMO1	0.05912106303508081	3.3147714470120027e-12	9780	1.425120018216535e-11
ZDHHC9	0.05911122483254124	3.3422097868117106e-12	6275	1.436612283839841e-11
SF3B6	0.05910664554807331	3.3550570478698996e-12	10669	1.4418291954396644e-11
AC144831.1	0.05909857343378179	3.3778215012883595e-12	176	1.4509977356962927e-11
URB1	0.0590892546955181	3.404289962148717e-12	1583	1.4620582598758467e-11
AP4B1	0.05908671746931382	3.411531717789245e-12	747	1.46485845728725e-11
NKX2-8	0.05908361880250018	3.4203964265378627e-12	454	1.4683541935160534e-11
SPOPL	0.059066152186743215	3.470789198328903e-12	2577	1.4896724118943064e-11
GPR12	0.05906268460904176	3.4808797207724675e-12	98	1.493687435359805e-11
APOBEC3C	0.059044235347802926	3.535051894321073e-12	2825	1.5166127309032936e-11
ZNF552	0.05903803966425576	3.553428873932388e-12	1150	1.5241746799282687e-11
IGLC3	0.059034119404217295	3.5651050785147433e-12	1909	1.528859872778655e-11
H2BFS	0.059031131026324235	3.5740309980147347e-12	177	1.5323639029722237e-11
GLTSCR1L	0.059024361484799996	3.5943318985341814e-12	1129	1.5407424402227725e-11
ARHGAP18	0.059024087162874626	3.5951569302399004e-12	2064	1.5407706970667073e-11
P4HA2	0.059022396096156546	3.6002469673128607e-12	2570	1.542626402692614e-11
PSMD6	0.05902137972628256	3.6033095947716944e-12	4366	1.543612808043079e-11
SNN	0.059014861736787216	3.623011053516105e-12	1392	1.551725160439257e-11
TNKS	0.05900463987703431	3.654120794013715e-12	1334	1.56471919316659e-11
WDFY1	0.058993002579550875	3.689857208458402e-12	1707	1.5796884994743766e-11
RP11-758H9.2	0.05898868040478517	3.7032170369381904e-12	1243	1.5850737283579597e-11
