gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
PAX9	0.9341160766961664	6.016261807160944	2.938458450278398e-09	0.1952414447938672	2.405364911651336e-08	3.4031586046957847e-10	2.696520499977015e-09
ZIC5	1.337380383480823	6.014571309625376	2.958166024553792e-09	0.1787304979287009	2.4205320240768973e-08	9.520608100884538e-09	5.939169988184733e-08
PAK2	0.3078936578171074	6.014019538019033	2.964545060436454e-09	0.1767448657656692	2.424785262580096e-08	1.3928299120720625e-08	8.417662082672782e-08
ROGDI	0.3069253687315623	6.012253610520283	3.0048568989309834e-09	0.2084306316427682	2.4558006423189922e-08	1.9115226385957654e-11	1.8286840526733954e-10
ANXA4	0.3456328908554624	6.01066460421962	3.0553842371748264e-09	0.2246929604747531	2.494116834560604e-08	4.1787981030336395e-13	5.043546446518555e-12
NPAS2	0.6265862831858442	6.010372228670479	3.0768439168122663e-09	0.2099776680754613	2.5096386814523574e-08	1.3461785701808092e-11	1.31245879420859e-10
ACVR1	0.2727138643067839	6.008644713054995	3.0874244070432103e-09	0.2037523458204183	2.517268589221489e-08	5.428609244039617e-11	4.881705991245436e-10
BTBD11	1.0224261061946898	6.008308905072196	3.064168464112693e-09	0.1998692512493554	2.5002932658280443e-08	1.2670377362489048e-10	1.0717875865344051e-09
TIMP4	0.7889010324483774	6.006527633983991	3.095742090185626e-09	0.1882842723466632	2.5230482378527553e-08	1.4369564500782698e-09	1.0304127111458915e-08
ZP3	0.5312765486725732	6.003779338012734	3.207573889548778e-09	0.1857742598350735	2.6090131518397947e-08	2.3846183931074417e-09	1.6528094399222074e-08
BLOC1S2	0.2455384955752162	6.002058884312068	3.2048622688320963e-09	0.1810067900537453	2.6078407601713413e-08	6.122734489854017e-09	3.954065400336677e-08
UQCRH	0.3141635693215328	5.999914512517912	3.217942432165242e-09	0.1963486348739944	2.6164102230634625e-08	2.692589260914616e-10	2.1694999029268863e-09
SAT1	0.3907715339233011	5.998004710620149	3.258589112470544e-09	0.2089834237428676	2.645268267260588e-08	1.6869540819465113e-11	1.626734020777918e-10
LOC100101938	0.4642560471976405	5.996110724688938	3.513074377053208e-09	0.172468710205227	2.832812920695301e-08	3.1146968302230326e-08	1.7732869086100626e-07
C3orf21	0.5418485250737461	5.990884370847912	3.392237366632391e-09	0.1769174000269058	2.7450781685834843e-08	1.3477666916490863e-08	8.162138696034142e-08
CKMT1B	1.0481287610619434	5.987125340419307	3.4764325452145196e-09	0.2516739481547697	2.8065733446029923e-08	3.7116375417031763e-16	6.701839818044521e-15
HOXA13	1.1067539823008845	5.98218613009823	3.574436609783167e-09	0.2015929163723236	2.8789008865770272e-08	8.71572821311605e-11	7.540793613153682e-10
GLRX3	0.3209477876106206	5.978791784812952	3.651082900848371e-09	0.2035287230892118	2.9394796844869437e-08	5.702790191673544e-11	5.1036740468639e-10
MMP7	0.9978045722713772	5.978159247958143	3.658257078886126e-09	0.1790842358951899	2.9429474071133298e-08	8.892679629392397e-09	5.57455611576873e-08
MGC87042	0.7134597345132807	5.974959943066645	3.743092215860481e-09	0.1746068653967125	3.0064821279974833e-08	2.087986463249448e-08	1.2279106872102882e-07
SMURF1	0.286526401179934	5.973142694554195	3.780351775118219e-09	0.214341943489736	3.0316649196553536e-08	4.933193664246369e-12	5.1228359093059153e-11
ST7L	0.3105842182890814	5.97230959391661	3.780252258320674e-09	0.1954165251949164	3.0316649196553536e-08	3.2797292305818576e-10	2.6047520736497306e-09
PITPNM3	0.5540174041298034	5.97018525610228	3.896629695106027e-09	0.1789885994697932	3.112755161109989e-08	9.058364676750525e-09	5.6726694427524485e-08
GTPBP8	0.3208469026548535	5.9700521047332735	3.8574642188475205e-09	0.1706703313752982	3.089884526451018e-08	4.3434961814293386e-08	2.426919539386506e-07
ANXA2P3	0.6486392330383488	5.968423740078858	3.8932231511683485e-09	0.235972458337664	3.1112445034443834e-08	2.4607255987200676e-14	3.49368579126715e-13
FAM38A	0.4055811209439497	5.967439596766077	3.889200645949632e-09	0.1989269336334219	3.1092402360337206e-08	1.5524106897706408e-10	1.2960956267178225e-09
RANGAP1	0.3309694690265594	5.967190757970038	3.906741946693641e-09	0.1948590026455721	3.118406382800173e-08	3.688732430482372e-10	2.8937591439741347e-09
GNB2	0.2356228613569229	5.962802844016263	4.004915896292134e-09	0.2268269712216377	3.193045567024369e-08	2.473522299080568e-13	3.0640013042780846e-12
ZG16B	1.1024609144542827	5.958133344725703	4.15929509008303e-09	0.2035530527383861	3.305858621734596e-08	5.672316305824289e-11	5.078615514983543e-10
TYSND1	0.314412241887906	5.954147825091086	4.202506498477657e-09	0.209652197426677	3.33503898004431e-08	1.4495642449286142e-11	1.4070711086706594e-10
HMOX2	0.2610843657817039	5.950981121763778	4.296534674230284e-09	0.199888965828315	3.403080897451687e-08	1.2616511943101191e-10	1.0681112997602782e-09
LRRC28	0.2814603244837652	5.950649761038796	4.3253504874375004e-09	0.1732477128957264	3.4219439501769514e-08	2.6939179846767798e-08	1.550494427401578e-07
UGT1A7	1.7668489675516257	5.947439853785582	4.374810537518701e-09	0.2446263946796334	3.4570769951985744e-08	2.529535142844083e-15	4.115004475640969e-14
SVIL	0.3916659292035316	5.947077060123078	4.4381017096871005e-09	0.202885632871181	3.5043933884567764e-08	6.568845950067482e-11	5.830454273881774e-10
GLUD1	0.2746091445427758	5.945100665615204	4.452664524224489e-09	0.2255956197859293	3.513189957045686e-08	3.349683171049203e-13	4.086095989402266e-12
ATP6V1E1	0.2390886430678414	5.941509967312641	4.537444247056699e-09	0.204668312209099	3.5721104713297634e-08	4.4338624079190975e-11	4.038473612891707e-10
NRBP1	0.2122202064896701	5.941471030675998	4.537780861776923e-09	0.2208939778818191	3.5721104713297634e-08	1.04899060687535e-12	1.2004335094287032e-11
PLSCR1	0.3755292035398145	5.941382241105872	4.526518392583215e-09	0.1879740320161734	3.565979378347406e-08	1.530369790544829e-09	1.092057413968903e-08
TRIOBP	0.2717538348082584	5.939506244370485	4.5809973471973365e-09	0.2144036295012865	3.604748008354209e-08	4.862931046133118e-12	5.057546827614635e-11
TSLP	0.9382977876106184	5.937601441729932	4.6342168988102976e-09	0.1863053327045973	3.6438327434919734e-08	2.1435215834358755e-09	1.4998806444423492e-08
GSTP1	0.3818722713864311	5.935247886297203	4.6970983041371965e-09	0.2240889911366834	3.6862166736978846e-08	4.842690046470697e-13	5.800491636758659e-12
OSTalpha	0.7995926253687315	5.933634652278314	4.7453627853550314e-09	0.2180866234823337	3.721248968041971e-08	2.048746745685981e-12	2.2516472531548817e-11
ECE1	0.3802320058997068	5.930438207468348	4.824453617023484e-09	0.2038554129752462	3.7774993423910046e-08	5.3066160381888296e-11	4.778281897544591e-10
PLXNA1	0.4538949852507414	5.927574814239564	4.910149105235953e-09	0.2128353673939455	3.8372805911874434e-08	6.993564805840685e-12	7.090265948835024e-11
HMGA2	1.5275330383480776	5.925902129085306	5.027504997141109e-09	0.1723972786407741	3.926005233598592e-08	3.156321570635902e-08	1.7959889646661604e-07
TTLL13	0.4284587020648951	5.921009476189174	5.1473652871312695e-09	0.2014278548196536	4.010451967544781e-08	9.034965397050543e-11	7.806727255953184e-10
ZIC2	1.33372949852507	5.920012237228786	5.227361668740345e-09	0.179406521287224	4.068147651980263e-08	8.355716426726936e-09	5.2668977046577835e-08
STATH	0.6502365781710915	5.91903706907286	6.866312499317314e-09	0.1792807062067087	5.2228749763239895e-08	8.56148369003173e-09	5.386676682695415e-08
MRPL47	0.3771494100295065	5.918099163228615	5.177433410188913e-09	0.1794659463295282	4.030819412634751e-08	8.26020556043973e-09	5.217908312487005e-08
PSMD2	0.3806365781710905	5.916672529077733	5.236561559417667e-09	0.1938237957481499	4.07222003086533e-08	4.584028592944824e-10	3.54597238180698e-09
TM4SF1	0.5724103244837817	5.916060459851475	5.2542611685016695e-09	0.2088654908827474	4.0828910593996696e-08	1.7325877157016168e-11	1.6683877018458816e-10
CMIP	0.3209541297934972	5.903117653120113	5.648928466357202e-09	0.2205902176025522	4.371372084972234e-08	1.128284386681545e-12	1.2847298091276827e-11
LOC220729	0.4292983775811239	5.901543891899544	5.737604619742263e-09	0.1751243731885828	4.434978269702887e-08	1.8939371072103525e-08	1.1198885026217895e-07
CT62	0.4060106194690264	5.899213790160006	5.872685550556855e-09	0.1739996397782136	4.529159817916312e-08	2.3403079755976105e-08	1.3603205758499135e-07
LEPREL1	0.92880339233038	5.898438416971829	5.8300460815318864e-09	0.1861616770626293	4.4979649024370396e-08	2.206291741221211e-09	1.5411762316186275e-08
ERMP1	0.4752612094395303	5.896991884908466	6.054491270495289e-09	0.1841957697508821	4.658872030857132e-08	3.2674733361264787e-09	2.208072007593042e-08
SLC47A2	1.0367318584070793	5.896373223573512	5.961380066402767e-09	0.1676621770216948	4.594111590212042e-08	7.516754195257559e-08	4.0239625457271886e-07
PRG1	0.6272870206489675	5.892250176046892	6.082196923969289e-09	0.2254607898245037	4.676685499965898e-08	3.4623945125119714e-13	4.216071135342276e-12
UGT1A1	1.1304687315634236	5.891568447847627	6.033453560495449e-09	0.1929698289339906	4.644424506823081e-08	5.479050333118465e-10	4.169195824274355e-09
SBDS	0.2373048672566362	5.890811537562524	6.082028051853537e-09	0.2084005396636274	4.676685499965898e-08	1.924552268791106e-11	1.840291480124891e-10
DUS2L	0.2279528023598969	5.889400239827595	6.116102931855627e-09	0.2205159609542073	4.6992362721181154e-08	1.1485446422595885e-12	1.3049043445262509e-11
PSMC2	0.242733628318593	5.885682714432469	6.242847406016516e-09	0.1876628307781902	4.7876599643451285e-08	1.6299995497562078e-09	1.1599268893065839e-08
UNC45A	0.2196865781710979	5.884812940141923	6.292568688477374e-09	0.1958947401730126	4.8167947492334266e-08	2.9644156061177263e-10	2.3717635383319143e-09
PML	0.3299117994100236	5.884191423890565	6.319697945953335e-09	0.1944639326591346	4.8339567373480615e-08	4.0082353676044626e-10	3.1252970792601446e-09
DDIT4	0.600307079646015	5.884092928702366	6.299693279622202e-09	0.1958035842664123	4.820451100657615e-08	3.02214657235404e-10	2.412098031354256e-09
PSMG3	0.3175868731563263	5.88096497536141	6.413149062238515e-09	0.1865543591475303	4.899960932182982e-08	2.0388015147945054e-09	1.431484100503803e-08
C2orf54	0.9097893805309774	5.879424047624819	6.511925135364469e-09	0.1958021662933775	4.97173012380188e-08	3.02305320734267e-10	2.412098031354256e-09
GCLC	0.779467551622421	5.878671698679304	6.547943065150455e-09	0.1822273099951563	4.9973706738862016e-08	4.820966667661976e-09	3.1631334511697144e-08
NMD3	0.3073029498525148	5.872386598736025	6.7367207036317395e-09	0.1845226736224717	5.1319063467740125e-08	3.061822784896575e-09	2.0759320268800096e-08
CELSR1	0.4846253687315673	5.870372626984417	6.8155387772517645e-09	0.2151857804209415	5.1880982979969866e-08	4.052652592912825e-12	4.271096392838824e-11
HES4	0.5496775811209433	5.868959135255692	6.8888928353964334e-09	0.2028730512717588	5.238109996692177e-08	6.587010194991687e-11	5.841588574214106e-10
ARMC10	0.2441672566371693	5.865882469354257	6.992902454247185e-09	0.179623205847351	5.3132600808917366e-08	8.01253562286909e-09	5.075512383137995e-08
UMPS	0.3071321533923292	5.864338718050903	7.057362047766031e-09	0.1855298650334144	5.3602531572562574e-08	2.5042417593876142e-09	1.730463928651219e-08
HRAS	0.3847821533923259	5.862871373542736	7.1353397542268075e-09	0.1786405974732865	5.413470996092991e-08	9.686927518855459e-09	6.039253627758961e-08
FJX1	0.6218373156342176	5.855464225689991	7.42339168413561e-09	0.183041380567376	5.623698571044431e-08	4.106758643919805e-09	2.7311873974627012e-08
MFN1	0.3500980825958653	5.85236609536166	7.582245385495385e-09	0.1836744353052612	5.735574714967585e-08	3.623513533816793e-09	2.431864427893389e-08
ICMT	0.2125389380530968	5.84888739683614	7.803194110778858e-09	0.1882893650056642	5.8961934153216767e-08	1.4354703262315703e-09	1.0300666129861634e-08
HOXA10	1.1874918879055985	5.845850558834781	7.92375415258575e-09	0.1573970698469145	5.980686498256818e-08	4.5408051240119806e-07	2.118216977867893e-06
ARPC5L	0.2186660766961559	5.845613864737124	7.866419802972003e-09	0.1848225115755045	5.939595386355837e-08	2.884301382184621e-09	1.967266025789045e-08
CALM1	0.2457320058996952	5.835096783564443	8.353146487389793e-09	0.1861517710642143	6.293214582976603e-08	2.2106854409086603e-09	1.5431952431776537e-08
HCG4	0.8016713864306757	5.833653172693206	8.409011196611719e-09	0.1958924596414007	6.330656394075488e-08	2.965846712234086e-10	2.371984145000615e-09
SSFA2	0.3379609144542836	5.833462414468516	8.418379701375934e-09	0.2031400442224087	6.335386190221697e-08	6.211869745423459e-11	5.530341971966332e-10
TP73	0.8023758112094317	5.830271271047734	8.694075410766402e-09	0.1958114845956239	6.528506517301912e-08	3.017100047868158e-10	2.4092206916660167e-09
GJA3	1.1088889380531004	5.82978475228442	8.598741965244907e-09	0.1774116190550046	6.464012176729328e-08	1.2263729716695582e-08	7.495515661916054e-08
DLG5	0.3567497050147565	5.827342333143102	8.717829476321173e-09	0.2095415960099389	6.543950243103242e-08	1.486433830088388e-11	1.44149676578718e-10
MANBAL	0.2431451327433524	5.827337455885523	8.725798141231107e-09	0.2186077922109037	6.547537859629922e-08	1.8105784299302728e-12	2.0070828923579102e-11
C14orf182	0.4483115044247787	5.823754040351004	8.902949314642552e-09	0.1837170452634304	6.670713482832539e-08	3.5930520452976515e-09	2.4137879087029054e-08
VPS4B	0.2404087020648901	5.8215014192376735	9.20301444292589e-09	0.1915568870461037	6.88298311523747e-08	7.346674948212289e-10	5.488618511164421e-09
C15orf58	0.3034011799410008	5.820517360648459	9.17652297259306e-09	0.2137362396206752	6.868174138801878e-08	5.678077397304754e-12	5.846084702440652e-11
LINS1	0.2417985250737491	5.820205389398538	9.208012431262124e-09	0.1637841999272903	6.884213227014254e-08	1.502670130473364e-07	7.651244488744586e-07
PHLDA2	0.6116181415929187	5.817942987735178	9.314137195369488e-09	0.2016044835269876	6.958487504400857e-08	8.693774406580765e-11	7.530936226460047e-10
CXADR	0.491803392330393	5.815475024117933	9.379971034444094e-09	0.209094280979204	7.002574739532264e-08	1.6451310845039108e-11	1.5878956824102157e-10
FNTB	0.1995553097345084	5.814902408785367	9.358017136062686e-09	0.1769356193678065	6.988726511581192e-08	1.3430914898047504e-08	8.138627002860545e-08
TRIM16	0.5980858407079701	5.814695238118903	9.388568046743737e-09	0.2062070258012373	7.006445001804757e-08	3.1490690581912084e-11	2.926681202565211e-10
SLC25A43	0.3016876106194779	5.812315200946207	9.501602295026248e-09	0.2196913203683265	7.08564820620737e-08	1.3989354025403206e-12	1.5694067658006986e-11
NDUFA6	0.2730351032448368	5.810870899679609	9.656212459662477e-09	0.1880059021924833	7.185286038306293e-08	1.520507734645571e-09	1.0861525327861368e-08
ZNF846	0.3537989675516177	5.810692731468097	9.642529440249609e-09	0.1666959098023507	7.179641639173907e-08	8.946305835881218e-08	4.7349228876164327e-07
TRADD	0.3190758112094283	5.805548747287888	9.885518247380616e-09	0.2131104735283677	7.350586367936402e-08	6.563047829784524e-12	6.686817466276738e-11
PL-5283	0.2767325958702127	5.803080845267456	1.0011406464733605e-08	0.179220290755274	7.43073661319526e-08	8.662031584409161e-09	5.4399360179847076e-08
AP2S1	0.2682799410029446	5.798305260977466	1.0312863179567212e-08	0.1814542256098728	7.640674163713997e-08	5.610106040226293e-09	3.6447935761343606e-08
PI4K2A	0.243968289085549	5.797777168366369	1.0356710135578393e-08	0.1856621131187318	7.667625643109426e-08	2.438804084537124e-09	1.688086576383923e-08
ALG6	0.234905752212386	5.79192248680499	1.0665993069040397e-08	0.1882194274961333	7.871058149079774e-08	1.4560106874685297e-09	1.0429832314629769e-08
EPHB6	0.8597573746312701	5.791180636999028	1.0712797191900386e-08	0.1914668536599673	7.89708173607594e-08	7.484714721935889e-10	5.5842281632175725e-09
DGCR2	0.2720678466076798	5.790676123639572	1.0893223998770837e-08	0.2044128074404852	8.015694935296249e-08	4.691856543460799e-11	4.262115700763284e-10
FAM131A	0.3637988200589941	5.790489628000742	1.0766772267663326e-08	0.1980286717216358	7.93117454808497e-08	1.8823335494576832e-10	1.554477384165979e-09
COX16	0.2297479351032425	5.787317270203871	1.0990962325250024e-08	0.1953591883352518	8.084717181561556e-08	3.319662414694818e-10	2.6334107176848768e-09
CAPN2	0.3544041297935028	5.785203007496777	1.1169352933902948e-08	0.2016861335109392	8.20711581005825e-08	8.54033561262298e-11	7.404269008747879e-10
NTS	2.07152654867257	5.783370710056647	1.1382830956819604e-08	0.1626148806373351	8.324265252743362e-08	1.8458694339101472e-07	9.238347020520556e-07
LRRC8D	0.3279266961651963	5.782658458779341	1.126641211731706e-08	0.1898191833936519	8.266599026751939e-08	1.0505962902105014e-09	7.686650690670562e-09
PPCS	0.2455606194690247	5.781892849314239	1.1331560252594941e-08	0.1991763537738423	8.305495608203289e-08	1.471291574395193e-10	1.234898447356227e-09
NAGK	0.2321898230088503	5.781501698955728	1.1317419977141156e-08	0.1846412903273097	8.29809400466814e-08	2.9903600542781566e-09	2.0321778190774763e-08
CYP4F11	1.6602463126843665	5.781341342468201	1.1385352280568027e-08	0.1845578531320744	8.324265252743362e-08	3.0404568489354896e-09	2.0641725895716138e-08
TMEM191A	0.4582076696165167	5.779950329465181	1.14496971546212e-08	0.1955645997588297	8.365205785920757e-08	3.178754450315875e-10	2.5284707037963937e-09
C16orf91	0.2652113569321495	5.776365843544506	1.16620747537068e-08	0.1904355998036265	8.50523604595384e-08	9.257562883176099e-10	6.8243363013143735e-09
EVI5L	0.2929190265486667	5.775185314161312	1.1770789852558291e-08	0.2018862386847713	8.572341811742522e-08	8.175386781582529e-11	7.120945720232894e-10
SLC22A20	0.6631178466076699	5.773752547613039	1.1893336288691151e-08	0.1778968188889195	8.65544821009675e-08	1.1175478213819658e-08	6.88366539843137e-08
RASSF9	0.8490073746312685	5.770904642301618	1.2020586501903456e-08	0.1894197867386644	8.741857629616645e-08	1.1400796581877883e-09	8.296999426655546e-09
PSMB1	0.2717393805309704	5.76481799686341	1.2434385776560647e-08	0.1785219867625281	9.023610462806296e-08	9.910682098995905e-09	6.165645560375331e-08
