interaction_name	pathway_name	ligand	receptor	annotation	family	thesis_expect	requested_name	cohort	patient	prob_high	prob_low	pval_high	pval_low	delta	detected
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX255B	0	0	1	1	0	FALSE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX255B	0	0	1	1	0	FALSE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX653	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX653	0	0	1	1	0	FALSE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX653	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX653	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX653	1.10959451694189e-05	0	0	1	1.10959451694189e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX653	0.000173448561234606	0	0.33	1	0.000173448561234606	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX653	0.000219313007660624	0	0	1	0.000219313007660624	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX653	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX653	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX653	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX653	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX653	0.00451159415720991	0.00406335955639355	0	0	0.000448234600816364	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX653	0.00547230575462822	0.0045156717284414	0	0	0.000956634026186821	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX653	0.00333569242135605	0.00274182163681159	0	0.01	0.000593870784544459	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX661	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX661	0.000180542118016345	6.63674680510499e-05	0	0.02	0.000114174649965295	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX661	0.000211641646158858	0	0	1	0.000211641646158858	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX661	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX661	1.03251325126192e-05	1.79556491770248e-06	0.03	0.27	8.52956759491675e-06	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX661	0.00131863058442387	0.00023219337432057	0.17	0.74	0.0010864372101033	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX661	0.00150597547386403	0.000265660168452728	0.09	0.72	0.00124031530541131	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX661	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX661	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX661	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX661	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX661	0.0041774467688024	0.00383192925306869	0	0.08	0.000345517515733704	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX661	0.00422477667865632	0.00385481819977226	0.08	0.28	0.000369958478884055	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX661	0.00347426624650152	0.00401396468287351	0.33	0.05	-0.000539698436371999	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX666	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX666	0.000103492210420442	5.59241415408429e-05	0	0	4.75680688795989e-05	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX666	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX666	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX666	3.47077532236618e-05	1.05518459973483e-05	0	0	2.41559072263135e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX666	0.000734607678548124	0.000224355565180681	0	0.89	0.000510252113367443	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX666	0.00102028163341395	0.000312184968378196	0	0	0.000708096665035751	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX666	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX666	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX666	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX666	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX666	0.00792677616281725	0.00716135150312404	0	0	0.000765424659693205	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX666	0.00824344458470469	0.00731439839057848	0	0	0.000929046194126205	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX666	0.00673573411630113	0.0059109613831928	0	0	0.000824772733108328	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX675	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX675	0.000605390962440409	0.000302948969364867	0	0	0.000302441993075541	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX675	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX675	0.00125701063403776	0	0	1	0.00125701063403776	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX675	9.71428092358387e-05	7.20767283225172e-05	0	0	2.50660809133215e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX675	0.0022165439263481	0.00165217838565353	0	0	0.000564365540694573	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX675	0.0028697839059153	0.00214213534541011	0	0	0.000727648560505185	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX675	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX675	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX675	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX675	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX675	0.00393791901036729	0.00314631158602341	0	0	0.000791607424343876	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX675	0.00423098868237196	0.00373389008056339	0	0	0.000497098601808572	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX675	0.00327493072310788	0.00303887547124181	0	0	0.000236055251866069	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX676	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX676	0.000638193314282851	0	0	1	0.000638193314282851	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX676	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX676	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX676	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX676	0.000831524432200964	0	0	1	0.000831524432200964	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX676	0.000897516771939842	0	0	1	0.000897516771939842	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX676	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX676	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX676	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX676	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX676	0.00390598710715761	0.00515139122658445	0.03	0	-0.00124540411942684	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX676	0.00366494696946824	0.00477293415054954	0.07	0	-0.00110798718108129	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX676	0.00322081534659168	0.00476942729777826	0.22	0	-0.00154861195118658	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX679	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX679	0.000247601395217067	3.78266504153605e-05	0	0	0.000209774744801707	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX679	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX679	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX679	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX679	0.000669219205865398	2.0146104385316e-05	0	0.73	0.000649073101480082	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX679	0.00162021324190508	4.91435638576195e-05	0	0.46	0.00157106967804746	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX679	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX679	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX679	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX679	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX679	0.00233927364739253	0.00192130300361923	0	0	0.000417970643773306	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX679	0.00253249868393533	0.00206289862273317	0	0	0.000469600061202164	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX679	0.0020396664545206	0.0016506974448121	0	0	0.000388969009708507	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX680	0.000505098585573387	0	0	1	0.000505098585573387	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX680	0.00101302552488924	3.88006700577885e-05	0	0.75	0.000974224854831448	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX680	0.000208216670585148	0	0	1	0.000208216670585148	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX680	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX680	0	2.74683025146037e-05	1	0.52	-2.74683025146037e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX680	0	7.77579549839281e-05	1	0.66	-7.77579549839281e-05	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX680	0	0.000174222173322088	1	0.59	-0.000174222173322088	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX680	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX680	7.59682519868282e-07	0	0.12	1	7.59682519868282e-07	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX680	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX680	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX680	0.00484922522887968	0.00236748463402391	0	0.08	0.00248174059485577	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX680	0.00411223653613965	0.00260428286263818	0	0.06	0.00150795367350147	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX680	0.00373302713198868	0.0020006564361843	0	0.15	0.00173237069580439	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX681	0.000666463218460907	0	0	1	0.000666463218460907	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX681	0.00112592885377081	1.3322134333221e-05	0	0.02	0.00111260671943759	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX681	0.000100648489209776	0	0	1	0.000100648489209776	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX681	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX681	2.86992592281587e-05	0	0	1	2.86992592281587e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX681	0.000433628469078571	0	0	1	0.000433628469078571	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX681	0.000664274571275496	0	0	1	0.000664274571275496	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX681	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX681	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX681	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX681	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX681	0.000178976293379803	4.04717796254651e-05	0	0	0.000138504513754338	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX681	0.000139484759923115	2.23719867318878e-05	0	0	0.000117112773191227	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX681	0.000161985642608375	2.88739277655088e-05	0	0	0.000133111714842866	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX682	0.000288716389027016	0	0	1	0.000288716389027016	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX682	0.00109055562886781	0.000513138382071712	0	0	0.000577417246796093	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX682	0.00037331959753941	0	0	1	0.00037331959753941	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX682	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX682	0.00029732740727056	0.000530587441146787	0.01	0	-0.000233260033876227	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX682	0.00139056261083093	0.00246452982332131	0.39	0	-0.00107396721249038	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX682	0.00160613901428259	0.0028427700573513	0	0	-0.00123663104306871	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX682	3.02630910553521e-05	0	0	1	3.02630910553521e-05	TRUE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX682	8.86448934621021e-05	2.54556979564218e-06	0	0.32	8.60993236664599e-05	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE123902	LX682	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE123902	LX682	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE123902	LX682	0.0138981101730638	0.0122234461976704	0	0	0.00167466397539346	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE123902	LX682	0.0155465974375741	0.0143303529391602	0	0	0.00121624449841392	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE123902	LX682	0.0133086878947039	0.0119419117177935	0	0	0.00136677617691036	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE123902	LX684	0.000223987613947219	7.81923605704498e-05	0	0.01	0.000145795253376769	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE123902	LX684	0.000215997813244098	0.000102972452354844	0	0	0.000113025360889254	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE123902	LX684	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE123902	LX684	0.000304965777167504	5.76766051783698e-05	0	0	0.000247289171989135	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE123902	LX684	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE123902	LX684	0.0023642097787528	0.000360784324298709	0	0.68	0.00200342545445409	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE123902	LX684	0.00295523203378294	0.000452827238089003	0	0.48	0.00250240479569394	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE123902	LX684	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE123902	LX684	0	0	1	1	0	FALSE
