interaction_name	pathway_name	ligand	receptor	annotation	family	thesis_expect	requested_name	cohort	patient	prob_high	prob_low	pval_high	pval_low	delta	detected
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	EBUS_19	0.000705465329897502	0.0005853731471366	0	0	0.000120092182760902	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	EBUS_19	0.00279148640666541	0.00160707786531062	0	0	0.0011844085413548	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	EBUS_19	0.00243874653859969	0.00140211353506552	0	0	0.00103663300353417	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	EBUS_19	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	EBUS_19	0.00552131442474203	0.00338282142062666	0	0	0.00213849300411537	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	EBUS_19	0.00883877726261944	0.00548038357931579	0	0	0.00335839368330365	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	EBUS_19	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	EBUS_19	0	1.50106701432495e-05	1	0	-1.50106701432495e-05	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	EBUS_19	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	EBUS_19	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	EBUS_19	0.00716906622074213	0.0062908416932613	0	0.02	0.000878224527480832	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	EBUS_19	0.00679936817593559	0.00594179579417809	0	0.06	0.000857572381757496	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	EBUS_19	0.00655052212994636	0.00644343808177356	0.01	0.02	0.0001070840481728	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	EBUS_28	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	EBUS_28	0.000447287126324953	0.00042103349892731	0	0	2.62536273976423e-05	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	EBUS_28	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	EBUS_28	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	EBUS_28	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	EBUS_28	0.00140364622596847	0.000462093458796975	0	0	0.000941552767171496	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	EBUS_28	0.00131297659253064	0.000432004670317406	0	0	0.000880971922213236	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	EBUS_28	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	EBUS_28	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	EBUS_28	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	EBUS_28	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	EBUS_28	0.00475813653878819	0.00405381669042067	0	0	0.000704319848367514	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	EBUS_28	0.00471593819031749	0.0041675523760567	0	0	0.000548385814260787	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	EBUS_28	0.00412781470011097	0.00328764684999509	0	0	0.000840167850115876	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	EBUS_49	0.00200116573855452	0	0	1	0.00200116573855452	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	EBUS_49	0.000234725173823634	0	0	1	0.000234725173823634	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	EBUS_49	0.000394741318980744	0	0	1	0.000394741318980744	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	EBUS_49	0.00136091693016005	0	0	1	0.00136091693016005	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	EBUS_49	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	EBUS_49	0	0	1	1	0	FALSE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	EBUS_49	0	0	1	1	0	FALSE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	EBUS_49	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	EBUS_49	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	EBUS_49	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	EBUS_49	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	EBUS_49	0.00115041606691129	0.000291544003663383	1	1	0.000858872063247903	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	EBUS_49	0.00191999153608633	0.000632826901291678	1	1	0.00128716463479465	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	EBUS_49	0.00186961721644817	0.000399831030724187	1	1	0.00146978618572398	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	EBUS_51	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	EBUS_51	0.000752984985533469	0.000379122222564205	0	0	0.000373862762969263	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	EBUS_51	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	EBUS_51	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	EBUS_51	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	EBUS_51	0.00196820218110382	0.000978358318202018	0	0.91	0.000989843862901799	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	EBUS_51	0.0039125404521491	0.00196243633465639	0	0	0.0019501041174927	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	EBUS_51	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	EBUS_51	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	EBUS_51	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	EBUS_51	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	EBUS_51	0	0	1	1	0	FALSE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	EBUS_51	0	0	1	1	0	FALSE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	EBUS_51	0	0	1	1	0	FALSE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_02	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_02	0.00015034145713466	2.46045919696252e-05	0	0	0.000125736865165035	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_02	0.000143021367304401	3.78035621219717e-05	0	0	0.000105217805182429	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_02	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_02	6.56310291764589e-05	0	0	1	6.56310291764589e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_02	0.000685624371418311	0	0	1	0.000685624371418311	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_02	0.00101996667576683	0	0	1	0.00101996667576683	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_02	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_02	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_02	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_02	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_02	0.000317206002354357	0.000193867831519495	0.02	0.02	0.000123338170834862	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_02	0.000273153764657459	0.000107292785793903	0.02	0.02	0.000165860978863556	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	NS_02	0.000321975527752481	0.000145430368218193	0	0.02	0.000176545159534288	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_03	0.00127033602392166	0.000737800173931068	0	0	0.000532535849990594	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_03	0.000770399648420676	0.000250621535806979	0	0	0.000519778112613696	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_03	0.00157151664049317	0.00093842959434587	0	0	0.000633087046147303	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_03	0.000607259887893271	0.00036116419527062	0	0	0.00024609569262265	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_03	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_03	0.000184895953961698	1.7330306396665e-05	0.01	0.89	0.000167565647565033	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_03	0.000318758165120079	2.99144581502471e-05	0	0.01	0.000288843706969832	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_03	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_03	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_03	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_03	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_03	0.00399693958137329	0.00350241431455291	0	0	0.000494525266820381	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_03	0.0034879777237282	0.00309421022245479	0	0	0.000393767501273411	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	NS_03	0.00320405870614229	0.00283533592841456	0	0	0.000368722777727731	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_04	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_04	0.000713374302062903	0.000234295885479278	0	0	0.000479078416583625	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_04	0.000946035490175971	0.000489936690149778	0	0	0.000456098800026193	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_04	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_04	0.000203708169074374	0.000127298282807821	0	0	7.64098862665531e-05	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_04	0.00357897583457559	0.00226748278209311	0	0	0.00131149305248248	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_04	0.00340043283230417	0.00215278922076168	0	0	0.0012476436115425	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_04	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_04	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_04	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_04	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_04	0.0024522325618481	0.00204666739336295	0	0	0.000405565168485143	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_04	0.00238322708621466	0.00184934387796632	0	0	0.000533883208248344	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	NS_04	0.00302459928351153	0.00257268967447737	0	0	0.000451909609034164	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_06	0.000300979177729769	0	0.01	1	0.000300979177729769	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_06	0.00103558510935173	0.000648062622340366	0	0	0.000387522487011368	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_06	0.000324392447496683	0	0	1	0.000324392447496683	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_06	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_06	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_06	0	0	1	1	0	FALSE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_06	0	0	1	1	0	FALSE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_06	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_06	5.45531265359921e-05	0	0	1	5.45531265359921e-05	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_06	3.75197516556634e-05	0	1	1	3.75197516556634e-05	TRUE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_06	4.53934466109873e-05	0	1	1	4.53934466109873e-05	TRUE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_06	0.0145482610385342	0.0125195842725074	0.12	0.99	0.00202867676602684	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_06	0.0147468706064452	0.0121086556808086	0.01	0.98	0.00263821492563659	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	NS_06	0.0123252271452883	0.0105321674613935	0.93	1	0.00179305968389481	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_07	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_07	0	0	1	1	0	FALSE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_07	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_07	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_07	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_07	0	0	1	1	0	FALSE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_07	0	0	1	1	0	FALSE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_07	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_07	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_07	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_07	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_07	0	0	1	1	0	FALSE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_07	0	0	1	1	0	FALSE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE131907	NS_07	0	0	1	1	0	FALSE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE131907	NS_12	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE131907	NS_12	0	0	1	1	0	FALSE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE131907	NS_12	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE131907	NS_12	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE131907	NS_12	0	1.11839973166465e-06	1	0	-1.11839973166465e-06	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE131907	NS_12	0	5.50880596901061e-06	1	0	-5.50880596901061e-06	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE131907	NS_12	0	5.95522175130833e-06	1	0	-5.95522175130833e-06	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE131907	NS_12	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE131907	NS_12	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE131907	NS_12	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE131907	NS_12	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE131907	NS_12	0.00069241259513493	0.000630692308079995	0	0	6.17202870549349e-05	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE131907	NS_12	0.000611386302412798	0.000527635164220861	0	0	8.37511381919376e-05	TRUE
