sample,group,dataset,ring,n_spots,rho_CLDN4_vs_Tnb,p_CLDN4_vs_Tnb,n_CLDN4_vs_Tnb,rho_CLDN4_vs_Bnb,p_CLDN4_vs_Bnb,n_CLDN4_vs_Bnb,rho_CLDN4_vs_TBnb,p_CLDN4_vs_TBnb,n_CLDN4_vs_TBnb,rho_epi_vs_TBnb,p_epi_vs_TBnb,n_epi_vs_TBnb,rho_CLDN4_vs_TBnb_partialEpi,p_CLDN4_vs_TBnb_partialEpi,n_partial
P19_T2,tumor,E-MTAB-13530,3,2366,-0.05853316791924101,0.0045768310988344146,2345,-0.04567392165993927,0.02698437569313922,2345,-0.06163238345780892,0.0028283027455856574,2345,-0.16902932690949876,1.7181814178808485e-16,2345,-0.014848190063932011,0.47233637134174294,2345
P24_B1,adjacent_normal,E-MTAB-13530,1,2551,-0.009271754803407072,0.6413790518349346,2526,-0.05354703846206497,0.007105959834796784,2526,-0.012615653322479499,0.5262337832821453,2526,-0.01496695796868154,0.45211178368672844,2526,-0.012413203180212162,0.5328939441591324,2526
P24_B1,adjacent_normal,E-MTAB-13530,2,2551,-0.029854071229780236,0.13253182393267593,2540,-0.04033797328121508,0.04207309122752395,2540,-0.038068098468348736,0.05507011101090833,2540,-0.01972460363250508,0.3203708653880595,2540,-0.02908121685899871,0.14285664932063336,2540
P24_B1,adjacent_normal,E-MTAB-13530,3,2551,-0.02314283384394862,0.2428952733105232,2548,-0.05151995181974186,0.009293595641429267,2548,-0.03397126296861072,0.08644699077679362,2548,-0.032184857638266944,0.10432422551676188,2548,-0.018410140494223317,0.35292816414197714,2548
P24_B2,adjacent_normal,E-MTAB-13530,1,2940,-0.01740442627476544,0.3486314009468952,2902,-0.006029608948221726,0.7454237727849021,2902,-0.025123971984168963,0.17603511144721706,2902,-0.025023141902956715,0.1777766856194142,2902,-0.012817954776019394,0.4900452595676367,2902
P24_B2,adjacent_normal,E-MTAB-13530,2,2940,-0.009684149013935155,0.6003501795392995,2929,-0.01505653090323968,0.41532343689372125,2929,-0.032062525255150784,0.08275200132747963,2929,-0.01420859806024514,0.44208137043984247,2929,-0.02978080933574482,0.10708954774767701,2929
P24_B2,adjacent_normal,E-MTAB-13530,3,2940,-0.02783105104095827,0.13210008537587806,2929,0.00878639387736252,0.6345532671141066,2929,-0.03510916272162659,0.05744744788477171,2929,-0.010016997225857754,0.5878843322482477,2929,-0.027756928904149162,0.13313334988581038,2929
P24_T1,tumor,E-MTAB-13530,1,3352,-0.27754159251436455,6.622365501364373e-60,3327,-0.3431028292468458,1.4985762820606833e-92,3327,-0.36903491556026247,7.432310059973767e-108,3327,-0.46703968851383565,6.471555207545072e-180,3327,-0.12305277124430632,1.0628183287932646e-12,3327
P24_T1,tumor,E-MTAB-13530,2,3352,-0.24220167478147225,7.40673756389197e-46,3345,-0.2371564446269561,5.512077985171735e-44,3345,-0.28979353762691346,1.0005676416178016e-65,3345,-0.36187350406729796,4.9171767825796536e-104,3345,-0.09775454352696775,1.4686296625394081e-08,3345
P24_T1,tumor,E-MTAB-13530,3,3352,-0.20762032836065228,6.236584837569963e-34,3349,-0.19960096347541662,1.940726213263314e-31,3349,-0.24989242472638362,7.507935053180074e-49,3349,-0.3224896831785169,6.572579767196041e-82,3349,-0.07692637190663677,8.322547465809971e-06,3349
P24_T2,tumor,E-MTAB-13530,1,3367,-0.27879808020322505,4.57096647803655e-60,3305,-0.25517675423329156,2.7590770495450337e-50,3305,-0.3437728666471808,2.513972522282262e-92,3305,-0.40101303429178564,6.203752752487114e-128,3305,-0.1733784801579411,1.0195229751690529e-23,3305
P24_T2,tumor,E-MTAB-13530,2,3367,-0.24548047234346626,6.600128911107801e-47,3331,-0.1995534521530917,2.9000672510614507e-31,3331,-0.2796862590718529,6.474588528548702e-61,3331,-0.3507765385439494,4.799563806837784e-97,3331,-0.11855139907431976,6.704256373595435e-12,3331
P24_T2,tumor,E-MTAB-13530,3,3367,-0.1983284863357501,6.014796466662879e-31,3337,-0.1836500341585329,1.0628116537155692e-26,3337,-0.23920748471523204,1.2262345666164197e-44,3337,-0.3239062603879782,2.3030727731235864e-82,3337,-0.09076771190917375,1.5026235911691694e-07,3337
P25_B1,adjacent_normal,E-MTAB-13530,1,1933,-0.003366148220246207,0.8828150530180802,1920,-0.10174608942812578,7.933031279975783e-06,1920,-0.06023252780499478,0.008292183445640665,1920,-0.19845919758007746,1.6665539547007454e-18,1920,-0.02673342094819361,0.24166060224116673,1920
P25_B1,adjacent_normal,E-MTAB-13530,2,1933,-0.02259353082347075,0.3211695890682561,1930,-0.06619542589227174,0.0036213570864574284,1930,-0.06571273723424216,0.003875419160511374,1930,-0.20088296221661853,5.084710029828226e-19,1930,-0.013365015716870841,0.5573416984363116,1930
P25_B1,adjacent_normal,E-MTAB-13530,3,1933,-0.03431271527426084,0.13173989986600657,1931,-0.07830808664860216,0.0005728256854136509,1931,-0.06957662519637518,0.002219706955916991,1931,-0.21324206676371565,2.7029713967314474e-21,1931,-0.023231401612643903,0.3075684176041169,1931
P25_B2,adjacent_normal,E-MTAB-13530,1,2153,-0.051013204641694364,0.018382294039891684,2136,-0.13196080449579428,9.238709249494328e-10,2136,-0.1006466104279511,3.151543424787602e-06,2136,-0.18893492522959332,1.29348016713844e-18,2136,-0.05115796402104107,0.018053170345804125,2136
P25_B2,adjacent_normal,E-MTAB-13530,2,2153,-0.02263025349258455,0.29424911085158884,2150,-0.12173158429268839,1.4940300323003474e-08,2150,-0.07148780004835781,0.0009096691954634506,2150,-0.1926395693637113,2.0294747054630567e-19,2150,-0.015525365402244898,0.4718290264927771,2150
P25_B2,adjacent_normal,E-MTAB-13530,3,2153,-0.034363575928735055,0.11092942475283853,2153,-0.11162343413418564,2.0737510698837268e-07,2153,-0.08266840504290496,0.00012293591379452476,2153,-0.2154319129663067,5.026427627892826e-24,2153,-0.008056658789001667,0.708686007157012,2153
P25_T1,tumor,E-MTAB-13530,1,1256,-0.34051298768060256,1.0972901357063704e-34,1227,-0.29472054356875493,5.173780790748856e-26,1227,-0.35649204411361946,4.44813563555066e-38,1227,-0.46145461981161806,9.931957060743461e-66,1227,-0.27295701595576327,2.095884374372992e-22,1227
P25_T1,tumor,E-MTAB-13530,2,1256,-0.2582411293071219,2.5138293924419115e-20,1239,-0.23533930818061455,4.714341053492827e-17,1239,-0.2686744815881008,6.260850700384132e-22,1239,-0.37256634242504494,4.3891581451045985e-42,1239,-0.18250900908346776,9.6610344172827e-11,1239
P25_T1,tumor,E-MTAB-13530,3,1256,-0.2022015272915168,5.936132949120573e-13,1245,-0.17975219009315146,1.6784305141176032e-10,1245,-0.2198739901969195,4.275434517970275e-15,1245,-0.33754079507379997,1.4922699546162722e-34,1245,-0.13570685792412757,1.5413819631716365e-06,1245
P25_T2,tumor,E-MTAB-13530,1,1410,-0.3038259792526947,6.986859312492958e-31,1381,-0.3191489042386108,4.543560963811983e-34,1381,-0.3413127510482727,5.103785260751191e-39,1381,-0.46323816644287286,2.159088177356247e-74,1381,-0.23989068304483857,1.5810743968672046e-19,1381
P25_T2,tumor,E-MTAB-13530,2,1410,-0.22695808476669627,9.369353907244722e-18,1395,-0.2464172474962343,9.656636511595086e-21,1395,-0.254666955113847,4.3315648033297815e-22,1395,-0.3939873680723179,5.099117014101963e-53,1395,-0.14984549710362347,1.8718630640549676e-08,1395
P25_T2,tumor,E-MTAB-13530,3,1410,-0.1653784223348851,4.606421183586685e-10,1403,-0.2203675363130204,6.842459181740217e-17,1403,-0.20695307729236215,4.887574828202388e-15,1403,-0.3556813208085263,4.235784714575955e-43,1403,-0.10397086994573718,9.559596831657561e-05,1403
TD1,tumor,GSE189487,1,4092,-0.3381658789280787,1.0037651450587144e-109,4081,-0.18322833827119453,3.830580407304687e-32,4081,-0.40898198846342393,2.2735946571291805e-164,4081,-0.5195504554474064,5.121281626026299e-281,4081,-0.1543077510371458,3.61831206199295e-23,4081
TD1,tumor,GSE189487,2,4092,-0.3651382898483416,4.0142853083876736e-129,4087,-0.19637095196744914,8.274952692571634e-37,4087,-0.4317794001783372,2.7445236323317843e-185,4087,-0.5493223222658472,0.0,4087,-0.17177597205857392,1.9495463558554412e-28,4087
TD1,tumor,GSE189487,3,4092,-0.35771094965414757,1.2319689434243918e-123,4087,-0.228575977445077,1.3654680551039223e-49,4087,-0.4278647504633376,1.27054392313499e-181,4087,-0.5539589526028378,0.0,4087,-0.1675441143457093,4.0936004590324575e-27,4087
TD2,tumor,GSE189487,1,4409,-0.11562241796235587,1.3777618449624293e-14,4406,-0.04194846921463535,0.005354771538366113,4406,-0.11824401355489476,3.4299423336179372e-15,4406,-0.1480069372155759,5.2897155725589485e-23,4406,-0.09132016250774277,1.2585987163906028e-09,4406
TD2,tumor,GSE189487,2,4409,-0.0955813070326686,2.0350801218334897e-10,4408,-0.03013896817873643,0.04540353368191859,4408,-0.08950098159362144,2.6410693903866948e-09,4408,-0.10005706763833723,2.7777734451421415e-11,4408,-0.07165451875743223,1.9157473436665963e-06,4408
TD2,tumor,GSE189487,3,4409,-0.06316349816318526,2.709506934335215e-05,4408,-0.04300211560467108,0.0042963613113432345,4408,-0.07472862983048298,6.800378105933458e-07,4408,-0.08963691425760238,2.4984327560888683e-09,4408,-0.05899373883728962,8.889487279680059e-05,4408
TD3,tumor,GSE189487,1,1137,-0.2045984872775473,6.592063245658169e-12,1105,-0.21895792858791202,1.84261680652158e-13,1105,-0.24633117705230403,9.774076738372291e-17,1105,-0.37414214278065494,4.852310059265594e-38,1105,-0.15059840285972567,4.926197708169092e-07,1105
TD3,tumor,GSE189487,2,1137,-0.17902190111086758,1.5795062926010412e-09,1121,-0.17233164825360545,6.3619694070139385e-09,1121,-0.18070947377177748,1.1020542366295748e-09,1121,-0.3472416397424269,4.099798452535699e-33,1121,-0.08112208146578719,0.006577209425122505,1121
TD3,tumor,GSE189487,3,1137,-0.16189996703407095,4.688253848797993e-08,1126,-0.1824573569031377,6.934880294617297e-10,1126,-0.18233702466513865,7.118599162261486e-10,1126,-0.3498401596421758,9.244088639040882e-34,1126,-0.08296532445706678,0.005341399269579737,1126
TD5,tumor,GSE189487,1,1699,-0.3674282227524464,6.233819113380314e-54,1651,-0.3131787396940929,6.772506303591623e-39,1651,-0.395407447532436,6.559769666462548e-63,1651,-0.5175037534199419,9.13872653537301e-114,1651,-0.12077937276922998,8.571745532295246e-07,1651
TD5,tumor,GSE189487,2,1699,-0.3536740043996345,2.338428906499628e-50,1669,-0.312746158848347,3.4211615758743404e-39,1669,-0.38781577418485624,5.019436194972403e-61,1669,-0.4941750321358997,1.7541753957221144e-103,1669,-0.12516153256719614,2.903187153090037e-07,1669
TD5,tumor,GSE189487,3,1699,-0.3664346765142932,1.5341989006971813e-54,1680,-0.3535308014036504,1.2321640340143897e-50,1680,-0.3921869410705611,6.916352885324554e-63,1680,-0.4820853810143209,1.701158571336405e-98,1680,-0.14468277316060354,2.566200305670518e-09,1680
TD6,tumor,GSE189487,1,3909,-0.08379090106132421,1.6507526265305717e-07,3892,-0.044810146374856405,0.0051734986424996415,3892,-0.08963602886528808,2.1249754401395883e-08,3892,-0.13385468998357694,5.0414803590052825e-17,3892,-0.06345783866323365,7.445060444785241e-05,3892
TD6,tumor,GSE189487,2,3909,-0.04826466664738507,0.0025606705002803186,3903,-0.031926305242248265,0.046104719899487875,3903,-0.055088567534782897,0.0005750545175213389,3903,-0.10139834872161327,2.1657807130487336e-10,3903,-0.03586532810113451,0.02504853229301118,3903
TD6,tumor,GSE189487,3,3909,-0.056814053743330734,0.0003882501534547015,3896,-0.028601393555254786,0.0742560405881161,3896,-0.0630873691598039,8.133031799570402e-05,3896,-0.07308114667309727,4.966026890054691e-06,3896,-0.049660387433114156,0.0019311738350112065,3896
TD8,tumor,GSE189487,1,1760,-0.18335216502112048,1.5186754709144166e-14,1730,0.0015379794262762054,0.9490312253379336,1730,-0.1791951344525837,5.968089677444594e-14,1730,-0.2370415756755199,1.6030518827461984e-23,1730,-0.09553165753743735,6.900035507724153e-05,1730
TD8,tumor,GSE189487,2,1760,-0.20478413024359268,5.37880105202962e-18,1747,0.0263459553881258,0.2710759421655088,1747,-0.19051892922707242,9.659285339952683e-16,1747,-0.24899179647616332,4.259266266368301e-26,1747,-0.1058853785193171,9.206816401096403e-06,1747
TD8,tumor,GSE189487,3,1760,-0.2108401764785835,4.80333303280886e-19,1751,0.011420111955358369,0.6329716990386398,1751,-0.2020579621010593,1.374281790181597e-17,1751,-0.2446955044360399,2.7447039661346226e-25,1751,-0.12237540974628978,2.799731363757537e-07,1751
