gsm,cell_type,spotid,tissue,scan,neg_geomean,total_counts,q3,signal_to_bg,epi_score,t_score,b_score,tb_score
GSM8382280,CD45,100,Lung Cancer,DSP-1001250002071,62.908037531378405,1196416.0,68.0,1.0809429552794703,-0.14627001417192487,0.03312088662838297,-0.06693016414666886,-0.007654302165537086
GSM8382281,CD68,101,Lung Cancer,DSP-1001250002071,180.10415519831224,3115111.0,182.0,1.0105263801359843,-0.13176389698908286,0.010322904710589942,-0.047389249323959604,-0.01351838170939601
GSM8382282,CK,101,Lung Cancer,DSP-1001250002071,36.63461437659776,944970.0,50.0,1.364829433879344,0.33079730613363,-0.060785785264197756,0.07498327417456396,0.003992097178012521
GSM8382283,CD45,101,Lung Cancer,DSP-1001250002071,17.53032701729416,393402.0,22.0,1.254968032159148,-0.2696632284182501,0.013044108741311344,0.12800642317542765,0.06236293251238045
GSM8382284,CD68,102,Lung Cancer,DSP-1001250002071,60.35906999784717,1232558.0,70.0,1.159726284757149,-0.07485681927484533,0.0007656121498915702,-0.13771286655960502,-0.0578477307403964
GSM8382285,CK,102,Lung Cancer,DSP-1001250002071,77.15766761430633,2281006.0,116.0,1.5034150666639856,1.2109895417972645,-0.3139981638171303,-0.22690428446478128,-0.2676578494193804
GSM8382286,CD45,102,Lung Cancer,DSP-1001250002071,15.120658837233242,581179.0,29.0,1.9179058473689088,-0.3523897817383368,0.32423270555490324,0.04411715080819967,0.21517902817191192
GSM8382287,CD68,103,Lung Cancer,DSP-1001250002071,40.920441808832685,744076.0,44.0,1.07525720776804,-0.483650687570901,0.030998712021730768,0.03668935528890449,0.03576000891168807
GSM8382288,CK,103,Lung Cancer,DSP-1001250002071,31.81891411667432,634828.0,38.0,1.1942582283185634,0.07351214398944084,-0.12774436819872115,-0.09216771434630333,-0.09068941128615027
GSM8382289,CD45,103,Lung Cancer,DSP-1001250002071,10.58752037690714,233103.0,14.0,1.3223115046404967,-0.5372029157356453,0.09629590757464568,-0.11302112877225357,0.005227196760203778
GSM8382290,CD68,109,Lung Cancer,DSP-1001250002071,36.55596797348344,653086.0,39.0,1.0668572646821823,-0.15555886582961165,-0.051177968630343074,-0.04931089696910229,-0.052127854380146665
GSM8382291,CK,109,Lung Cancer,DSP-1001250002071,50.45811773624217,985169.0,58.0,1.1494681649280147,0.020506889509347648,-0.04770079269805638,0.06448761904562295,0.0014550265146877628
GSM8382292,CD45,109,Lung Cancer,DSP-1001250002071,33.02419054197183,603753.0,36.0,1.0901099893499613,-0.27126701160574873,-0.017155089919573374,-0.11499576730352823,-0.05248593611079633
GSM8382293,CD68,116,Lung Cancer,DSP-1001250002071,32.9922654848836,625098.0,37.0,1.1214749716703347,-0.1783368196142816,0.030758584884901907,0.07973535493433292,0.04765385416862422
GSM8382294,CK,116,Lung Cancer,DSP-1001250002071,57.94633603658162,1412731.0,77.0,1.328815681312271,1.5337381865165942,-0.07805736427068677,-0.023093514922765568,-0.0481000513156471
GSM8382295,CD45,116,Lung Cancer,DSP-1001250002071,128.3928750372472,2385593.0,134.0,1.0436716208833718,-0.19673880589105508,-0.03235041693137841,-0.011613925729295538,-0.022126082749955422
GSM8382296,CD68,117,Lung Cancer,DSP-1001250002071,17.456149561330253,352513.0,21.0,1.2030144406255698,-0.2232561071161343,0.08607356972635838,0.1758542038433224,0.13382170661988724
GSM8382297,CK,117,Lung Cancer,DSP-1001250002071,88.08982077139123,1599274.0,93.0,1.0557405973313485,-0.27767762924670025,0.02456512237348507,0.008212169387679324,0.02085613672200637
GSM8382298,CD45,117,Lung Cancer,DSP-1001250002071,42.004669400089576,870013.0,48.0,1.1427300984756148,-0.22802933193143415,0.052686284572171616,0.12080182392298244,0.08385337749009514
GSM8382299,CD68,118,Lung Cancer,DSP-1001250002071,15.954388108037167,272099.0,17.0,1.0655375740443531,-0.15551207095144814,0.055662064582495674,-0.12244152095443805,-0.019961388756957188
GSM8382300,CK,118,Lung Cancer,DSP-1001250002071,46.970718848945005,2226709.0,104.0,2.214145377132884,0.5683340176074063,-0.21138757528344554,-0.25323177637282734,-0.200537018066957
GSM8382301,CD45,118,Lung Cancer,DSP-1001250002071,19.574595006744772,542979.0,26.0,1.328252257124157,-0.9318316837724558,0.39374462166153323,0.4262504921759591,0.44847731087955234
GSM8382302,CD68,119,Lung Cancer,DSP-1001250002071,37.47234986499424,640079.0,39.0,1.040767396240417,-0.09990921191703128,-0.056918559500000576,0.10813076394243248,0.02689156090099898
GSM8382304,CD45,119,Lung Cancer,DSP-1001250002071,22.781505190692688,514053.0,29.0,1.272962420931162,-0.35831542959413554,0.04058413070617961,0.14254510133218945,0.08724691731637657
GSM8382305,CK,120,Lung Cancer,DSP-1001250002071,30.277938308488988,904578.0,47.0,1.552285347870686,1.281633730290641,-0.34654416255311027,0.022505426347323887,-0.21591713556251335
GSM8382306,CD68,15,Lung Cancer,DSP-1001250002071,61.66954236616178,1331170.0,73.0,1.1837285830104565,-0.4278876887848426,0.19280920769676202,0.06577820110023147,0.14766844796675116
GSM8382307,CK,15,Lung Cancer,DSP-1001250002071,25.9491046457415,603877.0,34.0,1.3102571539237957,0.5303397243119488,0.09461414124694167,-0.07668985604899659,0.019535881188266213
GSM8382308,CD45,15,Lung Cancer,DSP-1001250002071,28.551713485402768,713797.0,39.0,1.3659425386129271,-0.34487646627461377,0.3826979765910581,0.12144252230360353,0.29813709802502775
GSM8382309,CD68,17,Lung Cancer,DSP-1001250002071,8.06505788780104,149980.0,9.0,1.115925034290594,-0.06973279889280803,-0.21239090156715568,-0.05688608971447273,-0.1332010849104135
GSM8382310,CK,17,Lung Cancer,DSP-1001250002071,97.78546603205908,2339514.0,125.0,1.2783085776675505,0.7363092485422991,-0.18474772214580737,-0.08309161929867992,-0.13196819442011876
GSM8382311,CD45,17,Lung Cancer,DSP-1001250002071,18.454077620593917,502776.0,27.0,1.4630912774458702,-0.8543428060881473,0.2736677741456952,-0.13909384044413908,0.08780322844477428
GSM8382312,CD68,18,Lung Cancer,DSP-1001250002071,42.3457188822306,803798.0,47.0,1.109911491424047,-0.27205981789039013,-0.04670315155320637,0.03199072513703394,-0.002594982597815765
GSM8382313,CK,18,Lung Cancer,DSP-1001250002071,25.514947418434435,428347.0,26.0,1.0190105264028535,-0.22167246319455547,0.042477422037840995,-0.04714143862319453,0.012635355237405665
GSM8382314,CD45,18,Lung Cancer,DSP-1001250002071,13.58253937243387,244461.0,15.0,1.104359029537798,-0.3480045819580111,-0.1346748674384104,0.041764013862263916,-0.06633956132332841
GSM8382315,CD68,20,Lung Cancer,DSP-1001250002071,56.51721194221817,975320.0,58.0,1.0262360439736093,-0.22761151239846455,0.029276948267484393,-0.04826941965800513,-0.011770137055064023
GSM8382316,CK,20,Lung Cancer,DSP-1001250002071,77.7870667414728,2838291.0,146.0,1.8769186976189054,1.3385155186557935,-0.33043218308182,-0.08648872844389954,-0.2610999553488722
GSM8382317,CD45,20,Lung Cancer,DSP-1001250002071,7.13927618460132,152162.0,10.0,1.4007022198649446,0.04329499876828091,0.10403902634845119,0.0646060390897043,0.06488292028399112
GSM8382318,CD68,22,Lung Cancer,DSP-1001250002071,26.808107179292623,862930.0,41.0,1.5293880961379331,-0.579273378647347,0.12327580291491769,-0.06691246900423709,0.06486099381622212
GSM8382319,CK,22,Lung Cancer,DSP-1001250002071,22.35923521504599,789591.0,39.0,1.7442457054057061,1.4363045235442482,0.03604349268828555,-0.20109431089349616,-0.033926875657635414
GSM8382320,CD45,22,Lung Cancer,DSP-1001250002071,124.26003732603542,2746486.0,145.0,1.1669077454044758,-0.3429309127066045,0.17025319789467375,-0.006372518256612114,0.10894325498902724
GSM8382321,CD68,23,Lung Cancer,DSP-1001250002071,16.254703713090347,305906.0,18.0,1.1073717686717426,-0.39823395896506053,-0.05981889502210613,0.05049749094377276,-0.015237927890450642
GSM8382322,CD68,24,Lung Cancer,DSP-1001250002071,16.892153047069858,464089.0,26.0,1.5391762037409438,-0.6230089721767764,0.20913541686674364,0.32602267858866973,0.25948232964680695
GSM8382323,CK,24,Lung Cancer,DSP-1001250002071,9.234707189141533,168849.0,11.0,1.1911585039679606,0.49827465306478125,0.15768988545477125,-0.038457816674403844,0.08234993829386772
GSM8382324,CD45,24,Lung Cancer,DSP-1001250002071,72.15465812176123,1743198.0,97.0,1.3443345519884824,-0.3517822046000072,0.35344098381376243,0.38843548758361557,0.36817706452000953
GSM8382325,CD68,25,Lung Cancer,DSP-1001250002071,85.2482744770927,1478917.0,86.0,1.008818073181168,-0.2090178414310686,0.008147895870213251,0.009398363221321482,0.011385600183851707
GSM8382326,CK,25,Lung Cancer,DSP-1001250002071,12.938792071921705,216092.0,14.0,1.082017542455235,-0.23479577649210315,0.020396928914079737,0.16112444760122768,0.0864066518926232
GSM8382327,CD45,25,Lung Cancer,DSP-1001250002071,32.39944028299354,642028.0,36.0,1.11113030612743,-0.43575878559694736,0.05935108707629366,0.10821810378059737,0.08137753803166747
GSM8382328,CD68,27,Lung Cancer,DSP-1001250002071,5.970136187518859,112454.0,7.0,1.1725025661280843,-0.8994268488456223,0.22889503987221982,0.059026934816404975,0.14537644113814352
GSM8382329,CK,27,Lung Cancer,DSP-1001250002071,55.931096124510844,1168721.0,65.0,1.1621442185810276,0.012486673447827279,-0.10123516410375544,-0.1047763906761272,-0.09696486901199863
GSM8382330,CD45,27,Lung Cancer,DSP-1001250002071,49.20884755878961,1103564.0,60.0,1.219292931587521,-0.4024703624256323,-0.07558564705374682,0.023209185194397186,-0.044611671643824735
GSM8382331,CD68,3,Lung Cancer,DSP-1001250002071,9.236424660447534,172415.0,11.0,1.1909370134424953,-0.4558594464147583,-0.19657645859554185,-0.17186556505663964,-0.19336621717588276
GSM8382332,CK,3,Lung Cancer,DSP-1001250002071,28.86412820279103,1697462.0,68.0,2.355865367637354,0.8179745396887101,-0.4635116287354113,-0.4414597572426895,-0.4402409799223692
GSM8382333,CD45,3,Lung Cancer,DSP-1001250002071,8.56870923517455,241155.0,13.0,1.5171479908123153,-0.2617656385845799,-0.15578389875865373,-0.04897378238943828,-0.09903447026623358
GSM8382334,CD68,32,Lung Cancer,DSP-1001250002071,10.076745118819955,200869.0,12.0,1.1908607252145391,-0.8025373155651891,-0.08376686438677705,0.2144962355340736,0.06644916197613826
GSM8382335,CK,32,Lung Cancer,DSP-1001250002071,39.878762162007874,765387.0,45.0,1.128420180575993,0.7307879729727116,-0.17433460409921198,0.11463505543456343,-0.05044634268980097
GSM8382336,CD45,32,Lung Cancer,DSP-1001250002071,25.907481680762974,679594.0,36.0,1.389559990569481,-0.4200511616691718,0.10355662783911823,0.2592521243452013,0.1818646700973785
GSM8382337,CD68,33,Lung Cancer,DSP-1001250002071,7.167536755725854,120278.0,8.0,1.1161435612603068,-0.3986553939213153,0.02586390835106478,-0.017454061816574384,0.01150195285295208
GSM8382338,CK,33,Lung Cancer,DSP-1001250002071,22.82352442717566,619931.0,33.0,1.445876604434824,0.3039677961685885,-0.2911461148392944,-0.034803542979942925,-0.19694099909176943
GSM8382339,CD68,35,Lung Cancer,DSP-1001250002071,15.772046027185084,399993.0,21.0,1.3314696117297582,-0.20075213549457027,-0.08815647210746169,0.030683058124505447,-0.042193355567206936
GSM8382340,CK,35,Lung Cancer,DSP-1001250002071,79.02247781288223,1930123.0,105.0,1.3287358597971337,0.9034170509180828,-0.20397702717845556,0.025954684355941726,-0.13399801664602595
GSM8382341,CD45,35,Lung Cancer,DSP-1001250002071,23.28506344644091,703588.0,33.0,1.4172175255568826,-0.1907500698728768,0.23960703826649343,0.038819069877421786,0.16003429729849294
GSM8382342,CD68,4,Lung Cancer,DSP-1001250002071,6.120203855173005,100896.0,7.0,1.1437527516478656,-0.8355528940228254,0.19951760850574596,0.09750657572576493,0.17861365002863527
GSM8382343,CK,4,Lung Cancer,DSP-1001250002071,28.504656591902812,697458.0,40.0,1.403279491231009,1.1363797321060236,-0.2911680277001625,0.028713633081395074,-0.1413421795386287
GSM8382344,CD45,4,Lung Cancer,DSP-1001250002071,115.25087836445945,2292756.0,133.0,1.1540042200755491,-0.012172432239727637,-0.08101043935594054,0.12590463646220185,0.002927466970207071
GSM8382345,CD68,40,Lung Cancer,DSP-1001250002071,11.222308431509077,185734.0,12.0,1.069298716323585,-0.9244386848556592,-0.20399957577542116,0.23093244635289256,-0.04963129529239252
GSM8382346,CK,40,Lung Cancer,DSP-1001250002071,127.50219149617081,2786309.0,150.0,1.1764503671649036,0.10806859195635043,-0.17360552048481503,-0.04242616047772563,-0.13473176082888694
GSM8382347,CD45,40,Lung Cancer,DSP-1001250002071,25.172580349790163,608436.0,33.0,1.3109502300297589,-0.1527166931738626,-0.19833984584550857,0.027363525700146774,-0.14735091472707262
GSM8382348,CK,42,Lung Cancer,DSP-1001250002071,132.7172615370074,4474836.0,227.0,1.7104029827853435,0.9113806522802261,-0.3851835787904001,-0.2084082951567372,-0.3024626632943037
GSM8382349,CD45,42,Lung Cancer,DSP-1001250002071,7.036662712108662,175925.0,11.0,1.5632410490659505,0.235321583785832,-0.3012372977646498,-0.4118741575912055,-0.3532521635632473
GSM8382350,CD68,45,Lung Cancer,DSP-1001250002071,21.274395566371965,456944.0,26.0,1.2221263781095482,-0.36393870460150657,0.052543536608783636,0.014911320594979571,0.036895232204272155
GSM8382351,CK,45,Lung Cancer,DSP-1001250002071,56.24327580134931,1103172.0,64.0,1.1379138054840077,0.13175303540851768,0.03663926549478669,-0.17209969782328294,-0.04678428574130633
GSM8382352,CD45,45,Lung Cancer,DSP-1001250002071,22.22639733578509,530340.0,30.0,1.3497464094956677,-0.2664182182485928,0.1535221174775816,0.08719905284424279,0.11544688488603017
GSM8382353,CD68,46,Lung Cancer,DSP-1001250002071,12.984544435436106,415852.0,21.0,1.6173074153213203,0.06012213920711096,0.06269500031935493,-0.07447867988068735,0.027001533275650136
GSM8382354,CK,46,Lung Cancer,DSP-1001250002071,66.51711563888755,2862146.0,144.0,2.1648563473761637,1.4183429470796343,-0.3418123230154593,-0.13337302190282285,-0.266464112128292
GSM8382355,CD45,46,Lung Cancer,DSP-1001250002071,17.451830875084738,586092.0,26.0,1.4898150335114198,-0.3553721535025778,0.28153251505841137,0.2452529817319955,0.2903472683766548
GSM8382356,CD68,48,Lung Cancer,DSP-1001250002071,13.203102092134491,320499.0,18.0,1.3633159748664803,-0.058443831056648854,-0.09774061073352458,0.01947293865261024,-0.044959324498484055
GSM8382357,CK,48,Lung Cancer,DSP-1001250002071,54.67623323720187,1675187.0,87.0,1.5911849600642376,0.07477541250400987,-0.1902073617153004,-0.06882018397035061,-0.13675123666504962
GSM8382358,CD45,48,Lung Cancer,DSP-1001250002071,12.457662708278033,334251.0,17.0,1.364621951813129,-0.4088702046792956,-0.015851830287776814,0.19977128896728313,0.07920663867033229
GSM8382359,CD68,49,Lung Cancer,DSP-1001250002071,12.720735322698523,272927.0,16.0,1.2577889244696452,0.24903092471646948,0.009382263085849551,0.05274161530093702,0.03732662616169158
GSM8382360,CK,49,Lung Cancer,DSP-1001250002071,48.55026771001703,1161198.0,64.0,1.3182213614611096,1.0195259987648928,-0.21699141897977992,0.13296477773960724,-0.09361063554681603
GSM8382361,CD45,49,Lung Cancer,DSP-1001250002071,49.06889471588879,857860.0,52.0,1.059734487623625,-0.09016284460766055,-0.09410384355123691,0.011428910575024709,-0.051873600308535384
GSM8382362,CD68,51,Lung Cancer,DSP-1001250002071,15.969865491424297,350319.0,20.0,1.2523587008757122,-0.05882188859499493,0.019220004100485966,0.1682762730841998,0.0858959342623824
GSM8382363,CK,51,Lung Cancer,DSP-1001250002071,30.50997250345413,762794.0,41.0,1.3438229088983369,0.35724475242247733,-0.11473208340440388,0.15144110692057788,-0.014577991151841996
GSM8382364,CD45,51,Lung Cancer,DSP-1001250002071,50.15803109406626,997104.0,56.0,1.1164712565167825,-0.3642907034560614,0.08382602146213491,0.1102309016326144,0.1079975644190947
GSM8382365,CD68,53,Lung Cancer,DSP-1001250002071,14.209456787955679,317461.0,18.0,1.266762007064006,0.07952209109956021,0.054143335636980705,-0.022189581387232593,0.03609174458547271
GSM8382366,CK,53,Lung Cancer,DSP-1001250002071,15.943132764418456,480178.0,26.0,1.6307961794074906,1.4231838746346117,-0.29086577080695486,-0.2279363740875784,-0.2586631282078504
GSM8382367,CD45,53,Lung Cancer,DSP-1001250002071,24.41369697485286,716959.0,38.0,1.5565033038274214,0.07797806935076501,0.20794834243469928,0.16586640228785265,0.17335278464374948
GSM8382368,CD68,55,Lung Cancer,DSP-1001250002071,34.331599665220274,585511.0,36.0,1.048596638404528,-0.17859614664546797,-0.06304814367022882,0.008060514710291233,-0.047221632337935304
GSM8382369,CK,55,Lung Cancer,DSP-1001250002071,80.99602455253722,3238848.0,165.0,2.037137018903619,1.202423028320407,-0.481798289484181,-0.24972605499665512,-0.40362415565383447
GSM8382371,CD45,55,Lung Cancer,DSP-1001250002070-D-A02.dcc,14.970816043507547,361871.0,21.0,1.4027291457573652,-0.1992823869594651,0.06052097341146245,-0.11473955387394863,-0.011174136133380141
GSM8382372,CD68,58,Lung Cancer,DSP-1001250002070-D-A03.dcc,4.784488923194142,90898.0,6.0,1.254052438268449,0.32948544615167696,-0.12206733062444064,-0.1015672969703858,-0.0781718138497256
GSM8382373,CK,58,Lung Cancer,DSP-1001250002070-D-A04.dcc,140.71532384200293,4290700.0,241.0,1.7126777199517946,0.24246053537098256,-0.2536960622093649,-0.12452176963548123,-0.2021338441124798
GSM8382374,CD68,63,Lung Cancer,DSP-1001250002070-D-A05.dcc,94.055797279924,1655090.0,99.0,1.0525666983116557,-0.18519912718901388,-0.02395397988243797,0.02756285844448314,-0.011418101365531896
GSM8382375,CK,63,Lung Cancer,DSP-1001250002070-D-A06.dcc,106.36933714093372,4163119.0,221.0,2.0776664209835842,-0.32888351398743865,-0.43284144242128075,-0.11597564818916428,-0.30353071439764623
GSM8382376,CD45,63,Lung Cancer,DSP-1001250002070-D-A07.dcc,5.743164611268458,151297.0,9.0,1.5670802787615423,-0.18803393699610504,-0.2609310439596202,-0.1074356319968568,-0.17180955124520425
GSM8382377,CD68,66,Lung Cancer,DSP-1001250002070-D-A08.dcc,14.679569369123337,348972.0,20.0,1.3624377866334099,-0.3701861084455156,-0.22959342917294334,0.08196207841189018,-0.10802079973632184
GSM8382378,CK,66,Lung Cancer,DSP-1001250002070-D-A09.dcc,43.13641774189803,1172517.0,60.0,1.3909360846559709,-0.3303322987601969,-0.28608408015206255,-0.1310218556021323,-0.2109456998766679
GSM8382379,CD45,66,Lung Cancer,DSP-1001250002070-D-A10.dcc,19.304594884261352,401759.0,24.0,1.243227332347011,-0.5160696390287369,-0.0539823227493903,-0.10724789735229967,-0.07228576160087696
GSM8382380,CD68,67,Lung Cancer,DSP-1001250002070-D-A11.dcc,5.814863935938768,106855.0,7.0,1.2038114867549174,-0.7400295090712556,0.018583459826544413,-0.13952321227227138,-0.00025186092167217566
GSM8382381,CK,67,Lung Cancer,DSP-1001250002070-D-A12.dcc,77.09948149256896,1769534.0,96.0,1.2451445605279814,0.6032969220461015,-0.22059630149107345,0.017548459398464722,-0.12829747872580466
GSM8382382,CD45,67,Lung Cancer,DSP-1001250002070-D-B01.dcc,25.59323555080574,449784.0,28.0,1.0940390848361683,-0.14232822954173585,0.047198225459592624,0.1540855790601947,0.08248222435844177
GSM8382383,CD68,69,Lung Cancer,DSP-1001250002070-D-B02.dcc,5.706585341823746,113810.0,7.0,1.2266529948648586,-0.5288785489804804,0.013234509703112796,-0.020318883315626923,0.03118285908321905
GSM8382384,CK,69,Lung Cancer,DSP-1001250002070-D-B03.dcc,17.27798806001187,648575.0,34.0,1.967821709443677,0.6601677079456225,-0.47212363141452407,-0.1084593545180148,-0.3524712982513827
GSM8382385,CD45,69,Lung Cancer,DSP-1001250002070-D-B04.dcc,45.438710614215445,1230075.0,60.0,1.3204600040131658,-0.4068229128189773,0.08873753834043852,0.5531107504516775,0.2796633699747617
GSM8382386,CD68,70,Lung Cancer,DSP-1001250002070-D-B05.dcc,9.992140195836484,177471.0,12.0,1.2009439184009998,-0.30764836416132146,0.08058500365963228,0.05044617998230372,0.05455600846404618
GSM8382387,CK,70,Lung Cancer,DSP-1001250002070-D-B06.dcc,12.117331554654703,221413.0,14.0,1.155369887904247,-0.3427332729458876,0.07848825580640817,0.07248667056241631,0.09059235805896027
GSM8382388,CD45,70,Lung Cancer,DSP-1001250002070-D-B07.dcc,11.349016568224938,211054.0,14.0,1.2335870615606734,-0.20485876269153058,-0.12958716834264772,-0.1615747900937845,-0.13918980458648234
GSM8382389,CD68,71,Lung Cancer,DSP-1001250002070-D-B08.dcc,31.329169679170526,603694.0,36.0,1.1490888641052914,-0.19294106785108234,0.0018306877778027086,0.02405293511412676,-0.005209144716234793
GSM8382390,CK,71,Lung Cancer,DSP-1001250002070-D-B09.dcc,68.15021361213351,3311912.0,161.0,2.3624283984831917,-0.2728754810353369,-0.4020265221715875,-0.3152267905438846,-0.40524468004783065
GSM8382391,CD68,72,Lung Cancer,DSP-1001250002070-D-B10.dcc,5.914476575034327,91113.0,6.0,1.0144600158409074,0.07337017579512128,0.007695586654129283,-0.2954553112725442,-0.04516944426389902
GSM8382392,CK,72,Lung Cancer,DSP-1001250002070-D-B11.dcc,36.43767166936589,874269.0,47.0,1.289873854358102,0.30957535929936997,-0.12784727659862094,0.13051095962843107,-0.013605472844439248
GSM8382393,CD45,72,Lung Cancer,DSP-1001250002070-D-B12.dcc,43.38876486177923,805457.0,48.0,1.1062771699750036,-0.06898707056733766,-0.018989743300622308,-0.00034035204681703846,-0.014880824750167054
GSM8382394,CD68,77,Lung Cancer,DSP-1001250002070-D-C01.dcc,23.156051749291564,544308.0,28.0,1.2091871405001775,-0.25221149832064604,-0.12929935914276625,-0.04027770296482913,-0.08953904046866734
GSM8382395,CK,77,Lung Cancer,DSP-1001250002070-D-C02.dcc,20.704987290947134,667074.0,34.0,1.6421164390120568,0.9103678715735031,-0.22132661680605104,0.014648233906286112,-0.1022683352357725
GSM8382396,CD45,77,Lung Cancer,DSP-1001250002070-D-C03.dcc,14.738990512143145,749052.0,23.0,1.5604867905336381,-0.19245837547266875,-0.006111241067976003,0.35062040305323006,0.13246689216562713
GSM8382397,CD68,79,Lung Cancer,DSP-1001250002070-D-C04.dcc,5.052410246952967,88928.0,6.0,1.1875520210613362,-0.1292386277781672,0.10560328861790191,0.3595260110193035,0.27922323548828754
GSM8382398,CK,79,Lung Cancer,DSP-1001250002070-D-C05.dcc,45.12504212249293,778256.0,47.0,1.0415502742893283,-0.13032026725386503,0.03130385789320922,0.013431624983880397,0.028574821490086055
GSM8382399,CD45,79,Lung Cancer,DSP-1001250002070-D-C06.dcc,6.3362170701457785,126518.0,8.0,1.26258300677441,-0.511783801952459,-0.052164563054703184,0.012716821080520191,-0.03543557025998956
GSM8382400,CD68,8,Lung Cancer,DSP-1001250002070-D-C07.dcc,46.87894396906655,1179975.0,62.0,1.3225553894923743,-0.6108712324763688,-0.133861731670867,-0.006379999360148325,-0.1053261899200395
GSM8382401,CD45,8,Lung Cancer,DSP-1001250002070-D-C08.dcc,28.328129406945926,1063206.0,53.0,1.8709318655895664,-0.7317720152128464,0.0719364300579679,-0.11379619117964435,-0.03105802546983183
GSM8382402,CD68,80,Lung Cancer,DSP-1001250002070-D-C09.dcc,12.825330942575278,299682.0,17.0,1.3255018584796427,-0.5935742271363984,0.17135049750321674,0.07771593670036303,0.14870661204542523
GSM8382403,CK,80,Lung Cancer,DSP-1001250002070-D-C10.dcc,4.405446301030014,69915.0,5.0,1.1349587892674975,0.4097872307277366,0.29921910273719066,-0.18223385923493662,0.12898439112607374
GSM8382404,CD45,80,Lung Cancer,DSP-1001250002070-D-C11.dcc,33.30729895498838,1095576.0,56.0,1.6813131582863752,-0.5111827234055029,0.5667595925255084,0.18887970519695862,0.4157299306774087
GSM8382405,CD68,81,Lung Cancer,DSP-1001250002070-D-C12.dcc,11.719156018150438,290743.0,16.0,1.365286030429108,-0.1689573870743155,-0.02519923147988834,0.1635120607911973,0.05709506873890646
GSM8382406,CK,81,Lung Cancer,DSP-1001250002070-D-D01.dcc,29.276215740781073,1152218.0,58.0,1.9811303658077426,0.9210164610082527,-0.12370225763537146,-0.23345001476605098,-0.19431464183370561
GSM8382407,CD45,81,Lung Cancer,DSP-1001250002070-D-D02.dcc,21.16919200621613,940432.0,41.0,1.9367768022492662,-0.7293872433290174,0.2029426043943965,0.1123426279051869,0.15150096913499356
GSM8382408,CK,87,Lung Cancer,DSP-1001250002070-D-D03.dcc,13.082791126415719,344855.0,19.0,1.4522894859673123,0.20333437048959935,-0.19052751018102043,0.17881527448575874,-0.063830052746082
GSM8382409,CD68,88,Lung Cancer,DSP-1001250002070-D-D04.dcc,8.469426354381644,138609.0,9.0,1.0626457593959553,-0.06354570083345035,-0.13898860065934482,0.20700359812717428,0.045301140078713775
GSM8382410,CK,88,Lung Cancer,DSP-1001250002070-D-D05.dcc,29.866527575738242,731270.0,41.0,1.3727742502381133,0.33688410061006246,-0.13418693090058786,0.025524645640340182,-0.06301840735287456
GSM8382411,CD68,9,Lung Cancer,DSP-1001250002070-D-D06.dcc,8.790517581208706,167415.0,10.0,1.1375894431263955,-0.7492908250068515,-0.054178316829446516,-0.018340429862079954,0.0031492514659103854
GSM8382412,CK,9,Lung Cancer,DSP-1001250002070-D-D07.dcc,21.524983719679128,746095.0,41.0,1.9047633454196724,0.6350500316243592,-0.37567059487681265,-0.16180300844295958,-0.2843202401680385
GSM8382413,CD45,9,Lung Cancer,DSP-1001250002070-D-D08.dcc,12.84277100965727,294612.0,18.0,1.4015666857615614,0.0030555145554771457,-0.16701855564245438,0.13856678475038509,-0.055435061436505784
GSM8382414,CD68,90,Lung Cancer,DSP-1001250002070-D-D09.dcc,43.5637952236742,1422695.0,73.0,1.6757034052058226,-0.7575480378378101,-0.16877755062601985,-0.020922192072667656,-0.11014095764694254
GSM8382415,CK,90,Lung Cancer,DSP-1001250002070-D-D10.dcc,60.04271745785597,2045230.0,104.0,1.732100151412995,-0.3791987340904126,-0.32112917151983433,0.095229042090331,-0.17542249566434265
GSM8382416,CD68,93,Lung Cancer,DSP-1001250002070-D-D11.dcc,21.83491273256599,570822.0,28.0,1.2823499843092574,-0.1495659531474014,-0.21205921463725197,0.014612858395208761,-0.12697737292615718
GSM8382417,CK,93,Lung Cancer,DSP-1001250002070-D-D12.dcc,30.91284503365171,1559234.0,76.0,2.4585249244211083,0.8613060368449466,-0.5750700666767807,-0.17811873846114423,-0.4270374275920008
GSM8382418,CD45,93,Lung Cancer,DSP-1001250002070-D-E01.dcc,46.362389339915985,1111285.0,57.0,1.2294448325795302,-0.30641252049150935,-0.12423876476077877,0.1672856935301552,-0.0028063620555469626
GSM8382419,CD68,94,Lung Cancer,DSP-1001250002070-D-E02.dcc,10.723616759347673,311583.0,16.0,1.4920339246600691,-0.2530311767059952,-0.03965579981548606,0.2057849900023716,0.034632918003773216
GSM8382420,CK,94,Lung Cancer,DSP-1001250002070-D-E03.dcc,23.001494395379854,864622.0,44.0,1.9129191888000967,0.0852022169743134,-0.3247477279087745,-0.12313236963634555,-0.2366889086188091
GSM8382422,CD68,96,Lung Cancer,DSP-1001250002070-D-E05.dcc,35.95309215786396,802182.0,44.0,1.2238168502114761,-0.3408440021152055,0.26852504156271584,0.3565011461388643,0.3089952198098196
GSM8382423,CK,96,Lung Cancer,DSP-1001250002070-D-E06.dcc,12.00342521427624,285408.0,16.0,1.3329528625687979,1.1943185680175001,-0.03814048379553725,0.2330976965369036,0.07472567471547542
